,Skin Tone,Outfit,Nose,Mouth,Hand,Hair Front,Hair Color,Hair Back,Eyes,Eyebrows,Eye Color,Clip Accessory,Background,Weapon,Head Accessory,Face Accessory,Appendage,Skin Marking,Ears,Legendary,Rarity score,Token Id
3564,Neutral,Ironguard,Base,Smile,None,Curl,Dirty Blonde,Messy Bob,Upturned,Neutral,Brown,None,Blue Yellow,Obsidian Staff,White Witch Hat,Circle Glasses,None,None,None,None,25.564911452610424,3564
3565,Neutral,Lilac Plug Suit,Base,Happy,None,Curl,Black Turquoise,High Messy Twintails,Round,Neutral,Green,Double Silver Hair Clip,Gray Yellow,None,Cat Ears,None,None,None,None,None,14.179276576601957,3565
3566,Tan,White Hoodie,Base,Fang,None,Comb Over,Lime,Straight with Ribbon,Round,Neutral,Black,Three Stars,Green,None,Onion Horns,Circle Glasses,None,None,None,None,28.547511404444563,3566
3567,Neutral,Businesswoman,Base,Ohh,None,Straight Parted,Electric Blue,Straight Long,Hooded,Neutral,Brown,None,Blue Red,Long Sword,Newsboy Cap,None,None,None,None,None,18.527065565708206,3567
3568,Warm,Wagie Shirt,Base,Blackcurrent Jam Toast,None,Curtain Bangs,Violet,Large Twin Braids,Down Turned,Neutral,Gray,None,Gray Yellow,None,Bull Horns,Thin Rectangle Glasses,None,None,None,None,21.11219040748331,3568
3569,Neutral,Priestess,Base,Ohh,None,Bedhead,Dirty Blonde,Straight with Ribbon,Hooded,Neutral,Brown,None,Blue Red,None,None,Silk Eye Patch,None,None,None,None,8.935235912595138,3569
3570,Neutral,Magic Apprentice,Base,Eyetooth,None,Ear Tuck,Chestnut,Wavy Short,Pointy,Neutral,Green,Gold Flower,Gray Purple,Axe,Top Hat,None,None,None,None,None,26.154564858076164,3570
3571,Neutral,Vested Businesswoman,Base,Fang,None,Messy Fringe,Strawberry,Wide Pig Tails,Down Turned,Neutral,Blue,None,Blue,None,None,Circle Glasses,None,None,None,None,8.06949462562618,3571
3572,Neutral,School Uniform,Base,Wide Open,None,Curl,Lime,Round Bob,Round,Neutral,Green,None,Blue,None,Black Beret,None,None,None,None,None,5.9765030515348405,3572
3573,Neutral,Turquoise Hoodie,Base,Ohh,None,Bedhead,Gray,High Wavy Twintails,Almond,Neutral,Black,None,Green,None,None,Circle Glasses,None,None,None,None,7.602812008293386,3573
3574,Neutral,Red Hoodie,Base,Neutral,None,Bedhead,Lilac,Messy Long,Upturned Wink,Neutral,Blue,None,Orange Yellow,None,None,None,None,None,None,None,0.20555981719277133,3574
3575,Neutral,Blue Pullover,Base,Open,None,Straight Parted,Wine Red,Wide Long,Pointy,Neutral,Brown,Lilac Bow-Tie,Yellow,None,None,Red Rectangle Glasses,None,None,None,None,16.180643178339672,3575
3576,Neutral,Country Dress,Base,Grin,None,Layered Long,Black Turquoise,Wavy Short,Down Turned,Neutral,Yellow,None,Blue Yellow,None,Wagie Cap,None,None,None,None,None,7.343427043487863,3576
3577,Dark,Blue Half Sleeve,Base,Hair Band,None,Arched Parted Bangs,Ginger,Spiky Long,Down Turned,Neutral,Gray,Three Stars,Green,None,None,Circle Glasses,None,None,None,None,23.61459532306683,3577
3578,Warm,Cross Crop Top,Base,Slightly Open,Phone,Curtain Bangs,Azure,Voluminous Medium,Upturned,Neutral,Black,Black Diamond Stars,Blue,Red Gold Katana,Owl Ears,None,None,None,None,None,46.107692992686275,3578
3579,Warm,Turquoise Night Dress,Base,Ohh,None,Curtain Bangs,Ginger,Flared Short,Upturned,Neutral,Green,None,Orange Yellow,None,Little Black Gold Hat,Silver Bottom Frame,None,None,None,None,19.766389482171245,3579
3580,Neutral,White Tank Top,Base,Speaking,None,Arched Parted Bangs,Sky Blue,Large Twin Braids,Down Turned,Neutral,Blue,Three Stars,Yellow Blue,None,Owl Ears,None,None,None,None,None,13.933204692049173,3580
3581,Neutral,Priestess,Base,Blackcurrent Jam Toast,None,Messy Layered,Strawberry,Wavy Short,Down Turned,Neutral,Black,None,Orange Yellow,None,Demon Horns,None,None,None,None,None,6.702711437757005,3581
3582,Warm,Ladybug Shirt,Base,Laugh,None,Round,Ginger,Voluminous Medium,Upturned,Neutral,Black,Red Hair Clip,Blue Yellow,None,None,None,None,None,None,None,15.140816086497086,3582
3583,Warm,Nurse,Base,Laugh,None,Straight Parted,Honey,Messy Bob,Down Turned,Neutral,Brown,Lilac Bow-Tie,Yellow,None,None,None,None,None,None,None,15.838522828966632,3583
3584,Neutral,Blackbird,Base,Happy,None,Curtain Bangs,Violet,Straight Long,Pointy,Neutral,Brown,None,Blue Orange Lilac Green,Blue Silver Katana,None,None,None,None,None,None,13.109236123664633,3584
3585,Warm,Office,Base,Neutral,None,Short Braid,Rose,Short,Upturned,Neutral,Black,None,Yellow Blue,Blue Silver Katana,Large Ears,None,None,None,None,None,25.02482840983972,3585
3586,Warm,Sweater Vest,Base,Smile,None,Bedhead,Chestnut,Straight Medium,Pointy,Neutral,Black,None,Gray Purple,None,None,Thin Rectangle Glasses,None,None,None,None,14.752223955495609,3586
3587,Warm,Turquoise Night Dress,Base,Neutral,None,Short Messy,Electric Blue,Pig Tails,Upturned,Neutral,Brown,None,Gray Purple,Red Gold Katana,Halo,Bandage,Succubus Tail,None,None,None,46.203733948236746,3587
3588,Neutral,Blue Half Sleeve,Base,Wide Open,None,Straight Parted,Chestnut,Straight with Ribbon,Upturned Wink,Neutral,Brown,None,Green Yellow,None,Blue Cap,Circle Glasses,None,None,None,None,12.504758015328358,3588
3589,Tan,Ying Yang Dress,Base,Hair Band,None,Layered Long,Raven,Round Bob,Upturned,Neutral,Brown,None,Blue Yellow,None,Red Beret,Silk Eye Patch,None,None,None,None,21.04020268441708,3589
3590,Neutral,Cross Crop Top,Base,Happy,None,Puff,Ash,High Wavy Twintails,Pointy,Neutral,Black,None,Purple,None,Black Bunny Headband,None,None,None,None,None,5.476893189297779,3590
3591,Neutral,Striped Jacket,Base,Neutral,None,Straight Parted,Electric Blue,Messy Long,Pointy,Neutral,Purple,None,Green,Red Silver Katana,None,None,None,None,None,None,13.839950258110104,3591
3592,Neutral,White Hoodie,Base,Shouting,None,Curl,Caramel,Wavy Short,Almond,Neutral,Purple,None,Blue Red,None,Mini Top Hat,None,None,None,None,None,6.168540534536914,3592
3593,Neutral,White Tank Top,Base,Neutral,None,Short Braid,Bubblegum,Spiky Long,Pointy,Neutral,Blue,None,Blue Red,None,Peaked Cap,None,None,None,None,None,5.349314715414636,3593
3594,Neutral,Striped Jacket,Base,Smile,None,Comb Over,Electric Blue,Round Bob,Pointy,Neutral,Purple,None,Green Yellow,None,Little Black Gold Hat,Red Rectangle Glasses,None,None,None,None,13.697617648249613,3594
3595,Warm,White Wave Qipao,Base,Fang,None,Curtain Bangs,Black Turquoise,High Wavy Twintails,Pointy,Neutral,Blue,None,Blue Yellow,None,None,None,None,None,None,None,7.184250123002473,3595
3596,Tan,Silver Puffer Down,Base,Happy,None,Round,Electric Blue,High Messy Twintails,Down Turned,Neutral,Green,None,Purple,Axe,Black Bunny Headband,None,None,None,None,None,26.157507954409525,3596
3597,Neutral,White Cutout Top,Base,Open,None,Messy Fringe,Light Blonde,Round Bob,Down Turned,Neutral,Blue,None,Gray Yellow,None,Bunny Ears,Nose Piercing,None,None,None,None,14.198740629213763,3597
3598,Warm,Ace of Spades,Base,Smile,None,Short Braid,Midnight Blue,Short Bob,Down Turned,Neutral,Brown,None,Dark Violet Stars,None,None,Red Rectangle Glasses,None,None,None,None,16.14605031706806,3598
3599,Neutral,Turquoise Hoodie,Base,Grin,None,Choppy Hime,Ash,Short,Hooded,Neutral,Green,None,Orange Yellow,None,Yellow Paper Crane,None,None,None,None,None,6.120550528851131,3599
3600,Tan,Maiden,Base,Wide Open,None,Curl,Caramel,Medium with Ribbon,Upturned Wink,Neutral,Green,None,Green,None,Little Black Gold Hat,Silver Bottom Frame,None,None,None,None,20.56752476567748,3600
3601,Warm,Sherpa Jacket,Base,Laugh,None,Oujo Curls,Sky Blue,Wide Pig Tails,Pointy,Neutral,Red,None,Blue Orange Lilac Green,None,None,None,None,None,None,None,8.023006023809884,3601
3602,Dark,Gold Space Monk Outfit,Base,Neutral,None,Puff,Dirty Blonde,Large Twin Braids,Almond,Neutral,Gray,None,Blue Orange Lilac Green,None,Onion Horns,Rose,None,None,None,None,20.96967525747828,3602
3603,Neutral,Red Axolotl T-Shirt,Base,Smile,None,Feathered Fringe,Light Blonde,Straight Medium,Upturned,Neutral,Blue,None,Yellow Purple,None,None,None,None,None,None,None,0.24757494112861805,3603
3604,Warm,Barmaid,Base,Neutral,Phone,Straight Parted,Violet,Wide Pig Tails,Almond,Neutral,Green,None,Blue,Long Sword,None,None,None,None,None,None,33.02216129183386,3604
3605,Dark,Red Hoodie,Base,Shouting,None,Curl,Ginger,Wavy Short,Hooded,Neutral,Gray,Strawberry,Blue Red,None,Onion Horns,Eye Patch,None,None,None,None,29.176055538761865,3605
3606,Neutral,Blue Hoodie,Base,Wide Open,None,Curl,Honey,Spiky Long,Almond,Neutral,Gray,Double Silver Hair Clip,Blue Red,None,None,None,None,None,None,None,8.182044382028906,3606
3607,Dark,White Cutout Top,Base,Shouting,None,Hime,Sky Blue,Wavy Short,Almond,Neutral,Black,Gold Flower,Yellow Purple,None,Mini Top Hat,Pixel Glasses,None,None,None,None,29.350157114639718,3607
3608,Neutral,Innocence,Base,Ohh,None,Short Parted,Honey,High Messy Twintails,Down Turned,Neutral,Green,None,Blue Orange Lilac Green,None,None,Circle Glasses,None,None,Elf,None,21.614459217519023,3608
3609,Neutral,Silver Bikini,Base,Cat,None,Curtain Bangs,Emerald,Straight Long,Down Turned,Neutral,Green,None,Yellow Purple,None,Wagie Cap,Red Rectangle Glasses,None,None,None,None,13.802609606554755,3609
3610,Neutral,Blue Hoodie,Base,Slightly Open,None,Oujo Curls,Black Turquoise,Wide Long,Almond,Neutral,Green,Red Hair Clip,Blue Orange Lilac Green,None,Bull Horns,None,None,None,None,None,13.549133165621955,3610
3611,Neutral,Cross Crop Top,Base,Laugh,None,Layered Long,Rose,Flared Short,Down Turned,Neutral,Brown,None,Blue Red,None,None,Red Rectangle Glasses,None,None,None,None,8.39809145563009,3611
3612,Neutral,Pirate,Base,Hay,None,Wavy Parted,Emerald,Wavy Short,Almond,Neutral,Green,None,Green,None,Pirate Hat,Silk Eye Patch,None,None,None,None,14.432783491820894,3612
3613,Dark,Silver Puffer Down,Base,Speaking,None,Feathered Fringe,Wine Red,Messy Bob,Upturned Wink,Neutral,Green,Black Diamond Stars,Green Yellow,None,Red Mini Horn,Tactical Eye Patch,None,None,None,None,29.02758651863724,3613
3614,Neutral,Frock Coat,Base,Happy,None,Assymetrical,Emerald,High Messy Twintails,Down Turned,Neutral,Gray,Red Hair Clip,Yellow Blue,None,None,Silk Eye Patch,None,None,None,None,17.316343271081145,3614
3615,Neutral,Ying Yang Dress,Base,Happy,None,Wavy Parted,Raven,Short,Pointy,Neutral,Brown,Gold Flower,Green Yellow,None,None,None,None,None,None,None,8.411653399290147,3615
3616,Warm,Sweater Vest,Base,Fang,None,Layered Long,Scarlet,Spiky Long,Upturned,Neutral,Purple,Three Stars,Green,None,Black Bunny Headband,None,None,None,None,None,20.851247859673087,3616
3617,Tan,Magic Apprentice,Base,Neutral,None,Short Braid,Ginger,Short,Hooded,Neutral,Blue,None,Blue,None,None,None,None,None,None,None,8.27958015575223,3617
3618,Dark,Seitokai,Base,Neutral,None,Arched Parted Bangs,Orange,Short Bob,Upturned,Neutral,Lilac,None,Blue,None,None,Red Rectangle Glasses,None,None,None,None,16.126568109515645,3618
3619,Neutral,Blue White Stripe Swimsuit,Base,Smile,None,Choppy Hime,Chestnut,Straight Medium,Down Turned,Neutral,Blue,Three Stars,Gray Purple,None,None,Evil Eye,Succubus Tail,None,None,None,30.479592947054456,3619
3620,Neutral,Vested Businesswoman,Base,Happy,None,Short Parted,Rose,Pig Tails,Pointy,Neutral,Green,Daisy,Yellow Purple,None,Onion Horns,Thin Rectangle Glasses,None,None,None,None,20.945752891305634,3620
3621,Neutral,Teal Pullover,Base,Slightly Open,None,Layered Long,Black Turquoise,Straight Long,Hooded,Neutral,Blue,Red Hair Clip,Blue,None,Long Cat Ears,Thin Rectangle Glasses,None,Gray Lotus,None,None,35.3177574081268,3621
3622,Dark,White Cutout Top,Base,Wide Open,None,Hime,Rose,Medium with Ribbon,Hooded,Neutral,Yellow,Strawberry,Purple,None,None,Pilot Sunglasses,None,None,None,None,26.127600200372225,3622
3623,Neutral,Blue Space Monk Outfit,Base,Grin,None,Parted Fringe,Raven,Medium with Ribbon,Down Turned,Neutral,Green,None,Green Yellow,None,Fancy Horns,None,None,None,None,None,6.27959759263493,3623
3624,Neutral,Goddess,Base,Laugh,None,Curl,Sky Blue,Straight Medium,Pointy,Neutral,Gray,None,Green Yellow,None,Little Black Gold Hat,None,None,None,None,None,5.314787302625698,3624
3625,Neutral,Red Axolotl T-Shirt,Base,Ohh,None,Curl,Azure,Wavy Short,Hooded,Neutral,Gray,None,Purple,None,Newsboy Cap,Circle Glasses,None,None,None,None,12.999870529367897,3625
3626,Bright,Office,Base,Smile,None,Parted Fringe,Lime,Wavy Short,Upturned Wink,Neutral,Purple,None,Gray Yellow,None,Red Beret,None,None,None,None,None,14.560398410148883,3626
3627,Bright,Black Muse,Base,Eyetooth,Peace,Arched Parted Bangs,Ash,Wide Wavy Long,Pointy,Neutral,Yellow,Double Silver Hair Clip,Dark Blue,Cyber Scythe,Bat Horns,None,Kitsune,Grey Cat Stripes,Elf,None,90.57221704873136,3627
3628,Dark,Red Axolotl T-Shirt,Base,Wide Open,None,Curtain Bangs,Violet,Straight Medium,Hooded,Neutral,Yellow,None,Orange Yellow,None,Pointed Bow,Circle Glasses,None,None,None,None,21.755810811765723,3628
3629,Neutral,White Hoodie,Base,Laugh,None,Short Messy,Scarlet,Short,Upturned,Neutral,Green,Black Diamond Stars,Yellow Blue,None,Onion Horns,None,None,None,None,None,12.989447684173886,3629
3630,Dark,Turquoise Disciple Outfit,Base,Laugh,None,Curtain Bangs,Chestnut,Flared Short,Down Turned,Neutral,Gray,None,Gray Yellow,None,Black Fox Mask,None,None,Gray Lotus,None,None,27.048618814361454,3630
3631,Neutral,Vested Businesswoman,Base,Fang,None,Round,Electric Blue,Short,Down Turned,Neutral,Gray,Capsule Error,Blue Yellow,None,Peaked Cap,Eye Patch,None,None,None,None,22.336541896733465,3631
3632,Tan,Maid,Base,Hair Band,None,Bedhead,Ash,Straight Long,Upturned,Neutral,Brown,Three Stars,Blue Yellow,Sickle,None,None,None,None,None,None,28.953875555814257,3632
3633,Dark,Magic Apprentice,Base,Speaking,None,Comb Over,Ash,Wide Wavy Long,Round,Neutral,Blue,Big Star,Dark Blue,None,None,None,None,None,None,None,17.91511037478832,3633
3634,Tan,Turquoise Disciple Outfit,Base,Slightly Open,None,Short Braid,Light Blonde,Messy Bob,Upturned,Neutral,Blue,None,Gray Yellow,Axe,Black Fox Mask,None,None,None,None,None,25.87548633754012,3634
3635,Neutral,uwu Racer,Base,Fang,None,Short Braid,Gray,Wide Long,Hooded,Neutral,Yellow,Capsule Hacker,Gray Purple,None,Bat Horns,None,Cat Tail,None,None,None,29.07400592931789,3635
3636,Neutral,Blue Half Sleeve,Base,Shouting,None,Hime,Strawberry,Straight with Ribbon,Almond,Neutral,Brown,None,Green,None,None,Thin Rectangle Glasses,None,None,None,None,7.943462620084545,3636
3637,Warm,Green Kunoichi,Base,Hair Band,None,Oujo Curls,Emerald,Wavy Long,Down Turned,Neutral,Gray,None,Purple,None,Goldfish,None,Bat Wings,Left Eye Scar,None,None,39.45784732125237,3637
3638,Warm,Azure Adventurer,Base,Cat,None,Parted Fringe,Midnight Blue,Wide Long,Almond,Neutral,Lilac,None,Green Yellow,None,Bull Horns,None,None,None,None,None,12.788395557806698,3638
3639,Neutral,Hoodie Jacket,Base,Fang,None,Short Messy,Electric Blue,Wide Pig Tails,Round,Neutral,Yellow,None,Blue,None,Bull Horns,Eye Patch,None,None,None,None,14.725372334538386,3639
3640,Bright,Novice Adventurer,Base,Ohh,None,Puff,Midnight Blue,High Wavy Twintails,Almond,Neutral,Blue,None,Yellow Purple,None,None,Bandage,None,None,None,None,16.49417841247108,3640
3641,Neutral,Novice Adventurer,Base,Open,None,Puff,Rose,Wide Long,Down Turned,Neutral,Black,Black Diamond Stars,Green,None,Green Crystal Horns,None,Succubus Tail,None,None,None,27.225663175009434,3641
3642,Bright,Ladybug Shirt,Base,Happy,None,Puff,Black Turquoise,Low Wavy Twintails,Upturned,Neutral,Blue,None,Orange Yellow,None,Bat Horns,Circle Glasses,None,None,None,None,20.747730302646435,3642
3643,Neutral,White Wave Qipao,Base,Hay,None,Messy Layered,Midnight Blue,Straight Medium,Upturned,Neutral,Lilac,None,Blue Yellow,Cyber Scythe,Demon Horns,None,None,None,None,None,19.902882302650323,3643
3644,Neutral,Winter Solistice Royal Cloak,Base,Cat,None,Comb Over,Midnight Blue,Large Twin Braids,Down Turned,Neutral,Blue,Red Gem,Gray Yellow,None,None,Evil Eye,Bat Wings,None,None,None,30.692631622551573,3644
3645,Neutral,Businesswoman,Base,Grin,None,Layered Long,Dirty Blonde,Straight Long,Almond,Neutral,Red,None,Blue Red,None,Demon Horns,None,None,None,None,None,6.249580710719758,3645
3646,Neutral,Sherpa Jacket,Base,Eyetooth,None,Short Parted,Orange,High Wavy Twintails,Upturned Wink,Neutral,Lilac,Strawberry,Blue Red,None,None,None,None,None,None,None,9.428929860410564,3646
3647,Warm,Bite,Base,Neutral,None,Peek-A-Bang,Honey,Wavy Short,Pointy,Neutral,Blue,None,Purple,None,Dragon,None,None,Black Cat Stripes,None,None,25.59489934925945,3647
3648,Neutral,Black Butterfly Dress,Base,Smile,None,Messy Fringe,Honey,Straight with Ribbon,Almond,Neutral,Brown,None,Blue Red,Red Gold Katana,Little Black Gold Hat,None,Bat Wings,None,None,None,31.105012540906817,3648
3649,Warm,Cadet Uniform,Base,Cat,None,Straight Parted,Strawberry,Wide Pig Tails,Upturned Wink,Neutral,Green,Black Diamond Stars,Yellow Purple,None,None,None,None,None,None,None,14.729753175026284,3649
3650,Neutral,Black Wave Qipao,Base,Laugh,None,Choppy Hime,Gray,Short,Upturned Wink,Neutral,Lilac,Black Diamond Stars,Blue,None,None,Thin Rectangle Glasses,Bat Wings,None,None,None,29.631956755100546,3650
3651,Neutral,White Tank Top,Base,Ohh,None,Wavy Parted,Wine Red,Wavy Short,Upturned,Neutral,Purple,None,Green,None,Owl Ears,None,Angel Wings,None,None,None,19.679300712690026,3651
3652,Neutral,White T-Shirt,Base,Open,None,Feathered Fringe,Light Blonde,Large Twin Braids,Hooded,Neutral,Blue,None,Blue Orange Lilac Green,None,Blue Cap,Pilot Sunglasses,None,None,None,None,14.153694007360887,3652
3653,Neutral,Blue Half Sleeve,Base,Hair Band,None,Comb Over,Lilac,Straight Medium,Upturned Wink,Neutral,Green,Lilac Bow-Tie,Yellow Blue,None,Onion Horns,Eye Patch,None,None,None,None,21.35082695836046,3653
3654,Neutral,Blue Silver Lines Dress,Base,Ohh,None,Hime,Bubblegum,Straight Long,Round,Neutral,Black,Big Star,Dark Violet Stars,None,Pointed Bow,None,None,None,None,None,15.370598170230368,3654
3655,Warm,Silver Puffer Down,Base,Open,None,Short Parted,Ginger,Straight Medium,Round,Neutral,Yellow,None,Purple,Blue Silver Katana,Blue Cap,Silver Bottom Frame,None,None,None,None,34.509153475678694,3655
3656,Neutral,Purple Space Monk Outfit,Base,Pocky,None,Puff,Violet,Large Twin Braids,Upturned,Neutral,Brown,None,Yellow Blue,Obsidian Staff,Bat Horns,Circle Glasses,None,None,None,None,25.93099873720896,3656
3657,Warm,Goddess,Base,Open,None,Short Braid,Scarlet,Short Bob,Almond,Neutral,Red,None,Gray Purple,None,None,Red Rectangle Glasses,None,None,None,None,15.817474514437412,3657
3658,Bright,Hoodie Jacket,Base,Ohh,None,Puff,Caramel,High Messy Twintails,Upturned,Neutral,Green,None,Purple,None,None,None,None,None,None,None,8.528689385865606,3658
3659,Warm,Red Axolotl T-Shirt,Base,Smile,None,Choppy Hime,Electric Blue,Wavy Long,Almond,Neutral,Lilac,Black X,Yellow,Obsidian Staff,None,None,None,None,None,None,28.815869751371427,3659
3660,Neutral,Apron,Base,Grin,None,Messy Fringe,Strawberry,Wide Wavy Long,Pointy,Neutral,Lilac,Capsule Error,Gray Yellow,None,Onion Horns,Eye Patch,None,None,None,None,22.49111052318645,3660
3661,Warm,Viper Translucent,Base,Laugh,None,Peek-A-Bang,Honey,Spiky Long,Almond,Neutral,Lilac,Red Gem,Blue Red,Axe,Broken Horns,None,None,None,None,None,33.98860351686321,3661
3662,Warm,Innocence,Base,Cat,Peace,Bedhead,Strawberry,Wide Long,Pointy,Neutral,Brown,None,Green,None,None,Evil Eye,None,None,None,None,28.619228225123233,3662
3663,Tan,Barmaid,Base,Smile,None,Ear Tuck,Electric Blue,Spiky Long,Upturned,Neutral,Blue,Black Diamond Stars,Yellow Purple,None,None,None,None,None,None,None,15.787523229647302,3663
3664,Neutral,Black Muse,Base,Slightly Open,None,Messy Fringe,Strawberry,High Wavy Twintails,Down Turned,Neutral,Gray,None,Blue,None,None,None,None,None,None,None,1.0218254336588954,3664
3665,Neutral,Ladybug Shirt,Base,Hair Band,None,Wavy Parted,Rose,Straight with Ribbon,Pointy,Neutral,Purple,Double Silver Hair Clip,Green Yellow,None,Bat Horns,None,None,None,None,None,13.991745878525647,3665
3666,Neutral,Red Rhapsody,Base,Hay,None,Hime,Ginger,Wide Pig Tails,Upturned,Neutral,Blue,None,Blue Red,None,None,Eye Patch,None,None,None,None,8.821244174265289,3666
3667,Neutral,Blue Silver Lines Dress,Base,Fang,None,Oujo Curls,Ginger,Pig Tails,Round,Neutral,Green,Three Stars,Blue,None,Blue Crystal Horns,Eye Patch,Dragon Wings,None,None,None,35.398756615990564,3667
3668,Dark,Bell Jacket,Base,Neutral,None,Assymetrical,Ash,Low Wavy Twintails,Almond,Neutral,Gray,None,Orange Yellow,None,None,Silk Eye Patch,None,Beauty Mark Left Cheek,Elf,None,43.0159508955421,3668
3669,Dark,Ladybug Shirt,Base,Eyetooth,None,Oujo Curls,Dirty Blonde,Short,Pointy,Neutral,Purple,None,Blue Orange Lilac Green,None,Red Beret,None,None,None,None,None,13.804156038883933,3669
3670,Dark,Barmaid,Base,Eyetooth,None,Curtain Bangs,Ginger,Spiky Long,Upturned Wink,Neutral,Green,None,Blue Red,None,Newsboy Cap,Eye Patch,None,None,None,None,20.683110824448132,3670
3671,Neutral,Red Hoodie,Base,Shouting,None,Short Braid,Ash,Low Wavy Twintails,Down Turned,Neutral,Black,None,Orange Yellow,None,Red Mech Cat Ears,None,None,Black Cat Stripes,None,None,19.553280709572103,3671
3672,Neutral,Turquoise Disciple Outfit,Base,Fang,None,Curl,Orange,Short,Upturned Wink,Neutral,Black,Black Diamond Stars,Orange Yellow,None,Newsboy Cap,Silver Bottom Frame,Cat Tail,None,None,None,34.1145851116661,3672
3673,Neutral,Blue Half Sleeve,Base,Laugh,None,Short Braid,Midnight Blue,Wide Pig Tails,Down Turned,Neutral,Green,None,Gray Yellow,None,Pink Bunny Headband,None,None,None,None,None,5.920986157813429,3673
3674,Dark,Cadet Uniform,Base,Hair Band,None,Hime,Scarlet,High Messy Twintails,Down Turned,Neutral,Yellow,None,Gray Purple,None,None,None,None,X Scar,None,None,23.08487824165154,3674
3675,Neutral,Ace of Spades,Base,Eyetooth,None,Comb Over,Lime,Voluminous Medium,Upturned,Neutral,Lilac,None,Blue Red,None,Bull Horns,None,None,None,None,None,5.994530367704978,3675
3676,Tan,Silver Bikini,Base,Eyetooth,None,Short Braid,Strawberry,Pig Tails,Round,Neutral,Brown,Three Stars,Yellow Purple,None,Broken Horns,Butterflies,None,None,None,None,29.905280250560214,3676
3677,Neutral,Cross Crop Top,Base,Slightly Open,None,Straight Parted,Black Turquoise,Pig Tails,Pointy,Neutral,Brown,Strawberry,Blue Orange Lilac Green,None,Owl Ears,Thin Rectangle Glasses,None,Gray Lotus,None,None,34.56767589597016,3677
3678,Dark,Cabernet,Base,Ohh,None,Short Braid,Midnight Blue,Short,Almond,Neutral,Red,None,Blue Red,None,Little Black Gold Hat,None,None,None,None,None,13.56556301010598,3678
3679,Neutral,Blue Rhapsody,Base,Eyetooth,None,Wavy Parted,Honey,Wavy Short,Upturned Wink,Neutral,Gray,None,Green,None,Little Black Gold Hat,None,None,None,None,None,5.125734326375686,3679
3680,Tan,Parka,Base,Grin,None,Puff,Violet,Wide Wavy Long,Almond,Neutral,Red,None,Green,None,None,None,None,None,None,None,8.857245375856836,3680
3681,Neutral,Ladybug Shirt,Base,Smile,None,Peek-A-Bang,Scarlet,Large Twin Braids,Hooded,Neutral,Blue,None,Green Yellow,None,None,None,None,None,None,None,0.8718162896200994,3681
3682,Warm,Parka,Base,Wide Open,None,Puff,Raven,Short Bob,Pointy,Neutral,Green,Black X,Blue Red,None,Large Ears,Circle Glasses,None,None,None,None,27.755407561659084,3682
3683,Neutral,White Hoodie,Base,Hair Band,None,Puff,Caramel,Messy Long,Almond,Neutral,Lilac,Daisy,Orange Yellow,None,None,Evil Eye,None,Left Eye Scar,None,None,30.66860660000333,3683
3684,Neutral,Turquoise Disciple Outfit,Base,Hair Band,None,Curl,Bubblegum,Medium with Ribbon,Almond,Neutral,Lilac,None,Green Yellow,None,Demon Horns,None,None,None,None,None,6.204559614186836,3684
3685,Warm,Police,Base,Happy,None,Bedhead,Wine Red,Spiky Long,Round,Neutral,Black,Three Stars,Gray Purple,None,Black Bunny Headband,None,None,None,None,None,21.011756409056275,3685
3686,Neutral,Green Kunoichi,Base,Slightly Open,None,Feathered Fringe,Black Turquoise,Messy Long,Almond,Neutral,Gray,None,Gray Yellow,None,Black Chinese Hat,Circle Glasses,None,None,None,None,13.106435199218,3686
3687,Neutral,Dune Duchess,Base,Shouting,None,Wavy Parted,Orange,Wide Wavy Long,Pointy,Neutral,Green,None,Green,None,Little Black Gold Hat,None,None,None,None,None,5.323819797955225,3687
3688,Neutral,Ace of Spades,Base,Open,None,Comb Over,Ginger,Straight with Ribbon,Upturned,Neutral,Brown,None,Purple,None,Big Side Horns,None,None,None,None,None,5.268267188822313,3688
3689,Neutral,Innocence,Base,Neutral,Phone,Round,Bubblegum,Voluminous Medium,Upturned Wink,Neutral,Lilac,Strawberry,Green,Blue Silver Katana,None,None,None,None,None,None,35.27094044625016,3689
3690,Neutral,Half Translucent Black Top,Base,Hair Band,None,Choppy Hime,Light Blonde,Wavy Short,Down Turned,Neutral,Gray,None,Purple,Savage Spear,Mini Top Hat,Silk Eye Patch,None,None,Elf,None,40.45095421808019,3690
3691,Neutral,White Hoodie,Base,Smile,None,Wavy Parted,Raven,Straight with Ribbon,Upturned,Neutral,Red,None,Green Yellow,Blue Silver Katana,Blue Cap,None,None,None,None,None,18.926170739510802,3691
3692,Neutral,Cross Crop Top,Base,Neutral,Wave,Bedhead,Ash,Straight Medium,Round,Neutral,Gray,Red Hair Clip,Blue Orange Lilac Green,None,None,Circle Glasses,None,None,None,None,29.972431000265704,3692
3693,Bright,Ying Yang Dress,Base,Fang,None,Messy Layered,Lilac,Low Wavy Twintails,Pointy,Neutral,Lilac,Wing,Yellow Purple,Sickle,Large Ears,None,Bat Wings,Grey Cat Stripes,Elf,None,75.99869254563095,3693
3694,Bright,Victorian Maid,Base,Fang,Peace,Parted Fringe,Chestnut,Wide Long,Pointy,Neutral,Brown,Red Hair Clip,Yellow,Red Silver Katana,Ruffles,None,None,None,None,None,47.96181147267075,3694
