,Skin Tone,Outfit,Nose,Mouth,Hand,Hair Front,Hair Color,Hair Back,Eyes,Eyebrows,Eye Color,Clip Accessory,Background,Weapon,Head Accessory,Face Accessory,Appendage,Skin Marking,Ears,Legendary,Rarity score,Token Id
3025,Neutral,Purple Kunoichi,Base,Shouting,None,Curtain Bangs,Bubblegum,Voluminous Medium,Round,Neutral,Black,Double Silver Hair Clip,Yellow,None,Pink Crystal Horns,None,None,None,None,None,14.002208643986746,3025
3026,Neutral,Heart Hoodie,Base,Neutral,None,Peek-A-Bang,Gray,Round Bob,Almond,Neutral,Green,None,Gray Purple,None,None,None,None,Gray Lotus,None,None,13.814395150700454,3026
3027,Tan,Red Axolotl T-Shirt,Base,Laugh,None,Curtain Bangs,Emerald,Straight Medium,Upturned,Neutral,Black,None,Gray Yellow,None,Mini Top Hat,None,None,Beauty Mark Kin,None,None,26.2594757725294,3027
3028,Warm,White Cutout Top,Base,Open,None,Short Parted,Wine Red,High Wavy Twintails,Down Turned,Neutral,Green,Black Diamond Stars,Blue Yellow,None,Green Crystal Horns,None,None,None,None,None,20.755187242255708,3028
3029,Neutral,Cross Crop Top,Base,Shouting,None,Peek-A-Bang,Gray,Messy Long,Upturned,Neutral,Lilac,None,Blue,None,Nurse,Red Rectangle Glasses,None,None,None,None,13.837157441330378,3029
3030,Neutral,White Jacket Translucent,Base,Speaking,None,Oujo Curls,Electric Blue,Pig Tails,Down Turned,Neutral,Black,None,Yellow Blue,Axe,None,None,None,Grey Cat Stripes,None,None,27.238933511322195,3030
3031,Neutral,Barmaid,Base,Speaking,None,Choppy Hime,Honey,Pig Tails,Upturned,Neutral,Purple,None,Yellow,None,Broken Horns,Silk Eye Patch,None,None,None,None,13.91518818859781,3031
3032,Neutral,Blue Kunoichi,Base,Ohh,None,Assymetrical,Lilac,Short,Upturned Wink,Neutral,Lilac,Lilac Bow-Tie,Gray Yellow,None,White Fox Mask,None,None,None,None,None,14.713418505905441,3032
3033,Dark,Turquoise Hoodie,Base,Ohh,None,Wavy Parted,Electric Blue,Wide Pig Tails,Upturned Wink,Neutral,Black,None,Yellow,None,Bat Horns,Red Rectangle Glasses,Cat Tail,Grey Cat Stripes,None,None,46.719676119855094,3033
3034,Bright,Ying Yang Dress,Base,Speaking,None,Peek-A-Bang,Lilac,High Wavy Twintails,Pointy,Neutral,Red,Red X,Gray Yellow,None,None,Silk Eye Patch,None,None,None,None,25.997130425804865,3034
3035,Neutral,Blue Hoodie,Base,Grin,None,Arched Parted Bangs,Lime,Wavy Short,Pointy,Neutral,Lilac,Pearly Star,Blue Yellow,None,Pink Bunny Headband,Eye Patch,None,None,None,None,22.297566516573045,3035
3036,Warm,Ironguard,Base,Grin,None,Curtain Bangs,Chestnut,Wide Long,Almond,Neutral,Purple,Black Diamond Stars,Blue Orange Lilac Green,None,None,None,Succubus Tail,None,None,None,29.214863420881755,3036
3037,Neutral,Victorian Maid,Base,Fang,Peace,Ear Tuck,Raven,Round Bob,Upturned Wink,Neutral,Black,Red Hair Clip,Gray Yellow,None,Ruffles,None,None,None,None,None,27.14618864989129,3037
3038,Dark,Purple Kunoichi,Base,Shouting,Phone,Feathered Fringe,Wine Red,Flared Short,Hooded,Neutral,Yellow,None,Purple,None,Onion Horns,None,None,None,None,None,28.100292850806856,3038
3039,Neutral,White Blouse,Base,Hair Band,None,Curl,Orange,Short Bob,Down Turned,Neutral,Gray,None,Blue,None,None,Bandage,None,None,None,None,8.78064955592737,3039
3040,Warm,Vamp,Base,Cat,Peace,Short Braid,Scarlet,Wide Wavy Long,Upturned Wink,Neutral,Yellow,Black Diamond Stars,Dark Blue,Thorn Scythe,Halo,None,Succubus Tail,Left Eye Burn Mark,Elf,None,89.17317384089529,3040
3041,Neutral,White Cutout Top,Base,Open,None,Short Parted,Ginger,Wide Pig Tails,Pointy,Neutral,Green,Red X,Blue Yellow,None,None,None,None,None,None,None,8.606691167770194,3041
3042,Neutral,Red Rhapsody,Base,Smile,None,Parted Fringe,Chestnut,Straight with Ribbon,Hooded,Neutral,Yellow,Double Silver Hair Clip,Yellow Purple,None,Onion Horns,None,None,None,None,None,14.854450543242661,3042
3043,Neutral,Ladybug Shirt,Base,Wide Open,None,Short Messy,Gray,Short Bob,Hooded,Neutral,Black,Double Silver Hair Clip,Blue Orange Lilac Green,None,Broken Horns,Circle Glasses,None,None,None,None,20.923207970268525,3043
3044,Neutral,Ying Yang Dress,Base,Slightly Open,None,Short Messy,Caramel,Round Bob,Hooded,Neutral,Green,None,Blue Orange Lilac Green,Red Silver Katana,Dragon,None,None,None,Elf,None,32.53321997533702,3044
3045,Neutral,Blue Star Yukata,Base,Laugh,None,Messy Fringe,Sky Blue,High Wavy Twintails,Almond,Neutral,Blue,Strawberry,Gray Purple,None,None,None,None,None,None,None,8.714690900986358,3045
3046,Warm,Seitokai,Base,Shouting,None,Peek-A-Bang,Orange,Large Twin Braids,Down Turned,Neutral,Blue,None,Blue,None,Demon Horns,None,None,None,None,None,12.558795400843437,3046
3047,Tan,Yellow Pullover,Base,Shouting,Peace,Feathered Fringe,Dirty Blonde,Short,Round,Neutral,Black,None,Gray Yellow,None,Blue Mech Cat Ears,Eye Patch,None,None,None,None,35.254628101279295,3047
3048,Neutral,Blue Mech Suit,Base,Cat,None,Peek-A-Bang,Lime,Short,Upturned Wink,Neutral,Blue,Angry Vein,Blue Red,None,None,Bandage,None,None,None,None,16.94736167767048,3048
3049,Neutral,Gold Space Monk Outfit,Base,Smile,None,Short Braid,Caramel,Messy Bob,Round,Neutral,Yellow,Big Star,Gray Yellow,None,None,None,None,None,None,None,10.710304780107007,3049
3050,Neutral,uwu Racer,Base,Cat,None,Assymetrical,Azure,Flared Short,Hooded,Neutral,Gray,None,Dark Blue,None,Black Beret,None,Cat Tail,None,None,None,20.235915370090858,3050
3051,Neutral,Police,Base,Eyetooth,None,Wavy Parted,Electric Blue,Messy Bob,Almond,Neutral,Blue,Three Stars,Yellow Purple,None,Red Beret,None,None,None,None,None,13.556632124198398,3051
3052,Neutral,Royal Knight Armor,Base,Happy,None,Peek-A-Bang,Ash,Flared Short,Round,Neutral,Black,Pearly Star,Gray Purple,None,Bat Horns,None,Cat Tail,None,None,None,27.788285281421725,3052
3053,Neutral,Purple Kunoichi,Base,Cat,None,Choppy Hime,Ginger,Low Wavy Twintails,Pointy,Neutral,Purple,None,Yellow Purple,None,Blue Mini Horn,Red Rectangle Glasses,Bat Wings,None,None,None,27.023150460022798,3053
3054,Neutral,Red Wave Qipao,Base,Hair Band,None,Feathered Fringe,Sky Blue,Spiky Long,Almond,Neutral,Purple,None,Gray Yellow,None,Blue Mini Horn,None,None,None,None,None,6.426631386672346,3054
3055,Dark,Red Axolotl T-Shirt,Base,Wide Open,None,Messy Fringe,Black Turquoise,Round Bob,Down Turned,Neutral,Blue,None,Yellow,None,Little Black Gold Hat,Circle Glasses,None,None,None,None,20.47904551206769,3055
3056,Neutral,Teal Pullover,Base,Wide Open,None,Choppy Hime,Emerald,Round Bob,Upturned,Neutral,Lilac,Strawberry,Gray Purple,None,Bull Horns,Silver Bottom Frame,None,None,None,None,22.167020061337144,3056
3057,Tan,Gold Space Monk Outfit,Base,Wide Open,None,Arched Parted Bangs,Orange,High Wavy Twintails,Down Turned,Neutral,Yellow,None,Green,None,None,None,None,None,None,None,9.716961632841038,3057
3058,Neutral,Turquoise Hoodie,Base,Grin,None,Straight Parted,Emerald,Low Wavy Twintails,Upturned,Neutral,Brown,None,Gray Purple,Red Gold Katana,Little Black Gold Hat,None,None,None,None,None,17.701871175647376,3058
3059,Neutral,Magical Heart,Base,Neutral,None,Curl,Bubblegum,Messy Bob,Round,Neutral,Purple,Black Diamond Stars,Purple,None,Pink Crystal Horns,None,Bat Wings,None,None,None,28.04631744054829,3059
3060,Neutral,Frock Coat,Base,Neutral,None,Comb Over,Bubblegum,Spiky Long,Upturned Wink,Neutral,Black,Gold Flower,Green Yellow,Sickle,Bat Horns,Evil Eye,None,None,None,None,34.2841876899684,3060
3061,Neutral,Sweater Vest,Base,Wide Open,None,Bedhead,Violet,High Messy Twintails,Almond,Neutral,Blue,None,Blue Yellow,None,Pink Bunny Headband,Thin Rectangle Glasses,None,None,None,None,13.031427844497228,3061
3062,Neutral,Blue Pullover,Base,Fang,None,Puff,Bubblegum,Low Wavy Twintails,Round,Neutral,Brown,None,Gray Yellow,None,None,None,None,None,None,None,0.892789094746869,3062
3063,Neutral,Businesswoman,Base,Fang,None,Hime,Electric Blue,Short Bob,Pointy,Neutral,Brown,None,Blue Orange Lilac Green,None,None,None,None,None,None,None,0.23707015064282347,3063
3064,Warm,Cadet Uniform,Base,Pocky,None,Choppy Hime,Chestnut,Spiky Long,Hooded,Neutral,Green,Red Gem,Yellow Purple,None,None,Red Rectangle Glasses,None,None,None,None,24.14273024036615,3064
3065,Neutral,Cross Crop Top,Base,Wide Open,Phone,Arched Parted Bangs,Light Blonde,Round Bob,Round,Neutral,Brown,None,Purple,None,Black Beret,Pilot Sunglasses,None,Left Eye Burn Mark,None,None,40.890495361195185,3065
3066,Neutral,White Blouse,Base,Laugh,Peace,Curtain Bangs,Raven,Voluminous Medium,Upturned,Neutral,Lilac,None,Yellow Purple,None,None,None,None,None,None,None,14.481961776728165,3066
3067,Neutral,Black Wings Qipao,Base,Open,None,Choppy Hime,Scarlet,Messy Bob,Upturned,Neutral,Brown,None,Blue Orange Lilac Green,None,None,None,None,None,None,None,0.31959028515284205,3067
3068,Neutral,Ladybug Shirt,Base,Ohh,None,Ear Tuck,Gray,Voluminous Medium,Upturned,Neutral,Lilac,None,Purple,None,None,Nose Piercing,None,Beauty Mark Left Cheek,None,None,22.34822825436812,3068
3069,Warm,Striped Jacket,Base,Neutral,None,Oujo Curls,Midnight Blue,Wide Pig Tails,Pointy,Neutral,Green,None,Orange Yellow,None,Pointed Bow,Tactical Eye Patch,Cat Tail,Left Eye Scar,None,None,46.48570769490084,3069
3070,Neutral,White Tank Top,Base,Hair Band,None,Hime,Chestnut,Wide Long,Upturned Wink,Neutral,Gray,None,Dark Blue,None,None,None,None,None,None,None,1.1013973850107077,3070
3071,Warm,Blue Lotus Dress,Base,Speaking,None,Curl,Electric Blue,Short Bob,Upturned,Neutral,Gray,None,Gray Purple,None,Green Crystal Horns,Circle Glasses,None,None,None,None,19.518858059513967,3071
3072,Neutral,Ladybug Shirt,Base,Cat,None,Short Messy,Strawberry,Voluminous Medium,Almond,Neutral,Blue,None,Yellow Purple,None,None,None,None,None,None,None,0.12901891982780408,3072
3073,Neutral,Purple Space Monk Outfit,Base,Slightly Open,None,Short Messy,Black Turquoise,Wavy Long,Pointy,Neutral,Gray,Black X,Gray Purple,Sickle,None,None,None,None,None,None,21.574150074513902,3073
3074,Neutral,Silver Puffer Down,Base,Laugh,None,Layered Long,Light Blonde,Large Twin Braids,Almond,Neutral,Blue,None,Yellow Purple,None,Little Black Gold Hat,Pixel Glasses,None,Beauty Mark Left Cheek,None,None,26.613571707241533,3074
3075,Neutral,White T-Shirt,Base,Speaking,None,Oujo Curls,Violet,Messy Bob,Down Turned,Neutral,Brown,None,Blue Yellow,None,Top Hat,None,Cat Tail,None,None,None,19.067125941579413,3075
3076,Neutral,White Cutout Top,Base,Laugh,None,Hime,Lilac,Straight Long,Almond,Neutral,Yellow,None,Yellow,None,None,None,None,None,None,None,1.4254911589626116,3076
3077,Neutral,Magister,Base,Pocky,None,Feathered Fringe,Sky Blue,Spiky Long,Pointy,Neutral,Lilac,None,Yellow Blue,None,Pink Crystal Horns,None,Cat Tail,None,None,None,20.39199427292622,3077
3078,Neutral,Red Axolotl T-Shirt,Base,Hair Band,None,Feathered Fringe,Honey,Pig Tails,Upturned Wink,Neutral,Gray,Daisy,Yellow,None,None,None,None,None,None,None,8.146048425889528,3078
3079,Neutral,Red Rhapsody,Base,Ohh,None,Short Parted,Rose,Wavy Long,Almond,Neutral,Gray,None,Gray Purple,None,Pink Crystal Horns,None,None,None,None,None,5.635913380228158,3079
3080,Dark,Half Translucent Black Top,Base,Hair Band,None,Arched Parted Bangs,Dirty Blonde,Messy Long,Pointy,Neutral,Green,None,Yellow Purple,None,Mini Top Hat,None,None,None,None,None,12.942937777003754,3080
3081,Neutral,Black Wave Qipao,Base,Happy,None,Round,Lilac,Voluminous Medium,Down Turned,Neutral,Brown,Three Stars,Yellow,None,Bull Horns,None,None,None,None,None,13.556579891242404,3081
3082,Warm,Blue White Stripe Swimsuit,Base,Cat,None,Straight Parted,Ash,High Messy Twintails,Upturned Wink,Neutral,Green,Black Diamond Stars,Green Yellow,None,Nurse,Thin Rectangle Glasses,Succubus Tail,None,None,None,41.043643447901765,3082
3083,Neutral,Ying Yang Dress,Base,Eyetooth,None,Arched Parted Bangs,Light Blonde,Wide Long,Upturned Wink,Neutral,Blue,Three Stars,Blue Red,None,Halo,None,Angel Wings,None,None,None,26.98415676326568,3083
3084,Warm,Sweater Vest,Base,Eyetooth,None,Comb Over,Black Turquoise,Straight with Ribbon,Upturned Wink,Neutral,Brown,None,Orange Yellow,None,White Bunny Headband,None,None,None,None,None,11.907641198451527,3084
3085,Neutral,Nurse,Base,Cat,None,Short Braid,Sky Blue,Voluminous Medium,Upturned Wink,Neutral,Lilac,None,Yellow Purple,None,None,None,None,None,None,None,1.1028594633158042,3085
3086,Neutral,Royal,Base,Slightly Open,None,Assymetrical,Raven,Voluminous Medium,Upturned,Neutral,Gray,None,Green Yellow,Savage Spear,None,None,None,Black Cat Stripes,None,None,26.64032264371457,3086
3087,Neutral,Dune Duchess,Base,Open,None,Short Parted,Orange,Wide Wavy Long,Upturned Wink,Neutral,Brown,None,Blue Orange Lilac Green,None,Little Black Gold Hat,None,None,None,None,None,5.094198477690464,3087
3088,Bright,Innocence,Base,Fang,None,Short Parted,Violet,Low Wavy Twintails,Down Turned,Neutral,Brown,Lilac Bow-Tie,Blue Red,None,Pointed Bow,None,None,None,None,None,22.308091718062094,3088
3089,Neutral,Azure Adventurer,Base,Ohh,None,Hime,Rose,Wide Wavy Long,Almond,Neutral,Red,None,Orange Yellow,None,Little Black Gold Hat,None,None,None,None,None,6.156569594721842,3089
3090,Warm,Blue Half Sleeve,Base,Cat,None,Peek-A-Bang,Wine Red,Messy Bob,Round,Neutral,Black,None,Blue Yellow,None,Black Fox Mask,None,None,None,None,None,12.942911059782178,3090
3091,Tan,Victorian Maid,Base,Eyetooth,None,Short Messy,Black Turquoise,Round Bob,Pointy,Neutral,Lilac,None,Blue Yellow,None,Blue Cap,None,None,None,None,None,14.185281330147086,3091
3092,Warm,Gold Space Monk Outfit,Base,Speaking,None,Layered Long,Bubblegum,Straight with Ribbon,Round,Neutral,Blue,None,Purple,None,None,Tactical Eye Patch,None,None,None,None,15.81002433928838,3092
3093,Dark,Blue Half Sleeve,Base,Ohh,None,Ear Tuck,Rose,Straight Long,Upturned Wink,Neutral,Green,None,Gray Yellow,None,Blue Mini Horn,Red Rectangle Glasses,None,None,None,None,20.61409877376353,3093
3094,Warm,Black Wings Qipao,Base,Laugh,Peace,Hime,Scarlet,Wavy Long,Pointy,Neutral,Lilac,None,Gray Purple,None,Onion Horns,None,None,None,None,None,26.25650775919157,3094
3095,Neutral,Royal,Base,Fang,None,Ear Tuck,Ash,Straight Medium,Almond,Neutral,Lilac,Pearly Star,Blue Red,None,Bull Horns,None,None,None,None,None,14.62341546949218,3095
3096,Neutral,Silver Puffer Down,Base,Slightly Open,None,Parted Fringe,Honey,Wavy Short,Pointy,Neutral,Blue,Lilac Bow-Tie,Blue,None,Bat Horns,None,None,None,None,None,13.45609067283296,3096
3097,Tan,Businesswoman,Base,Fang,None,Wavy Parted,Lime,Messy Bob,Pointy,Neutral,Purple,None,Yellow Blue,None,White Bunny Headband,None,Succubus Tail,None,None,None,27.162695346119065,3097
3098,Neutral,Viper Jacket,Base,Cat,None,Puff,Violet,Straight Medium,Pointy,Neutral,Gray,Gold Flower,Green Yellow,Red Silver Katana,Broken Horns,None,Succubus Tail,Left Eye Scar,None,None,52.727136155650086,3098
3099,Neutral,Blue White Stripe Swimsuit,Base,Neutral,Peace,Assymetrical,Violet,Spiky Long,Hooded,Neutral,Black,None,Green,None,Black Beret,Silk Eye Patch,None,None,None,None,27.452148544259174,3099
3100,Neutral,Turquoise Night Dress,Base,Cat,Phone,Ear Tuck,Lime,Messy Long,Upturned Wink,Neutral,Red,Red Hair Clip,Gray Yellow,None,Green Crystal Horns,None,None,None,None,None,27.954815096436107,3100
3101,Dark,Turquoise Hoodie,Base,Open,None,Messy Fringe,Violet,Low Wavy Twintails,Upturned Wink,Neutral,Red,None,Blue Orange Lilac Green,None,Top Hat,Rose,None,Black Cat Stripes,None,None,35.25617303486982,3101
3102,Neutral,Striped Jacket,Base,Fang,None,Feathered Fringe,Electric Blue,Straight with Ribbon,Upturned,Neutral,Gray,None,Gray Yellow,None,None,None,None,None,None,None,0.2925935045835258,3102
3103,Warm,Cabernet,Base,Wide Open,None,Straight Parted,Rose,Messy Bob,Hooded,Neutral,Green,None,Orange Yellow,None,Peaked Cap,None,None,None,None,None,12.74329474701574,3103
3104,Neutral,White Blouse,Base,Eyetooth,None,Layered Long,Midnight Blue,Wavy Long,Pointy,Neutral,Blue,None,Gray Purple,None,None,None,None,None,None,None,0.2956430031073588,3104
3105,Warm,Priestess,Base,Hair Band,None,Bedhead,Black Turquoise,Spiky Long,Hooded,Neutral,Blue,Black Diamond Stars,Yellow Purple,None,None,Evil Eye,None,None,None,None,23.70014094299905,3105
3106,Neutral,Cabernet,Base,Hay,None,Round,Emerald,Wavy Long,Round,Neutral,Green,Lilac Bow-Tie,Yellow,None,None,None,None,None,None,None,9.777041160920891,3106
3107,Warm,Maid,Base,Open,Phone,Round,Sky Blue,Straight with Ribbon,Almond,Neutral,Black,None,Blue,None,Mini Top Hat,None,None,Grey Cat Stripes,None,None,39.00480411536056,3107
3108,Neutral,Novice Adventurer,Base,Laugh,None,Hime,Honey,Short,Upturned,Neutral,Blue,Daisy,Blue,None,None,None,None,None,None,None,8.133977506959319,3108
3109,Dark,Black Wave Qipao,Base,Cat,None,Curtain Bangs,Scarlet,Medium with Ribbon,Hooded,Neutral,Brown,None,Purple,None,Black Fox Mask,Tactical Eye Patch,Bat Wings,None,None,None,34.9081459461981,3109
3110,Tan,Gold Space Monk Outfit,Base,Eyetooth,None,Wavy Parted,Midnight Blue,Flared Short,Upturned Wink,Neutral,Purple,Red Gem,Yellow,Sickle,Blue Crystal Horns,None,None,Beauty Mark Kin,None,None,48.275369827450355,3110
3111,Neutral,Blue Half Sleeve,Base,Slightly Open,None,Peek-A-Bang,Emerald,High Wavy Twintails,Hooded,Neutral,Gray,None,Gray Yellow,None,None,None,None,Left Eye Scar,None,None,14.399490889146216,3111
3112,Neutral,Magic Apprentice,Base,Speaking,None,Oujo Curls,Caramel,Wide Wavy Long,Pointy,Neutral,Green,None,Gray Yellow,None,Red Beret,None,None,None,None,None,5.407864012719911,3112
3113,Neutral,White Blouse,Base,Grin,None,Short Braid,Strawberry,Voluminous Medium,Hooded,Neutral,Blue,None,Green Yellow,None,None,Thin Rectangle Glasses,None,None,None,None,8.40107295651749,3113
3114,Warm,White T-Shirt,Base,Fang,None,Curtain Bangs,Wine Red,Short Bob,Upturned,Neutral,Red,None,Gray Yellow,None,None,Circle Glasses,None,None,None,None,15.091311308379375,3114
3115,Bright,Cabernet,Base,Shouting,None,Round,Wine Red,Wavy Short,Down Turned,Neutral,Gray,None,Gray Yellow,None,None,Eye Patch,None,None,None,None,16.975790823909552,3115
3116,Neutral,Winter Solistice Royal Cloak,Base,Open,None,Round,Strawberry,Wide Long,Pointy,Neutral,Green,None,Yellow Purple,None,Black Witch Hat,Tactical Eye Patch,None,None,None,None,13.564096423869254,3116
3117,Tan,Innocence,Base,Pocky,None,Puff,Dirty Blonde,Spiky Long,Upturned Wink,Neutral,Red,None,Blue,None,None,None,None,None,None,None,9.289379867586149,3117
3118,Warm,Barmaid,Base,Laugh,None,Ear Tuck,Gray,Straight Long,Down Turned,Neutral,Yellow,Gold Flower,Green,None,None,None,None,None,None,None,16.875304908449852,3118
3119,Neutral,Blue Lotus Dress,Base,Happy,None,Short Braid,Sky Blue,Spiky Long,Upturned,Neutral,Gray,None,Gray Yellow,None,None,None,None,None,None,None,0.4876576896054915,3119
3120,Tan,White Cutout Top,Base,Smile,None,Parted Fringe,Honey,Voluminous Medium,Pointy,Neutral,Red,Black Diamond Stars,Yellow Purple,None,Owl Ears,None,None,None,None,None,21.68541740108578,3120
3121,Neutral,Viper Jacket,Base,Ohh,None,Puff,Honey,Messy Bob,Round,Neutral,Yellow,None,Blue Orange Lilac Green,None,None,None,None,None,None,None,2.1456952420933204,3121
3122,Neutral,Red Hoodie,Base,Laugh,None,Curtain Bangs,Emerald,Wavy Short,Hooded,Neutral,Black,Black X,Yellow,None,Bull Horns,None,None,None,None,None,13.79665813048961,3122
3123,Warm,Green Kunoichi,Base,Shouting,Wave,Puff,Sky Blue,High Wavy Twintails,Upturned Wink,Neutral,Gray,None,Blue Yellow,None,None,Eye Patch,None,Beauty Mark Left Cheek,None,None,41.739335226376966,3123
3124,Warm,Blue Mech Suit,Base,Slightly Open,None,Wavy Parted,Chestnut,Straight Medium,Hooded,Neutral,Yellow,Angry Vein,Orange Yellow,None,None,Circle Glasses,None,None,None,None,24.810371019409533,3124
3125,Neutral,Blue Lotus Dress,Base,Laugh,None,Messy Layered,Bubblegum,High Messy Twintails,Almond,Neutral,Purple,None,Orange Yellow,None,None,None,None,None,Elf,None,14.885542533368518,3125
3126,Dark,Magic Apprentice,Base,Egg Toast,None,Short Braid,Strawberry,Straight Long,Almond,Neutral,Black,Black Diamond Stars,Purple,None,Red Mech Cat Ears,None,Bat Wings,None,None,None,35.04622587932665,3126
3127,Neutral,Sweater Vest,Base,Grin,None,Curtain Bangs,Strawberry,Straight Medium,Down Turned,Neutral,Yellow,Black X,Yellow,None,None,None,None,None,None,None,10.168650981107767,3127
3128,Neutral,Heart Hoodie,Base,Wide Open,None,Choppy Hime,Rose,Voluminous Medium,Almond,Neutral,Brown,Big Star,Blue Yellow,None,Black Bunny Headband,None,None,None,None,None,13.867205675873084,3128
3129,Neutral,Half Translucent Black Top,Base,Shouting,None,Oujo Curls,Midnight Blue,Low Wavy Twintails,Hooded,Neutral,Gray,None,Blue,None,Cat Ears,Eye Patch,Bat Wings,None,None,None,27.10562556866921,3129
