,Bottle,Liquid,Tassels,Logo,Hoody,Outline,Background,Teeth,Eyes,Headgear,Mask,Rarity score,Token Id
9970,Radioactive Violet,Cola,Black,Caution Crimson,Plain Violet,Acid Cantaloupe,Stripes Toxic,None,None,None,None,23.456327422880353,9970
9971,Clear,Sauvignon Blanc,Black,None,Dark Shoulders Violet,Spikes Violet,Stripes Crimson,None,X Violet,None,None,32.15825954613129,9971
9972,Clear,Sauvignon Blanc,Black,High Voltage Violet,Plain Black,White,Stripes Rainbow,None,None,None,None,14.385998613681434,9972
9973,Radioactive Crimson,Orange Soda,Black,69 Crimson,Light Shoulders Toxic,Violet,Fuzz Aquamarine,None,None,None,None,23.085969632925963,9973
9974,Clear,Sparkling Water,Black,Caution Crimson,Cyberskelly Aquamarine,Glow White,Black,None,None,None,None,10.784870088415277,9974
9975,Caution Aquamarine,Sauvignon Blanc,White,Flammable Cantaloupe,Dark Stripes Toxic,Violet,Stripes Crimson,None,X White,None,None,43.361006389730136,9975
9976,Flammable Crimson,Passion Fruit Juice,White,gm Toxic,Plain Aquamarine,Violet,Stripes Violet,None,None,None,None,22.334353124934715,9976
9977,Clear,Toxic Waste,White,Flammable Toxic,Robotic Crimson,Spikes Violet,Strobes Aquamarine,None,None,None,None,19.441626303309437,9977
9978,Biohazard Cantaloupe,Water,White,69 Aquamarine,Poly Cantaloupe,Crimson,Black,None,None,None,None,15.716112062396759,9978
9979,Flammable Violet,Toxic Waste,White,None,Light Stripes Violet,Aquamarine,Grid Cantaloupe,None,Saturn Shades,None,None,38.23546934888606,9979
9980,Flammable Aquamarine,Cabernet Sauvignon,White,rekt Toxic,Robotic Cantaloupe,Aquamarine,Black,None,Beady Violet,None,None,38.065148144197025,9980
9981,Biohazard Cantaloupe,Sauvignon Blanc,White,Radioactive Toxic,Dark Hatch Crimson,Glow Toxic,Grid Aquamarine,None,None,None,None,24.556647616079747,9981
9982,WAGMI Crimson,Rose Champagne,Black,Radioactive Black,Cyberskelly Violet,Glow Cantaloupe,Accents Violet,None,None,None,None,26.116579882656538,9982
9983,Caution Cantaloupe,Purple Grape Juice,Black,69 Violet,Dark Hatch Cantaloupe,Cantaloupe,Fuzz Violet,None,X Aquamarine,None,None,43.150140167874895,9983
9984,Biohazard Aquamarine,Lemonade,Black,gm Crimson,Poly Crimson,Spikes Crimson,Black,None,None,None,None,16.32175757819576,9984
9985,Clear,Toxic Waste,Black,Caution Aquamarine,Robotic Toxic,Cantaloupe,Bolts Cantaloupe,None,X White,None,None,38.965404950407006,9985
9986,Radioactive Crimson,Cola,Black,mfer,Dark Stripes Violet,Aquamarine,Stripes Toxic,None,None,None,None,22.474973703750823,9986
9987,Hopium Violet,Champagne,Black,None,Dark Stripes Crimson,White,Strobes Cantaloupe,None,Beady Crimson,None,None,39.34115814165344,9987
9988,Radioactive Violet,Really Toxic Waste,Black,None,Plain White,White,Grid Toxic,None,X Crimson,None,None,39.108658702900215,9988
9989,Radioactive Aquamarine,Sparkling Water,Black,gm Toxic,Poly Cantaloupe,Acid Cantaloupe,Hatch Rainbow,None,None,None,None,23.488783640864813,9989
9990,WAGMI Toxic,Cabernet Sauvignon,White,Caution Crimson,Dark Shoulders Cantaloupe,Crimson,Fuzz Violet,None,None,Headphones Crimson,None,49.19994380760818,9990
9991,Flammable Toxic,Lemonade,White,Radioactive Black,Light Shoulders Crimson,Acid Aquamarine,Hatch Rainbow,None,None,None,None,24.25385681515993,9991
9992,Clear,Orange Soda,Black,Caution Aquamarine,Plain Black,Shiny Crimson,Bolts Aquamarine,None,None,None,None,17.957419139171733,9992
9993,Radioactive Crimson,Water,Black,None,Light Stripes Crimson,Acid Toxic,Strobes Violet,None,None,None,None,16.332546163040117,9993
9994,Radioactive Aquamarine,Purple Grape Juice,White,Caution Toxic,Plain Cantaloupe,White,Fuzz Toxic,None,Nounish,None,None,43.00146520815213,9994
9995,Caution Toxic,Orange Soda,White,None,Light Stripes Violet,Aquamarine,Stripes Crimson,None,None,None,None,15.637769024828026,9995
9996,Clear,Sauvignon Blanc,Black,69 Cantaloupe,Strawberry Laces,Acid Crimson,Fuzz Crimson,Sharp Crimson,None,Headphones Crimson,None,71.17865332990525,9996
9997,Caution Crimson,Sparkling Water,White,Caution Crimson,Light Hatch Cantaloupe,Aquamarine,Candles,None,None,None,None,21.60713624121873,9997
9998,Clear,Lemonade,White,rekt Cantaloupe,Dark Shoulders Aquamarine,Acid Crimson,Bolts Aquamarine,None,X Violet,None,None,39.14110582513865,9998
9999,Caution Crimson,Sauvignon Blanc,Black,Flammable Toxic,Dark Stripes Aquamarine,Acid Crimson,Strobes Violet,None,Rose Tinted Glasses,Earphones Toxic,None,70.86007593349241,9999
10000,Flammable Crimson,Rosé,White,None,Dark Shoulders Cantaloupe,Acid Violet,Stripes Crimson,None,None,None,None,17.797878897112792,10000
10001,Clear,Cola,White,None,Dark Shoulders Aquamarine,Crimson,Stripes Toxic,None,None,None,None,9.11400458177004,10001
10002,Radioactive Crimson,Water,White,Caution Crimson,Bolts Violet,Toxic,Grid Violet,None,None,None,None,23.126491541164317,10002
10003,Clear,Cola,White,Radioactive Black,Dark Shoulders Violet,Spikes Cantaloupe,Aquamarine,None,None,Earphones Violet,None,44.28534771225383,10003
10004,WAGMI Aquamarine,Toxic Waste,White,Caution Violet,Dark Stripes Aquamarine,White,Black,None,None,None,None,16.316326045280388,10004
10005,Clear,Passion Fruit Juice,Black,Flammable Crimson,Plain Crimson,Acid Cantaloupe,Stripes Violet,None,None,None,None,17.7897716612497,10005
10006,Clear,Champagne,White,Biohazard Aquamarine,Plain White,Violet,Grid Aquamarine,None,None,None,None,16.93815554278685,10006
10007,Copium,Lemonade,White,Flammable Aquamarine,Light Shoulders Toxic,Acid Crimson,Fuzz Aquamarine,None,Beady Violet,None,None,45.956202615496615,10007
10008,Radioactive Aquamarine,Lemonade,Black,gm White,Dark Hatch Crimson,White,Stripes Cantaloupe,None,None,None,None,20.52572735210051,10008
10009,Flammable Aquamarine,Water,Black,Caution Cantaloupe,Plain Aquamarine,Crimson,Black,None,None,None,None,13.802013353344119,10009
10010,Clear,Sauvignon Blanc,Black,None,Plain Black,Toxic,Grid Toxic,None,None,None,None,8.60301120809708,10010
10011,Flammable Cantaloupe,Limeade,White,gm Cantaloupe,Plain Violet,Shiny Toxic,Black,None,X White,None,None,39.56282966638593,10011
10012,Paper Bag Aquamarine,Purple Grape Juice,White,gm Aquamarine,Bolts Cantaloupe,Acid Cantaloupe,Grid Cantaloupe,None,None,Earphones Cantaloupe,None,49.45673422099342,10012
10013,Caution Toxic,Rose Champagne,Black,Flammable Crimson,Plain Toxic,Silver,Black,None,None,None,None,18.614361870076486,10013
10014,Flammable Crimson,Sauvignon Blanc,Tied White,Radioactive Crimson,Dark Shoulders Aquamarine,Spikes Crimson,Black,None,None,None,None,25.65958277912123,10014
10015,Biohazard Cantaloupe,Toxic Waste,White,Caution Crimson,Plain Black,Glow Crimson,Fuzz Aquamarine,None,None,None,None,24.18355734127175,10015
10016,WAGMI Aquamarine,Champagne,Black,Radioactive Aquamarine,Light Shoulders Cantaloupe,Gold,Black,None,None,None,None,19.666060542114757,10016
10017,Hopium Cantaloupe,Champagne,Tied White,gm Violet,Plain Aquamarine,White,Black,None,None,None,None,24.810700127648683,10017
10018,Clear,Water,White,None,Plain Cantaloupe,Violet,Black,None,None,None,None,0.6056231505708771,10018
10019,Caution Toxic,Toxic Waste,Black,None,Poly Grey,Crimson,Candles,None,None,None,None,18.038523915574135,10019
10020,Hopium Cantaloupe,Purple Grape Juice,Black,None,Plain Black,Glow Aquamarine,Accents Crimson,None,None,None,None,16.76241312426114,10020
10021,Caution Toxic,Sauvignon Blanc,Black,69 Violet,Dark Shoulders Toxic,Aquamarine,Fuzz Aquamarine,None,None,rekt SnapBack Cantaloupe,None,47.513087535173604,10021
10022,Radioactive Aquamarine,Purple Grape Juice,Tied Black,None,Dark Hatch Aquamarine,Aquamarine,Black,None,None,Earphones Aquamarine,None,41.7089713469408,10022
10023,Clear,Sauvignon Blanc,Black,Caution Crimson,Poly Aquamarine,Glow Cantaloupe,Stripes Cantaloupe,None,None,None,None,16.662402454133147,10023
10024,Flammable Aquamarine,Orange Soda,Black,Radioactive Black,Plain White,Toxic,Violet,None,None,None,None,23.82671913913391,10024
10025,Radioactive Aquamarine,Water,White,gm Toxic,Bolts Aquamarine,Spikes Crimson,Black,None,None,None,None,16.045944017962004,10025
10026,Clear,Cabernet Sauvignon,Tied Black,None,Poly Cantaloupe,Crimson,Fuzz Aquamarine,None,X Cantaloupe,None,None,40.53323993484209,10026
10027,Caution Cantaloupe,Purple Grape Juice,Tied Black,None,Dark Shoulders Violet,Aquamarine,Black,None,None,None,None,16.22162644882434,10027
10028,Flammable Violet,Lemonade,Tied White,High Voltage Cantaloupe,Plain Aquamarine,Cantaloupe,Black,None,None,None,None,22.226141065963276,10028
10029,WAGMI Crimson,Cola,Black,Radioactive Black,Dark Shoulders Cantaloupe,Spikes Aquamarine,Stripes Toxic,None,None,None,None,24.84594586055877,10029
10030,Radioactive Cantaloupe,Passion Fruit Juice,White,High Voltage Violet,Bolts Violet,Crimson,Fuzz Cantaloupe,None,None,None,None,24.475542839532135,10030
10031,Clear,Sparkling Water,Tied Black,Biohazard Cantaloupe,Plain Cantaloupe,Shiny Aquamarine,Fuzz Toxic,None,None,None,Cybernetic,55.41976240892899,10031
10032,Flammable Aquamarine,Purple Grape Juice,White,gm Aquamarine,Poly Cantaloupe,Spikes Aquamarine,Hatch Rainbow,None,None,None,None,23.932118084018487,10032
10033,Clear,Rosé,Black,Flammable Crimson,Dark Hatch Violet,Acid Toxic,Black,None,None,None,None,12.125843166753517,10033
10034,Biohazard Cantaloupe,Watermelon Juice,Tied Black,None,Light Stripes Violet,Acid Toxic,Black,None,None,None,None,20.32289387895049,10034
10035,Clear,Limeade,Tied White,None,Dark Stripes Toxic,Spikes Cantaloupe,Stripes Aquamarine,None,None,None,None,19.782220286603426,10035
10036,Caution Aquamarine,Water,White,None,Dark Shoulders Aquamarine,Toxic,Fuzz Crimson,None,Saturn Shades,None,None,37.56771886030687,10036
10037,Flammable Crimson,Rose Champagne,Tied White,None,Bolts Crimson,Violet,Fuzz Aquamarine,None,Beady Cantaloupe,None,None,47.15907791154628,10037
10038,Caution Cantaloupe,Lemonade,White,None,Poly Toxic,Acid Cantaloupe,Stripes Violet,None,None,Earphones Toxic,None,41.36033821257494,10038
10039,Clear,Lemonade,Tied White,Biohazard Toxic,Light Shoulders Toxic,Violet,Black,None,Beady Crimson,None,None,39.762802827707475,10039
10040,Paper Bag Aquamarine,Rose Champagne,Tied White,Caution Aquamarine,Light Shoulders Toxic,Glow Cantaloupe,Stripes Cantaloupe,None,Beady Toxic,None,None,56.03116975318321,10040
10041,Flammable Aquamarine,Blood,White,Flammable Crimson,Dark Shoulders Toxic,White,Black,None,None,None,None,16.90029262200452,10041
10042,WAGMI Toxic,Rose Champagne,Tied White,gm Violet,Light Shoulders Crimson,Toxic,Black,Sharp Toxic,None,None,None,54.69810338659513,10042
10043,Clear,Sparkling Water,Tied Black,Radioactive Cantaloupe,Plain Violet,Cantaloupe,Stripes Violet,None,None,None,None,22.393736919304306,10043
10044,Flammable Aquamarine,Lemonade,Black,None,Plain Aquamarine,Cantaloupe,Accents Toxic,None,None,None,None,13.307238382267503,10044
10045,Clear,Lemonade,Tied White,None,Bolts Crimson,Shiny Violet,Black,None,None,None,None,12.788130157777754,10045
10046,Flammable Crimson,Lemonade,White,Radioactive Cantaloupe,Light Stripes Crimson,Acid Toxic,Stripes Toxic,None,None,None,None,22.65606874947169,10046
10047,Biohazard Aquamarine,Limeade,White,Radioactive Toxic,Dark Stripes Toxic,Acid Violet,Fuzz Crimson,None,None,None,None,24.318742945228806,10047
10048,Radioactive Violet,Passion Fruit Juice,Black,Flammable Aquamarine,Bolts Cantaloupe,Spikes Toxic,Crimson,None,None,None,None,26.92221552009505,10048
10049,Clear,Lemonade,White,None,Dark Shoulders Toxic,Crimson,Stripes Cantaloupe,None,None,None,None,8.140699091089179,10049
10050,Caution Cantaloupe,Orange Soda,Black,gm Aquamarine,Dark Hatch Crimson,Spikes Aquamarine,Strobes Aquamarine,None,None,Earphones Cantaloupe,None,50.62185917503162,10050
10051,Clear,Watermelon Juice,Tied Black,Biohazard VIolet,Poly Crimson,White,Black,None,Beady Violet,None,None,41.157737018637505,10051
10052,Flammable Violet,Milk,Tied Black,Radioactive Aquamarine,Plain Violet,Aquamarine,Stripes Rainbow,None,X Crimson,None,None,54.58493957011707,10052
10053,Biohazard Toxic,Purple Grape Juice,White,Caution Crimson,Plain Cantaloupe,Glow Toxic,Accents Violet,None,Big Shades,None,None,45.65342410671418,10053
10054,Radioactive Toxic,Passion Fruit Juice,Black,mfer Inverted,Light Shoulders Crimson,Aquamarine,Fuzz Crimson,None,None,Earphones Aquamarine,None,49.902799174635135,10054
10055,Clear,Passion Fruit Juice,White,gm Toxic,Light Stripes Crimson,Cantaloupe,Grid Aquamarine,None,None,None,None,16.583964527507934,10055
10056,Hopium Aquamarine,Water,Black,69 Cantaloupe,Dark Hatch Cantaloupe,Glow White,Strobes Aquamarine,None,None,None,None,24.629653760026137,10056
10057,Flammable Crimson,Limeade,White,None,Poly Crimson,Refresher,Fuzz Aquamarine,None,X White,None,None,39.89264195286144,10057
10058,Radioactive Violet,Limeade,Black,None,Robotic Toxic,Acid Violet,Black,None,None,None,None,10.863241888496393,10058
10059,Flammable Violet,Toxic Waste,White,gm Cantaloupe,Plain Crimson,Glow Cantaloupe,Stripes Violet,None,None,None,None,23.786121769587613,10059
10060,Flammable Aquamarine,Water,Black,gm White,Plain Crimson,Acid Crimson,Violet,None,None,None,None,22.610141609643854,10060
10061,Biohazard Violet,Watermelon Juice,Black,None,Dark Stripes Crimson,Toxic,Accents Aquamarine,None,None,None,None,18.062837253691754,10061
10062,Clear,Passion Fruit Juice,White,gm White,Dark Shoulders Cantaloupe,White,Black,None,None,None,None,10.171108980568354,10062
10063,Clear,Sparkling Water,White,None,Dark Stripes Aquamarine,Cantaloupe,Fuzz Crimson,None,None,Earphones Toxic,None,33.136652187383724,10063
10064,Flammable Aquamarine,Rosé,Black,None,Plain Violet,Cantaloupe,Fuzz Aquamarine,None,None,None,None,15.110533901992563,10064
10065,Clear,Sparkling Water,White,Caution Violet,Plain Crimson,Shiny Crimson,Strobes Violet,None,None,None,None,16.832701538855964,10065
10066,Clear,Passion Fruit Juice,Black,Caution Toxic,Plain Crimson,Crimson,Fuzz Violet,None,None,None,None,17.130126682914998,10066
10067,Radioactive Toxic,Purple Grape Juice,Black,Flammable Cantaloupe,Poly Aquamarine,Acid Violet,Aquamarine,None,None,None,None,24.340376652360167,10067
10068,Clear,Water,Tied Black,None,Poly Cantaloupe,Cantaloupe,Black,None,None,None,None,10.03043455478475,10068
10069,Biohazard Crimson,Purple Grape Juice,White,None,Light Shoulders Cantaloupe,White,Fuzz Violet,None,None,None,None,15.46201185929514,10069
10070,WAGMI Aquamarine,Limeade,Tied White,None,Plain Black,Acid Aquamarine,Black,None,None,None,None,18.516940854594697,10070
10071,WAGMI Aquamarine,Purple Grape Juice,White,gm Violet,Plain Toxic,Toxic,Black,None,None,Earphones Toxic,None,41.079188004488984,10071
10072,Hopium Violet,Watermelon Juice,Black,None,Strawberry Laces,Acid Crimson,Stripes Crimson,None,None,None,None,18.895538627944887,10072
10073,Clear,Sauvignon Blanc,Black,rekt Toxic,Strawberry Laces,Acid Violet,Accents Violet,None,X Violet,None,None,39.435778084333215,10073
10074,WAGMI Aquamarine,Orange Soda,Black,gm Toxic,Plain Toxic,Aquamarine,Black,None,None,Headphones Cantaloupe,None,40.903476313547706,10074
10075,Flammable Cantaloupe,Sparkling Water,White,gm White,Light Hatch Cantaloupe,Spikes Violet,Black,None,3D Glasses,None,None,38.62747240326736,10075
10076,Radioactive Aquamarine,Water,White,rekt Violet,Dark Shoulders Crimson,Cantaloupe,Stripes Cantaloupe,None,None,None,None,20.806870926788626,10076
10077,Hopium Crimson,Sauvignon Blanc,Black,Caution Violet,Plain Black,Aquamarine,Black,None,None,SnapBack Cantaloupe,None,39.33820222988651,10077
10078,Caution Aquamarine,Sauvignon Blanc,White,Flammable Toxic,Plain Aquamarine,Crimson,Accents Crimson,None,None,None,None,20.698730156913776,10078
10079,Radioactive Violet,Limeade,Black,Caution Aquamarine,Dark Shoulders Aquamarine,Toxic,Black,None,X Aquamarine,Earphones Crimson,None,64.1374056250524,10079
10080,Clear,Water,White,None,Bolts Violet,Crimson,Grid Aquamarine,None,None,SnapBack Cantaloupe,None,34.40725548516431,10080
10081,WAGMI Aquamarine,Purple Grape Juice,Black,Caution Crimson,Plain Aquamarine,Cantaloupe,Bolts Toxic,None,Beady Cantaloupe,None,None,42.869005444179145,10081
10082,Clear,Sauvignon Blanc,White,Flammable Crimson,Bolts Cantaloupe,Aquamarine,Black,Rough Diamonds,None,None,None,36.09668988297532,10082
10083,Flammable Violet,Sparkling Water,Tied White,mfer Inverted,Plain Aquamarine,Acid Aquamarine,Stripes Aquamarine,None,None,Earphones Cantaloupe,None,57.48797764588297,10083
10084,Radioactive Toxic,Toxic Waste,White,gm Violet,Bolts Aquamarine,White,Hatch Rainbow,None,None,None,None,23.577982130399683,10084
10085,Flammable Crimson,Cola,Tied White,High Voltage Crimson,Light Shoulders Crimson,Crimson,Bolts Aquamarine,None,None,None,None,32.269513796420185,10085
10086,Biohazard Aquamarine,Rose Champagne,Black,Caution Violet,Dark Hatch Crimson,Toxic Waste,Black,None,None,None,None,18.635999021111875,10086
10087,Caution Violet,Toxic Waste,Black,69 Violet,Plain Violet,Spikes Crimson,Fuzz Cantaloupe,None,None,None,None,25.248776830122488,10087
10088,Radioactive Crimson,Sauvignon Blanc,Tied Black,Radioactive Violet,Dark Shoulders Cantaloupe,Cantaloupe,Accents Crimson,None,None,None,None,29.92021345382159,10088
10089,Clear,Toxic Waste,Black,69 Crimson,Dark Shoulders Cantaloupe,Glow Aquamarine,Accents Crimson,None,None,None,None,19.241601271636743,10089
10090,Biohazard Toxic,Passion Fruit Juice,Tied White,None,Dark Stripes Violet,Barbed Hash,Stripes Toxic,None,Rekt,None,None,50.873412712496645,10090
10091,WAGMI Aquamarine,Sauvignon Blanc,White,Radioactive Toxic,Plain Violet,Toxic,Strobes Aquamarine,None,None,None,None,22.826403970174173,10091
10092,Clear,Watermelon Juice,Black,gm Crimson,Dark Hatch Aquamarine,Acid Cantaloupe,Accents Aquamarine,None,Nounish,None,None,40.3143741459372,10092
10093,Radioactive Crimson,Cola,Tied White,Radioactive White,Poly Violet,White,Strobes Crimson,None,Sun Eyes,None,None,53.72801064575658,10093
10094,Caution Cantaloupe,Orange Soda,Black,None,Dark Hatch Violet,White,Black,None,None,None,None,9.581731517653731,10094
10095,Biohazard Aquamarine,Sparkling Water,White,Radioactive Violet,Plain Black,Aquamarine,Strobes Crimson,None,Laser Eyes,None,None,42.1634296447647,10095
10096,Radioactive Aquamarine,Champagne,Tied Black,gm Aquamarine,Dark Hatch Crimson,Glow Aquamarine,Stripes Toxic,None,None,None,None,33.22109560268576,10096
10097,Radioactive Violet,Lemonade,Black,Radioactive Black,Plain Cantaloupe,Acid Crimson,Cantaloupe,None,None,None,None,22.79938641541603,10097
10098,Biohazard Crimson,Sparkling Water,White,Flammable Cantaloupe,Plain Toxic,White,Strobes Cantaloupe,None,Sun Eyes,None,None,43.736767447944494,10098
10099,Caution Crimson,Blood,White,Caution Toxic,Plain White,Refresher,Black,None,None,None,None,18.95500035591758,10099
10100,Flammable Cantaloupe,Rosé,Black,gm Black,Bolts Aquamarine,Cantaloupe,Fuzz Cantaloupe,None,X Toxic,SnapBack Violet,None,69.92209188338057,10100
10101,Flammable Toxic,Sparkling Water,Black,Caution Cantaloupe,Plain Cantaloupe,Acid Cantaloupe,Stripes Aquamarine,None,None,None,None,22.05862412291662,10101
10102,Flammable Aquamarine,Orange Soda,Tied Black,Caution Violet,Plain Crimson,Spikes Cantaloupe,Stripes Rainbow,None,None,None,None,32.688532684297364,10102
10103,WAGMI Aquamarine,Sparkling Water,Black,None,Dark Shoulders Aquamarine,White,Bolts Violet,None,None,Earphones Toxic,None,40.941332843652894,10103
10104,WAGMI Crimson,Purple Grape Juice,Black,rekt Cantaloupe,Light Stripes Violet,White,Stripes Cantaloupe,Sharp Cantaloupe,None,None,None,50.094550826997164,10104
10105,Radioactive Aquamarine,Water,White,gm Cantaloupe,Poly Crimson,Aquamarine,Stripes Cantaloupe,None,None,None,None,20.19856642948726,10105
10106,Caution Toxic,Sauvignon Blanc,Black,High Voltage Crimson,Cyberskelly Aquamarine,Toxic,Black,None,None,None,Alien,46.37746339414042,10106
10107,Clear,Lemonade,Black,Flammable Violet,Violet Dreams,Glow Violet,Fuzz Toxic,None,None,None,None,18.11692201886889,10107
10108,Clear,Purple Grape Juice,White,None,Light Hatch Violet,Toxic Waste,Fuzz Violet,None,None,None,None,11.109275670713412,10108
10109,Flammable Violet,Sparkling Water,Black,None,Dark Stripes Toxic,White,Stripes Violet,None,None,None,None,14.410330390005118,10109
10110,Biohazard Aquamarine,Sparkling Water,Black,High Voltage Toxic,Plain Violet,Spikes Violet,Accents Aquamarine,None,None,None,None,24.04301713996509,10110
10111,Clear,Sauvignon Blanc,Black,rekt Aquamarine,Dark Shoulders Toxic,Toxic,Stripes Cantaloupe,None,X Toxic,None,None,38.46257215749653,10111
10112,Flammable Crimson,Water,Tied White,None,Light Shoulders Aquamarine,Crimson,Black,None,None,None,None,17.48417634623764,10112
10113,Clear,Water,Tied White,None,Light Hatch Violet,Glow Crimson,Toxic,None,None,None,None,20.29857119619466,10113
10114,Caution Aquamarine,Water,Black,Radioactive White,Light Hatch Aquamarine,Acid Cantaloupe,Fuzz Crimson,None,None,None,None,23.204918402397297,10114
10115,Clear,Water,White,69 Violet,Dark Hatch Violet,Spikes Cantaloupe,Strobes Aquamarine,None,Rekt,None,None,39.49793591519188,10115
10116,Radioactive Violet,Sparkling Water,White,None,Dark Shoulders Aquamarine,Spikes Violet,Fuzz Crimson,None,None,None,None,16.583978293104476,10116
10117,Radioactive Cantaloupe,Sauvignon Blanc,Black,gm Aquamarine,Dark Stripes Violet,Spikes Toxic,Stripes Cantaloupe,None,None,None,None,23.864573951607117,10117
10118,Hopium Aquamarine,Purple Grape Juice,White,None,Poly Crimson,White,Strobes Toxic,None,X Aquamarine,None,None,37.000036070185146,10118
10119,Hopium Violet,Sparkling Water,Black,High Voltage Crimson,Light Hatch Violet,Cantaloupe,Fuzz Crimson,None,Rekt,Headphones Cantaloupe,None,69.53555403482008,10119
10120,Clear,Sparkling Water,White,CrypToadz White,Bolts Cantaloupe,Aquamarine,Accents Aquamarine,None,Sun Eyes,None,None,36.99461412303137,10120
10121,Flammable Toxic,Blood,White,69 Aquamarine,Poly Violet,Glow Cantaloupe,Stripes Aquamarine,None,None,None,None,26.100326088143277,10121
10122,Clear,Rose Champagne,White,Caution Crimson,Dark Hatch Toxic,Crimson,Grid Aquamarine,None,Saturn Shades,None,None,38.77344069438403,10122
10123,Flammable Cantaloupe,Blood,Tied Black,None,Dark Shoulders Cantaloupe,Shiny Aquamarine,Hatch Rainbow,None,None,None,None,28.67126328925097,10123
10124,Flammable Aquamarine,Cabernet Sauvignon,White,Caution Toxic,Plain Black Print,Acid Toxic,Strobes Toxic,None,None,None,None,25.173039679355806,10124
10125,Caution Crimson,Purple Grape Juice,Black,Caution Violet,Poly Crimson,White,Grid Aquamarine,None,None,SnapBack Violet,None,47.56172528014094,10125
10126,Radioactive Violet,Water,White,None,Dark Shoulders Cantaloupe,Violet,Fuzz Crimson,None,X White,None,None,36.71075970171736,10126
10127,Caution Cantaloupe,Cola,Black,rekt Cantaloupe,Bolts Violet,Glow Toxic,Black,None,Rekt,None,None,40.73880047864204,10127
10128,Radioactive Violet,Cabernet Sauvignon,White,69 Violet,Plain Crimson,Acid Toxic,Fuzz Aquamarine,None,None,None,None,24.11596306209487,10128
10129,Hopium Aquamarine,Sauvignon Blanc,Black,None,Light Hatch Crimson,Crimson,Accents Cantaloupe,None,None,None,Black N Yellow,45.06636301664167,10129
10130,Radioactive Aquamarine,Cabernet Sauvignon,Black,Flammable Cantaloupe,Plain Cantaloupe,Cantaloupe,Stripes Violet,None,None,None,None,20.274282192733562,10130
10131,Flammable Aquamarine,Limeade,White,Caution Toxic,Robotic Crimson,Aquamarine,Violet,None,None,Earphones Toxic,None,48.04832296084442,10131
10132,Clear,Rose Champagne,White,Biohazard White,Light Stripes Crimson,Glow Crimson,Black,None,None,None,None,11.841941547334853,10132
10133,WAGMI Aquamarine,Cola,Tied White,Flammable Crimson,Plain Toxic,Glow Crimson,Stripes Violet,None,None,None,None,32.87776298331447,10133
10134,Paper Bag Aquamarine,Passion Fruit Juice,White,gm Black,Light Shoulders Crimson,Cantaloupe,Fuzz Cantaloupe,None,None,None,None,23.664482304972083,10134
10135,Biohazard Aquamarine,Rosé,Tied Black,gm Black,Dark Hatch Violet,Violet,Candles,None,None,None,None,32.99403359634779,10135
10136,WAGMI Aquamarine,Limeade,Black,Radioactive Violet,Light Stripes Cantaloupe,Cantaloupe,Grid Crimson,None,X Violet,None,None,43.658396381180495,10136
10137,Clear,Passion Fruit Juice,Black,gm Crimson,Plain Violet,Cantaloupe,Strobes Violet,None,X White,None,None,38.024606812421254,10137
10138,Caution Crimson,Water,White,69 Violet,Light Stripes Violet,Toxic,Fuzz Crimson,None,X Crimson,None,None,44.61803847475015,10138
10139,WAGMI Violet,Water,Tied White,69 Aquamarine,Plain Aquamarine,Spikes Crimson,Black,None,None,None,None,25.275676879235238,10139
10140,Clear,Cola,Black,rekt Aquamarine,Poly Toxic,Crimson,Strobes Aquamarine,None,X Crimson,None,None,39.23303138590428,10140
10141,Radioactive Violet,Lemonade,White,gm Cantaloupe,Dark Hatch Crimson,Spikes Crimson,Accents Cantaloupe,None,None,None,None,23.445502705904424,10141
10142,Radioactive Aquamarine,Sparkling Water,White,Radioactive Violet,Plain Cantaloupe,Lit,Grid Crimson,None,3D Glasses,None,None,44.74781491341594,10142
10143,Biohazard Cantaloupe,Cabernet Sauvignon,Black,gm Cantaloupe,Light Shoulders Crimson,Glow White,Stripes Cantaloupe,None,X Aquamarine,None,None,46.464411877048555,10143
10144,Clear,Champagne,White,gm Violet,Plain Violet,Acid Cantaloupe,Stripes Violet,None,None,None,None,17.003017830465545,10144
10145,Radioactive Crimson,Champagne,White,Radioactive Aquamarine,Dark Stripes Aquamarine,Spikes Violet,Stripes Toxic,None,None,None,None,24.96758262300964,10145
10146,Paper Bag Cantaloupe,Rosé,White,gm Cantaloupe,Light Hatch Aquamarine,Cantaloupe,Black,None,None,None,None,16.45961716492736,10146
10147,Flammable Crimson,Water,Tied White,Radioactive Aquamarine,Plain Toxic,Shiny Toxic,Violet,None,None,None,None,33.32113970495883,10147
10148,Biohazard Crimson,Limeade,Black,High Voltage Crimson,Plain Crimson,Aquamarine,Stripes Violet,None,Beady Violet,None,None,43.34480150928358,10148
10149,Toxic Warning,Rose Champagne,White,None,Plain Black,Cantaloupe,Black,None,None,None,None,8.127187369441893,10149
10150,Flammable Cantaloupe,Champagne,White,None,Plain Cantaloupe,Glow Toxic,Stripes Toxic,None,None,None,None,17.338283531530895,10150
10151,Clear,Sparkling Water,Black,Caution Cantaloupe,Bolts Aquamarine,Cantaloupe,Stripes Crimson,None,Beady Violet,None,None,35.994383019294894,10151
10152,Biohazard Aquamarine,Sauvignon Blanc,Black,None,Robotic Violet,Silver,Strobes Aquamarine,None,X Aquamarine,None,None,39.75747625577764,10152
