,Bottle,Liquid,Tassels,Logo,Hoody,Outline,Background,Teeth,Eyes,Headgear,Mask,Rarity score,Token Id
1130,Radioactive Crimson,Sauvignon Blanc,Black,gm Aquamarine,Light Hatch Violet,Acid Cantaloupe,Stripes Violet,None,None,Headphones Cantaloupe,None,48.08347773469691,1130
1131,Clear,Sparkling Water,Black,Radioactive Aquamarine,Bolts Violet,Aquamarine,Grid Violet,None,None,rekt Beanie Cantaloupe,None,40.96025004897649,1131
1132,Clear,Sparkling Water,Tied White,gm Black,Plain White,Cantaloupe,Grid Aquamarine,None,None,None,None,22.810102477375903,1132
1133,Clear,Limeade,White,None,Light Hatch Aquamarine,White,Strobes Violet,None,None,None,None,9.262732890458114,1133
1134,Biohazard Aquamarine,Really Toxic Waste,White,High Voltage Crimson,Plain Toxic,Toxic,Grid Cantaloupe,None,None,None,None,25.932736871249535,1134
1135,WAGMI Violet,Cola,Tied Black,rekt Cantaloupe,Dark Hatch Crimson,Toxic,Stripes Crimson,None,None,None,None,33.31843327878302,1135
1136,Caution Cantaloupe,Lemonade,Black,Toxic Warning,Plain Violet,Acid Toxic,Black,Sharp Crimson,None,Earphones Cantaloupe,None,70.47854371387415,1136
1137,Clear,Toxic Waste,White,Biohazard White,Dark Hatch Violet,White,Accents Aquamarine,None,None,Earphones Crimson,None,43.236448385583834,1137
1138,Radioactive Aquamarine,Rosé,White,gm Cantaloupe,Plain Black,Toxic,Strobes Cantaloupe,None,None,None,None,22.864245507574644,1138
1139,Caution Crimson,Sauvignon Blanc,White,None,Plain Aquamarine,Aquamarine,Black,None,None,None,None,6.440115753789804,1139
1140,Radioactive Cantaloupe,Sauvignon Blanc,Tied White,gm Toxic,Poly Violet,Acid Aquamarine,Stripes Cantaloupe,None,None,None,None,31.991054035602712,1140
1141,Clear,Sparkling Water,Tied Black,Flammable Toxic,Dark Hatch Toxic,Spikes Cantaloupe,Strobes Crimson,None,None,SnapBack Cantaloupe,None,51.38679248556856,1141
1142,WAGMI Cantaloupe,Rose Champagne,Black,Caution Cantaloupe,Light Hatch Toxic,Acid Crimson,Black,None,Laser Eyes,None,None,40.41440055130794,1142
1143,Paper Bag Aquamarine,Watermelon Juice,Tied Black,rekt Toxic,Dark Shoulders Violet,Cantaloupe,Stripes Toxic,None,None,None,None,31.601760111522243,1143
1144,None,Banana,White,Flammable Aquamarine,Special Aquamarine,Acid Violet,Accents Crimson,None,None,None,None,27.56561874803295,1144
1145,Caution Violet,Orange Soda,Black,gm Aquamarine,Robotic Cantaloupe,Violet,Black,None,None,SnapBack Toxic,None,42.19566980908531,1145
1146,Flammable Aquamarine,Water,Black,69 Crimson,Light Stripes Crimson,Aquamarine,Bolts Aquamarine,None,Rekt,None,None,43.16907163055314,1146
1147,WAGMI Aquamarine,Purple Grape Juice,White,rekt Violet,Light Hatch Crimson,Toxic,Black,None,None,None,None,16.57857453911268,1147
1148,Caution Crimson,Blood,Black,None,Dark Stripes Violet,Aquamarine,Stripes Violet,None,None,None,None,16.07573682557176,1148
1149,Clear,Lemonade,Tied Black,gm Cantaloupe,Plain Black,Shiny Toxic,Black,None,Sun Eyes,None,None,40.022309004864,1149
1150,WAGMI Violet,Limeade,White,Caution Crimson,Dark Stripes Crimson,Crimson,Stripes Cantaloupe,None,None,None,None,22.40466710194768,1150
1151,Flammable Toxic,Sauvignon Blanc,Tied White,gm Aquamarine,Bolts Violet,Toxic,Grid Violet,None,None,None,None,32.07485958321689,1151
1152,Biohazard Toxic,Water,White,High Voltage Cantaloupe,Light Shoulders Crimson,Spikes Cantaloupe,Strobes Toxic,None,None,None,None,24.17815874736385,1152
1153,Radioactive Cantaloupe,Sauvignon Blanc,Black,gm Violet,Dark Shoulders Violet,Cantaloupe,Black,None,None,Earphones Violet,None,39.581519506592876,1153
1154,Clear,Watermelon Juice,Black,None,Light Shoulders Cantaloupe,Glow Toxic,Black,None,X Cantaloupe,None,None,27.632712295413075,1154
1155,Caution Violet,Sparkling Water,White,gm White,Dark Hatch Cantaloupe,Acid Crimson,Stripes Violet,None,None,None,None,22.566864118442282,1155
1156,Caution Aquamarine,Rosé,Black,Caution Violet,Dark Stripes Violet,White,Strobes Crimson,None,None,None,None,23.269816332192,1156
1157,Caution Violet,Water,White,gm Violet,Poly Violet,Violet,Stripes Violet,None,None,None,None,20.812279846091926,1157
1158,Clear,Rose Champagne,Black,High Voltage Cantaloupe,Bolts Cantaloupe,Acid Aquamarine,Grid Toxic,None,None,Headphones Aquamarine,None,44.41781902226849,1158
1159,Biohazard Cantaloupe,Toxic Waste,Tied Black,69 Violet,Plain Toxic,Crimson,Grid Aquamarine,None,None,None,None,32.377649154124306,1159
1160,Paper Bag Toxic,Sparkling Water,White,High Voltage Violet,Plain Violet,Crimson,Aquamarine,None,None,None,None,22.7480090636338,1160
1161,Clear,Champagne,White,69 Cantaloupe,Plain Cantaloupe,Glow Aquamarine,Black,None,None,None,None,11.076807653656573,1161
1162,Flammable Crimson,Watermelon Juice,Black,None,Plain Black,Shiny Crimson,Strobes Crimson,None,None,rekt SnapBack Toxic,None,43.54192102782387,1162
1163,Caution Aquamarine,Sauvignon Blanc,Black,None,Poly Crimson,Shiny Toxic,Strobes Aquamarine,None,X Cantaloupe,None,None,39.078924889998895,1163
1164,Clear,Water,White,None,Light Shoulders Crimson,Crimson,Black,None,X Violet,None,None,23.628851619711185,1164
1165,Biohazard Aquamarine,Orange Soda,White,High Voltage Toxic,Plain Violet,Acid Aquamarine,Strobes Crimson,None,Saturn Shades,None,None,46.85910710242919,1165
1166,Radioactive Toxic,Champagne,White,gm Aquamarine,Dark Shoulders Aquamarine,Acid Violet,Accents Violet,None,X Aquamarine,None,None,47.05914368675067,1166
1167,Clear,Sauvignon Blanc,Tied Black,Caution Aquamarine,Plain Black,White,Black,None,None,Headphones Cantaloupe,None,41.51702036359457,1167
1168,WAGMI Cantaloupe,Water,White,69 Violet,Robotic Violet,Violet,Stripes Crimson,Sharp Violet,Beady Toxic,None,None,72.62770617753348,1168
1169,Clear,Orange Soda,White,None,Dark Shoulders Cantaloupe,Refresher,Strobes Violet,None,None,None,None,11.839254048654617,1169
1170,WAGMI Violet,Rose Champagne,White,gm Aquamarine,Plain Crimson,White,Black,None,None,Earphones Toxic,None,41.260295340023845,1170
1171,Paper Bag Aquamarine,Lemonade,Black,Flammable Violet,Poly Cantaloupe,Spikes Crimson,Grid Cantaloupe,None,X Violet,Headphones Violet,None,72.23865752414065,1171
1172,Radioactive Cantaloupe,Really Toxic Waste,Tied White,CrypToadz White,Plain Cantaloupe,Acid Crimson,Black,None,None,None,None,27.50876560859134,1172
1173,Biohazard Violet,Purple Grape Juice,Black,gm Crimson,Dark Shoulders Violet,Aquamarine,Strobes Violet,None,X Aquamarine,None,None,42.7662804819965,1173
1174,Biohazard Violet,Sauvignon Blanc,Tied Black,None,Dark Shoulders Crimson,Cantaloupe,Bolts Aquamarine,None,Laser Eyes,None,None,45.52357441482362,1174
1175,Clear,Rose Champagne,Black,Radioactive Black,Dark Hatch Crimson,Aquamarine,Accents Toxic,None,None,None,Alien,46.03684875388416,1175
1176,Radioactive Crimson,Orange Soda,Tied White,None,Poly Aquamarine,Acid Toxic,Grid Crimson,None,None,None,None,26.65718242986202,1176
1177,Flammable Crimson,Milk,White,gm Cantaloupe,Light Stripes Cantaloupe,Acid Cantaloupe,Strobes Aquamarine,None,None,None,None,25.535298104117913,1177
1178,Clear,Purple Grape Juice,Tied White,69 Violet,Robotic Crimson,Glow White,Black,None,None,None,None,19.982259575630756,1178
1179,Radioactive Crimson,Sparkling Water,Tied White,None,Strawberry Laces,Glow Crimson,Grid Crimson,None,None,None,None,26.02997498676986,1179
1180,Biohazard Crimson,Cabernet Sauvignon,Black,Radioactive Black,Light Shoulders Aquamarine,Acid Violet,Accents Aquamarine,None,Beady Toxic,None,None,47.6700965936628,1180
1181,Biohazard Toxic,Sauvignon Blanc,Black,gm Violet,Violet Dreams,Shiny Crimson,Strobes Violet,None,None,None,None,24.489097828704335,1181
1182,Clear,Limeade,Black,Radioactive Violet,Plain Cantaloupe,Toxic,Stripes Toxic,None,None,None,None,15.813501610079461,1182
1183,Caution Aquamarine,Purple Grape Juice,Black,Radioactive White,Light Stripes Violet,Spikes Crimson,Strobes Violet,None,X Aquamarine,rekt Beanie Cantaloupe,None,70.74923267687939,1183
1184,Caution Violet,Rose Champagne,White,Flammable Cantaloupe,Robotic Aquamarine,Acid Cantaloupe,Fuzz Cantaloupe,None,None,None,None,25.03787128228552,1184
1185,Biohazard Violet,Limeade,Black,Radioactive Aquamarine,Light Shoulders Cantaloupe,Glow White,Black,None,X Crimson,None,None,40.30355213039988,1185
1186,Biohazard Aquamarine,Limeade,White,None,Dark Stripes Violet,Crimson,Fuzz Toxic,None,None,None,None,16.570486968781644,1186
1187,Clear,Lemonade,White,None,Dark Stripes Aquamarine,Violet,Fuzz Cantaloupe,None,None,None,None,8.459750085403837,1187
1188,Biohazard Crimson,Limeade,Black,gm Black,Plain White,Acid Crimson,Hatch Rainbow,None,None,None,None,24.38907191748768,1188
1189,Flammable Toxic,Purple Grape Juice,White,Radioactive Cantaloupe,Plain Aquamarine,Toxic Waste,Fuzz Crimson,None,None,None,None,23.44278521767624,1189
1190,Clear,Limeade,Black,Biohazard Aquamarine,Light Hatch Crimson,Cantaloupe,Grid Aquamarine,None,Beady Crimson,Headphones Toxic,None,63.815727606832205,1190
1191,Hopium Crimson,Lemonade,White,gm White,Dark Shoulders Aquamarine,White,Stripes Toxic,None,None,None,None,21.161039817599764,1191
1192,Clear,Watermelon Juice,Black,Radioactive Toxic,Poly Aquamarine,Glow Violet,Toxic,None,Rekt,None,None,41.64442687759275,1192
1193,Radioactive Toxic,Cola,Black,gm Aquamarine,Light Shoulders Toxic,Crimson,Bolts Violet,None,None,None,None,23.780778482746932,1193
1194,Radioactive Crimson,Sauvignon Blanc,Tied White,None,Light Stripes Crimson,Acid Cantaloupe,Fuzz Aquamarine,None,None,None,None,24.770134465717952,1194
1195,Hopium Aquamarine,Rose Champagne,Black,gm White,Light Stripes Cantaloupe,Violet,Stripes Violet,None,Beady Crimson,None,None,44.08281263505874,1195
1196,Paper Bag Toxic,Rosé,Tied Black,None,Light Stripes Cantaloupe,Acid Toxic,Black,None,None,Headphones Toxic,None,46.510099865538564,1196
1197,WAGMI Aquamarine,Cola,Tied Black,gm Cantaloupe,Dark Shoulders Cantaloupe,Shiny Crimson,Stripes Crimson,None,None,None,None,33.502269408843866,1197
1198,Clear,Sauvignon Blanc,White,gm Toxic,Tiedye,Acid Cantaloupe,Grid Crimson,None,None,None,None,16.940830258878506,1198
1199,Biohazard Toxic,Passion Fruit Juice,Black,gm Toxic,Light Shoulders Toxic,Spikes Crimson,Grid Aquamarine,None,None,None,None,26.4545276716109,1199
1200,Clear,Sparkling Water,Tied White,gm Black,Dark Shoulders Crimson,Spikes Aquamarine,Stripes Violet,None,None,None,None,25.22161079730825,1200
1201,Flammable Cantaloupe,Champagne,Black,High Voltage Violet,Plain Violet,Cantaloupe,Accents Cantaloupe,None,Sun Eyes,None,None,45.06951849115004,1201
1202,WAGMI Cantaloupe,Sparkling Water,Black,gm Toxic,Dark Stripes Violet,Violet,Stripes Toxic,None,None,Conical Cantaloupe,None,47.40766327436708,1202
1203,Flammable Cantaloupe,Orange Soda,Black,69 Crimson,Light Shoulders Aquamarine,Violet,Strobes Cantaloupe,None,Beady Cantaloupe,Earphones Crimson,None,71.60883288032505,1203
1204,Flammable Violet,Purple Grape Juice,Tied White,None,Light Shoulders Cantaloupe,Cantaloupe,Bolts Aquamarine,None,None,None,None,23.729305254689123,1204
1205,None,Banana,White,Caution Aquamarine,Poly Cantaloupe,Glow Cantaloupe,Grid Toxic,None,None,None,None,27.62508981534364,1205
1206,WAGMI Toxic,Limeade,Tied White,Radioactive Toxic,Cyberskelly Aquamarine,Shiny Toxic,Grid Crimson,None,None,None,None,35.124327300879386,1206
1207,Caution Aquamarine,Limeade,White,gm Violet,Dark Hatch Aquamarine,Aquamarine,Violet,None,X Aquamarine,None,None,43.309649440064334,1207
1208,Clear,Blood,White,None,Light Hatch Cantaloupe,Acid Cantaloupe,Stripes Rainbow,None,None,None,None,12.231266690757856,1208
1209,Radioactive Aquamarine,Limeade,White,rekt Cantaloupe,Plain Cantaloupe,Violet,Bolts Crimson,None,None,None,None,22.139724477416816,1209
1210,Clear,Sauvignon Blanc,White,Flammable Toxic,Dark Hatch Cantaloupe,Crimson,Accents Toxic,None,X Violet,None,None,37.84887349181975,1210
1211,Caution Aquamarine,Watermelon Juice,White,Caution Crimson,Iced,Crimson,Black,None,None,None,None,16.419081490511623,1211
1212,None,Banana,Black,None,Plain Aquamarine,Violet,Black,None,None,None,None,10.811880266293665,1212
1213,Clear,Purple Grape Juice,Tied Black,High Voltage Crimson,Poly Violet,White,Black,None,None,None,None,17.38957803750184,1213
1214,Caution Violet,Limeade,Black,Caution Violet,Dark Hatch Violet,Cantaloupe,Black,None,None,None,None,15.340367722505718,1214
1215,WAGMI Crimson,Purple Grape Juice,Black,69 Violet,Poly Cantaloupe,Cantaloupe,Strobes Crimson,Sharp Aquamarine,Big Shades,None,None,72.03032742224103,1215
1216,Flammable Cantaloupe,Rosé,Black,rekt Toxic,Robotic Toxic,White,Fuzz Violet,None,None,None,None,24.086266858196744,1216
1217,Clear,Purple Grape Juice,Black,None,Plain Crimson,Lit,Stripes Crimson,None,None,None,None,10.227907052323589,1217
1218,WAGMI Violet,Rosé,Tied White,None,Dark Hatch Aquamarine,White,Strobes Crimson,None,None,None,None,25.665026360073774,1218
1219,Caution Cantaloupe,Sparkling Water,Tied White,gm Black,Gold,Spikes Toxic,Stripes Toxic,None,None,None,None,32.7074720111119,1219
1220,Clear,Cabernet Sauvignon,White,High Voltage Aquamarine,Poly Cantaloupe,Barbed Hash,Stripes Crimson,None,X Aquamarine,Headphones Cantaloupe,None,66.8108392050484,1220
1221,Hopium Violet,Orange Soda,White,Caution Aquamarine,Plain Cantaloupe,Acid Violet,Fuzz Aquamarine,None,None,None,None,23.66987770365032,1221
1222,Biohazard Aquamarine,Toxic Waste,Black,rekt Toxic,Violet Dreams,Crimson,Fuzz Aquamarine,None,Rekt,SnapBack Aquamarine,None,71.71155120751253,1222
1223,WAGMI Violet,Rosé,Black,High Voltage Aquamarine,Gold,Aquamarine,Black,None,None,None,None,17.05982327576067,1223
1224,Caution Cantaloupe,Sparkling Water,Black,None,Light Stripes Violet,Violet,Fuzz Aquamarine,None,None,None,None,14.604981160611285,1224
1225,WAGMI Crimson,Sauvignon Blanc,Black,CrypToadz White,Plain Cantaloupe,Aquamarine,Stripes Toxic,None,None,None,None,20.10668609478408,1225
1226,Clear,Orange Soda,White,Caution Crimson,Plain White,Violet,Fuzz Violet,None,None,Earphones Crimson,None,41.61444653306138,1226
1227,Flammable Cantaloupe,Limeade,White,Caution Crimson,Plain Cantaloupe,White,Fuzz Violet,None,None,None,None,21.25296415162025,1227
1228,WAGMI Aquamarine,Watermelon Juice,White,Biohazard Crimson,Plain Black,White,Strobes Cantaloupe,None,None,None,None,22.52633385300263,1228
1229,Flammable Aquamarine,Sauvignon Blanc,Black,None,Plain Crimson,Cantaloupe,Stripes Violet,None,X White,None,None,34.5642473464959,1229
1230,WAGMI Aquamarine,Sparkling Water,White,High Voltage Cantaloupe,Light Hatch Aquamarine,White,Grid Violet,None,None,None,None,22.31005355277667,1230
1231,Clear,Water,Tied White,69 Toxic,Light Stripes Cantaloupe,Aquamarine,Black,None,None,None,None,17.027260365581434,1231
1232,Radioactive Violet,Lemonade,Black,Radioactive Cantaloupe,Dark Hatch Violet,Cantaloupe,Black,None,None,None,None,14.385977717483522,1232
1233,Clear,Sauvignon Blanc,White,None,Plain White,Aquamarine,Stripes Crimson,None,X White,None,None,29.052005793714663,1233
1234,WAGMI Cantaloupe,Purple Grape Juice,White,None,Poly Crimson,Acid Toxic,Black,None,None,Earphones Violet,None,35.61298789127827,1234
1235,Radioactive Violet,Lemonade,Black,None,Cybernetic,Barbed Hash,Fuzz Crimson,None,X Aquamarine,None,None,39.260039109421115,1235
1236,WAGMI Violet,Purple Grape Juice,White,None,Light Hatch Violet,Crimson,Stripes Crimson,None,Laser Eyes,None,None,37.59749224779168,1236
1237,Caution Cantaloupe,Lemonade,White,69 Aquamarine,Dark Shoulders Cantaloupe,Violet,Violet,None,Rekt,None,None,43.77462103047791,1237
1238,WAGMI Crimson,Sparkling Water,Black,None,Light Shoulders Cantaloupe,Cantaloupe,Grid Violet,None,None,None,None,15.04026392662029,1238
1239,Radioactive Crimson,Limeade,Tied White,69 Violet,Dark Shoulders Crimson,Spikes Aquamarine,Black,None,None,None,None,26.749091522866454,1239
1240,Caution Aquamarine,Toxic Waste,White,High Voltage Aquamarine,Dark Hatch Aquamarine,White,Fuzz Violet,None,None,None,None,23.269791014600123,1240
1241,Caution Cantaloupe,Water,White,High Voltage Crimson,Light Shoulders Aquamarine,Aquamarine,Bolts Aquamarine,None,X Violet,None,None,43.70161390163581,1241
1242,Caution Aquamarine,Rose Champagne,Black,None,Light Hatch Violet,Toxic,Fuzz Crimson,None,None,rekt Beanie Crimson,None,43.01748820206697,1242
1243,Biohazard Crimson,Lemonade,White,gm Cantaloupe,Poly Crimson,Lit,Violet,None,None,None,None,24.13489108275683,1243
1244,Clear,Watermelon Juice,White,gm Cantaloupe,Light Stripes Crimson,Crimson,Grid Violet,None,None,None,None,16.62993615884681,1244
1245,Clear,Purple Grape Juice,White,Caution Aquamarine,Dark Shoulders Cantaloupe,Acid Crimson,Black,None,None,None,None,9.987262772769997,1245
1246,Hopium Aquamarine,Sauvignon Blanc,Black,69 Violet,Light Shoulders Aquamarine,White,Black,None,None,None,None,15.41336305075072,1246
1247,Clear,Sparkling Water,White,Radioactive Toxic,Light Shoulders Aquamarine,Crimson,Stripes Toxic,None,X Cantaloupe,None,None,37.01623947412311,1247
1248,Clear,Cola,Black,High Voltage Crimson,Plain Black,Acid Toxic,Accents Aquamarine,None,X Violet,None,None,39.2546648484998,1248
1249,Clear,Orange Soda,Tied Black,None,Dark Shoulders Crimson,Aquamarine,Stripes Violet,None,None,None,None,17.246279051177364,1249
1250,Paper Bag Aquamarine,Orange Soda,White,None,Light Stripes Aquamarine,White,Black,None,None,Headphones Violet,None,35.78331352520269,1250
1251,Paper Bag Crimson,Sauvignon Blanc,White,gm Black,Bolts Toxic,Crimson,Stripes Cantaloupe,None,None,None,None,22.03428989012581,1251
1252,Clear,Watermelon Juice,White,Flammable Violet,Dark Stripes Crimson,Cantaloupe,Stripes Toxic,None,None,Headphones Crimson,None,41.31436732072466,1252
1253,Biohazard Crimson,Orange Soda,Black,Radioactive Cantaloupe,Plain Crimson,Toxic,Black,None,None,None,None,17.2436608821123,1253
1254,Caution Aquamarine,Really Toxic Waste,White,rekt Toxic,Plain Crimson,Aquamarine,Fuzz Crimson,None,None,None,None,23.110289120161706,1254
1255,Clear,Sauvignon Blanc,White,69 Crimson,Light Stripes Aquamarine,White,Grid Cantaloupe,None,Rose Tinted Glasses,None,None,38.06245670811212,1255
1256,Clear,Cola,Black,None,Light Stripes Aquamarine,Aquamarine,Aquamarine,None,Saturn Shades,None,None,31.750038829440907,1256
1257,WAGMI Cantaloupe,Lemonade,Black,mfer,Robotic Toxic,Cantaloupe,Black,None,None,Headphones Cantaloupe,None,40.576352015114544,1257
1258,Radioactive Aquamarine,Blood,White,None,Poly Violet,Aquamarine,Stripes Rainbow,None,None,None,None,16.356902524001594,1258
1259,WAGMI Cantaloupe,Sparkling Water,Tied Black,gm Toxic,Poly Toxic,Aquamarine,Black,None,None,None,None,23.283200719929418,1259
1260,WAGMI Violet,Lemonade,White,None,Light Stripes Cantaloupe,Lit,Strobes Toxic,None,None,None,None,17.362618257604524,1260
1261,WAGMI Aquamarine,Water,Black,High Voltage Violet,Bolts Crimson,Aquamarine,Black,None,None,None,None,14.596849836442663,1261
1262,Radioactive Cantaloupe,Blood,Tied Black,Biohazard Toxic,Bolts Violet,Aquamarine,Strobes Violet,Sharp Toxic,None,None,None,60.72084030548935,1262
1263,Caution Cantaloupe,Milk,White,Radioactive Crimson,Dark Hatch Crimson,Spikes Crimson,Fuzz Toxic,None,Rekt,Earphones Crimson,None,74.41195982345127,1263
1264,Clear,Sauvignon Blanc,White,gm Aquamarine,Plain Black,Toxic,Stripes Crimson,None,None,SnapBack Cantaloupe,None,40.36005843887198,1264
1265,Hopium Aquamarine,Purple Grape Juice,Black,rekt Toxic,Poly Violet,White,Black,None,None,None,None,15.407941349076658,1265
1266,WAGMI Aquamarine,Limeade,Black,69 Aquamarine,Dark Shoulders Toxic,Toxic,Fuzz Violet,None,None,None,None,24.07547385007068,1266
1267,Biohazard Aquamarine,Really Toxic Waste,Black,None,Plain Black,Cantaloupe,Black,None,None,None,None,9.005848327432373,1267
1268,Radioactive Violet,Champagne,White,gm Aquamarine,Iced,White,Fuzz Crimson,None,None,None,None,23.2075901685938,1268
1269,Biohazard Crimson,Sparkling Water,White,Flammable Violet,Dark Shoulders Violet,Shiny Cantaloupe,Stripes Crimson,None,None,Earphones Cantaloupe,None,49.802769822418675,1269
1270,Flammable Aquamarine,Rose Champagne,Tied Black,None,Dark Hatch Crimson,Spikes Violet,Black,None,None,None,None,19.838969933145837,1270
1271,Hopium Violet,Water,Black,None,Dark Shoulders Aquamarine,Aquamarine,Grid Toxic,None,None,Headphones Aquamarine,None,40.860208894565616,1271
1272,WAGMI Aquamarine,Sparkling Water,Tied White,Caution Aquamarine,Violet Dreams,Acid Cantaloupe,Black,None,None,None,None,25.446013082727863,1272
1273,Caution Violet,Blood,Black,rekt Cantaloupe,Plain Toxic,Spikes Crimson,Black,None,None,None,None,18.89824505433852,1273
1274,Hopium Violet,Cabernet Sauvignon,Black,None,Light Shoulders Aquamarine,Cantaloupe,Black,None,X Violet,None,None,31.44992864600038,1274
1275,Biohazard Cantaloupe,Sauvignon Blanc,Black,gm Crimson,Light Stripes Aquamarine,Glow Aquamarine,Black,None,None,None,None,17.197698591781354,1275
1276,Flammable Crimson,Limeade,Tied White,gm Crimson,Dark Hatch Aquamarine,Cantaloupe,Grid Crimson,None,None,None,None,30.40954533461468,1276
1277,Caution Cantaloupe,Lemonade,White,Caution Violet,Bolts Cantaloupe,White,Bolts Toxic,None,None,SnapBack Crimson,None,47.629324228877906,1277
1278,Clear,Rosé,White,None,Light Stripes Cantaloupe,Acid Crimson,Black,None,None,None,None,4.720638811997993,1278
1279,Clear,Water,Black,mfer,Dark Hatch Violet,Acid Crimson,Bolts Toxic,None,Rose Tinted Glasses,None,None,40.4387367530189,1279
1280,Caution Cantaloupe,Sauvignon Blanc,White,None,Poly Grey,Acid Crimson,Bolts Violet,None,X Cantaloupe,None,None,39.13300817888525,1280
1281,Biohazard Aquamarine,Champagne,White,None,Dark Shoulders Toxic,Acid Aquamarine,Stripes Rainbow,None,X Crimson,Headphones Violet,None,66.45401059099552,1281
1282,Clear,Sauvignon Blanc,Black,Radioactive White,Robotic Violet,White,Black,None,None,None,None,8.851770100466124,1282
1283,Hopium Violet,Rosé,White,gm Violet,Plain Cantaloupe,Crimson,Strobes Violet,None,None,None,None,22.26137672186191,1283
1284,Biohazard Cantaloupe,Limeade,White,High Voltage Violet,Plain Black,Toxic,Aquamarine,None,None,None,None,23.418474581505464,1284
1285,Flammable Violet,Purple Grape Juice,Black,Radioactive Violet,Light Stripes Violet,Crimson,Hatch Rainbow,None,None,Headphones Violet,None,48.19702225594976,1285
1286,Radioactive Toxic,Sauvignon Blanc,Black,Caution Cantaloupe,Plain White,Aquamarine,Strobes Aquamarine,None,None,None,None,21.32868458849256,1286
1287,Caution Violet,Lemonade,White,None,Dark Shoulders Toxic,Aquamarine,Fuzz Crimson,None,None,None,None,14.207569929174301,1287
1288,Clear,Purple Grape Juice,Black,None,Light Shoulders Crimson,White,Grid Toxic,None,None,None,None,8.678729437684874,1288
1289,Caution Aquamarine,Rosé,White,69 Aquamarine,Dark Shoulders Aquamarine,Acid Aquamarine,Fuzz Cantaloupe,None,None,None,None,25.17574659554718,1289
1290,Radioactive Cantaloupe,Watermelon Juice,White,gm Cantaloupe,Plain Aquamarine,Spikes Cantaloupe,Violet,None,None,Earphones Violet,None,49.56487424738636,1290
1291,Radioactive Crimson,Really Toxic Waste,Black,mfer Inverted,Plain Toxic,Spikes Cantaloupe,Grid Aquamarine,None,Nounish,None,None,48.3080896722124,1291
1292,Clear,Cola,Black,gm Violet,Poly Aquamarine,Acid Aquamarine,Black,None,None,None,None,11.068732868310107,1292
1293,WAGMI Violet,Cabernet Sauvignon,White,Biohazard White,Dark Hatch Crimson,Crimson,Strobes Aquamarine,None,None,None,None,23.99431966566531,1293
1294,Flammable Aquamarine,Rose Champagne,Black,Biohazard Black,Plain Cantaloupe,Acid Toxic,Stripes Toxic,None,None,None,None,23.20221369675769,1294
1295,None,Banana,Black,Caution Crimson,Dark Shoulders Cantaloupe,Spikes Cantaloupe,Stripes Violet,Sharp Toxic,None,None,None,54.20622189651439,1295
1296,Biohazard Aquamarine,Limeade,White,Radioactive Aquamarine,Light Shoulders Cantaloupe,Acid Cantaloupe,Stripes Aquamarine,None,None,None,None,24.3349645403684,1296
1297,Clear,Champagne,Black,None,Plain Aquamarine,Acid Cantaloupe,Grid Aquamarine,None,None,None,None,10.795649574391565,1297
1298,Flammable Aquamarine,Sauvignon Blanc,White,None,Light Shoulders Toxic,Glow Aquamarine,Fuzz Aquamarine,None,X Cantaloupe,None,None,38.21383146162933,1298
1299,Clear,Orange Soda,Tied Black,High Voltage Violet,Strawberry Laces,Aquamarine,Stripes Violet,None,None,None,None,24.53763871417031,1299
1300,Biohazard Crimson,Rose Champagne,White,gm Cantaloupe,Plain White,Aquamarine,Fuzz Cantaloupe,None,None,None,None,22.112675951046636,1300
1301,WAGMI Aquamarine,Cabernet Sauvignon,Black,69 Aquamarine,Dark Hatch Toxic,Aquamarine,Black,None,None,None,None,16.094651326479926,1301
1302,Flammable Crimson,Champagne,Black,rekt Violet,Dark Stripes Toxic,Spikes Aquamarine,Stripes Toxic,None,None,None,None,25.640768331201546,1302
1303,Caution Crimson,Watermelon Juice,Tied Black,69 Crimson,Light Stripes Crimson,Violet,Stripes Rainbow,Rainbow,None,SnapBack Toxic,None,86.37770719298075,1303
1304,Clear,Water,White,gm Toxic,Gold,Spikes Crimson,Stripes Toxic,None,None,None,None,17.02464785547372,1304
1305,Radioactive Toxic,Rosé,Black,Caution Aquamarine,Plain Aquamarine,White,Strobes Toxic,None,None,None,None,23.077856745946928,1305
1306,Clear,Lemonade,Black,rekt Cantaloupe,Bolts Aquamarine,Violet,Stripes Toxic,None,Big Shades,Headphones Violet,None,62.47765121314176,1306
1307,Clear,Cola,Tied White,gm White,Dark Stripes Aquamarine,Cantaloupe,Black,None,None,None,None,17.400388747104394,1307
1308,Radioactive Violet,Champagne,White,Flammable Toxic,Cyberskelly Crimson,Violet,Aquamarine,None,None,None,None,24.316041189411745,1308
1309,Clear,Purple Grape Juice,Black,gm White,Light Shoulders Toxic,White,Black,None,Rose Tinted Glasses,rekt Beanie Aquamarine,None,55.97107194797811,1309
1310,Radioactive Violet,Champagne,Black,gm Violet,Dark Hatch Aquamarine,White,Grid Crimson,None,None,Headphones Crimson,None,48.648473026138404,1310
1311,Clear,Passion Fruit Juice,Black,gm Black,Light Hatch Toxic,Cantaloupe,Stripes Violet,None,None,None,None,16.300124115237217,1311
1312,Clear,Sauvignon Blanc,White,Caution Toxic,Iced,Violet,Black,None,None,rekt Beanie Violet,None,34.618130801821714,1312
