,Antenna,Hats,Faces,Heads,Body,Backgrounds,Rarity score,Token Id
1344,Bubbles,Squiddie pink,Nearly focused,Blue,Wizard robe,Honey melon,12.991536809122161,1344
1345,Bones,Blone surf hair,Fired up ,Peach,Explorer map,Pale peach,22.2614349691489,1345
1346,Gold ring,Pizza,1 eye,Quirk green,Astroquirkie,The blues,5.617724182059688,1346
1347,Lightning bolts,Rabbit ears,Spooky relaxed,Peach,Pink hoodie,Blurple,13.83432889324318,1347
1348,Rainbow ring,Sailor,Focused,Quirkie bot MK 1,Astroquirkie,Purple,38.20267383944736,1348
1349,Bones,Blue graffiti bubbles,Focused,Another green,trash tee,Mist in the artic,29.986069123586518,1349
1350,Pierced,Blue pink long,Blergh ,Quirkie bot MK 1,Casual jacket ,Honey melon,19.733311576744505,1350
1351,Diamond rings,Green goo,Emo,Blueer ,Tan backpack,Pinkish,32.86550573086084,1351
1352,Blue 2,Pizza,Tongue out,Peach,Bones tee,Pinkish,11.376513098392014,1352
1353,Goo,Blossom brain ,Infected,Blue,Mountianeer parka,Blurple,15.871085803624146,1353
1354,Heart,Artic bobble ,Cutie,Greeeen,Pink hoodie,Turquoise,17.415942394988964,1354
1355,Overgrown,Purple curls,Hmm,Another green,Quirkbot mk3,Turquoise,16.503081536563283,1355
1356,Blue 2,Rabbit ears,Blergh ,Another green,Blue camo puffa,Neutral,14.958000173861368,1356
1357,Ufo green,Artic bobble brown hair,Tongue out,Purple,Space hoodie,Blurple,30.688667454570567,1357
1358,Lightning,Squiddie green,Vamp,Pink,Big purple hoodie and chain,Pinkish,36.09600267745529,1358
1359,Feather,Halo,3 eyes happy,Yellow,Quirkbot mk1 5 ,Turquoise,12.07888666622432,1359
1360,Double green,Sailor,Hmm,Light purple,Astroquirkie,Honey melon,6.0392888137317104,1360
1361,Doughnuts,Paper plane,Nearly focused,Diamond,Red scarf jacket,Pinkish,36.65781723560962,1361
1362,Feather,Pink goo,Cutie,Blue,Green backpack,Dust,19.312056006440546,1362
1363,Blue 2,Pink bobble,Rainbow face,Blue,Big purple hoodie and chain,Just Green,40.16906694540879,1363
1364,Feather,Light bulb,Green bandana,Yellow,Blue camo tee with chain ,ultra rare rainbow,45.22514514313962,1364
1365,Rainbow ring,Pizza,Dandy tash,Quirkie bot MK 1,Blue camo puffa,Simply pink,31.180005837058626,1365
1366,Doughnuts,Purple curls,Hmm,Golden,Explorer,Mist in the artic,45.716848789574485,1366
1367,Bomb,Aviator ,Warpaint 3,Yellow,Red scarf jacket,Honey melon,25.0706763544043,1367
1368,Bomb,Long brown,Eye patch,Pinkish,Pink skull tee,Simply pink,31.180230618140186,1368
1369,Doughnuts,Party hat,Nearly focused,Light purple,Hawian shirt,Pinkish,11.025424672788999,1369
1370,Green beams,Blue surfer,Woooaaah,Quirkiebot MK1 2 gold edition,Red scarf jacket,Neutral,56.531350665806016,1370
1371,Lightning bolts,Sideway cap blue green,Rainbow face,Another green,Pink hoodie,Purple with stars,32.86551976562204,1371
1372,Purple 2,Party hat,Happy lashes,Pinkish,Green backpack,The blues,6.039049960080412,1372
1373,Pierced,Wings hat,Proud,Light purple,Quirkbot mk1 5 ,Misty green,26.404834925226083,1373
1374,Ufo green,Wings hat,Green vision,Yellow,Mountianeer parka,Blurple,25.491847630779503,1374
1375,Pierced,Light bulb,Dandy tash,Qurikie bot MK 3,Casual jacket ,Blurple,14.255612566980291,1375
1376,Overgrown,Artic bobble ,Infected,Blue,Wool demim ,The blues,14.466549389723834,1376
1377,Feather,Pink beanie blonde hair ,Warpaint 1,Blue,Kung fu ,Simply pink,20.225127590138538,1377
1378,Ufo green,Artic bobble brown hair,Infected,Peach,Explorer,Purple with stars,45.43587127023404,1378
1379,Blue 2,Blue bmx helmet,3 eyes happy,Another green,Bones tee,Turquoise,7.584004912486819,1379
1380,Lightning bolts,Turtle fren,Anxious,Blue,Blue puffa,The blues,11.798077730064037,1380
1381,Purple 2,Party hat,Eeerm,Yellow,Arrows,Pinkish,9.129184608556036,1381
1382,Lightning,Pink goo,Lazers,Blue,Wool demim ,Misty turquoise,40.45008660255382,1382
1383,Red 2,Blue pink long,Water falls,Light purple,Quirkbot mk3,Honey melon,15.168810577344496,1383
1384,Pink 1,Green goo,Spooked,Golden,Pink skull tee,Misty turquoise,44.03139104604977,1384
1385,Heart,Blue graffiti bubbles,Bubblegum,Blue,Pink back pack,Pinkish,16.22230068668589,1385
1386,Pierced,Pink beanie,What ,Quirkie bot MK 1,Pink back pack,The blues,10.252841823620505,1386
1387,Bones,Sideways cap,Anxious,Greeeen,Big purple hoodie and chain,Turquoise,24.789811202802575,1387
1388,Lightning bolts,Bubble brains,Amazed ,Yellow,Green camo puffa,Simply pink,14.255682795745106,1388
1389,Overgrown,Crew cut brown,Nest beard,Qurikie bot MK 3,Astroquirkie with squid sample,The blues,26.12389954446977,1389
1390,Fire,Pink beanie blonde hair ,Eeerm,Another green,Astroquirkie with squid sample,Misty pink,34.90206595540805,1390
1391,Double green,Ice cream,Eeerm,Qurikie bot MK 3,Leather jacket gold chain,Purple,28.019788392769605,1391
1392,Bubbles,Bubble brains,Pink mist falls,Another green,Lab coat,Misty green,31.882435602402552,1392
1393,Lightning bolts,Squiddie green,Just two eyes,Pinkish,Red bandana adventurer ,Pinkish,15.800511296149688,1393
1394,Pierced,Sheriff,Nearly focused,Blue,Astroquirkie comms,Mist in the artic,20.505683684269986,1394
1395,Goo,Paper plane,Long lashes,Pinkish,Hawian shirt,The blues,11.30610716513281,1395
1396,Red 2,Sideway cap blue green,Skull mask,Quirk green,trash tee,Blurple,12.500282706530824,1396
1397,Doughnuts,Beanie brown,Warpaint 2,Blue,Arrows,Just Green,40.44994613216149,1397
1398,Doughnuts,Blue bucket hat,Nearly focused,Diamond,Quirkbot mk1,Honey melon,37.008709010069175,1398
1399,Double green,Sailor,Smile,Pinkish,Mountianeer parka,Purple,19.80364727344332,1399
1400,Pink 1,Rabbit ears,Happy lashes,Orange,White suit,Dust,11.868174607022299,1400
1401,Graff bubble,Mad science,Need coffee,Orange,Astroquirkie,Mist in the artic,26.264135423717956,1401
1402,Pierced 2,Lightning beanie,Big eyes ,Blueer ,Yellow hoodie,Turquoise,22.963668036575925,1402
1403,Pierced,Yellow cap ,Pink sunglasses,Blueer ,Blue skull tee,Dust,25.421568107426022,1403
1404,Bubbles,Blue bucket hat,Long lashes,Greeeen,Yellow tracksuit,Misty green,38.553818471526895,1404
1405,Gold ring,Light bulb,Dandy tash blue,Golden,Yellow skull tracksuit,Pale peach,37.00890569122559,1405
1406,Purple 2,Sheriff,Dead serious,Light purple,trash tee,Blurple,17.065036564720156,1406
1407,Bones,Party hat,Spooky relaxed,Blue,Quirkbot mk1,Blurple,16.222019720175847,1407
1408,Red 2,Watermelon helmet,Anxious,Yellow,Pink camo puffa,Honey melon,11.235926007108489,1408
1409,Overgrown,Artic bobble ,What ,Yellow,Big purple hoodie and chain,The blues,14.255612562302947,1409
1410,Pierced,Pink bucket hat,Anxious,Quirkiebot MK2,Quirkbot mk1 5 ,Pale peach,17.696695120385154,1410
1411,Pierced,Long purple,Happy lashes,Orange,Jpeg hoodie,Honey melon,13.132067734855921,1411
1412,Heart,Blue bmx helmet,Dandy tash blue,Blue,Quirkbot mk2,The blues,19.59301948634245,1412
1413,Overgrown,Head band ,Need coffee,Golden,Blue puffa,Dust,41.222290131966254,1413
1414,Goo,Archaeology hat,Eye patch anchor tattoo,Orange,Quirkbot mk1,Blurple,13.694008712270666,1414
1415,Planets purple,Crew cut brown,Sunglasses blue,Greeeen,Hawaiian shirt surfboard,Purple,45.29546679221454,1415
1416,Red 2,Green mohawk,1 eye,Qurikie bot MK 3,Stoneage ,Misty pink,28.58188391314641,1416
1417,Lightning bolts,Green mohawk,Spooked,Purple,trash tee,Simply pink,28.37108756469298,1417
1418,Double green,Pink bobble,Goggles ,Quirkiebot MK2,Yellow scarf jacket,Simply pink,22.121156922083177,1418
1419,Lightning bolts,Pink clip,Blank face,Yellow,Yellow skull tracksuit,Simply pink,21.348560033865912,1419
1420,Pierced 2,Blone surf hair,Water falls,Light purple,Hawian shirt,Neutral,15.800736067876564,1420
1421,Blue 2,Green mohawk,White eyes happy,Scaley,Jpeg hoodie,The blues,34.76174576157284,1421
1422,Red 2,Rabbit ears,Lashes heart tattoo,Peach,Pink raincoat,The blues,15.16850151987422,1422
1423,Diamond rings,Archaeology hat,Tongue out,Blueer ,Yellow backpack,Misty turquoise,37.57063595584094,1423
1424,Pink 1,Pink bobble,Fired up ,Quirkie bot MK 1,Blue puffa,Pale peach,17.837507000935595,1424
1425,Gold ring,Watermelon helmet,Need coffee,Purple,Yellow scarf jacket,Simply pink,25.983298401664555,1425
1426,Gold ring,Light bulb,1 eye,Green pink paint splat,Red bandana adventurer ,Pinkish,29.00320972079032,1426
1427,,,Golden quirky bones,Golden quirky bones,Golden quirky bones,Turquoise,65.44992153800331,1427
1428,Bones,Halo,Smile,Pink,Hawian shirt,Neutral,29.635177353804306,1428
1429,Diamond rings,Pirate hat,Bubblegum,Blue,Yellow skull tracksuit,Purple with stars,48.455614007738745,1429
1430,Bubbles,Mad science,Zipped,Light purple,Ancient quirkie robes,The blues,16.854015448437636,1430
1431,Diamond,Squiddie pink,White eyes happy,Light purple,Aviator jacket,Blurple,29.63523352286208,1431
1432,Pierced,Pirate hat,Dandy tash blue,Orange,Explorer map,Simply pink,17.48608140585402,1432
1433,Pierced 2,Party hat,Need coffee,Orange,Trash hoodie skateboard,Mist in the artic,21.348363364402857,1433
1434,Red 2,Ice cream,Lashes heart tattoo,Qurikie bot MK 3,Blue camo puffa,Misty turquoise,29.77563801803184,1434
1435,Heart,Party hat,Green vision,Qurikie bot MK 3,Reflective space hoodie,Neutral,22.612677938103754,1435
1436,Double green,Head band ,Rainbow face,Quirkiebot MK2,Astroquirkie with squid sample,Pinkish,20.08445621467073,1436
1437,Blue 2,Sideway cap blue green,Chuffed,Blue,Tuesday office shirt,Mist in the artic,24.50881964558269,1437
1438,Red 2,Blue graffiti bubbles,Warpaint 3,Orange,Orange puffa,Misty pink,30.056489109146966,1438
1439,Lightning bolts,Crew cut brown,Water falls,Scaley,Red bandana adventurer ,Misty green,48.10435698648264,1439
1440,Blue 2,Pink beanie blonde hair ,White eyes shock,Quirkie bot MK 1,White suit,Dust,31.10992301240161,1440
1441,Pink 1,Paper plane,Need coffee,Quirk green,Yellow tracksuit,Neutral,12.218925893549489,1441
1442,Pierced 2,Thunder,Focused,Another green,Blue tee with chain,Turquoise,9.90157076799298,1442
1443,Bubbles,Rabbit in a hat,Misery ,Orange,Trash hoodie skateboard,Blurple,14.817722129913873,1443
1444,Heart,Pirate hat,Happy lashes,Quirk green,Explorer,Honey melon,15.09841868664207,1444
1445,Lightning bolts,Squiddie pink,Pink sunglasses,Quirk green,Aviator jacket,Pale peach,7.865417923759329,1445
1446,Doughnuts,Head band ,Water falls,Pinkish,trash tee,Misty turquoise,26.47494584474112,1446
1447,Planets purple,Pink beanie,Nearly focused,Another green,Yellow backpack,Dust,18.750115013044873,1447
1448,Feather,Studs,Green bandana,Qurikie bot MK 3,Yellow backpack,The blues,13.27257052948224,1448
1449,Bones,Blue pink long,Blergh ,Orange,Quirkbot mk1,Mist in the artic,31.109880878105038,1449
1450,Rainbow ring,Blone surf hair,Smile,Quirk green,Bones tee,Mist in the artic,27.036676109746256,1450
1451,Purple 2,Blue pink long,Spooked,Orange,Tuesday office shirt,Pale peach,12.430101548896284,1451
1452,Red 2,Nurse,Smile,Another green,Blue puffa,Dust,11.657448487723459,1452
1453,Red 2,Blue bmx helmet,Spooked,Greeeen,Wizard robe,Pale peach,19.311915532540212,1453
1454,Blue 2,Donut head,Anxious,Blue pink paint splats,Explorer,Pinkish,27.388045523686916,1454
1455,Rainbow ring,Squiddie pink,Ooze eyes,Quirkie bot MK 1,Trash hoodie skateboard,Simply pink,29.77566611327964,1455
1456,Blue 2,Lightning beanie,FinchOne skull,Blueer ,Blue skull tee,Turquoise,19.101400115906518,1456
1457,Orange 1,Green mohawk,Warpaint 3,Light purple,Pink camo puffa,Honey melon,14.53687102983384,1457
1458,Bones,Beanie brown,Reptile,Blue pink paint splats,Hawian shirt,Misty turquoise,49.86002398172037,1458
1459,Heart,Studs,Vamp,Dr qurkensteins monsta,Pyjamas,Honey melon,40.590392748765126,1459
1460,Heart,Wizard hat,4 eyes cheerfull,Quirkiebot MK2,Purple suit,Pale peach,25.632392575683316,1460
1461,Overgrown,Green goo,1 eye,Quirkiebot MK2,Quirkbot mk1 5 ,Neutral,32.93572902629996,1461
1462,Goo,Lightning beanie,Skull mask,Blue,Aviator jacket,Purple,25.421568132761642,1462
1463,Double green,Watermelon helmet,Vamp,Yellow,Bones tee,Simply pink,14.957887797547508,1463
1464,Purple 2,Artic bobble ,Mk1,Greeeen,Big purple hoodie and chain,Purple with stars,39.256079642776854,1464
1465,Blue 2,Paper plane,Goggles ,Pink,Space hoodie,Dust,24.71937718637871,1465
1466,Fire,Artic bobble brown hair,Proud,Orange,Blue puffa,The blues,11.446778558530442,1466
1467,Pierced,Beanie brown,Hmm,Blue,Tan backpack,Mist in the artic,16.85414188445854,1467
1468,Goo,Aviator ,Emo,Pinkish,Astroquirkie comms,Pinkish,11.93824338834298,1468
1469,White 27,Nurse,Spooked,Quirkie bot MK 1,Purple puffa,Purple with stars,41.4330583976448,1469
1470,Bubbles,Nurse,Mk1,Quirk green,Yellow hoodie,Pale peach,11.516805193471415,1470
1471,Lightning bolts,Nurse,Blergh ,Diamond,I hate mondays shirt,Pale peach,33.00599448137127,1471
1472,Fire,Aviator ,Dead serious,Orange,Purple suit,Turquoise,17.416125016438343,1472
1473,Lightning bolts,Paper plane,Tongue out,Light purple,Yellow tracksuit,Pinkish,9.971878377629348,1473
1474,Bubbles,Pink bobble,Cutie,Greeeen,Hawian shirt,Misty green,34.34032162991632,1474
1475,Pierced 2,Squiddie pink,Just two eyes,Pink,Mountianeer parka,Simply pink,24.78972691861829,1475
1476,Blue 2,Paper plane,Warpaint 2,Pinkish,Yellow tracksuit,Blurple,16.08171356967697,1476
1477,Heart,Horns,White eyes shock,Green pink paint splat,Punk rock,Simply pink,39.67737735088539,1477
1478,Purple 2,Blone surf hair,4 eyes cheerfull,Dr qurkensteins monsta,Dungarees,Honey melon,27.5986733142958,1478
1479,Orange 1,Blone surf hair,Water falls,Blue pink paint splats,I hate mondays shirt,Dust,33.286817482305715,1479
1480,Feather,Pink bucket hat,Zipped,Pinkish,Hawian shirt,The blues,16.22208995751579,1480
1481,Lightning bolts,Pink beanie,Focused,Orange,Cherry blossom komono,Misty pink,22.682971458799678,1481
1482,Red 2,Watermelon helmet,Nearly focused,Quirkiebot MK2,Explorer,Simply pink,15.80075007769193,1482
1483,Purple 2,Squiddie green,Buttons,Pinkish,I hate mondays shirt,Blurple,17.205146042247968,1483
1484,Fire,Head band ,Goggles ,Peach,Astroquirkie with squid sample,Pinkish,22.96376638124681,1484
1485,Pierced 2,Halo,Eye patch,Quirk green,Big purple hoodie and chain,Pale peach,16.50267414338703,1485
1486,Pink 1,Purple curls,Warpaint 1,Blue,Wizard robe,Blurple,16.362494428519277,1486
1487,Rainbow ring,Nurse,What ,Another green,Aviator jacket,Blurple,15.238977691642702,1487
1488,Heart,Nurse,Nearly focused,Greeeen,Kung fu ,Turquoise,18.329070164505218,1488
1489,White 27,Squiddie green,Cutie,Blue,Pirate garbs,Misty pink,30.688653411234235,1489
1490,Lightning bolts,Pink beanie,Tongue out,Peach,Lab coat,Turquoise,8.567763404529188,1490
1491,Bones,Shark fin,White eyes shock,Another green,Mountianeer parka,The blues,18.75032573402962,1491
1492,White 27,Pink beanie blonde hair ,Long lashes,Blue pink paint splats,Quirkbot mk1,Dust,43.46967482087296,1492
1493,Red 2,Paper plane,Goggles full,Quirkie bot MK 1,Yellow skull tracksuit,Simply pink,23.455498109677,1493
1494,Gold ring,Blossom brain ,Reptile,Another green,Leather jacket gold chain,Misty pink,30.056615536592734,1494
1495,Double green,Party hat,Sunglasses blue,Quirk green,Artic parka,Turquoise,4.634794554006681,1495
1496,Green beams,Purple curls,Zipped,Blue,White suit,Blurple,30.407774220973522,1496
1497,Feather,Crew cut yellow,Toxic mask,Light purple,Pink back pack,Purple,30.196837385757057,1497
1498,Fire,Yellow curls,Beaming ,Pinkish,Punk rock,Blurple,26.61558913899317,1498
1499,Red 2,Blue graffiti bubbles,Tongue out,Pinkish,Squiddie tee,Blurple,16.57329079334341,1499
1500,Red 2,Sock monkey,Focused,Pink,Ancient quirkie robes,Misty green,37.21954751308767,1500
1501,White 27,Wizard hat,Bubblegum,Blueer ,Blue skull tee,Misty pink,40.02853604812887,1501
1502,Graff bubble,Long blonde,Warpaint 2,Light purple,Casual jacket ,Misty pink,33.356998652413175,1502
1503,Bubbles,Purple curls,Buttons,Purple,Explorer,Purple with stars,48.87688361709147,1503
1504,Red 2,Sailor,Cutie,Quirk green,Mountianeer parka,Purple with stars,27.598743539552608,1504
1505,Graff bubble,Sideway cap blue green,Need coffee,Orange,Astroquirkie comms,ultra rare rainbow,39.95828463600412,1505
1506,Red 2,Artic bobble ,Misery ,Green pink paint splat,Trash hoodie skateboard,The blues,27.247584863746948,1506
1507,Pink 1,Blue mega mohawk,Cutie,Greeeen,Yellow hoodie,Neutral,24.29807946969504,1507
1508,Pierced 2,Sideways cap,Pink mist falls,Quirk green,trash tee,Purple,35.18307157272475,1508
1509,Fire,Studs,Misery ,Qurikie bot MK 3,Pink back pack,The blues,17.837240090624583,1509
1510,Planets purple,Nurse,1 eye,Another green,Space hoodie,Turquoise,11.025143710956302,1510
1511,Blue 2,Donut head,Eeerm,Qurikie bot MK 3,Arrows,Misty turquoise,23.73640538661038,1511
1512,Lightning bolts,Horns,VR wave,Blueer ,UFO engineer overalls,Pinkish,28.37108756469298,1512
1513,Gold ring,Pink beanie,Nearly focused,Greeeen,Quirkbot mk3,Misty turquoise,31.46102551096414,1513
1514,Double green,Squiddie pink,Infected,Blueer ,Jpeg hoodie,Dust,26.053774572653488,1514
1515,Heart,Aviator ,Long lashes,Light purple,Space hoodie,Neutral,18.60968245653806,1515
1516,Lightning bolts,Studs,1 eye,Greeeen,Tuesday office shirt,Misty turquoise,36.86837477640564,1516
1517,Blue 2,Rabbit ears,Focused,Quirkiebot MK2,Mountianeer parka,Turquoise,11.09546534716852,1517
1518,Graff bubble,Artic bobble ,Cutie,Purple,Big purple hoodie and chain,Pale peach,25.56223950822945,1518
1519,Bubbles,Crew cut brown,Blank face,Another green,Lab coat,Pinkish,13.975014330366925,1519
1520,Feather,Pink beanie,Spooky relaxed,Another green,Aviator jacket,The blues,6.249818272142624,1520
1521,Bubbles,Blone surf hair,2D,Quirkiebot MK2,Green trash hoodie,Blurple,21.910388659912634,1521
1522,Overgrown,Pink goo,What ,Another green,Yellow skull tracksuit,Honey melon,19.662933737953548,1522
1523,Goo,Beanie brown,White eyes shock,Quirk green,Purple suit,Honey melon,14.747470726754036,1523
1524,Blue 2,Pink surfer,Hockey mask,Quirk green,Bones tee,Purple with stars,37.78141826095804,1524
1525,Gold ring,Pink beanie,Fired up ,Blueer ,Green trash hoodie,Misty green,35.463810284407785,1525
1526,Red 2,Snakes,Spooky relaxed,Greeeen,trash tee,Turquoise,15.73048465653137,1526
1527,Planets purple,Pink goo,Rainbow face,Quirkiebot MK2,Big purple hoodie and chain,Pale peach,28.23075332362365,1527
1528,Lightning bolts,Mad science,Sunglasses blue,Quirkie bot MK 1,Lab coat,Blurple,22.12097430024402,1528
1529,Gold ring,Rabbit ears,Eeerm,Another green,UFO engineer overalls,Neutral,18.820366412306928,1529
1530,Blue 2,Antlers,Goggles full,Another green,Pink skull tee,Pale peach,9.41023235938975,1530
1531,Diamond rings,Party hat,Toxic mask,Greeeen,Purple suit,Purple,47.05106355439989,1531
1532,Goo,Pink goo,FinchOne skull,Peach,Red scarf jacket,Honey melon,23.80623536612033,1532
1533,Red 2,Pink surfer,Tongue out,Green pink paint splat,Yellow rain coat,Turquoise,29.073348740230504,1533
1534,Pierced,Pizza,Green bandana,Another green,Aviator jacket,ultra rare rainbow,34.12967980805424,1534
1535,Doughnuts,Lightning beanie,Ooze eyes,Quirk green,Reflective space hoodie,The blues,15.238921497639094,1535
1536,Gold ring,Long blonde,Proud,Blue,Reflective space hoodie,Simply pink,12.500170322421392,1536
1537,Feather,Long blonde,1 eye,Peach,Yellow backpack,Pinkish,17.064671338971664,1537
1538,Lightning bolts,Party hat,Toxic mask,Green pink paint splat,Casual jacket ,Dust,34.832011220931705,1538
1539,Doughnuts,Lightning beanie,Chuffed,Another green,Astroquirkie,Misty turquoise,26.9667478151886,1539
1540,Bomb,Cap blue,Dandy tash blue,Blueer ,Stoneage ,Turquoise,35.253337019610704,1540
1541,Doughnuts,Green mohawk,Spooky relaxed,Light purple,Kung fu ,Misty green,32.09307743322954,1541
1542,Lightning bolts,Pirate hat,FinchOne skull,Qurikie bot MK 3,Astroquirkie comms,Pinkish,17.415956442612867,1542
1543,Bubbles,Light bulb,Pink bandana,Quirkiebot MK2,Leather jacket gold chain,ultra rare rainbow,50.070623674353,1543
1544,Rainbow ring,Pizza,Chuffed,Qurikie bot MK 3,Green backpack,Neutral,22.19115546216613,1544
1545,Pierced,Squiddie pink,Lashes heart tattoo,Orange,Yellow skull tracksuit,Misty turquoise,26.615575083183913,1545
1546,Pierced 2,Red mohawk,Tongue out,Purple,Blue puffa,Neutral,35.53417406816905,1546
1547,Lightning bolts,Rabbit ears,Blergh ,Light purple,Quirkbot mk2,Simply pink,14.045055025404714,1547
1548,Pink 1,Donut head,Fired up ,Another green,Wool demim ,Dust,13.20230505414244,1548
1549,Graff bubble,Party hat,Spooky relaxed,Qurikie bot MK 3,Jpeg hoodie,Neutral,20.997499690258227,1549
1550,Bubbles,Snakes,3 eyes what,Dr qurkensteins monsta,Punk rock,Simply pink,36.23656167427057,1550
1551,White 27,Cap blue,Blank face,Greeeen,Astroquirkie,Pinkish,24.64940672010573,1551
1552,Goo,Turtle fren,Warpaint 3,Pinkish,Dungarees,Turquoise,17.27562221791424,1552
1553,Red 2,Purple cap,Tongue out,Purple,Quirkbot mk1 5 ,The blues,24.438497996507778,1553
1554,Graff bubble,Head band ,Beaming ,Quirkie bot MK 1,Red bandana adventurer ,Mist in the artic,37.28968653681542,1554
1555,Goo,Horns,Happy lashes,Greeeen,Cherry blossom komono,Simply pink,20.927079712493352,1555
1556,Pierced,Bubble brains,Hmm,Blue,Blue puffa,The blues,6.109708777464552,1556
1557,Red 2,Purple cap,White eyes shock,Greeeen,Blue skull tee,Honey melon,22.893346378536098,1557
1558,Red 2,Aviator ,Proud,Orange,Stoneage ,Misty pink,21.840165347323254,1558
1559,Planets purple,Artic bobble ,Mk1,Light purple,Blue skull tee,Misty pink,34.12955336423777,1559
1560,Gold ring,Pink goo,Green vision,Qurikie bot MK 3,Space hoodie,Pinkish,13.764288232116135,1560
1561,Pink 1,Squiddie green,Cutie,Pink,Explorer,Blurple,16.643331442387318,1561
1562,Diamond rings,Nurse,Hockey mask,Light purple,Blue camo puffa,Simply pink,27.317737930421256,1562
1563,Gold ring,Blue surfer,Mk1,Another green,Pirate garbs,Pinkish,15.028293715215565,1563
1564,Heart,Pink goo,Chuffed,Green pink paint splat,Pink camo puffa,Misty pink,48.17465052822662,1564
1565,Overgrown,Sailor,4D,Shiny,Squiddie tee,Neutral,52.1073946152076,1565
1566,Feather,Antlers,Cutie,Blueer ,Quirkbot mk1,Blurple,21.980513632508476,1566
1567,Pierced 2,Blue surfer,Nest beard,Pink,Green backpack,Turquoise,24.017284577260874,1567
1568,Orange 1,Artic bobble brown hair,Chuffed,Quirk green,Lab coat,Turquoise,5.126441985000108,1568
1569,Planets purple,Studs,4 eyes cheerfull,Pinkish,Hawian shirt,Neutral,29.2138796414082,1569
1570,White 27,Green mohawk,Spooked,Light purple,Kung fu ,Simply pink,20.08448430017406,1570
1571,Ufo green,Red mohawk,Water falls,Peach,Yellow scarf jacket,Just Green,54.1437581749691,1571
1572,Orange 1,Green goo,Blank face,Quirkiebot MK2,Green camo puffa,Purple,31.2502853440414,1572
1573,Bubbles,Crew cut brown,Hockey mask,Orange,Blue camo puffa,Pale peach,16.292327317339296,1573
1574,Graff bubble,Rabbit in a hat,Water falls,Scaley,Aviator jacket,Misty pink,48.03407747988965,1574
1575,Heart,Green mohawk,VR world,Greeeen,Wool demim ,Honey melon,25.351260534428853,1575
1576,Blue 2,Long brown,Blergh ,Blueer ,Kung fu ,The blues,20.295336859781365,1576
1577,Bomb,Blone surf hair,Green bandana,Blueer ,Orange puffa,Misty pink,43.46959053551934,1577
1578,White 27,Beanie brown,Spooky relaxed,Diamond,Green backpack,Purple with stars,54.4245952227479,1578
1579,Lightning bolts,Pink bobble,Mk1,Golden,Space hoodie,Pinkish,33.1464973013332,1579
1580,Blue 2,Paper plane,Reptile,Quirkiebot MK2,Cherry blossom komono,The blues,17.696976094690772,1580
1581,Bones,Donut head,Smile,Pinkish,Blue skull tee,Honey melon,16.71349859449406,1581
1582,Bubbles,Head band ,Infected,Yellow,Wool demim ,Pale peach,10.042298342141748,1582
1583,Doughnuts,Studs,2D,Quirk green,UFO engineer overalls,Blurple,23.80653037089958,1583
1584,Gold ring,Wings hat,Zipped,Orange,I hate mondays shirt,Misty turquoise,30.337579003631937,1584
1585,Rainbow ring,Aviator ,Quirkie tongue,Peach,Hawian shirt,Honey melon,20.224804481536353,1585
1586,Ufo green,Green mohawk,Spooky relaxed,Blueer ,Cherry blossom komono,Pinkish,28.651966721432725,1586
1587,White 27,Pizza,VR world,Quirkiebot MK2,Trash hoodie skateboard,Purple,35.393755528883396,1587
1588,White 27,Squiddie green,Lazers,Pinkish,Explorer,Honey melon,19.38211074598401,1588
1589,Overgrown,Pizza,1 eye,Yellow,Ancient quirkie robes,Honey melon,18.25842541462369,1589
1590,Double green,Yellow cap ,Focused,Scaley,Fur coat,Turquoise,33.84870228637512,1590
1591,Planets purple,Pink bucket hat,Goggles ,Pink,Yellow backpack,The blues,28.441310860521877,1591
1592,Overgrown,Blue mega mohawk,Proud,Qurikie bot MK 3,Yellow scarf jacket,Mist in the artic,33.42717980614993,1592
1593,Doughnuts,Aviator ,Water falls,Greeeen,Purple komono,Misty green,36.30661640913669,1593
1594,White 27,Long pink,4 eyes cheerfull,Pinkish,Tan backpack,Misty turquoise,34.76173171394893,1594
1595,Purple 2,Blossom brain ,Nearly focused,Light purple,Pink camo puffa,Misty green,25.77268466140803,1595
1596,Graff bubble,Beanie brown,Fired up ,Pinkish,Aviator jacket,Misty pink,32.37391447672076,1596
1597,Overgrown,Sailor,1 eye,Blue,Ancient quirkie robes,Honey melon,17.205160081296736,1597
1598,Goo,Blue dreds,Blank face,Diamond,Pirate garbs,Purple,53.30105037931994,1598
1599,Pink 1,Horns,White eyes shock,Blue,Green camo puffa,Honey melon,11.236052455212528,1599
1600,Pierced 2,Snakes,Water falls,Quirkie bot MK 1,Wool demim ,Simply pink,21.20828200745846,1600
1601,Feather,Yellow curls,Water falls,Yellow,Pink skull tee,Turquoise,11.587295420269594,1601
1602,Rainbow ring,Blue surfer,Need coffee,Quirkie bot MK 1,Blue puffa,Honey melon,25.351246474721815,1602
1603,Blue 2,Blue surfer,Zipped,Orange,Space hoodie,Misty green,24.087367411272577,1603
1604,Pink 1,Green mohawk,Pink mist falls,Quirk green,Jpeg hoodie,Simply pink,16.502997243414082,1604
1605,Lightning bolts,Pink beanie,Emo,Purple,UFO engineer overalls,Blurple,28.72219005935772,1605
1606,Pink 1,Artic bobble ,Spooky relaxed,Shiny,Casual jacket ,The blues,25.140731084203296,1606
