,Antenna,Hats,Faces,Heads,Body,Backgrounds,Rarity score,Token Id
2410,White 27,Sideway cap blue green,Hmm,Blue,Quirkbot mk2,Just Green,41.15206683613735,2410
2411,Doughnuts,Mad science,Smile,Purple,Blue tee with chain,Dust,34.12958147195849,2411
2412,Purple 2,Halo,Bubblegum,Pinkish,UFO engineer overalls,Honey melon,16.573164365897643,2412
2413,Gold ring,Green mohawk,3 eyes what,Blue,Blue tee with chain,Neutral,19.1716655842303,2413
2414,Pierced 2,Rabbit ears,Blank face,Orange,Blue puffa,The blues,9.691181808038458,2414
2415,Pink 1,Thunder,Tongue out,Purple,Blue tee with chain,Honey melon,20.6461443360246,2415
2416,Pierced,Blone surf hair,3 eyes happy,Orange,Explorer map,The blues,6.109413780870651,2416
2417,Blue 2,Blue bucket hat,Green bandana,Orange,Artic parka,Purple with stars,33.286845572876175,2417
2418,Feather,Red mohawk,Warpaint 3,Orange,Wizard robe,Pale peach,19.17149701391283,2418
2419,Graff bubble,Archaeology hat,Spooky relaxed,Greeeen,Yellow skull tracksuit,The blues,20.295224475282154,2419
2420,Gold ring,Long purple,Pink sunglasses,Diamond,Ancient quirkie robes,Simply pink,41.08204019262125,2420
2421,Gold ring,Head band ,Anxious,Orange,Trash hoodie skateboard,Honey melon,8.848361616196721,2421
2422,Goo,Head band ,Lashes heart tattoo,Blueer ,Bones tee,Purple,34.269985937894845,2422
2423,Bones,Donut head,Green vision,Another green,Blue tee with chain,Pale peach,16.71383573746767,2423
2424,Lightning bolts,Artic bobble brown hair,Skull mask,Pinkish,Red scarf jacket,Misty green,30.969335919948747,2424
2425,Bubbles,Head band ,Dandy tash blue,Light purple,Quirkbot mk1,Honey melon,15.590234709001013,2425
2426,Planets purple,Lightning beanie,Quirkie tongue,Quirk green,Fur coat,Dust,30.47795538250585,2426
2427,Pink 1,Light bulb,Ooze eyes,Quirk green,Jpeg hoodie,Pale peach,9.480385456077016,2427
2428,Double green,Aviator ,Goggles full,Another green,Astroquirkie with squid sample,The blues,7.724774634574409,2428
2429,Feather,Artic bobble ,Hockey mask,Orange,Quirkbot mk2,Misty turquoise,30.477969434807093,2429
2430,Orange 1,Sailor,Skull mask,Peach,Pink back pack,Misty turquoise,24.227715687103114,2430
2431,Lightning bolts,Head band ,Beaming ,Another green,Blue tee with chain,Turquoise,8.56748242554623,2431
2432,Pierced 2,Light bulb,Lazers,Yellow,Purple komono,Blurple,24.5087494164281,2432
2433,Pierced 2,Purple curls,3 eyes happy,Quirkiebot MK2,Leather jacket gold chain,Blurple,25.421483839612442,2433
2434,Blue 2,Sheriff,Pink mist falls,Another green,Wool demim ,Honey melon,12.780852844388384,2434
2435,Lightning bolts,Donut head,Goggles full,Purple,Astroquirkie with squid sample,Pale peach,26.264388303165546,2435
2436,Planets purple,Sock monkey,What ,Another green,Purple suit,Dust,25.772614424457863,2436
2437,Orange 1,Pizza,Hmm,Quirkie bot MK 1,Mountianeer parka,Dust,17.345690974678867,2437
2438,Graff bubble,Green mohawk,Proud,Qurikie bot MK 3,Big purple hoodie and chain,Blurple,17.345578607329916,2438
2439,Pierced,Archaeology hat,Cutie,Light purple,Pink hoodie,Purple,19.59310377559386,2439
2440,Goo,Sideway cap blue green,Water falls,Quirk green,Astroquirkie comms,Honey melon,10.533749108739238,2440
2441,Feather,Head band ,Sunglasses blue,Qurikie bot MK 3,Red bandana adventurer ,Blurple,12.008410498743402,2441
2442,Feather,Artic bobble brown hair,Nearly focused,Quirkiebot MK1 2 gold edition,Mountianeer parka,Honey melon,32.86557595962565,2442
2443,Fire,Pencil,White eyes shock,Pinkish,Astroquirkie comms,Pinkish,21.34837742021211,2443
2444,Pink 1,Watermelon helmet,Bubblegum,Quirkiebot MK2,Casual jacket ,Misty pink,28.23051448712261,2444
2445,White 27,Pizza,Pink vision,Orange,Astroquirkie,Misty pink,29.143558000518638,2445
2446,Pink 1,Halo,Spooky relaxed,Greeeen,Big purple hoodie and chain,Neutral,21.137974414192797,2446
2447,Orange 1,Sailor,Eeerm,Orange,Explorer map,Simply pink,9.90171125514579,2447
2448,Feather,Sideway cap blue green,Spooky relaxed,Dr qurkensteins monsta,Reflective space hoodie,The blues,28.019971018116774,2448
2449,Pierced,Blone surf hair,Green bandana,Peach,Blue skull tee,Turquoise,9.901879824683702,2449
2450,Pierced 2,Sock monkey,Quirkie tongue,Quirkie bot MK 1,Hawian shirt,Purple,36.44697873687869,2450
2451,Planets purple,Light bulb,Cutie,Orange,Blue tee with chain,Misty green,33.42750291046455,2451
2452,White 27,Pirate hat,Ooze eyes,Quirkiebot MK1 2 gold edition,Big purple hoodie and chain,Pale peach,39.25605154791883,2452
2453,Goo,Pink goo,Happy lashes,Blue,Orange puffa,Just Green,39.25589702912305,2453
2454,Pierced 2,Pencil,Zipped,Yellow,Blue skull tee,Honey melon,17.626724704003852,2454
2455,Pink 1,Pink beanie,Chuffed,Blueer ,Pyjamas,Honey melon,15.870917225900882,2455
2456,Red 2,Cap blue,Tongue out,Orange,Kung fu ,The blues,10.042242156713268,2456
2457,Graff bubble,Crew cut yellow,Anxious,Quirkie bot MK 1,Yellow tracksuit,Mist in the artic,38.13226788864811,2457
2458,Bones,Sideways cap,Tongue out,Quirkie bot MK 1,Purple suit,Pinkish,29.70555518051213,2458
2459,Orange 1,Blue mega mohawk,Anxious,Greeeen,Red scarf jacket,Dust,27.73904969005148,2459
2460,Graff bubble,Aviator ,Warpaint 1,Orange,Yellow tracksuit,Misty pink,28.86251023604267,2460
2461,White 27,Aviator ,What ,Blue,Trash hoodie skateboard,Pinkish,8.637705746710743,2461
2462,Feather,Pink beanie,Eeerm,Quirk green,Artic parka,Just Green,38.48365134943312,2462
2463,White 27,Sheriff,Buttons,Pink,Yellow scarf jacket,Pale peach,25.70271421657288,2463
2464,Red 2,Thunder,Water falls,Pinkish,Tuesday office shirt,Simply pink,14.81776425992288,2464
2465,White 27,Blue bucket hat,Blergh ,Blue,Purple puffa,Pale peach,12.078619768776006,2465
2466,Green beams,Rabbit in a hat,3 eyes what,Greeeen,Pink camo parka,Neutral,38.90486476049467,2466
2467,Doughnuts,Pirate hat,Toxic mask,Pinkish,Red bandana adventurer ,Simply pink,22.26153329238196,2467
2468,Double green,Artic bobble ,Fired up ,Dr qurkensteins monsta,Space hoodie,Honey melon,29.143881100545695,2468
2469,Red 2,Pink bucket hat,Blergh ,Orange,Lab coat,Neutral,18.04802239963947,2469
2470,Doughnuts,Sheriff,Toxic mask,Pinkish,Quirkbot mk1 5 ,Honey melon,20.926953276472453,2470
2471,Pink 1,Long pink,Misery ,Light purple,Bones tee,Blurple,16.57336102639579,2471
2472,Graff bubble,Shark fin,Pink bandana,Scaley,Trash hoodie skateboard,The blues,39.81800659790331,2472
2473,Lightning,Blue pink long,1 eye,Golden,Blue skull tee,Simply pink,48.666129401765275,2473
2474,Pink 1,Blue surfer,Hmm,Quirkie bot MK 1,Hawaiian shirt surfboard,Pale peach,15.028406098155662,2474
2475,Doughnuts,Sailor,Just two eyes,Qurikie bot MK 3,Mountianeer parka,Pale peach,11.657308004858216,2475
2476,Overgrown,Crew cut brown,Pink sunglasses,Blue,Dungarees,Misty pink,33.70825567288971,2476
2477,Pierced,Lightning beanie,4 eyes cheerfull,Quirk green,Pink raincoat,Pinkish,12.851314972040976,2477
2478,Feather,Sideway cap blue green,Fired up ,Quirkie bot MK 1,Casual jacket ,Simply pink,24.157618801179943,2478
2479,Fire,Blue bmx helmet,Anxious,Quirkiebot MK2,Orange puffa,Blurple,26.685629822727375,2479
2480,Orange 1,Green goo,Vamp,Another green,Wool demim ,Dust,14.887678532582028,2480
2481,Pierced,Aviator ,Happy lashes,Blue,Purple puffa,Neutral,9.269476702855881,2481
2482,Orange 1,Long blonde,2D,Scaley,Green camo puffa,Blurple,35.674536391623484,2482
2483,Blue 2,Rabbit in a hat,Water falls,Yellow,Dungarees,Honey melon,10.884823512833526,2483
2484,Graff bubble,Artic bobble brown hair,Chuffed,Quirk green,Orange puffa,Pale peach,15.168979147272188,2484
2485,White 27,Squiddie pink,Water falls,Orange,White suit,Simply pink,14.958014229280842,2485
2486,Planets purple,Head band ,Need coffee,Another green,Blue puffa,Purple with stars,35.11286230814905,2486
2487,Fire,Pink beanie blonde hair ,Vamp,Blue,Astroquirkie,The blues,17.06476965869671,2487
2488,Lightning bolts,Beanie brown,Woooaaah,Peach,Stoneage ,The blues,17.55645924503476,2488
2489,Graff bubble,Pink goo,Goggles full,Greeeen,Wool demim ,Pale peach,21.8401653520006,2489
2490,Pierced,Crew cut yellow,Just two eyes,Qurikie bot MK 3,Quirkbot mk2,Pale peach,14.747288105694437,2490
2491,Graff bubble,Paper plane,Wait,Blue pink paint splats,Pink back pack,Purple,48.24487383691822,2491
2492,Bubbles,Cap blue,Eye patch anchor tattoo,Orange,Quirkbot mk3,Turquoise,19.45255882640248,2492
2493,Bubbles,Pink bobble,3 eyes happy,Orange,Ancient quirkie robes,The blues,12.289373953699469,2493
2494,Pink 1,Blone surf hair,Beaming ,Orange,Yellow backpack,Pinkish,5.618131579913284,2494
2495,Ufo green,Beanie brown,Blank face,Peach,Green trash hoodie,Dust,29.916168923497104,2495
2496,Purple 2,Aviator ,Smile,Pink,Blue skull tee,The blues,10.533721013881218,2496
2497,Rainbow ring,Cap blue,Happy lashes,Purple,Pink hoodie,Neutral,38.834613373315754,2497
2498,Heart,Snakes,3 eyes what,Greeeen,I hate mondays shirt,Pale peach,25.4918616784034,2498
2499,Bomb,Pink goo,Goggles ,Yellow,Trash hoodie skateboard,Blurple,25.843174880410636,2499
2500,Lightning bolts,Archaeology hat,Sunglasses blue,Shiny,Explorer,The blues,26.966719725007927,2500
2501,Purple 2,Rabbit ears,Hmm,Quirkiebot MK2,Astroquirkie,Purple,25.140646803916788,2501
2502,Pierced,Aviator ,Warpaint 2,Quirk green,Pyjamas,Neutral,18.11809116887701,2502
2503,Purple 2,Aviator ,Proud,Quirk green,Quirkbot mk3,Pale peach,5.688284638012459,2503
2504,Purple 2,Donut head,Rainbow face,Qurikie bot MK 3,Mountianeer parka,Turquoise,7.233323862909795,2504
2505,Orange 1,Rabbit ears,Anxious,Pinkish,Big purple hoodie and chain,Pinkish,8.286518954609237,2505
2506,Lightning,Pencil,Toxic mask,Golden,Yellow backpack,The blues,45.01468593882913,2506
2507,Pink 1,Sideway cap blue green,Amazed ,Greeeen,Yellow hoodie,Pinkish,13.9748738545177,2507
2508,Blue 2,Studs,4D,Golden,I hate mondays shirt,Pale peach,38.27299547565957,2508
2509,Feather,Ice cream,Amazed ,Blueer ,Mountianeer parka,Purple,34.19984690637152,2509
2510,Bones,Wizard hat,Rainbow face,Orange,Pink back pack,Neutral,27.036858752633464,2510
2511,Pierced,Lightning beanie,Pink sunglasses,Blue pink paint splats,Red bandana adventurer ,Blurple,30.828847156965406,2511
2512,Goo,Sideways cap,Pink sunglasses,Orange,White suit,Pinkish,14.466577484971635,2512
2513,Purple 2,Green mohawk,Pink mist falls,Quirk green,Blue camo puffa,Misty turquoise,30.548122487839148,2513
2514,Overgrown,Nurse,Tongue out,Peach,Orange puffa,Honey melon,21.980527662202558,2514
2515,Orange 1,Snakes,Blank face,Quirkiebot MK2,Ancient quirkie robes,Mist in the artic,31.74196087379063,2515
2516,White 27,Artic bobble ,Zipped,Green pink paint splat,Pink hoodie,Purple,46.27856501942863,2516
2517,Pink 1,Studs,Amazed ,Quirkiebot MK2,Quirkbot mk2,Dust,24.64926625789876,2517
2518,Fire,Artic bobble brown hair,Nearly focused,Purple,Explorer map,Honey melon,30.056264341317878,2518
2519,Pierced,Pink beanie blonde hair ,Hockey mask,Green pink paint splat,Pink camo puffa,Blurple,33.77828230042489,2519
2520,Bones,Snakes,Pink bandana,Green pink paint splat,Squiddie tee,Pale peach,39.67757402814402,2520
2521,Ufo green,Pink bucket hat,Spooked,Peach,Pink raincoat,Blurple,30.126909082234494,2521
2522,White 27,Sock monkey,Spooked,Qurikie bot MK 3,Stoneage ,Mist in the artic,31.601514270049698,2522
2523,Purple 2,Blue mega mohawk,Blergh ,Yellow,Fur coat,Purple,30.899253086716598,2523
2524,Gold ring,Pink beanie blonde hair ,Amazed ,Peach,Pink camo puffa,Simply pink,17.696765391246068,2524
2525,Double green,Blue surfer,Mk1,Quirk green,White suit,Mist in the artic,26.334499224239703,2525
2526,Doughnuts,Pink bucket hat,Nearly focused,Dr qurkensteins monsta,Blue tee with chain,Simply pink,35.74498446346682,2526
2527,Bomb,Mad science,What ,Blue pink paint splats,Yellow backpack,Neutral,45.084796866919305,2527
2528,Lightning bolts,Purple cap,Warpaint 2,Blue,Orange puffa,Dust,24.508552713833854,2528
2529,Bubbles,Paper plane,Green vision,Purple,Blue tee with chain,Misty turquoise,41.784132797061744,2529
2530,Double green,Blue bmx helmet,White eyes happy,Purple,Green trash hoodie,The blues,25.77290943001667,2530
2531,Pierced,Sailor,Toxic mask,Light purple,Astroquirkie comms,Purple with stars,31.461095748304086,2531
2532,Blue 2,Aviator ,Eeerm,Greeeen,Astroquirkie with squid sample,The blues,16.854169970741427,2532
2533,Gold ring,Yellow curls,Need coffee,Pinkish,Quirkbot mk1,Misty green,28.230542608095803,2533
2534,Purple 2,Pink beanie,Happy lashes,Blue,Blue camo puffa,The blues,3.8623100502886296,2534
2535,Green beams,Crew cut brown,Spooky relaxed,Blueer ,Wool demim ,Purple with stars,51.26444799475076,2535
2536,Blue 2,Snakes,1 eye,Orange,Pink hoodie,Turquoise,6.74183094213702,2536
2537,Pink 1,Pizza,Reptile,Blue,Tuesday office shirt,Misty turquoise,23.315051493073362,2537
2538,Planets purple,Crew cut brown,Spooky relaxed,Pinkish,Wool demim ,Simply pink,21.910613416048363,2538
2539,Orange 1,Green goo,Spooky relaxed,Orange,Pyjamas,Misty green,25.772881339056436,2539
2540,Feather,Thunder,Goggles full,Pink,Pink back pack,Mist in the artic,34.05935815547132,2540
2541,Lightning bolts,Paper plane,Lashes heart tattoo,Orange,Jpeg hoodie,Purple,26.966860199687815,2541
2542,Purple 2,Blue graffiti bubbles,Green bandana,Yellow,Fur coat,Honey melon,17.76693251840697,2542
2543,Blue 2,Horns,Need coffee,Blue pink paint splats,Lab coat,Simply pink,30.548024160708305,2543
2544,Rings and rings,Artic bobble ,Cutie,Blueer ,Astroquirkie,The blues,29.42429669933898,2544
2545,Doughnuts,Sock monkey,Focused,Quirk green,Hawian shirt,The blues,12.851118290494778,2545
2546,Bubbles,Long pink,Beaming ,Greeeen,Astroquirkie comms,Pale peach,25.21103867824851,2546
2547,Doughnuts,Rabbit in a hat,Eye patch,Qurikie bot MK 3,Quirkbot mk1,Purple,32.374068995516545,2547
2548,Graff bubble,Blue bucket hat,Spooked,Light purple,Aviator jacket,Turquoise,14.607038165959654,2548
2549,White 27,Sideways cap,Just two eyes,Blue,Astroquirkie comms,Turquoise,16.573164365897643,2549
2550,Rainbow ring,Long brown,Nearly focused,Another green,Casual jacket ,Mist in the artic,29.003167565835476,2550
2551,Double green,Red mohawk,What ,Peach,Pink camo parka,Purple,30.267257362742377,2551
2552,Bubbles,Sailor,Spooky relaxed,Orange,Prison overalls,Honey melon,15.028279667591665,2552
2553,Rainbow ring,Blone surf hair,Eye patch,Blue pink paint splats,Pink skull tee,Mist in the artic,52.31799429848555,2553
2554,Pink 1,Sideway cap blue green,Eeerm,Quirkie bot MK 1,Explorer,Dust,22.050750992331984,2554
2555,Overgrown,Pink bobble,Amazed ,Green pink paint splat,Astroquirkie with squid sample,Blurple,39.67737735556273,2555
2556,Feather,Horns,Lazers,Another green,Wool demim ,Pale peach,12.008607172104247,2556
2557,Pierced,Blossom brain ,Need coffee,Dr qurkensteins monsta,Quirkbot mk1,Blurple,29.77545539697224,2557
2558,Double green,Crew cut brown,Blergh ,Quirk green,Yellow skull tracksuit,Pinkish,14.817806419165287,2558
2559,Double green,Long brown,Buttons,Dr qurkensteins monsta,Kung fu ,Misty pink,47.542654808539965,2559
2560,Ufo green,Pizza,VR world,Greeeen,Yellow rain coat,Turquoise,27.66893874442127,2560
2561,Doughnuts,Wings hat,Blank face,Yellow,Blue puffa,Dust,24.50877750349055,2561
2562,Ufo green,Blue pink long,Amazed ,Blueer ,Tuesday office shirt,Pinkish,31.742003020560123,2562
2563,Heart,Aviator ,Infected,Yellow,Pink camo puffa,Turquoise,12.289556595417338,2563
2564,Fire,Purple curls,Hockey mask,Pink,Quirkbot mk3,Neutral,40.52005704777875,2564
2565,Graff bubble,Yellow cap ,Spooked,Diamond,Punk rock,Dust,49.087665926106354,2565
2566,Double green,Squiddie pink,Warpaint 3,Dr qurkensteins monsta,Pink back pack,Neutral,36.02576531763179,2566
2567,Diamond rings,Shark fin,3 eyes what,Greeeen,Stoneage ,Pinkish,36.8684169235649,2567
2568,Pink 1,Yellow curls,Chuffed,Green pink paint splat,Punk rock,Neutral,36.09591839249144,2568
2569,Doughnuts,Snakes,Goggles full,Blueer ,Lab coat,Neutral,31.32056483309435,2569
2570,Double green,Bubble brains,Emo,Blue,Blue tee with chain,Misty green,27.387933143475273,2570
2571,Heart,Sailor,Need coffee,Blueer ,Astroquirkie with squid sample,The blues,19.733409908942473,2571
2572,Pierced 2,Pink beanie,Focused,Shiny,Green trash hoodie,Blurple,36.37693805314448,2572
2573,Pierced 2,Wizard hat,Pink vision,Yellow,Blue skull tee,Simply pink,23.52566522787299,2573
2574,Bubbles,Beanie brown,Pink bandana,Pinkish,Yellow scarf jacket,Blurple,17.767325851096626,2574
2575,Green beams,Lightning beanie,Fire skull mask,Quirkie bot MK 1,Yellow scarf jacket,Neutral,47.05109164964769,2575
2576,Purple 2,Rabbit ears,Bubblegum,Blueer ,6 arm quirkbot ,Blurple,22.401727050586047,2576
2577,Rainbow ring,Light bulb,Sunglasses blue,Green pink paint splat,Blue puffa,Mist in the artic,48.10448341392841,2577
2578,Gold ring,Pirate hat,Smile,Quirk green,Space hoodie,Neutral,15.589925668681001,2578
2579,Rainbow ring,Artic bobble brown hair,Spooked,Quirkiebot MK2,Yellow rain coat,Honey melon,29.424535528044444,2579
2580,Orange 1,Watermelon helmet,2D,Greeeen,Green trash hoodie,The blues,17.485983074045834,2580
2581,Bubbles,Beanie brown,Cutie,Peach,Red bandana adventurer ,Honey melon,15.238935549160782,2581
2582,Overgrown,Blossom brain ,Lazers,Blueer ,Punk rock,Simply pink,34.69136793564457,2582
2583,Planets purple,Rabbit ears,Chuffed,Quirk green,Wizard robe,Purple,33.70838209215013,2583
2584,Blue 2,Archaeology hat,Amazed ,Pink,Astroquirkie,Purple,28.792371217382044,2584
2585,Red 2,Head band ,Infected,Pinkish,Aviator jacket,The blues,10.74460167224433,2585
2586,Gold ring,Sock monkey,Wait,Dr qurkensteins monsta,Leather jacket gold chain,Blurple,34.41046065364407,2586
2587,Doughnuts,Sheriff,Smile,Quirkiebot MK2,Pyjamas,Misty turquoise,35.253084161211156,2587
2588,White 27,Halo,Hockey mask,Quirk green,Reflective space hoodie,Honey melon,18.328901594187748,2588
2589,Bomb,Squiddie green,Beaming ,Orange,Green backpack,Mist in the artic,33.91899582772931,2589
2590,Gold ring,Aviator ,Nearly focused,Blueer ,Lab coat,Mist in the artic,25.983354591380603,2590
2591,Gold ring,Watermelon helmet,Rainbow face,Another green,Pirate garbs,Simply pink,17.13510535617509,2591
2592,Double green,Long pink,Pink sunglasses,Light purple,Tan backpack,The blues,11.727531308872468,2592
2593,Doughnuts,Purple cap,2D,Quirkie bot MK 1,Green camo puffa,Dust,34.19991716047195,2593
2594,Pink 1,Purple cap,Hmm,Pinkish,Green camo puffa,Honey melon,10.954878246920087,2594
2595,Gold ring,Archaeology hat,Goggles ,Orange,Yellow hoodie,Neutral,14.817441189129227,2595
2596,Double green,Ice cream,4 eyes cheerfull,Greeeen,Leather jacket gold chain,Dust,27.528435942389155,2596
2597,Bomb,Ice cream,Anxious,Light purple,Blue camo puffa,Pinkish,23.45539977747903,2597
2598,Heart,Long brown,Skull mask,Another green,Explorer map,Turquoise,15.730302043267347,2598
2599,Purple 2,Pink surfer,Anxious,Light purple,Blue camo puffa,Purple,26.334569457681862,2599
2600,Doughnuts,Blue pink long,Long lashes,Orange,Green camo puffa,Misty green,32.79538075475699,2600
2601,Lightning bolts,Beanie brown,Pink bandana,Yellow,Pink skull tee,Pale peach,10.393218211069547,2601
2602,Orange 1,Aviator ,Goggles ,Peach,Orange puffa,ultra rare rainbow,39.81778182890489,2602
2603,Bomb,Shark fin,Nearly focused,Greeeen,Green backpack,Simply pink,31.320621041129993,2603
2604,Double green,Purple curls,Anxious,Yellow,White suit,Pinkish,14.677177181112274,2604
2605,Lightning bolts,Halo,Chuffed,Purple,Green trash hoodie,Purple,39.1858282435148,2605
2606,Bubbles,Blue dreds,Amazed ,Blueer ,Trash hoodie skateboard,Just Green,48.52586541050881,2606
2607,Pink 1,Rabbit ears,Tongue out,Quirk green,Bones tee,Misty pink,19.381970249476513,2607
2608,Overgrown,Pink bobble,Vamp,Blueer ,Pink camo puffa,Honey melon,28.581799619997216,2608
2609,Bones,Bubble brains,Chuffed,Pinkish,Green backpack,Purple,33.848533712549646,2609
2610,Diamond rings,Artic bobble brown hair,Goggles full,Qurikie bot MK 3,Arrows,Simply pink,23.80634774555242,2610
2611,Fire,Pink goo,What ,Green pink paint splat,Astroquirkie comms,Blurple,35.88522037272797,2611
2612,Gold ring,Blue dreds,Anxious,Pinkish,Hawian shirt,Honey melon,15.16854366274592,2612
2613,Gold ring,Blue mega mohawk,Nearly focused,Light purple,Pirate garbs,Honey melon,17.13504916957727,2613
2614,Orange 1,Pencil,Water falls,Quirkie bot MK 1,Space hoodie,Turquoise,11.095591787476986,2614
2615,Blue 2,Blue bmx helmet,Anxious,Another green,Hawian shirt,Turquoise,5.547627305101424,2615
2616,Purple 2,Long blonde,Spooked,Orange,Bones tee,Simply pink,13.693854176714401,2616
2617,Graff bubble,Pink clip,Goggles ,Quirkiebot MK2,Purple puffa,Turquoise,23.174380112148647,2617
