,Head,Face,Body,Skin,Background,Rarity score,Token Id
5685,Bucket Hat Tan,Blushing,Kimono Red,Baby Pink,Tangerine,47.396166078265644,5685
5686,Headband,Aviator,Overalls,Light Gray,Beige,45.13432534825186,5686
5687,Backwards Hat Red,Eyepatch,Kimono Orange,Normal,Tangerine,20.991187264266014,5687
5688,Sombrero,Monocle,Puffer Orange,Baby Pink,Pink,61.72099796655557,5688
5689,Jester's Hat,Cute,Shirt Blue,Light Gray,Yellow,46.74506058059314,5689
5690,Sombrero,Winking,Heart,Normal,Purple,10.195873833862583,5690
5691,Jester's Hat,Clout Goggles,Shark Tooth Necklace,Light Gray,Tangerine,49.93219058710491,5691
5692,Biker Helmet,Squad,Turtleneck Grey,Dark Gray,Blue,37.44071978669922,5692
5693,Macaroni,Football,Huddle Shirt,Cream,Red,63.87996193496872,5693
5694,Backwards Hat Blue,Monocle,Scarf Blue,Dark Gray,Red,48.90405539844645,5694
5695,Headband,Winking,Gold Medal,Normal,Blue,3.975524066742225,5695
5696,Beanie Orange,Clout Goggles,Lei Purple,Maroon,Mint,50.03495744772526,5696
5697,Flat Cap Tan,Circle Glasses,Puffer Orange,Dark Gray,Purple,34.836139694431616,5697
5698,Flat Cap Tan,Normal,Lei Purple,Olive Green,Tangerine,45.92244754193048,5698
5699,Durag Blue,Scar,Kimono Brown,Mint,Purple,57.31730276380627,5699
5700,Flat Cap Blue,Eyepatch,Lei Pink,Mint,Blue,49.435284543727946,5700
5701,Bucket Hat Green,Winking,Vote 4 Pudgy,Maroon,Purple,39.71966807964232,5701
5702,Jester's Hat,Winking,Tank Top Blue,Olive Green,Beige,45.37430171267715,5702
5703,Headband,Cross Eyed,Bath Robe,Normal,Yellow,22.310538600220767,5703
5704,Backwards Hat Red,Winking,Scarf Blue,Normal,Beige,9.441833731288078,5704
5705,Flat Cap Tan,Cute,Kimono Brown,Normal,Pink,23.21872609730813,5705
5706,Cowboy Hat,Circle Glasses,Scarf Pink,Dark Gray,Red,43.917806428278325,5706
5707,None,Scar,Turtleneck Green,Normal,Beige,21.676577304146605,5707
5708,Bucket Hat Tan,Monocle,Puffer Blue,Normal,Pink,27.622598684338335,5708
5709,Viking Helmet,Normal,Shirt Blue,Normal,Tangerine,12.16635380306728,5709
5710,Mohawk Purple,Eyepatch,Turtleneck Green,Maroon,Tangerine,51.90268598343398,5710
5711,Wizard Hat,Beard,Heart,Olive Green,Mint,53.838995168492495,5711
5712,Party Hat,Scar,Turtleneck Green,Olive Green,Blue,48.45865329093013,5712
5713,Flat Cap Black,Normal,Poncho,Cream,Purple,45.20284622846431,5713
5714,Bucket Hat Green,Winking,Kimono Red,Olive Green,Beige,42.97538066254203,5714
5715,Flat Cap Blue,Monocle,Puffer Orange,Maroon,Red,57.38589305586014,5715
5716,Sombrero,Scar,Lab Coat,Cream,Yellow,61.15553248266864,5716
5717,Hat Red,Goggles,Christmas Sweater Red,Cream,Blue,52.29687722537221,5717
5718,Viking Helmet,Cross Eyed,Bow Tie Pink,Normal,Blue,14.10270734336238,5718
5719,Viking Helmet,Normal,Scarf Pink,Normal,Purple,11.58386751684531,5719
5720,Headband,Normal,Kimono Red,Olive Green,Beige,44.500306210078485,5720
5721,Grizzly Bear Hat,Circle Glasses,Huddle Shirt,Dark Gray,Pink,44.551775437914664,5721
5722,Top Hat,Scar,Puffer Blue,Normal,Blue,15.31930917466251,5722
5723,Polar Bear Hat,Handlebar Bear,Kimono Pink,Baby Pink,Red,69.03761433046863,5723
5724,Fish Green,Cucumbers,Poncho,Maroon,Tangerine,58.68813875532264,5724
5725,Macaroni,Blushing,Vote 4 Pudgy,Cream,Red,52.416649460001075,5725
5726,Flat Cap Black,Circle Glasses,Lab Coat,Cream,Beige,48.04726000679702,5726
5727,Beanie Gray,Blushing,Turtleneck Blue,Normal,Mint,6.254655524780084,5727
5728,Fish Green,Football,Poncho,Normal,Tangerine,26.354585467601776,5728
5729,Camo Helmet,Goggles,Lei Purple,Dark Gray,Tangerine,47.20770907742644,5729
5730,Durag Blue,Circle Glasses,Lei Blue,Dark Gray,Mint,33.00271883530628,5730
5731,Flat Cap Black,Handlebar Bear,Puffer Green,Normal,Tangerine,23.767168852122428,5731
5732,Headband,Blushing,Kimono Abstract,Maroon,Mint,40.81631643344837,5732
5733,Ninja Headband,Eyepatch,Turtleneck Grey,Olive Green,Mint,51.834153533178785,5733
5734,Rice Hat,Scouter,Crop Top,Red,Purple,68.07813691506088,5734
5735,Sideways Blue,Normal,Shirt Blue,Light Gray,Tangerine,39.017112631427295,5735
5736,Bucket Hat Tan,Aviator,Kimono Brown,Normal,Beige,20.81983203983207,5736
5737,Backwards Hat Red,Football,Bath Robe,Normal,Tangerine,21.967870575343824,5737
5738,Rice Hat,Eyepatch,Shirt Red,Normal,Mint,17.68408450206489,5738
5739,Santa Hat,Normal,Scarf Blue,Maroon,Beige,45.4427473993327,5739
5740,Flat Cap Blue,Cucumbers,Biker Jacket,Maroon,Mint,51.97123771218497,5740
5741,Cowboy Hat,Monocle,Shirt Blue,Normal,Blue,9.767324778989996,5741
5742,Hat Red,Hero Mask Red,Surfboard Necklace,Normal,Yellow,30.946785872989725,5742
5743,Egg Gold,Cucumbers,Huddle Shirt,Normal,Pink,33.294382299785376,5743
5744,Wizard Hat,Football,Huddle Shirt,Olive Green,Tangerine,57.43726973687854,5744
5745,Bucket Hat Green,Circle Glasses,Big P,Olive Green,Tangerine,48.25294218871444,5745
5746,Macaroni,Blushing,Lei Pink,Normal,Beige,11.892293422603494,5746
5747,Camo Helmet,Cross Eyed,Big P,Normal,Tangerine,22.68760878214881,5747
5748,Hat Blue,Eyepatch,Huddle Shirt,Maroon,Red,58.568177567872816,5748
5749,Flat Cap Blue,Scouter,Shirt Red,Light Gray,Beige,48.35575339315099,5749
5750,Mohawk Green,Mustache,Lei Purple,Normal,Yellow,29.336114271976545,5750
5751,Party Hat,Winking,Lab Coat,Maroon,Purple,41.93013598121129,5751
5752,Rice Hat,Mustache,Bow Tie Black,Normal,Tangerine,27.571222006325304,5752
5753,Flat Cap Tan,Normal,Kimono Brown,Light Gray,Beige,35.93273598965714,5753
5754,Headband,Winking,Lei Pink,Maroon,Mint,38.34883401516407,5754
5755,Hat Blue,Normal,Scarf Green,Dark Gray,Purple,31.40905838641066,5755
5756,Headband,Normal,Puffer Blue,Normal,Mint,7.317077182985308,5756
5757,Sideways Red,Aviator,Huddle Shirt,Normal,Blue,16.26179471103884,5757
5758,Fish Green,Cute,Bath Robe,Light Gray,Purple,41.50176817431303,5758
5759,Jester's Hat,Circle Glasses,Kimono Blue,Normal,Beige,16.981490495355565,5759
5760,Flower Crown,Blushing,Kimono Pink,Dark Gray,Red,45.802656027002584,5760
5761,Backwards Hat Blue,Winking,Scarf Blue,Normal,Blue,4.06119685760716,5761
5762,Pirate Hat,Squad,Scarf Blue,Baby Pink,Yellow,59.69904105414928,5762
5763,Hat Blue,Winking,Kimono Red,Light Gray,Beige,35.76150609483054,5763
5764,Durag Red,Aviator,Apron,Dark Gray,Pink,52.96510571279786,5764
5765,Party Hat,Winking,Lei Pink,Normal,Yellow,17.084240002414482,5765
5766,Flat Cap Tan,Cross Eyed,Suit Blue,Dark Gray,Purple,42.03297996723524,5766
5767,Fish Green,Normal,Puffer Green,Cream,Yellow,54.438629513394446,5767
5768,Sombrero,Normal,Turtleneck Blue,Normal,Blue,4.301138508297798,5768
5769,Bucket Hat Green,Winking,Christmas Sweater Blue,Normal,Red,17.838237682801264,5769
5770,Fish Green,Football,Lab Coat,Light Gray,Blue,42.59847629905965,5770
5771,Bucket Hat Green,Cute,Turtleneck Grey,Normal,Mint,11.292541471574093,5771
5772,Bucket Hat Green,Squad,Scarf Blue,Normal,Blue,9.887332248113463,5772
5773,Hat Blue,Cross Eyed,Bow Tie Pink,Olive Green,Purple,51.097346325244686,5773
5774,Backwards Hat Red,Goggles,Gold Medal,Dark Gray,Blue,40.86778180991311,5774
5775,Santa Hat,Cute,Puffer Green,Normal,Beige,18.5065008734428,5775
5776,Backwards Hat Blue,Cute,Scarf Green,Normal,Mint,13.6229589884464,5776
5777,Viking Helmet,Circle Glasses,Puffer Blue,Normal,Pink,23.35578328275365,5777
5778,Wizard Hat,Squad,Lei Purple,Dark Gray,Pink,51.2002250150856,5778
5779,Hat Red,Aviator,Apron,Normal,Beige,20.974025709707313,5779
5780,Durag Blue,Winking,Shirt Red,Baby Pink,Red,51.30294752858384,5780
5781,Party Hat,Star Glasses,Kimono Orange,Baby Pink,Purple,57.625809646640036,5781
5782,Top Hat,Blushing,Bow Tie Pink,Normal,Pink,18.832121104527786,5782
5783,Camo Helmet,Mustache,Puffer Green,Maroon,Blue,50.412027625746326,5783
5784,Sombrero,Blushing,Scarf Pink,Dark Gray,Purple,32.02595069037179,5784
5785,Durag Red,Cross Eyed,Hoodie Black,Baby Pink,Tangerine,56.75183535228013,5785
5786,Jester's Hat,Cute,Tank Top Blue,Cream,Yellow,57.557294551148416,5786
5787,Backwards Hat Blue,Cross Eyed,Scarf Blue,Maroon,Tangerine,53.99311364541192,5787
5788,Cowboy Hat,Circle Glasses,Vote 4 Pudgy,Normal,Yellow,18.832038198911384,5788
5789,Macaroni,Monocle,Lab Coat,Cream,Beige,52.673662049978795,5789
5790,Sombrero,Winking,Turtleneck Grey,Olive Green,Tangerine,44.174689833370294,5790
5791,Macaroni,Squad,Tank Top Yellow,Light Gray,Mint,40.764924329513114,5791
5792,Afro With Pick,Clout Goggles,Turtleneck Grey,Normal,Beige,21.14540985624274,5792
5793,Durag Blue,Hero Mask Blue,Vote 4 Pudgy,Cream,Tangerine,60.607324953933926,5793
5794,Durag Blue,Normal,Lei Purple,Baby Pink,Blue,39.959590454842505,5794
5795,Flat Cap Tan,Football,Surfboard Necklace,Normal,Yellow,28.17088140933477,5795
5796,Hat Blue,Cross Eyed,Surfboard Necklace,Olive Green,Beige,53.427740711348136,5796
5797,Flat Cap Tan,Handlebar Bear,Tank Top Blue,Light Gray,Blue,39.97673851111819,5797
5798,Hatched,Cute,Tank Top Blue,Baby Pink,Red,62.08088345894854,5798
5799,Flat Cap Black,Circle Glasses,Bow Tie Blue,Baby Pink,Pink,57.265897160986924,5799
5800,Beanie Orange,Blushing,Vote 4 Pudgy,Light Gray,Tangerine,36.13840467539529,5800
5801,Headband,Normal,Swordman,Mint,Pink,58.73957520788269,5801
5802,Beanie Gray,Winking,Bow Tie Black,Normal,Purple,8.362364281094115,5802
5803,Camo Helmet,Scar,Lab Coat,Normal,Blue,14.719580358910008,5803
5804,Flat Cap Black,Winking,Lab Coat,Normal,Yellow,15.19932291858639,5804
5805,Fish Gold,Squad,Shirt Red,Olive Green,Pink,63.451617261544136,5805
5806,Sombrero,Handlebar Bear,Big P,Normal,Blue,17.529809855114063,5806
5807,Jester's Hat,Beard,Tribal Necklace,Normal,Mint,20.47717558800323,5807
5808,Wizard Hat,Blushing,Lab Coat,Olive Green,Mint,41.210401630886864,5808
5809,Flat Cap Blue,Circle Glasses,Lab Coat,Dark Gray,Purple,32.265838357848054,5809
5810,Top Hat,Blushing,Hoodie Black,Ice,Blue,48.63005092973785,5810
5811,Flat Cap Black,Cucumbers,Hoodie Black,Maroon,Beige,55.89510358835237,5811
5812,Polar Bear Hat,Cute,Puffer Green,Normal,Tangerine,20.836937676624856,5812
5813,Beanie Gray,Winking,Heart,Light Gray,Blue,29.712777624959035,5813
5814,Top Hat,Circle Glasses,Puffer Blue,Olive Green,Yellow,52.39957467174683,5814
5815,Wizard Hat,Normal,Hoodie Pink,Normal,Purple,12.012204476106634,5815
5816,Bucket Hat Green,Eyepatch,Turtleneck Grey,Cream,Mint,48.390003226132464,5816
5817,Camo Helmet,Circle Glasses,Bronze Medal,Normal,Mint,10.230098603326883,5817
5818,Beanie Pink,Hero Mask Blue,Biker Jacket,Maroon,Purple,61.7382443537688,5818
5819,Flat Cap Black,Circle Glasses,Christmas Sweater Blue,Cream,Mint,46.35096767169622,5819
5820,Flower Crown,Hero Mask Blue,Biker Jacket,Dark Gray,Purple,51.90281130943488,5820
5821,Mohawk Purple,Scar,Fish Lover,Dark Gray,Red,53.92466989030253,5821
5822,Mohawk Purple,Blushing,Lei Blue,Olive Green,Tangerine,44.94578543758875,5822
5823,Backwards Hat Red,Circle Glasses,Bath Robe,Maroon,Mint,41.39888177211208,5823
5824,Santa Hat,Normal,Hoodie Pink,Light Gray,Blue,31.426337555511836,5824
5825,Jester's Hat,Normal,Gold Medal,Normal,Blue,8.739314922343159,5825
5826,Camo Helmet,Villain Mask,Tank Top Blue,Gold,Tangerine,70.69972431198158,5826
5827,Flat Cap Blue,Winking,Huddle Shirt,Normal,Blue,1.0967544046170445,5827
5828,Grizzly Bear Hat,Normal,Overalls,Dark Gray,Blue,28.85601115481002,5828
5829,Headband,Normal,Bath Robe,Dark Gray,Pink,40.062365026320215,5829
5830,Durag Red,Blushing,Kimono Blue,Normal,Yellow,18.986357193885922,5830
5831,None,Blushing,Lab Coat,Cream,Red,51.988310571597864,5831
5832,Bucket Hat Tan,Handlebar Bear,Huddle Shirt,Red,Beige,62.40640150141328,5832
5833,Fish Green,Winking,Turtleneck Grey,Maroon,Mint,41.74160185737277,5833
5834,None,Monocle,Hoodie Pink,Cream,Mint,49.70942204989587,5834
5835,Santa Hat,Normal,Hoodie Pink,Normal,Blue,6.408876189418142,5835
5836,Bucket Hat Green,Winking,Puffer Green,Light Gray,Yellow,39.49695352925409,5836
5837,Polar Bear Hat,Winking,Kimono Brown,Cream,Red,53.54763248725708,5837
5838,Wizard Hat,Eyepatch,Bow Tie Pink,Mint,Blue,52.26259653934413,5838
5839,Grizzly Bear Hat,Monocle,Bow Tie Pink,Light Gray,Yellow,49.77796799482765,5839
5840,Sombrero,Circle Glasses,Lei Purple,Mint,Tangerine,52.72517176995921,5840
5841,Party Hat,Winking,Christmas Lights,Dark Gray,Red,42.358517291501684,5841
5842,Pirate Hat,Cute,Turtleneck Green,Olive Green,Purple,48.544221961929175,5842
5843,Hat Blue,Cute,Scarf Green,Olive Green,Blue,41.60453695956722,5843
5844,Beanie Gray,Blushing,Tribal Necklace,Red,Blue,44.46622026249381,5844
5845,Grizzly Bear Hat,Circle Glasses,Shirt Blue,Maroon,Beige,46.162452827255116,5845
5846,Durag Red,Normal,Turtleneck Blue,Cream,Mint,43.40373112098798,5846
5847,Viking Helmet,Monocle,Scarf Blue,Baby Pink,Beige,53.80464700367187,5847
5848,Beanie Gray,Circle Glasses,Christmas Sweater Red,Leopard Gray,Blue,52.0912895206166,5848
5849,Hat Blue,Beard,Turtleneck Green,Normal,Blue,12.81752871648818,5849
5850,Hat Red,Scar,Christmas Lights,Normal,Purple,21.059773699538795,5850
5851,Flat Cap Black,Blushing,Apron,Normal,Beige,11.395343032404961,5851
5852,Camo Helmet,Normal,Bath Robe,Baby Pink,Mint,42.39274977242442,5852
5853,Sombrero,Cute,Scarf Pink,Light Gray,Mint,38.48600688661124,5853
5854,Party Hat,Normal,Christmas Lights,Baby Pink,Mint,45.25435787818768,5854
5855,Egg Gold,Star Glasses,Apron,Light Gray,Pink,58.8765957591672,5855
5856,Macaroni,Blushing,Hoodie Pink,Normal,Blue,4.541176579116808,5856
5857,Mohawk Green,Eyepatch,Kimono Red,Normal,Blue,12.988855016115808,5857
5858,Party Hat,Handlebar Bear,Bath Robe,Light Gray,Yellow,52.7937196401259,5858
5859,Grizzly Bear Hat,Goggles,Scarf Green,Normal,Mint,19.80889696452714,5859
5860,Panda Hat,Goggles,Lab Coat,Mint,Pink,72.03622563395497,5860
5861,Flat Cap Blue,Normal,Lei Blue,Light Gray,Blue,28.598981212473014,5861
5862,Hat Red,Clout Goggles,Lei Blue,Dark Gray,Mint,39.83963119352921,5862
5863,None,Normal,Kimono Gold,Cream,Mint,45.4256359754148,5863
5864,Sideways Blue,Normal,Turtleneck Grey,Olive Green,Beige,48.38997816471905,5864
5865,Fish Blue,Circle Glasses,Fish Lover,Light Gray,Red,50.943150727730234,5865
5866,Sombrero,Squad,Turtleneck Blue,Normal,Yellow,23.71566877394448,5866
5867,Grizzly Bear Hat,Cute,Christmas Sweater Red,Normal,Mint,15.76487902195244,5867
5868,Bucket Hat Green,Normal,Surfboard Necklace,Olive Green,Red,51.49137946350157,5868
5869,Afro With Pick,Beard,Kimono Blue,Normal,Pink,30.843997805933824,5869
5870,None,Eyepatch,Tank Top Blue,Dark Gray,Blue,35.12749851858541,5870
5871,Mohawk Green,Winking,Apron,Dark Gray,Yellow,38.16037508337977,5871
5872,Viking Helmet,Cross Eyed,Huddle Shirt,Olive Green,Yellow,58.68811176206251,5872
5873,Backwards Hat Red,Goggles,Suit Red,Normal,Purple,23.133118862705672,5873
5874,Top Hat,Normal,Turtleneck Grey,Olive Green,Blue,37.62918642904035,5874
5875,Bucket Hat Green,Normal,Scarf Green,Light Gray,Purple,32.72853505347544,5875
5876,Bucket Hat Green,Cute,Big P,Normal,Yellow,22.51619764746236,5876
5877,Headband,Monocle,Shirt Blue,Normal,Mint,11.361108625345706,5877
5878,Sombrero,Circle Glasses,Shirt Blue,Dark Gray,Purple,32.89984978756837,5878
5879,Bucket Hat Green,Monocle,Bronze Medal,Baby Pink,Red,58.739473018961895,5879
5880,Mohawk Purple,Beard,Lei Blue,Olive Green,Yellow,59.921850080797725,5880
5881,Wizard Hat,Winking,Kimono Pink,Baby Pink,Blue,41.090513712059554,5881
5882,Hat Red,Normal,Tank Top Yellow,Baby Pink,Purple,44.60315983399792,5882
5883,Hat Red,Scar,Scarf Green,Baby Pink,Blue,48.50999140924672,5883
5884,Mohawk Green,Normal,Hawaiian Shirt,Normal,Mint,8.842164689180974,5884
5885,Polar Bear Hat,Football,Lei Pink,Normal,Tangerine,26.81724360353272,5885
5886,Backwards Hat Red,Blushing,Turtleneck Green,Baby Pink,Mint,40.30227969186519,5886
5887,Sombrero,Aviator,Turtleneck Grey,Maroon,Beige,54.0617656363461,5887
5888,Durag Red,Monocle,Suit Blue,Cream,Beige,56.323496464478,5888
5889,Mohawk Purple,Cross Eyed,Tribal Necklace,Baby Pink,Purple,53.770389454122835,5889
5890,Egg,Circle Glasses,Tank Top Blue,Olive Green,Purple,47.944462297938664,5890
5891,Beanie Orange,Monocle,Hoodie Black,Normal,Blue,11.189682066239714,5891
5892,Flat Cap Tan,Eyepatch,Tank Top Yellow,Mint,Yellow,62.62916811128365,5892
5893,Flat Cap Blue,Cucumbers,Lei Blue,Baby Pink,Blue,48.4928934842129,5893
5894,Afro With Pick,Cute,Suit Blue,Mint,Beige,57.14597067825565,5894
5895,Durag Red,Cross Eyed,Kimono Blue,Red,Pink,70.09996079120997,5895
5896,None,Cute,Christmas Lights,Dark Gray,Mint,36.960944450244014,5896
5897,Sombrero,Circle Glasses,Bow Tie Blue,Normal,Purple,12.61192365576686,5897
5898,Top Hat,Football,Huddle Shirt,Dark Gray,Beige,44.80880730939356,5898
5899,Top Hat,Cute,Tank Top Blue,Light Gray,Pink,49.22957922773577,5899
5900,Backwards Hat Red,Eyepatch,Lei Pink,Olive Green,Blue,45.64847585150339,5900
5901,Hat Blue,Clout Goggles,Turtleneck Pink,Normal,Mint,17.067211489522624,5901
5902,Mohawk Purple,Hero Mask Red,Bow Tie Blue,Dark Gray,Purple,46.933571569154765,5902
5903,Headband,Monocle,Turtleneck Blue,Normal,Yellow,21.093969544797854,5903
5904,Beanie Pink,Normal,Shirt Blue,Normal,Yellow,18.472204762394114,5904
5905,Hatched,Squad,Turtleneck Grey,Dark Gray,Mint,41.433262719121196,5905
5906,Sombrero,Mustache,Turtleneck Blue,Olive Green,Blue,49.52097854373326,5906
5907,Flat Cap Blue,Squad,Tank Top Yellow,Normal,Tangerine,18.283786321251355,5907
5908,Flat Cap Black,Winking,Turtleneck Green,Normal,Mint,5.894770025775308,5908
5909,Hatched,Winking,Christmas Sweater Red,Light Gray,Mint,37.06378264613748,5909
5910,Hat Red,Circle Glasses,Swordman,Cream,Blue,42.872598381108574,5910
5911,Durag Blue,Star Glasses,Lab Coat,Normal,Mint,18.198132815494024,5911
5912,Sombrero,Eyepatch,Bow Tie Black,Light Gray,Yellow,49.82935431494368,5912
5913,Bowl Cut,Blushing,Hoodie Black,Mint,Tangerine,52.81083491902169,5913
5914,Mohawk Purple,Blushing,Puffer Blue,Normal,Beige,11.720864930749181,5914
5915,Jester's Hat,Cucumbers,Bow Tie Black,Maroon,Red,63.742924030423296,5915
5916,Durag Red,Clout Goggles,Scarf Green,Normal,Mint,17.821205315232067,5916
5917,Rice Hat,Beard,Turtleneck Blue,Cream,Yellow,63.02326873314168,5917
5918,Cowboy Hat,Blushing,Overalls,Cream,Tangerine,46.40230964829658,5918
5919,Backwards Hat Red,Monocle,Hoodie Pink,Normal,Blue,11.241093454380966,5919
5920,Beanie Gray,Clout Goggles,Hawaiian Shirt,Mint,Tangerine,60.007553720201216,5920
5921,Macaroni,Goggles,Lab Coat,Light Gray,Yellow,53.376335107927716,5921
5922,Hat Red,Winking,Tank Top Yellow,Red,Mint,45.888251695168734,5922
5923,Camo Helmet,Normal,Hoodie Black,Normal,Tangerine,13.108868260944023,5923
5924,Durag Red,Blushing,Scarf Green,Light Gray,Blue,29.33582891195027,5924
5925,Camo Helmet,Football,Lei Blue,Maroon,Purple,54.23309386421401,5925
5926,Top Hat,Blushing,Shirt Blue,Normal,Beige,9.236215176190713,5926
5927,Flat Cap Black,Cute,Turtleneck Green,Dark Gray,Blue,31.51194479221805,5927
5928,Bucket Hat Tan,Cross Eyed,Huddle Shirt,Maroon,Pink,60.64146681657968,5928
5929,Rice Hat,Handlebar Bear,Shirt Red,Baby Pink,Tangerine,59.613393328604744,5929
5930,Flat Cap Blue,Handlebar Bear,Bronze Medal,Light Gray,Yellow,50.97739092191462,5930
5931,Beanie Gray,Blushing,Scarf Green,Normal,Beige,10.110127771670305,5931
5932,Macaroni,Clout Goggles,Bow Tie Black,Cream,Yellow,60.675786064107406,5932
5933,Macaroni,Winking,Silver Medal,Normal,Red,18.66071960743629,5933
5934,Wizard Hat,Eyepatch,Puffer Blue,Red,Beige,61.30980327734641,5934
5935,Beanie Gray,Squad,Shirt Red,Baby Pink,Mint,48.9554725677021,5935
5936,Grizzly Bear Hat,Circle Glasses,Lab Coat,Light Gray,Yellow,44.17478430932997,5936
5937,Fish Green,Circle Glasses,Scarf Pink,Mint,Mint,50.891770189630215,5937
5938,Beanie Orange,Hero Mask Blue,Lei Blue,Dark Gray,Purple,46.36817164213138,5938
5939,Durag Blue,Normal,Ice Coat,Normal,Red,20.579936659094162,5939
5940,Egg Gold,Goggles,Bath Robe,Dark Gray,Red,56.16938184554181,5940
5941,Flat Cap Black,Cute,Big P,Normal,Blue,12.02925420204584,5941
5942,Flat Cap Tan,Scar,Turtleneck Grey,Light Gray,Blue,39.58265138754318,5942
5943,Biker Helmet,Aviator,Shirt Red,Olive Green,Mint,52.4682363029808,5943
5944,Hat Red,Winking,Scarf Blue,Normal,Purple,7.471290131656893,5944
5945,Flat Cap Blue,Blushing,Christmas Sweater Blue,Normal,Beige,11.429598651609957,5945
5946,Ninja Headband,Star Glasses,Poncho,Dark Gray,Tangerine,48.98978603351436,5946
5947,Top Hat,Cute,Scarf Blue,Cream,Tangerine,50.651913367987675,5947
5948,Backwards Hat Blue,Aviator,Turtleneck Green,Mint,Blue,52.53677067726876,5948
5949,Polar Bear Hat,Handlebar Bear,Gold Medal,Red,Purple,65.31941521029643,5949
5950,Beanie Orange,Cucumbers,Tank Top Yellow,Normal,Mint,18.300953660831425,5950
5951,Sideways Blue,Winking,Vote 4 Pudgy,Cream,Beige,47.85885313539646,5951
5952,Sombrero,Cute,Kimono Brown,Light Gray,Beige,40.98760417368009,5952
5953,Fish Blue,Normal,Tank Top Blue,Dark Gray,Blue,30.38103502787437,5953
5954,Flat Cap Blue,Blushing,Huddle Shirt,Red,Yellow,53.32484081146524,5954
5955,Mohawk Purple,Winking,Hawaiian Shirt,Normal,Tangerine,11.292427710206278,5955
5956,Bucket Hat Green,Monocle,Scarf Blue,Light Gray,Pink,49.05822978982588,5956
5957,Backwards Hat Red,Scar,Turtleneck Pink,Baby Pink,Purple,54.644280842866344,5957
5958,Polar Bear Hat,Star Glasses,Lei Blue,Leopard Gray,Tangerine,70.01434391570666,5958
5959,Ninja Headband,Cross Eyed,Tank Top Yellow,Light Gray,Mint,43.98634466115059,5959
5960,Bucket Hat Tan,Blushing,Shark Tooth Necklace,Maroon,Pink,54.21589568120451,5960
5961,Headband,Clout Goggles,Lei Assorted,Maroon,Purple,52.36539232326811,5961
