,Eyes,Mouth,Hat,Clothes,Skin,Background,Rarity score,Token Id
4424,Hippy,Basic Smile,Kitty Ears,White Tee,Red,Paint Splatter,28.73754724256168,4424
4425,Cyclops,Wavey,Hair,Overalls,2 Toned,Toxic,46.159743286478566,4425
4426,Triangle,Thinkin,Doo Rag,Punk Vest,Yellow,Sky,43.28785115334219,4426
4427,Cave Duck,Buck Teeth,Pants,Overalls,Yellow,Grey,21.124952585175546,4427
4428,Standard,Eff,Doo Rag,Turtle Neck,Yellow,Grey,24.96589096221927,4428
4429,Hippy,Caveduck,Shark Dome,Biker Jacket,Butter Milk,Ash,26.367354285001465,4429
4430,Super Happy,Tongue Out,Bucket Hat,White Tee,Butter Milk,Candy,9.775320206907757,4430
4431,Anxious,Tongue Out,Gold Fish,White Tee,Spectrum,Deep Purple,30.346567927021027,4431
4432,Cyclops,Eff,Doo Rag,Puffycoat,Red,Deep Purple,40.83102010840488,4432
4433,Standard,Thinkin,Comb Over,Skull Shirt,Butter Milk,Bubble Gum,15.726904053107463,4433
4434,Tired Cat,Thinkin,Sombrero,Gold Chain White Tee,Red,Blue,38.39156408938093,4434
4435,Curious,Bored,Chonies,420 Tee,Grey,Sunset,62.042083099075306,4435
4436,Goggles,Bubble Gum,Backward Cap,Hawaiian Shirt,Pink,Tie Dye Night,39.429662324304374,4436
4437,Curious,Eff,Headphones,Puffycoat,White Pebble,Grey,40.55419448884085,4437
4438,3 Eyes,Whistle,Paper Hat,420 Tee,Light Green,Deep Purple,50.58888917303831,4438
4439,Tired Cat,Whistle,Bored Cap,Gold Chain White Tee,Yellow,Bubble Gum,36.26358166056045,4439
4440,Anxious,Bubble Gum,Comb Over,Itchy Ass Sweater,Pink,Sunset,32.63031483318262,4440
4441,Dazy,Wavey,Backward Cap,00_None,Mega Black,Yellow Orange,46.678770777022685,4441
4442,Anxious,Basic Smile,Paper Hat,00_None,Butter Milk,Blue,22.941701914255678,4442
4443,Hippy,Eff,Sombrero,Turtle Neck,White Pebble,Bubble Gum,33.58185802168396,4443
4444,Buggy,Caveduck,Chonies,Itchy Ass Sweater,Lava,Paint Splatter,56.36736812243275,4444
4445,Anxious,Basic Smile,Beanie,Puffycoat,Spectrum,Paint Splatter,27.249525407026177,4445
4446,Super Happy,Brace Face,Doo Rag,Trench,Light Green,Tie Dye Night,34.94865434396806,4446
4447,Super Happy,Sad Face,Gold Fish,Hawaiian Shirt,Yellow,Grey,24.239129635241724,4447
4448,Shadorz,Thinkin,Sushi Master,Pancho,Grey,Boardwalk,65.60607474819852,4448
4449,Cyclops,Thinkin,Spinner,Pink Tank,Blue,Green,50.1043920041926,4449
4450,Focus,Sad Face,Comb Over,White Tee Ripped,Spectrum,Sunset,45.74455589695775,4450
4451,Anxious,Tongue Out,Backward Cap,Overalls With King Frog,Yellow,Pink,13.321961057936246,4451
4452,Super Happy,Basic Smile,TP Roll,80s Breaker,Mega Black,Tie Dye,40.744555032910725,4452
4453,Super Happy,Bubble Gum,Bucket Hat,Pimp Coat,Butter Milk,Pink,17.093747091715887,4453
4454,Tired Cat,Sly Smile,Comb Over,Watermelon Shirt,Pink,Pink,34.55067069780118,4454
4455,Namco,Thinkin,Biker Hat,Watermelon Shirt,Light Green,Green,40.98675863359855,4455
4456,Curious,Tongue Out,Backward Cap,Gold Chain White Tee,Mega Black,Bubble Gum,28.668284172645357,4456
4457,Tired Cat,Thinkin,Hair,80s Breaker,2 Toned,Paint Splatter,35.623349428625986,4457
4458,Twack,Wonky,Comb Over,Itchy Ass Sweater,2 Toned,Tie Dye Night,49.79300492089113,4458
4459,Alien Punk,Basic Smile,Sweat Band,Gold Chain White Tee,Grey,Blue,48.14937260041244,4459
4460,Dead,Buck Teeth,Beanie,Simp Harness,Yellow,Tie Dye,34.585412091868264,4460
4461,Anxious,Brace Face,Gold Fish,Itchy Ass Sweater,Grey,Paint Splatter,41.03860342299788,4461
4462,Hippy,Tongue Out,Sombrero,Gold Chain White Tee,Spectrum,Blue,39.6199467393344,4462
4463,Standard,Eff,Hair,Itchy Ass Sweater,Dark Green,Ash,23.460597917428544,4463
4464,Super Happy,Bubble Gum,Mohawk,Biker Jacket,Yellow,Sky,30.398449046429953,4464
4465,Super Happy,Wavey,Doo Rag,Puffycoat,Light Green,Ash,25.398441266625692,4465
4466,Hippy,WhaWha,Sweat Band,Zebra Tee,Light Green,Bubble Gum,23.997038491682297,4466
4467,Super Happy,Woo,Mohawk,Zebra Tee,White Pebble,Sky,31.90366423593099,4467
4468,Anxious,Tongue Out,Spinner,Hawaiian Shirt,White Pebble,Tie Dye Night,29.913917273824502,4468
4469,Cave Duck,Wavey,Pyramid Head,Itchy Ass Sweater,Cheeze,Green,48.8068154926107,4469
4470,Cyclops,Basic Smile,Chonies,Wet Suit,Light Green,Ash,29.637136640492866,4470
4471,Tired Cat,Basic Smile,TP Roll,Sweater Weather,Yellow,Candy,12.699228418150241,4471
4472,Anxious,Sly Smile,Biker Hat,Pimp Coat,Dark Green,Bubble Gum,34.56807513412481,4472
4473,Anxious,Brace Face,Beanie,Biker Jacket,Dark Green,Paint Splatter,37.82059146448945,4473
4474,Super Happy,Wonky,Backward Cap,Nipple Piercing,Butter Milk,Deep Purple,20.08691836903261,4474
4475,Curious,Tongue Out,Bucket Hat,00_None,Light Green,Candy,18.270331667441727,4475
4476,Super Happy,Tongue Out,Bucket Hat,Blasted,White Pebble,Grey,30.536826389903617,4476
4477,Tired Cat,Wonky,Sombrero,Itchy Ass Sweater,Butter Milk,Pink,22.751277359089467,4477
4478,Mad lips,Caveduck,Pot Head,Wet Suit,Pizza,Paint Splatter,59.20476972867468,4478
4479,Hippy,Caveduck,Tie Head,White Tee Ripped,Pink,Green,37.68228332853528,4479
4480,Curious,Juicy Lips,Pot Head,Pancho,Grey,Candy,48.928001206063435,4480
4481,Alien Punk,Buck Teeth,Doo Rag,Bone Tee,Blue,Tie Dye,53.9625445020682,4481
4482,Dazy,Basic Smile,Beanie,Sweater Weather,Red,Pink,25.830906790379977,4482
4483,Hippy,Sad Face,Doo Rag,Hawaiian Shirt,Light Green,Tie Dye Night,19.671616788065176,4483
4484,Tired Cat,Bubble Gum,Mohawk,Punk Vest,Dark Green,Sky,44.325906132125176,4484
4485,Goggles,Buck Teeth,Backward Cap,Gold Chain White Tee,Red,Tie Dye,37.474689632622244,4485
4486,Tired Cat,Tongue Out,Beanie,White Tee Ripped,Light Green,Sky,9.861913318810304,4486
4487,Doh,Wonky,King Frogs Crown,00_None,Mega Black,Pink,54.827584550747574,4487
4488,Anxious,Woo,Mohawk,Pimp Coat,White Pebble,Sky,32.284250367678816,4488
4489,Hippy,Sly Smile,Biker Hat,Zebra Tee,White Pebble,Sky,31.626821315063403,4489
4490,Doh,Bubble Gum,Hair,White Tee,Light Green,Tie Dye Night,25.519524896970097,4490
4491,Dead,Thinkin,Bucket Hat,White Tee Ripped,Butter Milk,Yellow Orange,28.94509768156584,4491
4492,Super Happy,Wavey,Spinner,Pink Tank,Light Green,Tie Dye Night,34.654618066445494,4492
4493,Super Happy,Eff,Beanie,Wet Suit,Red,Yellow Orange,32.02471327096824,4493
4494,Anxious,Wonky,Comb Over,Overalls,Butter Milk,Tie Dye Night,19.93117638211824,4494
4495,Super Happy,Tongue Out,Sushi Master,420 Tee,Spectrum,Toxic,44.82761050450869,4495
4496,Standard,Basic Smile,Doo Rag,Pink Tank,Light Green,Tie Dye,18.045252223189383,4496
4497,Dazy,Sad Face,Shark Dome,Biker Jacket,2 Toned,Grey,57.02478333623372,4497
4498,Curious,Sly Smile,Headphones,Skull Shirt,2 Toned,Ash,44.152853137309535,4498
4499,Happy,Basic Smile,Backward Cap,Turtle Neck,Butter Milk,Tie Dye,30.01784215357891,4499
4500,Dazy,Big Smile,Backward Cap,80s Breaker,Yellow,Yellow Orange,40.00062802805969,4500
4501,Standard,Woo,Doo Rag,Pimp Coat,Grey,Blue,34.04902688094064,4501
4502,Hippy,Big Smile,Kitty Ears,Pancho,Cheeze,Bubble Gum,50.38129201809404,4502
4503,Tired Cat,Wonky,Backward Cap,420 Tee,Light Green,Deep Purple,16.574697114587124,4503
4504,Tired Cat,Buck Teeth,Pot Head,Sweater Weather,Butter Milk,Toxic,19.394908820900056,4504
4505,Hippy,Buck Teeth,Biker Hat,Gold Chain White Tee,Spectrum,Candy,29.706368565680698,4505
4506,Shaun Shadez,Buck Teeth,Gold Fish,Sweater Weather,Zebra,Sky,51.10788379106725,4506
4507,Standard,Caveduck,Paper Hat,Hawaiian Shirt,Light Green,Ash,15.363552810594697,4507
4508,Anxious,Eff,Comb Over,Overalls,White Pebble,Blue,29.412214634222384,4508
4509,Tired Cat,Bubble Gum,Beanie,00_None,Grey,Bubble Gum,27.83788690279278,4509
4510,Hippy,Basic Smile,Paper Hat,Biker Jacket,Blue,Sky,36.592293590193414,4510
4511,Curious,Sly Smile,TP Roll,Turtle Neck,Mega Black,Deep Purple,46.1597986501889,4511
4512,Cave Duck,Tongue Out,Backward Cap,Blasted,Light Green,Deep Purple,17.197626986390528,4512
4513,Curious,Tongue Out,Headphones,Buff Tee,Light Green,Pink,29.792973779389985,4513
4514,Super Happy,Dog Tongue,Sweat Band,Flame Shirt,Blue,Bubble Gum,49.22217589209342,4514
4515,Tired Cat,Buck Teeth,Backward Cap,Wet Suit,Butter Milk,Candy,8.89294839152915,4515
4516,Standard,Basic Smile,Paper Hat,White Tee Ripped,Light Green,Bubble Gum,10.640310088299945,4516
4517,Black Eye,Thinkin,Comb Over,Pancho,Light Green,Grey,37.059474561630466,4517
4518,Zapped,Tongue Out,Beanie,Wet Suit,Red,Deep Purple,39.810317661650636,4518
4519,Super Happy,Bubble Gum,TP Roll,White Tee Ripped,Light Green,Green,20.32914965003876,4519
4520,Super Happy,Basic Smile,Sweat Band,Watermelon Shirt,White Pebble,Bubble Gum,22.405263073167532,4520
4521,Curious,Basic Smile,Comb Over,White Tee,Butter Milk,Blue,21.384482764207842,4521
4522,Cave Duck,Thinkin,Backward Cap,Pancho,Yellow,Green,18.06267049679061,4522
4523,Anxious,Basic Smile,Beanie,Puffycoat,Blue,Toxic,28.132007959430666,4523
4524,Cyclops,Whistle,Kitty Ears,Blasted,Butter Milk,Tie Dye Night,49.481605729635575,4524
4525,Curious,Caveduck,Hair,00_None,White Pebble,Blue,29.77551571329005,4525
4526,Cave Duck,Buck Teeth,Paper Hat,Itchy Ass Sweater,Light Green,Bubble Gum,16.695751335673883,4526
4527,Hippy,Cheeky,Sweat Band,Bubble Logo Tee,Butter Milk,Yellow Orange,39.87954785751494,4527
4528,Cave Duck,Wonky,Bucket Hat,Pink Tank,Pink,Green,35.77906545878241,4528
4529,Super Happy,Buck Teeth,TP Roll,Sweater Weather,Grey,Yellow Orange,33.18396261097418,4529
4530,Tired Cat,Brace Face,Mohawk,Wet Suit,Butter Milk,Blue,37.04209953879078,4530
4531,Tired Cat,Tongue Out,Pants,Sweater Weather,Light Green,Bubble Gum,12.630060508285046,4531
4532,Hippy,Sly Smile,Backward Cap,Blasted,2 Toned,Toxic,37.95906915483218,4532
4533,Dead,Bubble Gum,Doo Rag,Puffycoat,Mega Black,Grey,48.49546474431353,4533
4534,Cave Duck,Wonky,Comb Over,Banana Shirt,Grey,Bubble Gum,36.4884327280669,4534
4535,Dead,Sly Smile,Beanie,Watermelon Shirt,Spectrum,Grey,45.93485069522885,4535
4536,Standard,Caveduck,Hair,00_None,Mega Black,Paint Splatter,29.11809703738416,4536
4537,Tired Cat,Woo,Headphones,Watermelon Shirt,Blue,Grey,39.17009407863901,4537
4538,Standard,WhaWha,Wizard Cap,Tie Dye Tee,Red,Ash,49.049076187869204,4538
4539,Dazy,Sad Face,Sombrero,00_None,Light Green,Bubble Gum,34.87955045134654,4539
4540,Tired Cat,Sad Face,Biker Hat,Trench,Yellow,Deep Purple,31.97283041532004,4540
4541,Dead,Wonky,Kitty Ears,Pink Tank,Red,Sunset,48.616524159133974,4541
4542,Super Happy,Wonky,Backward Cap,Skull Shirt,Grey,Grey,28.737540317583438,4542
4543,Cyclops,WhaWha,Hipster Hat,Gold Chain White Tee,Dark Green,Bubble Gum,53.616511181677105,4543
4544,Hippy,Thinkin,Paper Hat,Pimp Coat,Mega Black,Tie Dye,39.1008621542196,4544
4545,Cave Duck,Wavey,Sushi Master,Bone Tee,Butter Milk,Sky,42.284412998933306,4545
4546,Focus,Wavey,Backward Cap,Blasted,Grey,Toxic,53.27050726977522,4546
4547,Dead,Caveduck,Mohawk,Skull Shirt,Pink Donut,Tie Dye Night,58.37429460199558,4547
4548,Anxious,Tongue Out,Headphones,White Tee Ripped,Butter Milk,Bubble Gum,14.290889648292055,4548
4549,Standard,Bubble Gum,Comb Over,White Tee Ripped,Pizza,Pink,30.848277486222468,4549
4550,Cyclops,Caveduck,Flower,Sweater Weather,Light Green,Toxic,34.18744920488356,4550
4551,Anxious,Caveduck,Gold Fish,Pancho,White Pebble,Candy,23.737446024729845,4551
4552,Alien Punk,Bubble Gum,Pyramid Head,Gold Chain White Tee,Butter Milk,Paint Splatter,39.94868289294392,4552
4553,Standard,Brace Face,Beanie,Wet Suit,Blue,Grey,37.50922168479679,4553
4554,Tired Cat,Basic Smile,Hair,Pink Tank,Lava,Paint Splatter,31.246197118603554,4554
4555,Anxious,Sad Face,Hair,White Tee Ripped,White Pebble,Ash,16.176742869993706,4555
4556,Tired Cat,Fangs,Paper Hat,Zebra Tee,Red,Tie Dye Night,43.616564814603926,4556
4557,Curious,Fast Frown,Comb Over,Gold Chain White Tee,Light Green,Tie Dye Night,38.49546993428197,4557
4558,Super Happy,Woo,Biker Hat,Hawaiian Shirt,Blue,Paint Splatter,35.45040716238363,4558
4559,Cyclops,Caveduck,Beanie,Overalls,Dark Green,Blue,35.260058730109925,4559
4560,Cave Duck,Wonky,Backward Cap,Watermelon Shirt,Yellow,Sky,16.384372898989998,4560
4561,Hippy,Dog Tongue,Bucket Hat,Turtle Neck,Yellow,Toxic,33.72027515765633,4561
4562,Anxious,Thinkin,Sombrero,Skull Shirt,2 Toned,Bubble Gum,38.46077871633887,4562
4563,Anxious,Tongue Out,Doo Rag,Turtle Neck,Red,Yellow Orange,30.484990249427117,4563
4564,3 Eyes,Buck Teeth,Comb Over,80s Breaker,Yellow,Candy,31.782648074561536,4564
4565,Cave Duck,Buck Teeth,Backward Cap,Itchy Ass Sweater,2 Toned,Paint Splatter,26.609447157500206,4565
4566,Super Happy,Whistle,Doo Rag,White Tee,2 Toned,Deep Purple,42.215110141128775,4566
4567,Anxious,Basic Smile,Sweat Band,Blasted,Spectrum,Deep Purple,35.26009852145601,4567
4568,Happy,Eff,Pyramid Head,Banana Shirt,Pizza,Tie Dye,68.46074237803037,4568
4569,Tired Cat,Woo,Headphones,Pancho,Butter Milk,Grey,26.40190017445362,4569
4570,Cyclops,Thinkin,Gold Fish,Wet Suit,Butter Milk,Tie Dye,36.03870117688061,4570
4571,Hippy,Tongue Out,Comb Over,Buff Tee,Mega Black,Bubble Gum,34.60262448414504,4571
4572,Curious,Wavey,Hair,White Tee,2 Toned,Candy,34.70637289221685,4572
4573,Curious,Wonky,Doo Rag,Skull Shirt,Pink,Tie Dye,41.17703093952186,4573
4574,Tired Cat,Woo,Comb Over,Watermelon Shirt,Spectrum,Tie Dye,37.00753461256421,4574
4575,Shadorz,Bubble Gum,Shark Dome,00_None,Yellow,Pink,39.879518444415226,4575
4576,Tired Cat,Tongue Out,Paper Hat,80s Breaker,Light Green,Pink,22.1630975310444,4576
4577,Shaun Shadez,Wavey,Headphones,Biker Jacket,Butter Milk,Paint Splatter,49.741118608516935,4577
4578,Standard,Eff,Sweat Band,Overalls,White Pebble,Green,29.187325503924953,4578
4579,Cave Duck,Hard L,Gold Fish,Hawaiian Shirt,Blue,Tie Dye,50.12175318514419,4579
4580,Zapped,Tongue Out,Hair,00_None,Lava,Toxic,49.58540949450195,4580
4581,Hippy,Basic Smile,Beanie,Itchy Ass Sweater,White Pebble,Blue,18.460603974517674,4581
4582,Curious,Brace Face,Comb Over,White Tee,Light Green,Candy,23.339566182158013,4582
4583,Goggles,Woo,Party Hat,Overalls With King Frog,Light Green,Ash,41.19440250140927,4583
4584,Super Happy,Tongue Out,Comb Over,Skull Shirt,Spectrum,Paint Splatter,31.99008606335306,4584
4585,Super Happy,Basic Smile,Sombrero,Biker Jacket,White Pebble,Toxic,35.969476174365774,4585
4586,Curious,Sad Face,Chonies,Gold Chain White Tee,Light Green,Ash,29.741026914566493,4586
4587,Super Happy,WhaWha,Comb Over,Gold Chain White Tee,Yellow,Pink,27.09386820614287,4587
4588,Hippy,Woo,TP Roll,White Tee,Cheeze,Blue,37.94177717217906,4588
4589,Anxious,Sad Face,Comb Over,Itchy Ass Sweater,Yellow,Bubble Gum,16.124880786206568,4589
4590,Super Happy,Eff,Beanie,Skull Shirt,Butter Milk,Paint Splatter,19.637034563608722,4590
4591,Mad lips,Sad Face,Bucket Hat,Cowboy Jacket,2 Toned,Ash,54.637296673996836,4591
4592,Hippy,Thinkin,Backward Cap,Gold Chain White Tee,Yellow,Bubble Gum,11.263172485365267,4592
4593,Anxious,Wavey,Pants,White Tee Ripped,Dark Green,Ash,31.765234990083492,4593
4594,Tired Cat,Basic Smile,Pyramid Head,Banana Shirt,Spectrum,Ash,36.903732576252935,4594
4595,Hippy,Wonky,Doo Doo Brain,Skull Shirt,Red,Tie Dye,38.58195750173969,4595
4596,Cave Duck,Bubble Gum,Hair,White Tee Ripped,Butter Milk,Toxic,15.069433483664538,4596
4597,Anxious,Caveduck,Pyramid Head,80s Breaker,2 Toned,Green,44.06640363379542,4597
4598,Cave Duck,Basic Smile,Sweat Band,Puffycoat,Light Green,Tie Dye,22.52634497303579,4598
4599,Dazy,Buck Teeth,Pot Head,Zebra Tee,Red,Pink,34.8102354798248,4599
4600,Cave Duck,Wavey,Backward Cap,Hawaiian Shirt,Red,Ash,26.2980116335456,4600
4601,Dazy,Bubble Gum,Shark Dome,King Frog Backpack,White Pebble,Sunset,50.242859311294254,4601
4602,Dazy,Wavey,Doo Rag,Watermelon Shirt,Butter Milk,Sunset,39.84495006107846,4602
4603,Shadorz,Wavey,Hair,Zebra Tee,Light Green,Toxic,37.40546289809443,4603
4604,Super Happy,Basic Smile,Pants,Skull Shirt,Butter Milk,Deep Purple,17.83786441436393,4604
4605,Cave Duck,Dog Tongue,Hair,Banana Shirt,2 Toned,Sunset,51.02137199924878,4605
4606,Super Happy,Thinkin,Paper Hat,Skull Shirt,Pink,Candy,31.280808757696565,4606
4607,Tired Cat,Caveduck,Party Hat,Overalls,Butter Milk,Tie Dye Night,25.986667806768793,4607
4608,Hippy,Big Smile,Comb Over,Biker Jacket,Light Green,Grey,35.86568278697733,4608
4609,Anxious,Basic Smile,Mohawk,Overalls,Yellow,Tie Dye Night,22.95892815072581,4609
4610,Standard,Fangs,Hair,Itchy Ass Sweater,Butter Milk,Candy,18.408664024298787,4610
4611,Tired Cat,Basic Smile,Beanie,Flame Shirt,Disco,Sky,37.543907715537756,4611
4612,Super Happy,Bubble Gum,Bucket Hat,Cowboy Jacket,Red,Ash,31.86902491613543,4612
4613,3 Eyes,Sly Smile,Doo Doo Brain,Sweater Weather,Grey,Deep Purple,55.79646470045026,4613
4614,Super Happy,Sad Face,Beanie,White Tee Ripped,Grey,Bubble Gum,23.824042592974173,4614
4615,Cyclops,Dog Tongue,Pot Head,Watermelon Shirt,Light Green,Tie Dye Night,43.305169082763825,4615
4616,Doh,Wavey,Shark Dome,Pancho,White Pebble,Sunset,54.100982396454334,4616
4617,Curious,Sly Smile,Comb Over,White Tee Ripped,Yellow,Paint Splatter,24.844795215468192,4617
4618,Doh,Thinkin,TP Roll,Sweater Weather,Yellow,Paint Splatter,33.806863073904154,4618
4619,Tired Cat,Dog Tongue,Headphones,Zebra Tee,Grey,Pink,45.329354668238295,4619
4620,Standard,Bubble Gum,Headphones,Zebra Tee,Pink Donut,Sky,40.93486367345414,4620
4621,Hippy,Tongue Out,Hair,Nerd,Dark Green,Bubble Gum,28.2532248091593,4621
4622,Doh,Brace Face,Paper Hat,Wet Suit,Light Green,Ash,41.384666156488706,4622
4623,Curious,Bubble Gum,Backward Cap,Itchy Ass Sweater,Yellow,Tie Dye Night,18.028133256261295,4623
4624,Cave Duck,Wavey,Shark Dome,Hawaiian Shirt,White Pebble,Candy,33.04557834751698,4624
4625,Cyclops,Wavey,Pants,Overalls,Grey,Tie Dye,50.277438077103675,4625
4626,Happy,Caveduck,Comb Over,Cowboy Jacket,White Pebble,Pink,44.87952968901385,4626
4627,Curious,Lolly pop,Gold Fish,White Tee,Pink,Sky,50.67538539287675,4627
4628,Dazy,Basic Smile,Beanie,Skull Shirt,Mega Black,Yellow Orange,37.855203099740386,4628
4629,Anxious,Tongue Out,Doo Doo Brain,White Tee,Spectrum,Candy,30.727154058000433,4629
4630,Standard,Tongue Out,Backward Cap,Overalls,Light Green,Sky,8.598943254124569,4630
4631,Black Eye,Wavey,Backward Cap,00_None,White Pebble,Green,45.01787242680673,4631
4632,Dazy,Wonky,Sweat Band,White Tee Ripped,White Pebble,Sky,32.61296576133773,4632
4633,Cyclops,Sly Smile,Beanie,Purple Cape,White Pebble,Candy,34.844885176329875,4633
4634,Hippy,Tongue Out,Sombrero,Overalls With King Frog,White Pebble,Sky,34.91409115436498,4634
4635,Tired Cat,Sad Face,Headphones,Hawaiian Shirt,Red,Paint Splatter,32.26698953513312,4635
4636,Triangle,Sly Smile,Doo Doo Brain,Sweater Weather,Dark Green,Toxic,55.917541415805836,4636
4637,Super Happy,Caveduck,Pot Head,Skull Shirt,White Pebble,Blue,30.06967655935297,4637
4638,Super Happy,Buck Teeth,Bored Cap,Zebra Tee,Light Green,Toxic,26.280839031846494,4638
4639,Tired Cat,Tongue Out,Gold Fish,Cowboy Jacket,Yellow,Sky,27.99356314083471,4639
4640,Curious,Bubble Gum,Gold Fish,Overalls With King Frog,Yellow,Blue,34.08366273863128,4640
4641,Doh,Brace Face,Pants,White Tee Ripped,Light Green,Pink,33.201244207312556,4641
4642,Anxious,Basic Smile,Halo,Blasted,White Pebble,Pink,34.49885359064122,4642
4643,Black Eye,Woo,Comb Over,White Tee,Red,Bubble Gum,38.58186407754363,4643
4644,Cyclops,Woo,Hair,Gold Chain White Tee,Pink Donut,Ash,42.33630104293627,4644
4645,Cyclops,Caveduck,Comb Over,Pink Tank,Zebra,Bubble Gum,43.11472203448141,4645
4646,Alien Punk,Tongue Out,Beanie,Blasted,Butter Milk,Blue,35.398482785681615,4646
4647,Tired Cat,Wonky,Doo Rag,Turtle Neck,Red,Toxic,33.04557661588821,4647
4648,Cave Duck,Sad Face,Sushi Master,Gold Chain White Tee,Light Green,Deep Purple,29.896701426742784,4648
4649,Zapped,Caveduck,Hair,Flame Shirt,Spectrum,Toxic,51.644253431935894,4649
4650,Standard,Wonky,Chonies,White Tee,Light Green,Sky,20.39836773564374,4650
4651,Standard,Thinkin,Paper Hat,White Tee,Yellow,Green,20.484832809216847,4651
4652,Goggles,Cheeky,Mohawk,Zebra Tee,Grey,Tie Dye Night,65.08706109800568,4652
4653,Super Happy,Tongue Out,Chonies,Sweater Weather,White Pebble,Blue,28.893233859234176,4653
4654,Anxious,Big Smile,Comb Over,Sweater Weather,Butter Milk,Ash,25.640632752443675,4654
4655,Hippy,Wonky,Headphones,Pimp Coat,Light Green,Blue,23.685578748745854,4655
4656,Triangle,Buck Teeth,Pants,White Tee,2 Toned,Tie Dye Night,46.93832864059961,4656
4657,Standard,Woo,Umbrella,Itchy Ass Sweater,Grey,Toxic,40.12169609410823,4657
4658,Cave Duck,Tongue Out,Spinner,White Tee Ripped,Cheeze,Ash,36.678781156882714,4658
4659,Cave Duck,Bubble Gum,Hair,Bubble Logo Tee,Light Green,Sunset,24.41215321926289,4659
4660,Super Happy,Buck Teeth,Hair,Pancho,Dark Green,Toxic,26.95551335040648,4660
4661,Shaun Shadez,Tongue Out,Kitty Ears,420 Tee,Grey,Sunset,58.374285953072736,4661
4662,Doh,Caveduck,Sweat Band,Pink Tank,Dark Green,Toxic,46.488520962294515,4662
4663,Focus,Wavey,Hair,Biker Jacket,Pink,Candy,46.955639648116666,4663
4664,Super Happy,Thinkin,Hair,Biker Jacket,Pink,Yellow Orange,34.8794431821887,4664
4665,Standard,Sly Smile,Hair,Overalls With King Frog,Pink,Pink,31.52298467652922,4665
4666,Anxious,Buck Teeth,Hair,Pimp Coat,2 Toned,Blue,29.464203026631235,4666
4667,Cyclops,Buck Teeth,Backward Cap,Flame Shirt,Disco,Sky,43.287849422481834,4667
4668,Triangle,Whistle,Hipster Hat,Zebra Tee,Light Green,Sky,51.62700297725233,4668
4669,Hippy,Wonky,Pants,Cowboy Jacket,Blue,Boardwalk,48.0629075210762,4669
4670,Dazy,Bubble Gum,Kitty Ears,Hawaiian Shirt,Red,Ash,38.979750838562154,4670
4671,Super Happy,Sad Face,Jimmy Hat,Itchy Ass Sweater,Light Green,Ash,24.79291755547472,4671
4672,Anxious,Basic Smile,Biker Hat,Wet Suit,Yellow,Deep Purple,22.24959894231127,4672
4673,Hippy,Basic Smile,Doo Rag,Biker Jacket,White Pebble,Toxic,29.308521594855623,4673
4674,Dead,Eff,Pants,Nipple Piercing,White Pebble,Deep Purple,47.47466540703202,4674
4675,Standard,Fangs,Pot Head,White Tee,Butter Milk,Tie Dye,31.851800413983533,4675
4676,Standard,Thinkin,Doo Rag,Gold Chain White Tee,Light Green,Deep Purple,18.58171355969898,4676
4677,Tired Cat,Sly Smile,Beanie,00_None,Yellow,Candy,15.674995249922324,4677
4678,Tired Cat,Buck Teeth,Pyramid Head,Gold Chain White Tee,Pink,Bubble Gum,32.820590598521385,4678
