,Eyes,Mouth,Neck,Feet,Fur,Background,Back,Head,Rarity score,Token Id
270,Closed,Panting,None,None,Tan,Bar,None,Sea Captain's Hat,26.53349076005098,276
271,Closed,Smiling,Beer Can Necklace,None,Noise,Club Exterior,None,Fez,44.85145959757154,277
272,Happy,Bubblegum,Japanese Bandana,Cast,Brown,Outhouse,Blue Pack,None,70.72062259055603,278
273,Wide,Red Raybeam,None,None,Cyberpunk,Club Exterior,None,Beer Helmet,37.057329475213336,279
274,Zombie,Ape Hand,Plaid Bowtie,Space Boots,Black,Outhouse,None,None,53.04202863066616,280
275,Laser,Smiling,Hawaiian Bandana,None,Brown,Outhouse,None,None,28.069631843626393,281
276,Wide,Bloody,None,None,Tan,Swamp,None,Hermit Crab,25.66150437041188,282
277,Wide,Heavy Drooling,None,None,Tan,Swamp,Space Pack,White Headband,48.74666878399469,283
278,Anime,Tennis Ball,BAYC Collar,None,Robot,Outhouse,Mega Rocket Launcher,None,56.96730116766049,284
279,Closed,Tennis Ball,BAYC Collar,Cast,Brown,Swamp,None,None,43.88124828270634,285
280,Shutter Shades,Blep,None,Kicks,Solid Gold,Outhouse,None,Trippy Captain's Hat,55.171027413096205,286
281,Pilot Goggles,Happy,Ribbon,Old Laces,Black,Club Exterior,Service Vest,Tie,92.73507300951003,287
282,Bloodshot,Panting,Christmas Wreath,None,DMT,Swamp,Demon Wings,Bow,75.45751851581086,288
283,Closed,Slippers,None,Boots,Black,Swamp,None,None,27.424140966016115,289
284,Happy,Red Raybeam,Ribbon,None,Black,Bar,None,None,35.91718695489989,290
285,Sunglasses,Smiling,Hawaiian Bandana,None,Cyberpunk,Outhouse,Blue Pack,None,53.58916563232186,291
286,Shutter Shades,Loogie,Gold Links,None,Black,SS Monke Biz,None,None,33.818476385578194,292
287,Closed,Heavy Drooling,None,None,Pink,SS Monke Biz,Doggie Pack,White Headband,48.58810486242025,293
288,Hero Mask,Beer Can,Golden Bone Necklace,None,Cheetah,Club Exterior,None,None,39.8541585761176,294
289,Bloodshot,Gold Teeth,None,None,Tan,Swamp,None,None,10.958737284054536,295
290,Robot,Bloody,Glow Necklace,None,Zombie,Club Exterior,None,None,40.341071369261286,296
291,Hypnotized,Cute Smile,None,Cast,Tan,Outhouse,Beer Kegs,None,51.50944442096373,297
292,Closed,Hot Dog,Red Collar With Bone,None,Black,Club Exterior,Beer Kegs,Rain Hat,66.42944743255775,298
293,Cyberpunk Visor,Cyberjaw,None,None,Tan,Outhouse,Basketball Hoop,None,33.72021331838756,299
294,Confused,Foaming,Golden Bone Necklace,None,Tan,SS Monke Biz,None,Sea Captain's Hat,45.27425322045227,300
295,Cyclops,Bubblegum,None,None,Pink,Club Exterior,None,Bow,34.664174895623,301
296,Wide,Bloody,Pinstripe Bandana,Space Boots,Zombie,Swamp,Cyberpunk Pack,None,79.51838142276625,302
297,Closed,Bored,None,None,Pink,Bar,None,None,16.2020091550297,303
298,Closed,Diamond Teeth,None,High Tops,Black,Swamp,None,None,28.284805292990246,304
299,Goofy,Confused,None,None,Brown,Swamp,None,Cowboy Hat,28.485001144942373,305
300,Anime,Bloody Fangs,None,Cast,Tan,SS Monke Biz,Service Vest,Bow,66.18786579816471,307
301,Hypnotized,Bloody Fangs,None,None,Black,Club Exterior,None,Spinner Hat,32.64852843685504,308
302,Shutter Shades,Slippers,None,Rollerblades,DMT,Swamp,None,None,38.612284187032074,309
303,Closed,Diamond Teeth,None,None,Zombie,SS Monke Biz,None,BAYC Flipped Brim Hat,28.722836024979177,310
304,Radioactive,Smiling,None,Leg Knife,Cheetah,Outhouse,None,None,31.621683595814126,311
305,Wide,Foaming,BAYC Collar,Boots,Tan,Club Exterior,None,Fisherman's Hat,64.68580371035823,312
306,Wide,Cute Smile,Red BAYC Bandana,None,Death Bot,SS Monke Biz,None,None,38.295229463961604,313
307,Hero Mask,Cute Smile,None,Combat Boots,Brown,Bar,Beer Kegs,None,61.33043260779307,314
308,Whatever,Confused,None,Rollerblades,Tan,SS Monke Biz,Camo Pack,Rain Hat,68.29015879660155,315
309,Laser,Smiling,None,None,Tan,Bar,None,None,11.9779372266735,316
310,Pilot Goggles,Stache,None,Flippers,Black,Swamp,Blue Pack,None,55.453724395443516,317
311,Hypnotized,Confused,None,Combat Boots,Pink,SS Monke Biz,None,None,35.95499151194595,318
312,Happy,Heavy Drooling,None,None,Cyberpunk,Outhouse,Rocket Launcher,None,37.52505122269733,319
313,Radioactive,Cigarette,Pinstripe Bandana,High Tops,Noise,Club Exterior,Jetpack,Hermit Crab,98.93199973424977,320
314,Sad,Cyberjaw,Gold Links,Combat Boots,Tan,SS Monke Biz,Blue Pack,White Headband,86.09273056090953,321
315,Wide,Happy,Pinstripe Bandana,None,Brown,Outhouse,None,Spinner Hat,48.516579431109534,322
316,Bloodshot,Smiling,None,None,Cheetah,Club Exterior,None,Earbuds,29.413549875546547,323
317,Heart Eyes,Goofball,None,Fresh Laces,Black,Club Exterior,None,Bowler,50.811428088331965,324
318,Sad,Bloody,Japanese Bandana,None,Robot,SS Monke Biz,None,Hermit Crab,52.819461902525845,325
319,Suspicious,Ape Hand,BAYC Collar,None,Tan,Club Exterior,None,None,29.938093447493785,326
320,Sad,Bloody Fangs,Pink Collar,None,Cheetah,Outhouse,Service Vest,None,57.631554554995176,327
321,Closed,Smiling,None,Combat Boots,Cheetah,Club Exterior,None,Beanie,42.86226731929773,328
322,Happy,Bubblegum,BAYC Collar,High Tops,Tan,Swamp,None,Fisherman's Hat,58.6581481584198,329
323,Goofy,Smiling,None,Flippers,Black,Outhouse,None,Rat,42.49621886674209,330
324,Goofy,Golden Hot Dog,None,None,Robot,Outhouse,Rocket Launcher,None,41.02033972380201,332
325,Heart Eyes,Heavy Drooling,None,None,Black,Outhouse,Basketball Hoop,Missile Launcher,51.03778129722919,333
326,Closed,Bloody Fangs,None,High Tops,Pink,Swamp,Service Vest,None,51.701890397584435,334
327,Heart Eyes,Smiling,None,None,Tan,Outhouse,Jetpack,Spinner Hat,42.794207969319736,335
328,Closed,Smiling,Whiskey Barrel,Leg Knife,Cheetah,Club Exterior,Camo Pack,Rain Hat,85.9191060681185,336
329,Holographic Visor,Beer Can,Hawaiian Bandana,Combat Boots,Trippy,Swamp,Basketball Hoop,Sea Captain's Hat,95.10521116979432,337
330,Cyclops,Growl,None,Old Laces,Black,SS Monke Biz,None,None,34.37717211377746,338
331,Anime,Bloody,Ribbon,None,Cyberpunk,Club Exterior,Beer Saddle,Sushi Chef Headband,77.47670298331722,339
332,Closed,Smiling,None,None,Brown,SS Monke Biz,Service Vest,Bow,39.427252949383764,340
333,Angry,Cyberjaw,None,None,Black,Outhouse,Beer Saddle,None,35.40370045780887,341
334,Bloodshot,Fish,None,None,DMT,Outhouse,Basketball Hoop,None,40.30318071697304,342
335,Closed,Smiling,BAYC Collar,None,Tan,SS Monke Biz,Fishing Lures,Hermit Crab,54.479767497185975,343
336,Angry,Hot Dog,None,None,Tan,Swamp,None,BAYC Flipped Brim Hat,24.932992244069123,344
337,Happy,Bored,BAYC Collar,Rain Boots,Cheetah,Outhouse,Ninja Kunai,Banana Peel,86.183251641575,345
338,Closed,Cigarette,Japan Bandana,None,Pink,Bar,None,Tie,51.3662779839662,346
339,Hero Mask,Smiling,None,Space Boots,Tan,SS Monke Biz,None,Beanie,40.36353621319696,347
340,Confused,Heavy Drooling,None,None,Death Bot,Swamp,None,None,18.659466524336555,348
341,Whatever,Happy,None,Flask,Brown,Swamp,None,None,33.04846326582901,349
342,Sad,Foaming,Japan Bandana,Cyberpunk Boots,Black,SS Monke Biz,None,None,53.50627017394369,350
343,Goofy,Fish,None,None,Tan,Outhouse,None,Beanie,24.68386871907159,351
344,Closed,Bone,None,Rain Boots,Tan,Club Exterior,None,None,27.458153547806123,352
345,Confused,Fire Breath,Beer Can Necklace,Old Laces,Zombie,Outhouse,None,Bird,72.46091264395693,353
346,Holographic Visor,Blep,Pink Collar,None,Pink,Swamp,None,Tie,50.70199354217762,354
347,Goofy,Tennis Ball,None,None,Solid Gold,SS Monke Biz,None,Purple Headband,34.24521099611354,355
348,Suspicious,Bloody,None,None,Black,Bar,Mega Rocket Launcher,Fez,56.84285871902034,356
349,Suspicious,Bloody Fangs,None,Combat Boots,Tan,SS Monke Biz,None,Banana Peel,45.229012144873856,357
350,Angry,Frog Legs,None,None,Death Bot,Outhouse,Beer Kegs,Bird,55.076455301981866,358
351,Anime,Smiling,None,None,Tan,Club Exterior,None,None,7.53480510171858,359
352,Goofy,Cigarette,Plaid Bowtie,Cast,Zombie,Swamp,Beer Saddle,Bow,92.72754684846504,360
353,Cyberware,Bloody,Hawaiian Bandana,None,Brown,Outhouse,Mega Rocket Launcher,None,56.3029888130963,361
354,Happy,Gold Teeth,None,None,Brown,Swamp,Beer Saddle,None,32.27826771659504,362
355,Anime,Smiling,BAYC Collar,None,Tan,Club Exterior,Basketball Hoop,None,46.41754963363657,363
356,Whatever,Bored,None,None,Cyberpunk,Outhouse,Cyberpunk Pack,None,40.412630995468085,364
357,Happy,Confused,Gold Links,Rain Boots,Black,Club Exterior,None,None,51.53221592046609,365
358,Closed,Smiling,None,Flask,Black,Club Exterior,None,Bow,39.785988330751984,366
359,Hero Mask,Goofball,None,None,Brown,Outhouse,Blue Pack,Banana Peel,50.40741782964325,367
360,Whatever,Smiling,None,80s Kicks,Cheetah,Bar,None,Beanie,52.01928596470545,368
361,Happy,Kazoo,None,None,Black,Outhouse,Service Vest,Bow,46.54609109999575,369
362,Sad,Cigar,Hawaiian Bandana,Cast,Tan,Club Exterior,None,Sea Captain's Hat,66.36162551847407,370
363,Sad,Happy,None,Fresh Laces,Tan,Bar,None,Earbuds,51.52486038377893,372
364,Hypnotized,Confused,None,Flask,Tan,Outhouse,None,BAYC Logo Hat Black,46.1688892361009,373
365,Closed,Smiling,Golden Bone Necklace,None,Zombie,Outhouse,None,None,26.31064685292847,374
366,Closed,Cigarette,None,Cast,Black,Outhouse,Beer Kegs,Beer Helmet,64.17615913368334,375
367,Sunglasses,Heavy Drooling,None,None,Black,Club Exterior,None,Bow,31.584040633021914,376
368,Closed,Happy,Hawaiian Bandana,None,Black,SS Monke Biz,Beer Kegs,BAYC Flipped Brim Hat,64.7461034015037,377
369,Wide,Smiling,Golden Bone Necklace,None,Brown,Outhouse,None,Purple Headband,42.28478746346611,378
370,3D Glasses,Bored,Red BAYC Bandana,None,Brown,Outhouse,None,Hermit Crab,48.55432501520919,379
371,3D Glasses,Hot Dog,None,High Tops,Cyberpunk,Outhouse,None,None,37.14400352330174,380
372,Angry,Goofball,None,Combat Boots,Tan,Swamp,Beer Kegs,Hermit Crab,66.50115763790774,381
373,Sunglasses,Confused,BAYC Collar,Fresh Laces,Zombie,SS Monke Biz,None,Cowboy Hat,69.6264055784291,382
374,Happy,Smiling,Christmas Wreath,Fresh Laces,Black,Outhouse,None,None,43.11126936472899,383
375,Sad,Smiling,None,Cast,Radioactive,SS Monke Biz,None,Fez,46.71233214077458,384
376,Whatever,Rose,None,Old Laces,Black,Outhouse,Beer Saddle,Bow,69.81498057916974,385
377,Closed,Bloody,None,Pink Combat Boots,Robot,Outhouse,Service Vest,None,53.88733202757881,386
378,Whatever,Cute Smile,BAYC Collar,None,Brown,SS Monke Biz,None,None,30.251372312845582,388
379,Closed,Confused,None,None,Tan,Outhouse,Beer Saddle,Banana Peel,42.33750004812891,389
380,Closed,Loogie,BAYC Collar,None,Pink,Outhouse,None,None,27.224099238623477,390
381,Whatever,Fish,None,Boots,Brown,Outhouse,Camo Pack,None,54.62332470910185,391
382,Anime,Cigarette,None,Leg Knife,Mega Death Bot,Swamp,None,None,38.20088614893314,392
383,Closed,Growl,Glow Necklace,None,Pink,Outhouse,Beer Kegs,Banana Peel,66.44075455776543,393
384,Closed,Growl,None,None,Cheetah,Bar,None,None,18.229127479186523,394
385,Happy,Smiling,None,Cast,Brown,Swamp,Basketball Hoop,Sea Captain's Hat,60.08473754931226,395
386,Whatever,Smiling,Beer Can Necklace,High Tops,Robot,Club Exterior,Beer Saddle,Sea Captain's Hat,90.45553611878441,396
387,Closed,Bone,None,None,Tan,Club Exterior,Beer Kegs,Hermit Crab,45.22124774447578,397
388,Heart Eyes,Bored,Whiskey Barrel,None,Black,SS Monke Biz,Blue Pack,Bird,69.9017906626388,398
389,Hypnotized,Drooling,None,None,Tan,Outhouse,Service Vest,None,32.90868033074942,399
390,Whatever,Drooling,Black BAYC Bandana,None,Robot,Swamp,None,Santa Hat,52.91761882068427,400
391,Confused,Smiling,None,None,Tan,Swamp,None,Fez,19.731276809095334,401
392,Holographic Visor,Foaming,Red Collar With Bone,None,Tan,SS Monke Biz,Jetpack,Sushi Chef Headband,68.80729337326905,402
393,Closed,Fish,None,None,Black,Club Exterior,None,Beer Helmet,26.288133260368213,403
394,Sad,Beer Can,Red Collar With Bone,None,Tan,Outhouse,Basketball Hoop,None,51.52832251835223,404
395,Heart Eyes,Smiling,None,None,Tan,Bar,None,None,11.102148239898945,406
396,Closed,Bone,None,Boots,Tan,Swamp,Beer Saddle,None,46.323246419389655,407
397,Closed,Foaming,None,None,Tan,Swamp,Service Vest,None,27.216419757559336,408
398,Anime,Loogie,Spiked Collar,None,Cheetah,Outhouse,Doggie Pack,BAYC Flipped Brim Hat,74.31391977329905,409
399,Cyborg,Beer Can,Pinstripe Bandana,Cast,Brown,Swamp,None,Cowboy Hat,67.47883691257822,410
400,Hypnotized,Smiling,BAYC Collar,None,Brown,SS Monke Biz,None,Sea Captain's Hat,40.09924872141926,411
401,Happy,Bored,Christmas Wreath,None,Cheetah,SS Monke Biz,None,None,32.70116709427239,412
402,Closed,Loogie,None,Kicks,Galaxy,Bar,Service Vest,None,60.941693237396,413
403,Robot,Bloody,None,None,Brown,Club Exterior,None,Santa Hat,32.040762699876886,414
404,Closed,Diamond Teeth,Pink Collar,Flippers,Galaxy,Swamp,None,None,52.36262268141672,415
405,Cyberpunk Visor,Cute Smile,None,None,Black,Outhouse,None,Sea Captain's Hat,28.843647287381476,416
406,Suspicious,Frog Legs,None,None,Brown,Bar,None,Swamp Turtle,35.2983130372938,417
407,Happy,Slippers,None,Kicks,Black,SS Monke Biz,None,Rat,45.13079035978093,418
408,Confused,Smiling,None,None,Cyberpunk,SS Monke Biz,None,Bow,27.83951459210342,419
409,Heart Eyes,Bloody,None,None,Black,Outhouse,None,None,13.325602424104474,420
410,Happy,Cute Smile,None,Boots,Cheetah,SS Monke Biz,Beer Saddle,None,54.61200303704145,421
411,Zombie,Smiling,None,Space Boots,Death Bot,Outhouse,None,Rat,48.42979961918559,422
412,Closed,Smiling,Ribbon,Flask,Radioactive,Bar,None,None,52.77021105062971,423
413,Confused,Bored,Plaid Bowtie,None,Pink,Bar,Cyberpunk Pack,None,63.23272515985342,424
414,Closed,Happy,None,None,Tan,Swamp,None,None,5.526617567244024,425
415,Cyborg,Bored,Spiked Collar,None,Black,Club Exterior,None,None,36.5324713757349,426
416,Happy,Cute Smile,BAYC Collar,None,Brown,Club Exterior,None,Party Hat,45.07035976218019,427
417,Confused,Smiling,None,Rain Boots,Black,Club Exterior,Ninja Kunai,None,52.426580276971514,428
418,Holographic Visor,Ape Hand,None,None,Tan,Outhouse,None,None,11.302278823727978,429
419,Robot,Tennis Ball,Life Preserver,Gold Kicks,Tan,Swamp,None,None,50.54331089466007,430
420,Happy,Frog Legs,None,None,Brown,Bar,None,None,16.096301308669013,431
421,Happy,Diamond Teeth,Lei,None,Solid Gold,Swamp,Camo Pack,Hermit Crab,72.99672326736976,432
422,Closed,Slippers,None,None,Black,Swamp,None,Halo,23.589150085309736,433
423,Bloodshot,Rose,None,None,Mega Death Bot,SS Monke Biz,Service Vest,Bowler,55.64262607595195,434
424,Radioactive,Happy,Red Collar With Bone,None,Tan,SS Monke Biz,None,Earbuds,45.86686048839412,435
425,Heart Eyes,Bone,Christmas Wreath,Leg Knife,Brown,Swamp,Basketball Hoop,BAYC Logo Hat Red,90.38010077142371,436
426,Goofy,Smiling,None,None,Black,Outhouse,None,Spinner Hat,23.019177507078947,437
427,Sad,Fish,None,None,Solid Gold,Outhouse,None,Santa Hat,33.95834660525072,438
428,Happy,Panting,None,None,Brown,Swamp,None,BAYC Logo Hat Black,25.518019490875787,439
429,Suspicious,Growl,None,None,Tan,Swamp,None,Banana Peel,25.438828351174784,440
430,Sunglasses,Rainbow Teeth,Plaid Bowtie,None,Brown,Swamp,Ninja Kunai,None,55.89158094352052,441
431,Confused,Cigar,None,Space Boots,Pink,Club Exterior,Beer Saddle,None,60.7642901369714,443
432,Goofy,Cigarette,Gold Links,Cast,Brown,Swamp,None,BAYC Logo Hat Red,67.3316316145964,444
433,Happy,Smiling,USA Bandana,Old Laces,Black,Swamp,Cyberpunk Pack,None,65.86692161270953,445
434,Closed,Slippers,None,None,Noise,Outhouse,Beer Saddle,Bow,50.28285783908009,446
435,Sunglasses,Happy,Gold Links,None,Brown,SS Monke Biz,None,None,33.51273900809718,447
436,Cyberpunk Visor,Smiling,None,Combat Boots,Cyberpunk,Bar,None,Cowboy Hat,53.78197289028018,448
437,Happy,Confused,None,High Tops,Pink,Swamp,Basketball Hoop,Banana Peel,68.6486940719286,449
438,Anime,Ape Hand,None,Cast,Brown,SS Monke Biz,None,None,32.436964918845405,450
439,Closed,Cyberjaw,Plaid Bowtie,None,Black,Outhouse,Beer Kegs,Rain Hat,64.58760198778522,451
440,Mystic Eye,Happy,Christmas Wreath,None,Zombie,Club Exterior,None,None,40.96386779018052,452
441,Sunglasses,Bone,None,None,Tan,SS Monke Biz,Toilet Paper Dispenser,None,33.56542722107439,453
442,Suspicious,Growl,None,None,Death Bot,Bar,None,None,24.619869079137583,454
443,Hypnotized,Fish,None,None,Tan,Swamp,None,None,10.917226853020564,455
444,Radioactive,Confused,Ribbon,None,Black,Swamp,None,Rat,48.98084063116031,456
445,Hero Mask,Smiling,BAYC Collar,None,Pink,SS Monke Biz,None,BAYC Flipped Brim Hat,42.65466563421689,457
446,Happy,Ape Hand,BAYC Collar,Boots,Black,Outhouse,Camo Pack,None,67.59550633275472,458
447,Closed,Smiling,None,None,Death Bot,Club Exterior,None,None,10.422664830657666,459
448,Whatever,Drooling,Pinstripe Bandana,Flask,Cheetah,SS Monke Biz,None,Banana Peel,71.06062491004522,460
449,Anime,Bone,Plaid Bowtie,Space Boots,Tan,Bar,None,Bowler,70.76248563322127,461
450,Zombie,Stache,Pink Collar,None,Tan,Outhouse,Demon Wings,None,53.1023094485652,462
451,Closed,Stache,None,Cyberpunk Boots,Cheetah,Swamp,None,None,32.26714026910313,463
452,Hypnotized,Smiling,None,None,Brown,Bar,None,None,14.60146698960523,465
453,Happy,Smiling,Red BAYC Bandana,None,Tan,Swamp,None,None,20.995744213721775,466
454,Sad,Smiling,BAYC Collar,Old Laces,Tan,Swamp,Beer Kegs,Tie,77.61221788910892,467
455,3D Glasses,Foaming,None,Leg Knife,Pink,SS Monke Biz,None,None,35.91345277590944,468
456,Closed,Hot Dog,None,Fresh Laces,Pink,Swamp,None,None,29.239786991927314,469
457,Mystic Eye,Smiling,None,None,Tan,SS Monke Biz,Space Pack,None,28.756451902170628,470
458,Suspicious,Smiling,None,None,Death Bot,Outhouse,None,None,12.5744084250891,471
459,Confused,Slippers,None,Space Boots,Tan,SS Monke Biz,None,Beanie,45.406324034341594,472
460,Closed,Panting,BAYC Collar,Flask,Black,SS Monke Biz,None,None,44.84376084848459,473
461,Closed,Bone,None,None,Solid Gold,SS Monke Biz,Beer Saddle,Cowboy Hat,50.72825823912803,474
462,Angry,Bloody Fangs,BAYC Collar,None,Black,Swamp,None,Purple Headband,45.44785530369673,475
463,Closed,Cute Smile,BAYC Collar,None,Tan,SS Monke Biz,None,None,22.16592137208031,476
464,Closed,Loogie,None,Rain Boots,Cyberpunk,Bar,Basketball Hoop,Shrunken Head,76.59727378993504,477
465,Sunglasses,Cigarette,None,Kicks,Radioactive,SS Monke Biz,None,None,38.82370262209729,478
466,Closed,Bored,Life Preserver,None,Zombie,SS Monke Biz,None,None,32.17653034320334,479
467,Happy,Smiling,Hawaiian Bandana,None,Pink,Outhouse,None,Pirate Captain's Hat,40.71451623694102,480
468,Wide,Frog Legs,Ribbon,None,Trippy,Club Exterior,Beer Kegs,None,62.8855363191087,481
469,Closed,Smiling,Ribbon,Cast,Pink,SS Monke Biz,None,None,43.26226388442095,483
470,Zombie,Hot Dog,None,None,Tan,Outhouse,None,Beanie,24.55177038594695,484
471,X Eyes,Smiling,None,None,Pink,SS Monke Biz,Mega Rocket Launcher,Rat,48.72020005332581,485
472,Wide,Bored,None,None,Black,Swamp,None,Spinner Hat,28.451038098316715,486
473,Shutter Shades,Cigarette,Ribbon,None,Black,Swamp,None,None,33.422152285159505,487
474,Wide,Goofball,Golden Bone Necklace,Cast,Tan,Club Exterior,Fishing Lures,Beanie,88.13447857393906,488
475,Happy,Goofball,BAYC Collar,None,Tan,SS Monke Biz,None,Missile Launcher,38.38558618910176,489
476,Closed,Frog Legs,None,None,Tan,Swamp,None,Tie,20.47496431179628,490
477,Robot,Smiling,Golden Bone Necklace,Leg Knife,Tan,Club Exterior,None,Tie,62.20606589252501,491
478,Cyberpunk Visor,Drooling,BAYC Collar,None,Tan,SS Monke Biz,Camo Pack,None,50.637505212663825,492
479,Cyclops,Hot Dog,Red Collar With Bone,Kicks,DMT,Swamp,None,Swamp Turtle,72.57789419503985,494
480,Shutter Shades,Hot Dog,Japanese Bandana,None,Black,Swamp,None,None,32.799304751670036,495
481,Closed,Stache,None,Rollerblades,Brown,Outhouse,None,None,28.688711773468157,496
482,Heart Eyes,Kazoo,None,None,Death Bot,SS Monke Biz,None,None,19.116194097665282,497
483,Cyberware,Growl,None,Old Laces,Brown,Club Exterior,Service Vest,None,58.89596220214409,498
484,Suspicious,Cigarette,None,None,Zombie,Outhouse,None,None,17.904559968873997,499
485,Cyberpunk Visor,Smiling,None,None,Tan,Swamp,None,Shrunken Head,21.184626258625013,500
486,Suspicious,Ape Hand,None,Boots,Pink,Swamp,None,Sushi Chef Headband,49.886715751042914,501
487,Confused,Smiling,Gold Links,None,Tan,Club Exterior,Blue Pack,Rat,64.25539077481369,502
488,Suspicious,Kazoo,BAYC Collar,Flippers,Black,SS Monke Biz,None,White Headband,65.19158870852468,503
489,Anime,Cigarette,None,None,Tan,Swamp,None,Pimp Hat,25.989909854921915,504
490,Sad,Gold Teeth,None,None,Black,Club Exterior,Doggie Pack,Sea Captain's Hat,53.93280191052242,505
491,Angry,Tennis Ball,Life Preserver,None,Tan,Club Exterior,None,Beanie,47.414411313772035,506
492,Anime,Smiling,None,None,Robot,Club Exterior,None,Rain Hat,30.18359012670769,507
493,Closed,Ape Hand,None,Gold Kicks,Pink,SS Monke Biz,None,None,30.78744829937512,508
494,Happy,Rose,Pink Collar,Boots,DMT,Outhouse,Service Vest,White Headband,89.38372304780059,509
495,Closed,Goofball,Japan Bandana,None,Pink,Swamp,None,Bird,44.59481660596291,510
496,Heart Eyes,Hot Dog,Red BAYC Bandana,None,Black,Outhouse,Cyberpunk Pack,Hermit Crab,70.44531730996559,511
