,Eyes,Mouth,Neck,Feet,Fur,Background,Back,Head,Rarity score,Token Id
2982,Shutter Shades,Smiling,None,None,Black,Outhouse,None,Purple Headband,23.366471708539212,3120
2983,Suspicious,Cyberjaw,None,Flask,Mega Death Bot,Outhouse,None,None,38.106561305267206,3121
2984,Suspicious,Rose,Red Collar With Bone,None,Pink,Outhouse,None,Halo,49.93202287680338,3122
2985,Sunglasses,Bloody Fangs,None,None,Robot,SS Monke Biz,None,Banana Peel,33.399669357761915,3123
2986,Whatever,Blep,Beer Can Necklace,Fresh Laces,Cheetah,Outhouse,Demon Wings,White Headband,94.12768953195696,3124
2987,Sunglasses,Tennis Ball,None,None,Cyberpunk,SS Monke Biz,None,Bow,33.565770446993895,3125
2988,Suspicious,Bored,Glow Necklace,None,Brown,Outhouse,Basketball Hoop,Pimp Hat,70.4641513779682,3126
2989,Hypnotized,Heavy Drooling,BAYC Collar,Boots,Cyberpunk,SS Monke Biz,Cyberpunk Pack,Beanie,92.17274924347245,3127
2990,Sunglasses,Bloody,None,Leg Knife,Pink,Outhouse,None,None,35.13212269754435,3128
2991,Suspicious,Smiling,Beer Can Necklace,Combat Boots,Black,Swamp,Fishing Lures,None,68.72029891849442,3129
2992,Happy,Drooling,None,None,Tan,Outhouse,Basketball Hoop,None,29.432177138438732,3130
2993,Sad,Foaming,None,Rain Boots,Death Bot,Outhouse,Blue Pack,Rain Hat,74.68376807006229,3131
2994,Whatever,Cigar,None,None,Brown,Outhouse,None,None,13.786118430826685,3132
2995,Closed,Blep,Golden Bone Necklace,Space Boots,Black,Outhouse,Fishing Lures,None,70.43758752226216,3133
2996,Happy,Bloody Fangs,None,Rollerblades,Death Bot,Outhouse,Demon Wings,None,57.77879484051607,3134
2997,Zombie,Diamond Teeth,Red Collar With Bone,Flippers,Tan,Swamp,None,Missile Launcher,64.97270466323027,3135
2998,Happy,Cigar,Christmas Wreath,None,Zombie,SS Monke Biz,None,Fisherman's Hat,49.2638721578234,3136
2999,Radioactive,Cigar,Red Collar With Bone,None,Black,Swamp,Cyberpunk Pack,None,55.83120735101025,3137
3000,Sad,Bored,None,Cyberpunk Boots,Noise,Outhouse,None,BAYC Logo Hat Black,53.57441641443354,3138
3001,Confused,Heavy Drooling,None,Space Boots,Tan,SS Monke Biz,Basketball Hoop,Sushi Chef Headband,68.89404881451172,3139
3002,Mystic Eye,Goofball,Plaid Bowtie,None,Galaxy,SS Monke Biz,Service Vest,None,59.881098846492534,3140
3003,Happy,Cute Smile,None,None,Mega Death Bot,Outhouse,None,Santa Hat,30.274238585640113,3141
3004,Mystic Eye,Smiling,Ribbon,Fresh Laces,Pink,Swamp,None,Sushi Chef Headband,64.91607390551081,3142
3005,Shutter Shades,Loogie,None,None,Cheetah,SS Monke Biz,None,None,18.06678455327076,3143
3006,Goofy,Smiling,None,Space Boots,Pink,Swamp,Blue Pack,Spinner Hat,66.79931774548179,3144
3007,Sunglasses,Foaming,Pinstripe Bandana,80s Kicks,Zombie,Swamp,None,None,57.82045033595311,3145
3008,Zombie,Bloody Fangs,Spiked Collar,Cyberpunk Boots,Pink,Swamp,None,None,55.767146357496955,3146
3009,Happy,Smiling,Pinstripe Bandana,None,Robot,Swamp,None,Banana Peel,42.654663280700746,3147
3010,Sunglasses,Cute Smile,None,Old Laces,Tan,SS Monke Biz,None,Hermit Crab,45.83289429769525,3148
3011,Sunglasses,Slippers,Spiked Collar,80s Kicks,Robot,Club Exterior,Mega Rocket Launcher,Bird,98.43005781633855,3149
3012,Happy,Cigarette,None,None,Cheetah,Swamp,None,None,13.453933161616,3150
3013,Wide,Bloody Fangs,BAYC Collar,None,Pink,Outhouse,None,BAYC Logo Hat Black,47.814522668894746,3151
3014,Wide,Smiling,Pinstripe Bandana,None,Pink,Swamp,None,None,29.115217172668505,3152
3015,Wide,Beer Can,None,None,Galaxy,Outhouse,Beer Kegs,White Headband,55.031163118314055,3153
3016,Angry,Cute Smile,None,None,Robot,Bar,None,None,23.913982598882164,3154
3017,Hypnotized,Cigar,Life Preserver,Leg Knife,Tan,SS Monke Biz,None,Rat,66.25221101521672,3155
3018,Bloodshot,Frog Legs,None,None,Tan,Swamp,None,Sushi Chef Headband,25.857794220162546,3156
3019,Cyborg,Frog Legs,None,Boots,Tan,SS Monke Biz,Beer Kegs,None,52.68327478164366,3157
3020,Wide,Drooling,BAYC Collar,Rain Boots,Pink,SS Monke Biz,Camo Pack,BAYC Logo Hat Black,89.3837285501798,3158
3021,X Eyes,Cyberjaw,BAYC Collar,None,Tan,Outhouse,Service Vest,Earbuds,64.47814463359963,3159
3022,Happy,Cigar,None,None,Black,Bar,None,Sushi Chef Headband,31.572687119349794,3160
3023,Sad,Bloody,None,None,Tan,Swamp,Beer Saddle,None,31.998956616875805,3161
3024,Radioactive,Ape Hand,Pink Collar,Rollerblades,Tan,SS Monke Biz,None,None,50.24891641422514,3162
3025,Closed,Smiling,Christmas Wreath,Cast,Tan,Swamp,None,Beanie,52.30959715528122,3163
3026,Heart Eyes,Blep,None,None,DMT,SS Monke Biz,None,BAYC Logo Hat Black,34.32069941231206,3164
3027,Closed,Happy,None,None,Brown,SS Monke Biz,Basketball Hoop,Fisherman's Hat,46.28189246202775,3165
3028,Confused,Fish,Pink Collar,Pink Combat Boots,Pink,Outhouse,None,None,54.223456301059805,3167
3029,Happy,Slippers,None,None,Brown,Outhouse,Beer Saddle,BAYC Logo Hat Black,47.244322860472856,3168
3030,Happy,Heavy Drooling,Pink Collar,None,Zombie,Swamp,Camo Pack,None,55.525488843839945,3169
3031,Closed,Bubblegum,Plaid Bowtie,None,Black,Swamp,None,None,28.058340054901464,3170
3032,Hypnotized,Fish,BAYC Collar,None,Tan,Club Exterior,None,Pirate Captain's Hat,45.821542747243726,3171
3033,Zombie,Smiling,Glow Necklace,None,Pink,Swamp,Doggie Pack,None,52.13976660683824,3172
3034,Sunglasses,Hot Dog,Flamingo Bandana,Combat Boots,Tan,SS Monke Biz,None,None,49.12411163677122,3173
3035,Happy,Bone,Ribbon,None,Brown,Swamp,None,None,29.183184936922473,3174
3036,Happy,Cute Smile,Red BAYC Bandana,Old Laces,Tan,Outhouse,None,Beer Helmet,61.51541257083284,3175
3037,Whatever,Cute Smile,Glow Necklace,None,Cheetah,Outhouse,None,Halo,51.54370191923545,3176
3038,Shutter Shades,Bone,Pink Collar,None,Brown,Bar,Camo Pack,None,61.20210029581139,3177
3039,Sad,Fish,Life Preserver,Rain Boots,Cheetah,Club Exterior,None,None,58.314868443168,3178
3040,Closed,Beer Can,None,None,Tan,Swamp,Cyberpunk Pack,None,27.744892915463247,3179
3041,Closed,Smiling,None,None,Zombie,Swamp,None,None,6.968658714730711,3180
3042,Pilot Goggles,Kazoo,None,None,Brown,Outhouse,None,Sea Captain's Hat,29.24372876504014,3181
3043,Sad,Growl,BAYC Collar,None,Tan,SS Monke Biz,None,Tie,42.54521063818279,3182
3044,X Eyes,Smiling,BAYC Collar,Kicks,Brown,Outhouse,Beer Saddle,Fisherman's Hat,81.7222640118744,3183
3045,Cyborg,Happy,None,Flask,Black,SS Monke Biz,None,None,34.294115082158996,3184
3046,Happy,Panting,None,None,Black,Club Exterior,Ninja Kunai,Sea Captain's Hat,50.12810122190514,3185
3047,Closed,Slippers,None,None,Galaxy,Outhouse,None,Beanie,27.78670451312718,3186
3048,Wide,Diamond Teeth,Red BAYC Bandana,High Tops,Pink,Swamp,None,None,55.34818363420479,3187
3049,Happy,Cigar,Spiked Collar,None,Zombie,Outhouse,Blue Pack,Tie,70.80384079299013,3189
3050,Suspicious,Smiling,Glow Necklace,Combat Boots,Black,SS Monke Biz,None,None,46.674432448416376,3191
3051,Happy,Heavy Drooling,Red Collar With Bone,Kicks,Black,Swamp,None,None,48.74287327066161,3192
3052,Shutter Shades,Smiling,None,None,Tan,Swamp,None,None,5.334065038548381,3193
3053,Sad,Bubblegum,None,None,Tan,Club Exterior,Jetpack,Sea Captain's Hat,50.94339473402396,3194
3054,Closed,Ape Hand,BAYC Collar,None,Black,Swamp,None,None,24.75918452745071,3195
3055,Closed,Loogie,None,None,Pink,Club Exterior,Blue Pack,None,35.19604411458697,3196
3056,Happy,Tennis Ball,None,Kicks,Brown,Outhouse,None,Trippy Captain's Hat,45.3006625831666,3197
3057,Happy,Slippers,None,None,Brown,Swamp,Demon Wings,Bow,47.63691671212781,3198
3058,Suspicious,Rose,Gold Links,Flippers,Brown,Club Exterior,Basketball Hoop,Banana Peel,92.47085746785116,3199
3059,Happy,Cigarette,None,Flask,Tan,Outhouse,None,Sea Captain's Hat,41.20908374522767,3200
3060,Wide,Bloody,None,None,Tan,Outhouse,None,Spinner Hat,25.77478673042968,3201
3061,Happy,Hot Dog,None,None,Mega Death Bot,Swamp,Jetpack,Fisherman's Hat,51.736065346957346,3202
3062,X Eyes,Drooling,None,Flippers,Black,SS Monke Biz,None,Tie,49.109196527747024,3203
3063,Confused,Stache,None,None,Cheetah,SS Monke Biz,Rocket Launcher,None,40.318221632266216,3204
3064,Sunglasses,Smiling,None,High Tops,Brown,Club Exterior,None,Hermit Crab,45.80264774237883,3205
3065,Goofy,Hot Dog,None,Rollerblades,Black,Swamp,None,None,32.35391300170553,3206
3066,Angry,Smiling,None,Boots,Brown,Outhouse,None,None,27.107113769829265,3207
3067,Angry,Drooling,BAYC Collar,None,Galaxy,SS Monke Biz,Blue Pack,None,57.34092374558632,3208
3068,Zombie,Drooling,None,Combat Boots,Robot,Club Exterior,None,Fez,55.59744277917935,3209
3069,Closed,Smiling,Flamingo Bandana,Combat Boots,Brown,Swamp,Beer Saddle,Rat,78.91434360058138,3210
3070,Closed,Kazoo,None,Flask,Tan,Club Exterior,None,Tie,43.2473082842424,3211
3071,Wide,Bubblegum,None,None,Tan,Club Exterior,Doggie Pack,Cowboy Hat,51.44541566692876,3212
3072,Bloodshot,Smiling,None,None,Brown,Outhouse,None,Sea Captain's Hat,22.600143224504276,3213
3073,Wide,Fire Breath,Flamingo Bandana,None,Mega Death Bot,Swamp,Fishing Lures,None,61.262586321328506,3214
3074,Hero Mask,Frog Legs,BAYC Collar,Flippers,Brown,Swamp,Blue Pack,Bird,87.14946143720643,3215
3075,Anime,Bubblegum,Gold Links,High Tops,Brown,SS Monke Biz,Beer Kegs,None,74.71003081244476,3216
3076,Robot,Cute Smile,BAYC Collar,None,Brown,Outhouse,None,Rain Hat,45.7234062734799,3217
3077,Goofy,Smiling,Spiked Collar,Kicks,Black,Club Exterior,Toilet Paper Dispenser,Missile Launcher,87.42496012677745,3218
3078,Cyberware,Gold Teeth,None,None,Brown,Club Exterior,None,Fez,32.82211990200562,3219
3079,Happy,Drooling,None,80s Kicks,Tan,Swamp,Beer Saddle,None,49.237219050209305,3220
3080,Closed,Diamond Teeth,BAYC Collar,Rain Boots,Robot,Club Exterior,Basketball Hoop,None,74.34010939521684,3221
3081,Sunglasses,Smiling,Hawaiian Bandana,None,Zombie,SS Monke Biz,None,Fez,46.60282800303916,3222
3082,Confused,Smiling,None,None,Tan,Club Exterior,None,None,7.855682467293663,3223
3083,Pilot Goggles,Cigar,None,None,Black,Outhouse,None,Banana Peel,29.039935957592867,3224
3084,Goofy,Loogie,BAYC Collar,None,Solid Gold,SS Monke Biz,Beer Saddle,Bird,72.89855180830729,3225
3085,Angry,Drooling,Spiked Collar,None,Mega Death Bot,Swamp,Ninja Kunai,None,60.904028639854126,3226
3086,Closed,Stache,Plaid Bowtie,Space Boots,Death Bot,Swamp,Beer Kegs,White Headband,89.53095075038463,3227
3087,Goofy,Heavy Drooling,USA Bandana,High Tops,Radioactive,Club Exterior,None,Bow,75.7406986342155,3228
3088,Heart Eyes,Kazoo,None,Old Laces,Black,Outhouse,Blue Pack,BAYC Logo Hat Black,70.60002242751949,3229
3089,Sunglasses,Beer Can,None,None,DMT,Swamp,None,None,18.14984708974061,3230
3090,Goofy,Bloody Fangs,Hawaiian Bandana,Pink Combat Boots,Brown,Outhouse,None,None,52.777827239615796,3231
3091,Zombie,Heavy Drooling,BAYC Collar,Flippers,Radioactive,Club Exterior,None,Sushi Chef Headband,73.69880203106678,3232
3092,Closed,Ape Hand,None,Flippers,Cheetah,Club Exterior,Beer Kegs,Beanie,70.3282241162784,3233
3093,Pilot Goggles,Hot Dog,None,Cast,Galaxy,SS Monke Biz,None,None,37.4195364164215,3234
3094,Closed,Stache,BAYC Collar,None,Tan,Club Exterior,None,None,25.291429209958366,3235
3095,Robot,Smiling,None,None,Cyberpunk,Outhouse,None,Pirate Captain's Hat,28.288761622303742,3236
3096,3D Glasses,Cyberjaw,BAYC Collar,Kicks,Zombie,SS Monke Biz,Beer Kegs,Hermit Crab,91.6104349115859,3237
3097,Radioactive,Slippers,None,None,Brown,Swamp,Beer Kegs,Purple Headband,50.939636568158306,3238
3098,Robot,Foaming,None,None,Tan,Outhouse,None,Shrunken Head,26.767569838476806,3239
3099,Confused,Gold Teeth,None,Leg Knife,Tan,SS Monke Biz,Blue Pack,Sea Captain's Hat,67.49375989696618,3240
3100,Heart Eyes,Heavy Drooling,None,None,Brown,Swamp,None,None,13.921996952003731,3241
3101,Wide,Tennis Ball,Pink Collar,None,Black,Swamp,Blue Pack,None,53.98172055601328,3242
3102,Bloodshot,Smiling,None,None,Brown,SS Monke Biz,None,None,8.146377369303636,3243
3103,Suspicious,Bored,Lei,Rain Boots,Tan,Club Exterior,None,None,52.0455561622582,3244
3104,Closed,Panting,None,None,Tan,Outhouse,None,None,5.651224348310044,3245
3105,Closed,Diamond Teeth,None,None,Pink,Club Exterior,None,Tie,28.949291434295056,3246
3106,Shutter Shades,Bored,None,None,Black,Outhouse,None,None,13.616263110668358,3247
3107,Happy,Goofball,None,None,Noise,Club Exterior,Beer Saddle,None,39.427438915168686,3248
3108,Mystic Eye,Ape Hand,None,High Tops,Cyberpunk,SS Monke Biz,None,None,38.710449358566166,3249
3109,Snorkel Gear,Happy,None,None,Zombie,SS Monke Biz,None,None,19.210565721868093,3250
3110,Happy,Bloody,None,Pink Combat Boots,Cyberpunk,Outhouse,Beer Saddle,None,56.178413482573895,3251
3111,Confused,Ape Hand,None,None,Brown,Outhouse,None,Banana Peel,28.39441087504327,3252
3112,Bloodshot,Bored,Ribbon,None,Black,SS Monke Biz,Service Vest,None,54.29496011291748,3253
3113,Heart Eyes,Smiling,None,None,Cheetah,SS Monke Biz,Space Pack,Fisherman's Hat,49.77706144199689,3254
3114,Whatever,Smiling,None,None,Robot,Outhouse,Cyberpunk Pack,Fez,49.45625248939068,3255
3115,Happy,Smiling,None,None,Tan,SS Monke Biz,Camo Pack,Sea Captain's Hat,38.343894913559936,3256
3116,Happy,Bored,Spiked Collar,None,Brown,Swamp,None,Sea Captain's Hat,43.843663107140806,3257
3117,Happy,Foaming,Red Collar With Bone,Combat Boots,Tan,Outhouse,None,Cowboy Hat,60.48125349289401,3258
3118,Angry,Hot Dog,Ribbon,None,Noise,SS Monke Biz,Service Vest,None,59.13377742200841,3259
3119,Happy,Fish,None,Flask,Pink,Outhouse,None,Fez,46.002727990134176,3260
3120,X Eyes,Smiling,Camo Bandana,None,Brown,SS Monke Biz,None,None,28.292325159785612,3261
3121,Goofy,Frog Legs,Japanese Bandana,Space Boots,Brown,Club Exterior,Beer Kegs,Sea Captain's Hat,92.5124131048746,3262
3122,Robot,Fish,None,None,Brown,Club Exterior,None,None,16.6965204426025,3263
3123,Closed,Frog Legs,None,Cast,Death Bot,Outhouse,None,None,32.08974266696318,3264
3124,Closed,Smiling,None,None,Black,SS Monke Biz,Ninja Kunai,Tie,40.41998769987442,3265
3125,Angry,Loogie,None,Space Boots,Black,Swamp,Beer Kegs,Sea Captain's Hat,70.06408169253478,3266
3126,Shutter Shades,Bored,BAYC Collar,Rain Boots,Tan,Swamp,Cyberpunk Pack,None,69.09014997197103,3267
3127,Sad,Foaming,None,None,Radioactive,Club Exterior,None,None,21.641569686482043,3268
3128,Radioactive,Bored,None,None,Pink,Swamp,None,None,15.764136484548223,3269
3129,Confused,Bloody Fangs,Whiskey Barrel,None,DMT,Club Exterior,Demon Wings,None,64.11597502734348,3270
3130,Whatever,Tennis Ball,None,Old Laces,Pink,Swamp,Fishing Lures,Party Hat,73.28352672052047,3271
3131,Hero Mask,Confused,None,High Tops,Zombie,Swamp,None,Sushi Chef Headband,53.67628785728136,3272
3132,Holographic Visor,Smiling,Japan Bandana,None,Robot,Swamp,None,None,32.58042071000666,3273
3133,Happy,Smiling,Life Preserver,Boots,Brown,SS Monke Biz,None,Beanie,57.63149715234713,3274
3134,Cyberware,Growl,Hawaiian Bandana,None,Galaxy,Club Exterior,None,Missile Launcher,56.786431206316394,3275
3135,Whatever,Slippers,None,None,Mega Death Bot,Outhouse,None,Beer Helmet,33.87531198472394,3276
3136,3D Glasses,Smiling,Ribbon,None,Brown,Swamp,None,None,27.34864469469481,3278
3137,Heart Eyes,Stache,None,None,Pink,Club Exterior,Beer Saddle,Beanie,55.21229725272882,3280
3138,Closed,Rose,None,Combat Boots,Radioactive,SS Monke Biz,Toilet Paper Dispenser,None,55.92176734828265,3281
3139,Mystic Eye,Smiling,BAYC Collar,None,Black,Outhouse,Service Vest,None,46.53083592480815,3282
3140,Cyberpunk Visor,Cyberjaw,None,None,Galaxy,SS Monke Biz,Beer Saddle,Halo,56.92967038059058,3283
3141,Happy,Rose,None,None,Tan,Swamp,None,Fisherman's Hat,22.056607931343112,3284
3142,Wide,Bloody,None,Cast,Tan,SS Monke Biz,None,None,29.507822820952285,3285
3143,Closed,Loogie,Life Preserver,Boots,Brown,SS Monke Biz,None,None,47.64072479881803,3286
3144,Happy,Cute Smile,Red Collar With Bone,None,Mega Death Bot,Swamp,None,Purple Headband,49.02989569800106,3287
3145,Goofy,Bloody Fangs,None,None,Cheetah,Swamp,Blue Pack,Hermit Crab,54.19701863442451,3288
3146,Closed,Beer Can,Pinstripe Bandana,Rain Boots,Cheetah,SS Monke Biz,None,None,50.64522832308411,3289
3147,Closed,Smiling,None,None,Pink,SS Monke Biz,Rocket Launcher,Beanie,41.963746158696416,3290
3148,Closed,Bone,Golden Bone Necklace,Flask,Galaxy,Swamp,None,Rat,67.27501815325829,3291
3149,Hypnotized,Hot Dog,None,None,Cheetah,Outhouse,None,Sea Captain's Hat,31.557644633603754,3292
3150,Closed,Heavy Drooling,None,None,Pink,SS Monke Biz,None,Sea Captain's Hat,25.69171043395589,3293
3151,Happy,Diamond Teeth,None,Leg Knife,Cyberpunk,Swamp,None,None,34.84901687164986,3294
3152,Closed,Slippers,Camo Bandana,Kicks,Pink,SS Monke Biz,None,Bow,64.82551155039596,3295
3153,Cyberpunk Visor,Bloody Fangs,None,Flask,Cyberpunk,Swamp,None,Sea Captain's Hat,53.585732188256785,3296
3154,Goofy,Ape Hand,None,Boots,Black,Outhouse,None,Santa Hat,47.773006339855385,3297
3155,Closed,Confused,None,Boots,Galaxy,Bar,Rocket Launcher,None,61.48139646386749,3298
3156,Sad,Growl,None,None,DMT,Swamp,None,Fez,33.00330987062422,3299
3157,Anime,Happy,Spiked Collar,Rollerblades,Tan,SS Monke Biz,Mega Rocket Launcher,Fisherman's Hat,88.0175398723165,3300
3158,3D Glasses,Growl,None,None,Tan,Bar,Fishing Lures,Cowboy Hat,54.34798445426031,3301
3159,Radioactive,Goofball,Plaid Bowtie,None,Pink,Swamp,None,Cowboy Hat,49.83007949612037,3302
3160,Cyberpunk Visor,Cigar,BAYC Collar,None,Tan,Club Exterior,Beer Saddle,None,53.10978488725826,3303
3161,Goofy,Cigar,Hawaiian Bandana,Cast,Solid Gold,Outhouse,Beer Saddle,Cowboy Hat,93.94655499550379,3305
3162,Closed,Stache,Beer Can Necklace,Fresh Laces,Brown,Outhouse,Jetpack,Bow,85.0208726784036,3306
3163,Snorkel Gear,Happy,Gold Links,None,Brown,SS Monke Biz,None,None,34.301637305406224,3307
3164,Happy,Kazoo,Glow Necklace,Leg Knife,Tan,Club Exterior,Blue Pack,BAYC Flipped Brim Hat,86.13423313172184,3308
3165,Closed,Cyberjaw,Japan Bandana,Cast,Death Bot,Swamp,None,Rat,67.07876604466983,3309
3166,Closed,Goofball,None,None,Death Bot,Club Exterior,None,Swamp Turtle,31.357551802061757,3310
3167,Sad,Goofball,None,None,Tan,Outhouse,Camo Pack,Sea Captain's Hat,46.78015484077999,3311
3168,Pilot Goggles,Bone,None,None,Cheetah,Swamp,None,None,17.387335744981268,3312
3169,Happy,Ape Hand,Red BAYC Bandana,None,Zombie,Club Exterior,Camo Pack,Rat,74.3592005542646,3314
3170,Happy,Growl,None,Cyberpunk Boots,Death Bot,Swamp,None,Fez,49.788545081610444,3315
3171,Cyberpunk Visor,Ape Hand,None,None,Black,Club Exterior,Beer Saddle,Shrunken Head,54.53292354048551,3316
3172,Closed,Foaming,None,Cast,Cheetah,Outhouse,None,None,31.078127064611067,3318
3173,Goofy,Bone,None,Kicks,Tan,SS Monke Biz,None,None,30.27412889049628,3320
3174,Cyberpunk Visor,Growl,None,None,Radioactive,Swamp,None,None,19.614504444451008,3321
3175,Wide,Slippers,None,None,Robot,SS Monke Biz,Blue Pack,Cowboy Hat,54.683859092020924,3322
3176,Radioactive,Bubblegum,Ribbon,Gold Kicks,Cheetah,SS Monke Biz,Camo Pack,None,80.16751448681471,3323
3177,Confused,Bloody,None,Rollerblades,Brown,SS Monke Biz,None,Rain Hat,48.977063200207574,3324
3178,Goofy,Fish,None,None,Tan,SS Monke Biz,None,Shrunken Head,26.095595681568035,3325
3179,Zombie,Smiling,None,Flask,Zombie,SS Monke Biz,Blue Pack,Banana Peel,68.70913056027271,3326
3180,Suspicious,Smiling,None,None,DMT,Outhouse,Beer Kegs,None,34.10145169345882,3327
3181,Happy,Panting,None,None,Black,Swamp,None,Fisherman's Hat,25.08017395118821,3328
3182,Sunglasses,Rose,Spiked Collar,None,Pink,Swamp,None,None,35.192469951749175,3329
3183,Sunglasses,Kazoo,None,Rollerblades,Cyberpunk,Outhouse,None,None,38.69539114573281,3330
3184,Wide,Goofball,None,None,Pink,SS Monke Biz,Camo Pack,Rat,52.86459094296402,3331
3185,Happy,Panting,Plaid Bowtie,Gold Kicks,Pink,Swamp,None,Sushi Chef Headband,66.92777938782622,3332
3186,Happy,Bloody,None,None,Tan,SS Monke Biz,Camo Pack,Sushi Chef Headband,44.48139272147321,3333
3187,Sunglasses,Bone,None,None,Black,Swamp,None,Missile Launcher,28.318923251487732,3334
3188,Happy,Drooling,None,Leg Knife,Tan,SS Monke Biz,Rocket Launcher,Missile Launcher,64.67807785512191,3335
3189,Sunglasses,Ape Hand,None,Leg Knife,Tan,Swamp,Cyberpunk Pack,Bird,67.78064551459158,3336
3190,Glowing Red,Rose,Camo Bandana,None,DMT,Swamp,None,Sushi Chef Headband,53.906551759652174,3337
3191,Bloodshot,Red Raybeam,None,Gold Kicks,Tan,Outhouse,Rocket Launcher,None,53.88356521997333,3338
3192,Heart Eyes,Stache,None,None,DMT,SS Monke Biz,None,None,18.96144023511782,3339
3193,Angry,Golden Hot Dog,None,Old Laces,Black,Club Exterior,None,None,36.70610451327873,3340
3194,Happy,Cute Smile,None,Combat Boots,Brown,Club Exterior,None,White Headband,47.10107347076124,3341
3195,X Eyes,Bloody,None,None,Brown,Swamp,None,None,13.869166427396806,3342
3196,Closed,Hot Dog,Life Preserver,None,Cheetah,Outhouse,None,None,30.598693249164537,3343
3197,Radioactive,Cute Smile,None,Boots,Galaxy,Club Exterior,None,None,41.06579348472742,3344
3198,Happy,Drooling,None,None,Robot,Bar,Fishing Lures,White Headband,58.17142957161228,3345
3199,Sad,Tennis Ball,BAYC Collar,Boots,Tan,Outhouse,None,None,46.13470956903442,3346
3200,Closed,Hot Dog,None,None,Brown,Outhouse,None,None,7.66321290900365,3347
3201,Closed,Fish,None,High Tops,Black,Outhouse,None,Sea Captain's Hat,42.367865323362494,3348
3202,Angry,Smiling,None,None,Solid Gold,Club Exterior,None,None,16.21335047752838,3349
3203,Sad,Rose,Flamingo Bandana,None,Black,Club Exterior,None,Santa Hat,51.166237441597985,3350
3204,Cyberpunk Visor,Bored,None,None,Tan,Swamp,None,Cowboy Hat,25.86913279784521,3351
3205,Sad,Blep,None,None,Black,Outhouse,None,None,13.521910753715794,3352
3206,Closed,Hot Dog,None,None,Death Bot,SS Monke Biz,Space Pack,None,35.652816123125525,3353
3207,Hero Mask,Hot Dog,None,None,Tan,Swamp,None,Sea Captain's Hat,25.219873932085857,3354
3208,Sunglasses,Smiling,None,None,DMT,Swamp,None,None,12.585707293058315,3355
3209,Goofy,Rainbow Teeth,None,Gold Kicks,Robot,Swamp,None,Shrunken Head,53.9329391075963,3356
3210,Bloodshot,Tennis Ball,None,None,Black,Outhouse,None,Santa Hat,28.756821083516577,3357
3211,3D Glasses,Smiling,None,None,Tan,Swamp,None,Pimp Hat,20.50893286064663,3358
3212,Closed,Gold Teeth,Whiskey Barrel,Rain Boots,Pink,Outhouse,None,Bird,64.87459334761458,3359
3213,Happy,Smiling,None,None,Pink,Swamp,None,None,6.138096642187526,3360
3214,Happy,Bone,None,None,Tan,Swamp,None,None,6.738364931187569,3361
3215,Wide,Smiling,None,None,Radioactive,SS Monke Biz,None,Cowboy Hat,28.039571256567086,3362
3216,Blue Beams,Bored,None,None,Pink,Swamp,None,None,16.164268289473423,3363
3217,Closed,Fish,None,None,Black,Outhouse,None,Beanie,22.524705528726308,3364
3218,Closed,Loogie,None,None,Brown,Outhouse,Beer Saddle,Fez,45.413692148171435,3365
3219,Radioactive,Rose,None,Space Boots,Death Bot,Bar,None,Santa Hat,60.59479137381315,3366
3220,Goofy,Goofball,Gold Links,Rain Boots,Pink,Swamp,Fishing Lures,None,76.06871848887901,3367
3221,Closed,Hot Dog,Christmas Wreath,None,Tan,Outhouse,None,Bow,38.84618869851246,3368
3222,Closed,Goofball,None,Rollerblades,Black,SS Monke Biz,None,Fez,42.896262605865225,3370
3223,Sad,Slippers,Lei,Fresh Laces,Tan,Outhouse,None,None,49.7544986918979,3371
3224,Zombie,Hot Dog,Golden Bone Necklace,None,Tan,Bar,None,BAYC Logo Hat Black,50.951126890926425,3372
3225,Heart Eyes,Bloody Fangs,Christmas Wreath,Flippers,Cheetah,Swamp,None,Bow,71.1436563878894,3373
3226,Happy,Bloody,None,None,Brown,SS Monke Biz,Beer Kegs,Missile Launcher,46.66304905604412,3374
3227,Closed,Kazoo,None,Combat Boots,Black,Bar,None,Sea Captain's Hat,48.87512295795812,3375
3228,3D Glasses,Smiling,BAYC Collar,None,Brown,Outhouse,None,Swamp Turtle,40.23138755280578,3376
3229,Suspicious,Fish,Ribbon,Combat Boots,Mega Death Bot,SS Monke Biz,Beer Kegs,White Headband,94.18055268703304,3377
3230,Closed,Smiling,Golden Bone Necklace,None,Death Bot,Swamp,None,Santa Hat,42.12248857342572,3378
3231,Angry,Goofball,Pink Collar,High Tops,Cheetah,SS Monke Biz,None,Beanie,69.85285549023288,3379
3232,Happy,Happy,None,Leg Knife,Black,Swamp,Cyberpunk Pack,BAYC Logo Hat Black,67.4673591796227,3380
3233,Happy,Cute Smile,Black BAYC Bandana,Rain Boots,Black,SS Monke Biz,Service Vest,None,70.24883995140289,3381
3234,Angry,Smiling,None,Rollerblades,Zombie,Swamp,None,Sea Captain's Hat,46.78030855480296,3382
3235,Suspicious,Confused,None,None,Black,Outhouse,None,None,13.563445953452153,3383
3236,Confused,Tennis Ball,BAYC Collar,Boots,Brown,Bar,Cyberpunk Pack,White Headband,93.15395947274514,3384
3237,Robot,Cute Smile,Ribbon,Kicks,Zombie,SS Monke Biz,Beer Saddle,Rain Hat,94.66362869308955,3385
3238,Happy,Ape Hand,Spiked Collar,Rain Boots,Cheetah,Club Exterior,None,None,55.01226417596041,3386
