,Environment,Hand,Ear Accessory,Mouth Accessory,Hair,Eyewear,Brow,Eyes,Mouth,Clothing,Necklace,Face Attachment,Body Attachment,Markings,Body,Background,Mask,Rarity score,Token Id
4112,No Environment,Unarmed,Silver Earring,Bubblegum Yellow,Parted Long Straight,No Eyewear,Brow Type 1,Blue Eyes 3,Slight Smile Pink,Zebra Hoodie Up,Choker,Slugger Paint,Robo Spine,No Markings,Skintone 1,Red,None,40.795471807463116,4112
4113,No Environment,Bandage Arm,Broken Heart Earring,No Accessory,Host Hair,Glasses 2,Brow 3,Violet Eyes 1,Neutral,Kimono,No Necklace,No Attachment,Tattoo Flowers,Robo Spine,Skintone 3,Blue,None,32.82450708522689,4113
4114,No Environment,Robo Call me Red,Kiwami Studs,No Accessory,Riki Short Orange,No Eyewear,Brow 3,Black Eyes 2,Smirk,Olive Hoodie Walkie Talkie,No Necklace,X Scar,No Attachment,Robo Spine,Skintone 2,White,None,25.6967419394534,4114
4115,No Environment,Mox Claw,Ronan Earring,No Accessory,Parted Long Straight,No Eyewear,Brow Type 4,Deep Eyes 1,Smile Red,Green Anonymice Hoodie Up,Dog Tags,No Attachment,Kitty Tattoo,Barcode,Skintone 1,Blue,None,29.205023460494665,4115
4116,Sakura Chiru,Beer Can Black,Robo Earphone,Jaw Guard Orange,Mage Blue,Sunglasses G,Brow 1,Small Eyes 1,Slight Open,Okinawan Shirt,No Necklace,Star Tattoo,Single Tattoo,No Markings,Skintone 3,Magenta,None,65.3433603211284,4116
4117,No Environment,Electric Skateboard Cyan,Ronan Earring,No Accessory,Ronin Hair,No Eyewear,Brow Type 2,Orange Eyes 3,Neutral Purple,Short Sleeveless Jacket V,Wave Necklace,No Attachment,No Attachment,No Markings,Skintone 1,Blue,None,11.7708889792524,4117
4118,No Environment,Unarmed,Earloops,No Accessory,Parted Long Straight Plus Black,No Eyewear,Brow Type 5,Eyes Closed 1,Laugh Pink,Green Camo Hoodie Up,Gold Pearls,No Attachment,No Attachment,No Markings,Skintone 1,Blue,None,7.2223782850039235,4118
4119,Sakura Chiru,Unarmed,Piercings,No Accessory,Pompadour Tan,White Sunglasses,Brow 1,Yellow Eyes 1,Grit,Suit and Tie,Gold Pearls,No Attachment,Tattoo Flowers,No Markings,Skintone 1,Magenta,None,38.61054582363381,4119
4120,No Environment,Unarmed,Broken Heart Earring,No Accessory,Parted Long Straight Violet,No Eyewear,Brow Type 1,Brown Eyes 1,Slight Open Red,Happi Checkerboard and Sarashi,Wave Necklace,No Attachment,Robo Spine,Mole,Skintone 1,Blue,None,22.04507471724758,4120
4121,No Environment,Unarmed,Earring,No Accessory,Redlin tail Green,No Eyewear,Brow Type 1,Green Eyes 1,Laugh Pink,Suit and Tie,Dog Tags,Teardrop tattoo,No Attachment,No Markings,Skintone 3,Black Gray,None,16.983763523829467,4121
4122,None,None,Robo Earphone Black,None,Karen Short Red,No Eyewear,Brow Type 5,Blue Eyes 3,Slight Smile Pink,None,None,None,None,None,Tengu 4 Skintone 1 smonk,Pure Black,Hanya Mask,99.43280750812788,4122
4123,No Environment,Robo Call me Titanium,Ronan Earring Gold,Bubblegum Yellow,Curled Back,No Eyewear,Brow 5,Small Eyes 2,Slight Smile,Suit and Bowtie Yellow,Gold Pearls,Stubble,No Attachment,No Markings,Skintone 3,Magenta,None,36.829977836074676,4123
4124,No Environment,Drone Without Logo,Robo Earphone,No Accessory,Mega Fro,Round Glasses,Brow 1,Small Eyes 2,Neutral,Hanging White Jacket and Shirt,Dog Tags,No Attachment,Tattoo Dragon,Kitty Tattoo,Skintone 1,White,None,37.06793264022692,4124
4125,Sakura Chiru,Unarmed,Bead Earring,No Accessory,Ponytail Plus,Sunglasses S,Brow Type 3,Orange Eyes 3,Smirk Red,Happi Red,Gold Pearls,No Attachment,Kanji Tattoo,Mole,Skintone 1,Blue,None,48.635090953026754,4125
4126,No Environment,Drone Without Logo,No Earring,No Accessory,Dreads,No Eyewear,Brow 6,Green Eyes 2,Smirk,Black Suit and Tie,No Necklace,13 tattoo,Single Tattoo,No Markings,Skintone Radioactive,Black Gray,None,24.93865744973381,4126
4127,No Environment,Unarmed,Earloops,No Accessory,Shojo Blue,Sunglasses G,Brow Type 2,Pink Eyes 1,Grit Red,Spider Bra With Jacket,Wave Necklace,Teardrop tattoo,Robo Spine,No Markings,Skintone 2,Moss,None,37.46137036755837,4127
4128,No Environment,Umbrella Yellow,Cross Earring,No Accessory,Parted Long Straight,No Eyewear,Brow Type 5,Eyes Closed 1,Slight Smile Red,Fur Jacket Green,No Necklace,No Attachment,Robo Spine,No Markings,Skintone 3,Moss,None,13.810905646682778,4128
4129,No Environment,Umbrella Yellow,Thunder Earring,No Accessory,Mega Fro Brown,Glasses 2,Brow Type 1,Eyes Closed 1,Smile Purple,Kebaya,Dog Tags,Face Tattoo,Robo Spine,No Markings,Skintone 2,Moss,None,40.62788177090344,4129
4130,No Environment,Robo Call me,Robo Ear,Cigarette,Messy,No Eyewear,Brow 3,Redline Eyes 1,Slight Open,Green Camo Hoodie Up,No Necklace,No Attachment,Single Tattoo,Mole,Skintone 3,Red,None,33.95550909385954,4130
4131,No Environment,Unarmed,No Earring,No Accessory,Parted Long Straight,No Eyewear,Brow Type 5,Pink Eyes 2,Neutral Pinkk,Suit and Ribbon Tie,Chain Necklace,Face Tattoo,Robo Spine,Barcode,Skintone 1,Blue,None,30.57567954302333,4131
4132,No Environment,Dango,No Earring,No Accessory,Dreads 2,Round Glasses,Brow 3,Black Eyes 2,Slight Open,Tank top Camo,Kiwami Pendant,No Attachment,Single Tattoo,No Markings,Skintone 3,Red,None,22.835867327151558,4132
4133,No Environment,Drone Without Logo,Thunder Earring,No Accessory,Middle Parted Plus with Headband,No Eyewear,Brow 1,Green Eyes 2,Smirk,Suit and Tie,No Necklace,No Attachment,Single Tattoo,No Markings,Skintone 1,Black Gray,None,9.890203326118977,4133
4134,No Environment,Dango,Piercings,No Accessory,Curled Back,No Eyewear,Brow 2,Violet Eyes 1,Neutral,Happi Kiwami Black Red,Chain Necklace,No Attachment,No Attachment,Mole,Skintone 1,Black Gray,None,15.931783232234608,4134
4135,No Environment,Robo Call me Red,No Earring,No Accessory,Curled Back With Hachimaki,No Eyewear,Brow 6,Blue Eyes 1,Open,Suit and Bowtie,Dog Tags,Face Scar,Single Tattoo,No Markings,Skintone 1,White,None,25.098091878757394,4135
4136,None,None,Zorro Earring,None,Hime Cut,No Eyewear,Brow Type 2,Pink Eyes 2,Slight Smile Red,None,None,None,None,None,Tengu 3 Skintone 3,Pure Black,Hanya Mask,98.7102970878717,4136
4137,Momiji Chiru,Den Den Daiko Wave Blue,No Earring,Cigarette,Messy,Sunglasses G,Brow 5,Deep Eyes 2,Slight Open,Terry Jacket,Gold Pearls,No Attachment,Tattoo Dragon,Robo Spine,Skintone 1,White,None,61.106817863588624,4137
4138,No Environment,Robo Call me Red,No Earring,No Accessory,Pompadour Tan,White Sunglasses,Brow 2,Black Eyes 2,Tongue Out,Samurai,No Necklace,No Attachment,Tattoo Dragon,Robo Spine,Skintone 3,Blue,None,32.035248992583746,4138
4139,Momiji Chiru,Robo Call me Red,Square Earring,No Accessory,Riki Short,No Eyewear,Brow 6,Black Eyes 2,Tongue Out,Kimono Blue,Chain Necklace,No Attachment,No Attachment,No Markings,Skintone 2,Red,None,26.72998119702613,4139
4140,No Environment,Unarmed,Ronan Earring Gold,No Accessory,Baseball Cap Forward Navy,Sunglasses S,Brow Type 2,Pink Eyes 1,Neutral Pinkk,Happi Blue and Sarashi,Kiwami Pendant,No Attachment,Robo Spine,No Markings,Skintone 2,Black Gray,None,24.82434607698765,4140
4141,No Environment,Beer Can,Kiwami Studs,Bubblegum Yellow,Ponytail Plus Pink,Glasses 2,Brow Type 1,Cat Eyes 1,Neutral Red,Happi Red and Sarashi,Choker,Star Tattoo,No Attachment,Mole,Skintone 2,Blue,None,58.185574032073994,4141
4142,No Environment,Unarmed,Zorro Earring,No Accessory,Redlin Short Cyan,No Eyewear,Brow Type 5,Eyes Closed 1,Smile Pink,Mox Jacket Camo Brown,Gold Pearls,Slugger Paint,Robo Spine,Mole,Skintone 1,Blue,None,32.21150178066042,4142
4143,No Environment,Unarmed,Kanzashi and Earring,Bubblegum Pink,Ponytail Plus,No Eyewear,Brow Type 1,Cat Eyes 1,Slight Open Pink,Sarashi,No Necklace,No Attachment,No Attachment,No Markings,Skintone Radioactive,Blue,None,24.984033297519247,4143
4144,No Environment,Baseball Bat Black,Earring,No Accessory,Middle Parted,Patch with logo,Brow 1,Black Eyes 2,Smirk,Suit and Bowtie Yellow,Chain Necklace,Stubble,Tattoo Flowers,No Markings,Skintone 3,Red,None,35.82932861566084,4144
4145,No Environment,Electric Skateboard Gold,Bead Earring,No Accessory,Baseball Cap Forward Black,Sunglasses,Brow 4,Blue Eyes 2,Neutral,Zebra Hoodie Up,Chain Necklace,No Attachment,Tattoo Dragon,Robo Spine,Skintone 3,Magenta,None,35.64304733136443,4145
4146,Momiji Chiru,Unarmed,Zorro Earring,Bubblegum Yellow,Parted Long Straight Red,No Eyewear,Brow Type 5,Red Eyes 1,Slight Open Purple,Short Sleeveless Jacket V Camo 2,Gold Pearls,Plaster,No Attachment,No Markings,Skintone 2,Moss,None,49.31037823126927,4146
4147,No Environment,Brass Knuckle,No Earring,Bubblegum Yellow,Slick Back,Sunglasses,Brow 2,Eyes Closed,Neutral,Suit and Tie With Pin,Wave Necklace,No Attachment,No Attachment,Robo Spine,Skintone Radioactive,Magenta,None,47.84841784320302,4147
4148,No Environment,Drone Without Logo,Earring,Cigarette,Middle Parted Dual Tone,No Eyewear,Brow 3,Green Eyes 1,Neutral,Green Camo Hoodie Up,No Necklace,No Attachment,No Attachment,No Markings,Skintone 2,Black Gray,None,18.630184004254552,4148
4149,No Environment,Unarmed,Kiwami Studs,Cigarette,Knit Beanie Gray Anarchy Blonde,No Eyewear,Brow Type 2,Deep Eyes 1,Smirk Red,Happi Blue and Sarashi,Gold Pearls,No Attachment,No Attachment,No Markings,Skintone 1,Blue,None,19.976273078331833,4149
4150,No Environment,Brass Knuckle Pink Glove,Silver Chain Earring,No Accessory,Medium Violet,White Sunslasses,Brow Type 5,Pink Eyes 2,Grit Red,Suit and Open Collar,Chain Necklace,Slugger Paint,Kanji Tattoo,No Markings,Skintone 1,Blue,None,42.27427013728701,4150
4151,No Environment,Unarmed,Gold Chain Earring,No Accessory,Medium,Sunglasses,Brow Type 5,Blue Eyes 3,Slight Smile Red,Kebaya Black Gold,No Necklace,No Attachment,Robo Spine,Barcode,Skintone 2,White,None,27.808367227320264,4151
4152,No Environment,Unarmed,Silver Earring,No Accessory,Parted Long Straight Plus Yellow,No Eyewear,Brow Type 3,Red Eyes 1,Slight Open Red,Tank Sandyterrain,No Necklace,Slugger Paint,No Attachment,No Markings,Skintone 1,Moss,None,16.293972518622187,4152
4153,No Environment,Traditional Umbrella Yellow With Pattern,No Earring,No Accessory,Curled Back Blond,Sunglasses G,Brow 5,Violet Eyes 1,Slight Smile,Black Suit and Tie,Gold Pearls,No Attachment,No Attachment,No Markings,Skintone 2,Blue,None,18.188696885623337,4153
4154,No Environment,Unarmed,Ruby Earring,No Accessory,Redlin Short,No Eyewear,Brow Type 2,Cat Eyes 2,Smile Pink,Hacker Jacket,Kiwami Pendant,No Attachment,No Attachment,No Markings,Skintone 3,Moss,None,8.866956171147311,4154
4155,Momiji Chiru,Drone With Logo,Broken Heart Earring,No Accessory,Baseball Cap Forward Olive,No Eyewear,Brow 3,Blue Eyes 1,Slight Smile,Green Anonymice Hoodie Up,Chain Necklace,No Attachment,No Attachment,No Markings,Skintone 3,Moss,None,25.035910360446195,4155
4156,No Environment,Robo Call me Titanium,Earring,Cigarette,Messy,No Eyewear,Brow 4,Blue Eyes 1,Smirk,Happi Kiwami Black Red,No Necklace,Stubble,Tattoo Flowers,No Markings,Skintone 3,Blue,None,37.38479470824837,4156
4157,None,None,Futuristic Robotic Ear with Neon,None,Middle Parted Tea,No Eyewear,Brow Type 4,Eyes Closed,Smirk,None,None,None,None,None,Tengu 1 Skintone 3 Half Kimono 2,Pure Black,Tengu Mask Purple,98.25894978058027,4157
4158,No Environment,Traditional Umbrella Red With Pattern,Piercings,No Accessory,Messy Blond,Glasses 2,Brow 1,Small Eyes 2,Open,Hanging White Jacket and Shirt,No Necklace,No Attachment,No Attachment,No Markings,Skintone 1,White,None,16.07622031594761,4158
4159,No Environment,Unarmed,Ronan Earring,No Accessory,Ponytail Yellow,No Eyewear,Brow Type 1,Pink Eyes 2,Slight Smile Pink,Short Sleeveless Jacket V Camo 2,No Necklace,No Attachment,No Attachment,No Markings,Skintone 1,White,None,2.435697647477918,4159
4160,No Environment,Brass Knuckle,Earring,No Accessory,Shojo Blue,No Eyewear,Brow Type 4,Brown Eyes 1,Smile Pink,Redlin Polo,Kiwami Pendant,Draken Tattoo,No Attachment,No Markings,Skintone 2,Red,None,21.975146849803348,4160
4161,No Environment,Unarmed,Bead Earring,Cigarette,Mega Fro,No Eyewear,Brow Type 4,Pink Eyes 3,Slight Smile Red,Hacker Jacket with fishnet,Dog Tags,Plaster,Robo Spine,No Markings,Skintone 3,White,None,38.21115527212844,4161
4162,None,None,Silver Earring,None,Hime Cut,No Eyewear,Brow Type 1,Green Eyes 3,Slight Open Pink,None,None,None,None,None,Tengu 4 Skintone 3,Pure Black,Karasu Mask 2,98.91734831947562,4162
4163,No Environment,Unarmed,Silver Earring,No Accessory,Shojo Blue,Sunglasses,Brow Type 3,Red Eyes 1,Smile Purple,Hacker Jacket,Gold Pearls,No Attachment,No Attachment,Mole,Skintone 2,Red,None,23.90873128759779,4163
4164,No Environment,Umbrella Yellow With Pattern,Piercings,No Accessory,Baseball Cap Backward Blue,White Sunslasses,Brow Type 2,Pink Eyes 2,Slight Smile Red,Suit and Ribbon Tie Blue,Gold Pearls,Teardrop tattoo,No Attachment,No Markings,Skintone 1,Magenta,None,32.42504519994369,4164
4165,No Environment,Unarmed,Boomerang Earring,Bubblegum Pink,Parted Long Straight,No Eyewear,Brow Type 1,Orange Eyes 3,Smirk Purple,Suit and Tie,Wave Necklace,Star Tattoo,Kanji Tattoo,Barcode,Skintone 2,Magenta,None,50.747639713167914,4165
4166,No Environment,Robo Middle Finger G,Headphone Male,Cigarette,Messy Blond,Sunglasses,Brow 4,Deep Eyes 1,Slight Open,Kimono White,Dog Tags,Face Tattoo,Tattoo Dragon,Mole,Skintone Radioactive,White,None,64.84272408548856,4166
4167,No Environment,Beer Can,Broken Heart Earring,No Accessory,Ronin Hair,Sunglasses,Brow 3,Redline Eyes 1,Grit,Okinawan Shirt Gray,Wave Necklace,Stubble,Single Tattoo,Mole,Skintone Radioactive,White,None,49.41420444803468,4167
4168,No Environment,Mox Hand,Earring,No Accessory,Medium Black,No Eyewear,Brow Type 2,Cat Eyes 1,Neutral Purple,Zebra Hoodie Up,Chain Necklace,No Attachment,Robo Spine,Mole,Skintone 3,Blue,None,25.05050884191261,4168
4169,No Environment,Unarmed,Ruby Earring,No Accessory,Ponytail,Redlin Glasses Yellow,Brow Type 1,Brown Eyes 2,Tongue Out Purple,Kebaya,Kiwami Pendant,No Attachment,No Attachment,No Markings,Skintone 2,Black Gray,None,19.048204800114622,4169
4170,No Environment,Baseball Bat,Robo Ear,Jaw Guard,Mohawk,Patch,Brow 1,Blue Eyes 2,Neutral,Kimono Blue,No Necklace,No Attachment,Tattoo Flowers,Robo Spine,Skintone 2,Blue,None,49.39945536990676,4170
4171,No Environment,Unarmed,Piercings,No Accessory,Knit Beanie Gray Anonymice Blonde,Glasses 2,Brow Type 5,Orange Eyes 2,Slight Smile Purple,Tank,Kiwami Pendant,No Attachment,No Attachment,Barcode,Skintone Radioactive,White,None,30.026569354093635,4171
4172,Momiji Chiru,Mox Hand,Silver Earring,No Accessory,Ponytail,Red Sunglasses,Brow Type 1,Orange Eyes 3,Neutral Purple,Tank Sandyterrain,Dog Tags,Draken Tattoo,Kanji Tattoo,No Markings,Skintone 1,Black Gray,None,56.88528167715343,4172
4173,No Environment,Den Den Daiko,Ruby Earring,No Accessory,Parted Long Straight Red,No Eyewear,Brow Type 2,Orange Eyes 1,Smile Red,Green Anonymice Hoodie Up,Kiwami Pendant,13 tattoo,Kanji Tattoo,No Markings,Skintone 1,Magenta,None,31.18699642361486,4173
4174,No Environment,Umbrella Red With Pattern,Cross Earring,No Accessory,Knit Beanie Gray Anarchy Pink,No Eyewear,Brow Type 5,Red Eyes 2,Smirk Pink,Open Kimono,Chain Necklace,Draken Tattoo,Mox Cybernetics Violet,Mole,Skintone 1,Magenta,None,38.77263428852327,4174
4175,No Environment,Unarmed,Earring,No Accessory,Parted Long Straight,No Eyewear,Brow Type 5,Brown Eyes 2,Neutral Pinkk,Slugger Jacket,Gold Pearls,No Attachment,Robo Spine,No Markings,Skintone 1,Moss,None,11.652522462651355,4175
4176,No Environment,Umbrella Red With Pattern,Earloops,Cigarette,Karen Short,Sunglasses,Brow Type 3,Deep Eyes 2,Smile Red,Open Kimono,Gold Pearls,Plaster,No Attachment,Barcode,Skintone 2,Blue,None,54.918002687738976,4176
4177,No Environment,Beer Can,Piercings,No Accessory,Saiyan,Patch,Brow 6,Small Eyes 2,Neutral,Kimono Neko,Chain Necklace,Teardrop tattoo,Tattoo Flowers,No Markings,Skintone 3,Moss,None,38.47813701860054,4177
4178,No Environment,Drone Without Logo,Ronan Earring Gold,No Accessory,Joe Hair Red,No Eyewear,Brow 1,Small Eyes 1,Slight Smile,Greaser Jacket Shirtless,No Necklace,No Attachment,Tattoo Flowers,Robo Spine,Skintone Radioactive,Blue,None,28.652083165141462,4178
4179,No Environment,Unarmed,Kiwami Studs,No Accessory,Knit Beanie Green Anarchy Orange,White Sunglasses G,Brow Type 2,Cat Eyes 3,Smile Pink,Open Kimono,No Necklace,No Attachment,No Attachment,No Markings,Skintone 3,Magenta,None,14.754802541637527,4179
4180,No Environment,Beer Can Black,Cross Earring,No Accessory,Sakanakun,Sunglasses,Brow 3,Blue Eyes 2,Smirk,Blue Hoodie Walkie Talkie,Gold Pearls,No Attachment,Tattoo Dragon,No Markings,Skintone 3,Black Gray,None,22.96658390521375,4180
4181,No Environment,Drone With Logo,No Earring,Cigarette,Middle Parted Dual Tone,White Sunglasses G,Brow 3,Violet Eyes 1,Smirk,Hanging Jacket and Shirt With Pin,Wave Necklace,Stubble,Single Tattoo,No Markings,Skintone 3,Blue,None,49.33493785384088,4181
4182,No Environment,Den Den Daiko,Cross Earring,No Accessory,Baseball Cap Forward Olive,Sunglasses Yellow,Brow 1,Deep Eyes 2,Slight Smile,Suit and Open Collar,Chain Necklace,No Attachment,Single Tattoo,Kitty Tattoo,Skintone 2,Blue,None,36.3451161105874,4182
4183,No Environment,Mox Hand,Square Earring,No Accessory,Sakanakun Gold,No Eyewear,Brow Type 3,Red Eyes 3,Slight Smile Pink,Fur Jacket black,Gold Pearls,No Attachment,No Attachment,Mole,Skintone 2,Moss,None,19.626448983117793,4183
4184,No Environment,Spray Paint,No Earring,No Accessory,Middle Parted Plus with Headband,No Eyewear,Brow 2,Yellow Eyes 1,Smirk,Suit and Bowtie,Chain Necklace,No Attachment,No Attachment,No Markings,Skintone 1,Red,None,5.192696968268234,4184
4185,No Environment,Brass Knuckle Pink Glove,Ronan Earring,No Accessory,Parted Long Straight Violet,No Eyewear,Brow Type 5,Brown Eyes 3,Open Purple,Hacker Jacket with fishnet,No Necklace,No Attachment,No Attachment,No Markings,Skintone 2,Red,None,8.121428959480898,4185
4186,No Environment,Beer Can Black,No Earring,No Accessory,Joe Hair Red,No Eyewear,Brow 3,Yellow Eyes 1,Neutral,Suit and Bowtie,No Necklace,No Attachment,No Attachment,No Markings,Skintone 3,White,None,1.1288121515137997,4186
4187,No Environment,Traditional Umbrella Red With Pattern,No Earring,No Accessory,Diamond Hat,Patch with logo,Brow 4,Deep Eyes 1,Open,Fur Coat,Dog Tags,Stubble,Tattoo Flowers,No Markings,Skintone 1,Red,None,36.3304981600807,4187
4188,Momiji Chiru,Spray Paint,No Earring,No Accessory,Ronin Hair,White Sunglasses,Brow 3,Blue Eyes 2,Neutral,Greaser Jacket Blue Shirtless,Chain Necklace,Teardrop tattoo,No Attachment,No Markings,Skintone 1,Blue,None,44.40471559911106,4188
4189,No Environment,Den Den Daiko,Robo Ear,No Accessory,Messy Blond,No Eyewear,Brow 3,Eyes Closed,Slight Smile,Naked,No Necklace,Stubble,Single Tattoo,Kitty Tattoo,Skintone 2,White,None,32.87674112328846,4189
4190,No Environment,Robo Call me Titanium,Robo Earphone,Jaw Guard,Curled Back,Patch,Brow 1,Green Eyes 1,Neutral,Terry Jacket,Chain Necklace,Star Tattoo,Tattoo Dragon,Kitty Tattoo,Skintone 1,White,None,61.69319107874933,4190
4191,Momiji Chiru,Unarmed,Boomerang Earring,No Accessory,Shojo Yellow,No Eyewear,Brow Type 4,Red Eyes 3,Smile Pink,Tank Grey,No Necklace,No Attachment,No Attachment,No Markings,Skintone 2,Red,None,19.03170451212754,4191
4192,Momiji Chiru,Unarmed,Earring,Bubblegum Yellow,Shojo,Sunglasses G,Brow Type 1,Red Eyes 3,Slight Smile Pink,Black Kiwami Hoodie,Choker,Patch,Robo Spine,No Markings,Skintone 1,Magenta,None,67.27122213464347,4192
4193,No Environment,Traditional Umbrella Red With Pattern,Piercings,No Accessory,Mega Fro,No Eyewear,Brow 3,Green Eyes 2,Slight Smile,Suit and Open Collar,No Necklace,No Attachment,Single Tattoo,Kanji Tattoo,Skintone 2,Magenta,None,21.88404175885606,4193
4194,No Environment,Unarmed,Zorro Earring,No Accessory,Redlin tail Green,No Eyewear,Brow Type 2,Red Eyes 1,Neutral Purple,Mox Jacket Camo Green,Gold Pearls,Draken Tattoo,Kitty Tattoo,No Markings,Skintone 1,Blue,None,25.398451820675433,4194
4195,No Environment,Unarmed,Anonymice Headset,No Accessory,Ponytail Plus,No Eyewear,Brow Type 1,Orange Eyes 2,Grit Red,Happi Red,Kiwami Pendant,Draken Tattoo,Robo Spine,Barcode,Skintone Radioactive,Magenta,None,40.607071990311525,4195
4196,No Environment,Red Drone Without Logo,Robo Earphone,Bubblegum Yellow,Pompadour Teal,No Eyewear,Brow 1,Green Eyes 2,Slight Smile,Tattered Gi Green,No Necklace,Plaster,Single Tattoo,No Markings,Skintone 2,Blue,None,38.48242781883266,4196
4197,No Environment,Electric Skateboard Gold,Ronan Earring Gold,Jaw Guard,Mage,No Eyewear,Brow 1,Eyes Closed,Slight Open,Naked,Dog Tags,No Attachment,No Attachment,No Markings,Skintone 3,Magenta,None,26.651345095624666,4197
4198,None,None,Cross Earring,None,Karen Short,No Eyewear,Brow Type 2,Deep Eyes 1,Smirk Red,None,None,None,None,None,Tengu 2 Skintone 3,Pure Black,Hanya Mask 3 neon,97.30874376228158,4198
4199,No Environment,Den Den Daiko Wave Blue,Sumping,No Accessory,Redlin tail Green,Redlin Glasses Yellow,Brow Type 1,Orange Eyes 3,Slight Open Pink,Happi Checkerboard,Dog Tags,No Attachment,Robo Spine,Barcode,Skintone 3,White,None,36.52329346253755,4199
4200,No Environment,Takoyaki,Robo Earphone,No Accessory,Sakanakun,No Eyewear,Brow 3,Violet Eyes 2,Tongue Out,Kimono Blue,Chain Necklace,No Attachment,No Attachment,No Markings,Skintone 1,White,None,9.846732271333622,4200
4201,No Environment,Beer Can Black,No Earring,No Accessory,Saiyan Orange,No Eyewear,Brow 2,Black Eyes 2,Laugh,Tattered Gi Gray,Chain Necklace,No Attachment,Tattoo Dragon,No Markings,Skintone 1,Red,None,13.143812933958522,4201
4202,No Environment,Den Den Daiko Wave Blue,Cross Earring,No Accessory,Shojo,Glasses 2,Brow Type 4,Orange Eyes 1,Neutral Purple,Open Kimono Pink,Kiwami Pendant,Plaster,Mox Cybernetics Orange,Mole,Skintone 3,Red,None,48.17180954078012,4202
4203,Sakura Chiru,Robo Call me Titanium,Broken Heart Earring,No Accessory,Bandana B,No Eyewear,Brow 1,Redline Eyes 2,Slight Smile,Hanging Red Jacket and Shirt,No Necklace,Stubble,Tattoo Flowers,No Markings,Skintone 2,Red,None,38.768163608026214,4203
4204,No Environment,Beer Can Black,Boomerang Earring,No Accessory,Baseball Cap Forward Black,No Eyewear,Brow 1,Violet Eyes 2,Slight Smile,Greaser Jacket Gold Shirtless,Gold Pearls,No Attachment,Tattoo Flowers,Robo Spine,Skintone 1,White,None,22.39548821072355,4204
4205,None,None,Cross Earring,None,Redlin tail,No Eyewear,Brow Type 2,Orange Eyes 2,Slight Smile Red,None,None,None,None,None,Tengu 3 Skintone 2,Pure Black,Hanya Mask 3 neon,97.6255247765061,4205
4206,No Environment,Beer Can,Boomerang Earring,No Accessory,Middle Parted Plus,No Eyewear,Brow 3,Green Eyes 1,Slight Smile,Kimono White,Chain Necklace,No Attachment,Tattoo Flowers,Mole,Skintone 3,Black Gray,None,21.7141850049167,4206
4207,Momiji Chiru,Electric Skateboard Cyan,Cross Earring,No Accessory,Middle Parted Blonde,No Eyewear,Brow 5,Deep Eyes 1,Smirk,Samurai Green,Gold Pearls,No Attachment,No Attachment,Mole,Skintone 2,White,None,31.081061062075072,4207
4208,None,None,Thunder Earring,None,Pomade Gray,No Eyewear,Brow Type 1,Green Eyes 2,Smirk,None,None,None,None,None,Tengu 1 Skintone 1 Smoking,Pure Black,Tengu Mask Purple,96.04384787030462,4208
4209,No Environment,Bandage Arm,Earring,Jaw Guard,Mohawk Red,No Eyewear,Brow 3,Blue Eyes 1,Neutral,Black Suit and Tie,Gold Pearls,Draken Tattoo,Tattoo Dragon,No Markings,Skintone 2,Red,None,40.25929016827862,4209
4210,No Environment,Unarmed,Silver Earring,No Accessory,Ronin Hair Blue,No Eyewear,Brow Type 3,Eyes Closed 1,Laugh Red,Suit and Ribbon Tie,Choker,No Attachment,Mox Cybernetics Orange,Mole,Skintone 2,Red,None,25.336100421522023,4210
4211,No Environment,Unarmed,Piercings,Cigarette,Parted Long Straight Plus Yellow,No Eyewear,Brow Type 2,Red Eyes 2,Neutral Purple,Green Anonymice Hoodie,Choker,Draken Tattoo,No Attachment,Mole,Skintone 3,Red,None,40.8822924135088,4211
4212,No Environment,Robo Call me Red,Headphone Male,Cigarette,Messy Blond,No Eyewear,Brow 2,Green Eyes 1,Slight Smile,Hanging White Jacket and Shirt,Gold Pearls,No Attachment,Tattoo Flowers,No Markings,Skintone Radioactive,Moss,None,34.67211380670243,4212
4213,No Environment,Robo Thumbs Up,No Earring,No Accessory,Mohawk Blue,Patch,Brow 3,Deep Eyes 1,Smirk,Okinawan Shirt,Kiwami Pendant,Plaster,Single Tattoo,No Markings,Skintone 1,Red,None,33.648645346697734,4213
4214,No Environment,Beer Can Black,Earring,No Accessory,Ponytail Plus,Sunglasses,Brow Type 3,Pink Eyes 3,Smile Purple,Open Kimono Blue,Gold Pearls,No Attachment,Kanji Tattoo,No Markings,Skintone 2,Black Gray,None,25.913864103992733,4214
4215,No Environment,Umbrella Yellow With Pattern,Earring,No Accessory,Ponytail Green,No Eyewear,Brow Type 3,Orange Eyes 2,Neutral Red,Mox Jacket,Wave Necklace,Face Tattoo,Mox Cybernetics,No Markings,Skintone 2,Red,None,30.08940516478658,4215
4216,No Environment,Robo Call me Red,Cross Earring,Bubblegum Pink,Mohawk Blue,Sunglasses Gold,Brow 5,Black Eyes 2,Slight Open,Kimono Neko Mage,No Necklace,13 tattoo,Tattoo Flowers,No Markings,Skintone 1,Red,None,49.15515648657836,4216
