,Environment,Hand,Ear Accessory,Mouth Accessory,Hair,Eyewear,Brow,Eyes,Mouth,Clothing,Necklace,Face Attachment,Body Attachment,Markings,Body,Background,Mask,Rarity score,Token Id
105,None,None,Silver Earring,None,Parted Long Straight Plus,No Eyewear,Brow Type 5,Deep Eyes 1,Slight Open Red,None,None,None,None,None,Tengu 2 Skintone 2,Pure Black,Hanya Mask,98.38321015510543,105
106,No Environment,Unarmed,Kiwami Studs,Cigarette,Karen Short Purple Gradation,No Eyewear,Brow Type 2,Deep Eyes 2,Neutral Purple,Suit and Open Collar Light Blue,Wave Necklace,Draken Tattoo,Mox Cybernetics Violet,Mole,Skintone 2,Moss,None,49.76824626704997,106
107,No Environment,Umbrella Red With Pattern,No Earring,No Accessory,Parted Long Straight Plus Yellow,No Eyewear,Brow Type 3,Brown Eyes 3,Open Pink,Happi,No Necklace,No Attachment,No Attachment,Mole,Skintone 3,Blue,None,13.736251405554132,107
108,No Environment,Electric Skateboard Cyan,Earring,No Accessory,Saiyan Gray,Sunglasses,Brow 2,Green Eyes 2,Slight Open,Green Anonymice Hoodie,Chain Necklace,X Scar,Tattoo Flowers,Kitty Tattoo,Skintone 2,Red,None,45.60797893473159,108
109,Sakura Chiru,Umbrella Yellow,Piercings,No Accessory,Redlin tail,No Eyewear,Brow Type 5,Cat Eyes 1,Smile Red,Suit and Ribbon Tie,Gold Pearls,Plaster,Mox Cybernetics Orange,Barcode,Skintone 1,White,None,51.71687387262286,109
110,No Environment,Baseball Bat,Bead Earring,No Accessory,Messy,Sunglasses Pink,Brow 5,Small Eyes 1,Neutral,Lime Hoodie Walkie Talkie,Gold Pearls,X Scar,No Attachment,No Markings,Skintone 2,Magenta,None,33.17883361573971,110
111,No Environment,Beer Can Black,Broken Heart Earring,Jaw Guard Purple,Bandana C,Round Glasses,Brow 2,Green Eyes 2,Neutral,Hanging Jacket and Shirt With Pin,Dog Tags,No Attachment,Tattoo Dragon,No Markings,Skintone 2,Red,None,41.8927866726012,111
112,No Environment,Traditional Umbrella Red With Pattern,No Earring,No Accessory,Curled Back With Hachimaki,No Eyewear,Brow 3,Small Eyes 1,Laugh,Greaser Jacket,No Necklace,No Attachment,Single Tattoo,Kitty Tattoo,Skintone 3,Magenta,None,21.865229848149202,112
113,No Environment,Takoyaki,Bead Earring,No Accessory,Redlin Short Cyan,White Sunslasses,Brow Type 1,Brown Eyes 1,Laugh Pink,Red Spider Bra With Orange Jacket,No Necklace,No Attachment,Robo Spine,No Markings,Skintone 3,White,None,23.225611186390545,113
114,No Environment,Red Drone Without Logo,Robo Ear,No Accessory,Mohawk Red,White Sunglasses G,Brow 6,Yellow Eyes 2,Grit,Kiwami Hoodie Camo,No Necklace,Face Scar,No Attachment,No Markings,Skintone 1,Magenta,None,31.87410767509261,114
115,No Environment,Baseball Bat,Robo Earphone,No Accessory,Bandana B,Deshawn Glasses,Brow 1,Violet Eyes 2,Slight Open,Samurai,No Necklace,Double Scar,Tattoo Dragon,No Markings,Skintone Radioactive,Black Gray,None,39.902975938052656,115
116,No Environment,Baseball Bat,Cross Earring,No Accessory,Baseball Cap Backward Olive,Round Glasses,Brow 3,Yellow Eyes 1,Smirk,Black Kiwami Hoodie,Gold Pearls,No Attachment,Single Tattoo,No Markings,Skintone 3,Magenta,None,24.25681619126065,116
117,No Environment,Brass Knuckle,Boomerang Earring,No Accessory,Old Timey,Sunglasses Gold,Brow Type 3,Pink Eyes 1,Open Pink,Happi Red and Sarashi,No Necklace,No Attachment,Mox Cybernetics,Barcode,Skintone 3,Magenta,None,36.02631213461798,117
118,No Environment,Robo Thumbs Up,Cross Earring,No Accessory,Pomade Lime,Patch,Brow 3,Violet Eyes 1,Slight Open,Black Suit and Tie,Chain Necklace,Stubble,Single Tattoo,No Markings,Skintone 3,Red,None,35.150001200005484,118
119,Momiji Chiru,Beer Can Black,No Earring,Bubblegum Yellow,Messy Blond,White Sunglasses G,Brow 2,Yellow Eyes 2,Slight Open,Naked,Chain Necklace,No Attachment,Single Tattoo,No Markings,Skintone 1,Moss,None,53.52595429332412,119
120,No Environment,Beer Can Black,Robo Earphone Black,Cigarette,Mohawk Red,No Eyewear,Brow 3,Redline Eyes 2,Smirk,Happi Kiwami Black Red,Gold Pearls,X Scar,No Attachment,No Markings,Skintone 3,Moss,None,35.03240336401032,120
121,No Environment,Traditional Umbrella Yellow With Pattern,Piercings,No Accessory,Afro Blonde,Sunglasses Yellow,Brow 2,Green Eyes 2,Smirk,Greaser Jacket Shirtless,No Necklace,Stubble,No Attachment,No Markings,Skintone 1,Black Gray,None,26.067070320343337,121
122,Momiji Chiru,Electric Skateboard Gold,No Earring,No Accessory,Old Timey Pink,No Eyewear,Brow Type 1,Orange Eyes 3,Smirk Pink,Short Sleeveless Jacket V Camo 2,No Necklace,No Attachment,No Attachment,Barcode,Skintone 1,White,None,27.009357029022162,122
123,No Environment,Robo Thumbs Up,Gold Chain Earring,No Accessory,Parted Long Straight Plus,No Eyewear,Brow Type 4,Deep Eyes 3,Neutral Pinkk,Sarashi,No Necklace,No Attachment,Mox Cybernetics Orange,No Markings,Skintone 3,Moss,None,17.242854625773145,123
124,Momiji Chiru,Electric Skateboard Gold,Sumping,Cigarette,Parted Long Straight Red,No Eyewear,Brow Type 3,Orange Eyes 3,Neutral Purple,Redlin Polo,No Necklace,No Attachment,Mox Cybernetics Anonymice,No Markings,Skintone 3,White,None,43.63252573521827,124
125,No Environment,Robo Call me Titanium,Piercings,No Accessory,Joe Hair Red,No Eyewear,Brow 3,Small Eyes 1,Slight Open,Suit and Bowtie Yellow,Chain Necklace,Face Scar,Single Tattoo,No Markings,Skintone 2,Blue,None,26.8750490765596,125
126,No Environment,Red Drone Without Logo,Broken Heart Earring,No Accessory,Redlin Short Cyan,No Eyewear,Brow Type 5,Red Eyes 2,Smirk Pink,Red Spider Bra,No Necklace,Face Tattoo,Kitty Tattoo,No Markings,Skintone 1,Black Gray,None,25.19972869062506,126
127,No Environment,Unarmed,Thunder Earring,No Accessory,Ponytail,No Eyewear,Brow Type 5,Green Eyes 2,Slight Smile Purple,Happi,No Necklace,No Attachment,Robo Spine,Barcode,Skintone 2,Red,None,16.91093070389735,127
128,No Environment,Electric Skateboard Gold,Boomerang Earring,Cigarette,Pompadour Magenta,No Eyewear,Brow 3,Black Eyes 1,Smirk,Samurai Green,Dog Tags,No Attachment,No Attachment,Robo Spine,Skintone 2,White,None,32.636361944213284,128
129,No Environment,Bandage Arm,No Earring,No Accessory,Pompadour,No Eyewear,Brow 6,Green Eyes 1,Neutral,Happi Kiwami Cyan,No Necklace,No Attachment,Single Tattoo,No Markings,Skintone 1,Black Gray,None,8.36574771190371,129
130,No Environment,Mox Hand Cyan,Cross Earring,No Accessory,Ponytail,No Eyewear,Brow Type 4,Blue Eyes 3,Open Pink,Mox Jacket Camo Green,Chain Necklace,No Attachment,Robo Spine,No Markings,Skintone Radioactive,Red,None,21.85723633198234,130
131,No Environment,Robo Call me,Piercings,No Accessory,Bandana B,Sunglasses,Brow 3,Blue Eyes 1,Neutral,Kiwami Half Kimono 1,Chain Necklace,No Attachment,Tattoo Dragon,No Markings,Skintone 1,Magenta,None,25.758410266963764,131
132,No Environment,Electric Skateboard Gold,No Earring,No Accessory,Dreads 2,No Eyewear,Brow 3,Green Eyes 2,Smirk,Half Kimono WIth pattern,No Necklace,Star Tattoo,Tattoo Flowers,Robo Spine,Skintone 3,Red,None,28.836194343152943,132
133,Sakura Chiru,Robo Middle Finger,Cross Earring,No Accessory,Old Timey,No Eyewear,Brow Type 4,Brown Eyes 1,Grit Red,Redlin Polo,Gold Pearls,No Attachment,No Attachment,Mole,Skintone Radioactive,Red,None,38.250476122127935,133
134,No Environment,Brass Knuckle,Cross Earring,No Accessory,Sakanakun 2b,No Eyewear,Brow Type 1,Cat Eyes 2,Open Pink,Happi and Sarashi,Gold Pearls,No Attachment,No Attachment,No Markings,Skintone 2,Black Gray,None,9.208820783889093,134
135,No Environment,Unarmed,Ronan Earring,No Accessory,Ronin Hair,No Eyewear,Brow Type 4,Orange Eyes 1,Slight Open Purple,Sarashi,Dog Tags,No Attachment,Kitty Tattoo,No Markings,Skintone 2,Red,None,15.602412697589212,135
136,No Environment,Den Den Daiko Wave Blue,Boomerang Earring,No Accessory,Curled Back With Hachimaki Blond,No Eyewear,Brow 3,Redline Eyes 1,Laugh,Greaser Jacket Gold,Kiwami Pendant,No Attachment,No Attachment,Robo Spine,Skintone 3,White,None,20.117376213327244,136
137,Momiji Chiru,Unarmed,Boomerang Earring,No Accessory,Shojo Yellow,No Eyewear,Brow Type 3,Brown Eyes 2,Smirk Pink,Green Anonymice Hoodie,Kiwami Pendant,Teardrop tattoo,No Attachment,Mole,Skintone 3,White,None,40.780701199584136,137
138,No Environment,Baseball Bat Black,Kanzashi and Earring,No Accessory,Parted Long Straight Violet,No Eyewear,Brow Type 1,Blue Eyes 2,Open Purple,Sarashi,Kiwami Pendant,No Attachment,No Attachment,Barcode,Skintone 1,Black Gray,None,19.83969688650059,138
139,None,None,Piercings,None,Riki short Pink,No Eyewear,Brow Type 5,Small Eyes 1,Neutral,None,None,None,None,None,Tengu 2 Skintone 3,Pure Black,Tengu Mask Red Black,96.58001650593755,139
140,No Environment,Baseball Bat,No Earring,No Accessory,Baseball Cap Forward Blue,Sunglasses,Brow 1,Blue Eyes 1,Smirk,Half Kimono WIth pattern,Chain Necklace,Teardrop tattoo,Tattoo Flowers,Kitty Tattoo,Skintone 1,Red,None,43.2740912876721,140
141,No Environment,Beer Can,Earring,No Accessory,Riki Short,No Eyewear,Brow 1,Blue Eyes 2,Smirk,Hanging Jacket and Shirt With Pin,No Necklace,Stubble,Single Tattoo,No Markings,Skintone 2,Magenta,None,22.418232267670263,141
142,Sakura Chiru,Baseball Bat,Broken Heart Earring,No Accessory,Ronin Hair Blue,No Eyewear,Brow Type 2,Red Eyes 3,Open Purple,Redlin Polo,Gold Pearls,No Attachment,No Attachment,No Markings,Skintone 1,Magenta,None,25.949163402825597,142
143,No Environment,Robo Middle Finger G,Square Earring,No Accessory,Pompadour Magenta,No Eyewear,Brow 3,Black Eyes 2,Slight Smile,Kimono Blue,No Necklace,No Attachment,Tattoo Flowers,Mole,Skintone 3,Moss,None,21.335202436398188,143
144,None,None,Futuristic Robotic Ear with Neon,None,Parted Long Straight Plus Yellow,No Eyewear,Brow Type 1,Pink Eyes 2,Smile Red,None,None,None,None,None,Tengu 3 Skintone 3,Pure Black,Hanya Mask 2,99.21125722344522,144
145,Sakura Chiru,Baseball Bat,Boomerang Earring,No Accessory,Saiyan,No Eyewear,Brow 3,Small Eyes 1,Laugh,Greaser Jacket Pink,No Necklace,No Attachment,No Attachment,Robo Spine,Skintone 3,White,None,31.314970973437635,145
146,No Environment,Pizza hand,No Earring,No Accessory,Pompadour Magenta,No Eyewear,Brow 2,Redline Eyes 2,Slight Smile,Kiwami Half Kimono 2,Chain Necklace,No Attachment,No Attachment,Robo Spine,Skintone 2,White,None,15.111473489702277,146
147,Momiji Chiru,Mox Hand Cyan,Kanzashi and Earring,No Accessory,Mega Fro Brown,Yellow Sunglasses,Brow Type 3,Pink Eyes 2,Slight Open Purple,Redlin Polo,Kiwami Pendant,No Attachment,Mox Cybernetics,Barcode,Skintone 2,Magenta,None,57.220704307491765,147
148,No Environment,Spray Paint,Broken Heart Earring,No Accessory,Middle Parted Teal,Patch,Brow 4,Green Eyes 2,Slight Smile,Green Anonymice Hoodie Up,Kiwami Pendant,Draken Tattoo,Tattoo Dragon,No Markings,Skintone 1,Black Gray,None,37.00579007213028,148
149,No Environment,Dango,Boomerang Earring,No Accessory,Redlin tail Green,Sunglasses S,Brow Type 2,Cat Eyes 1,Slight Smile Red,Suit and Open Collar Light Blue,No Necklace,Plaster,Robo Spine,No Markings,Skintone 3,Black Gray,None,34.210071755101886,149
150,No Environment,Drone Without Logo,No Earring,No Accessory,Mage Blue,No Eyewear,Brow 6,Yellow Eyes 1,Slight Open,Greaser Jacket Pink Shirtless,Wave Necklace,No Attachment,Tattoo Flowers,No Markings,Skintone 2,White,None,13.632733463216809,150
151,No Environment,Dango,Earring,No Accessory,Saiyan,No Eyewear,Brow 3,Deep Eyes 1,Smirk,Greaser Jacket Blue Shirtless,Chain Necklace,Double Scar,Tattoo Flowers,No Markings,Skintone 1,Moss,None,27.154735252473266,151
152,Momiji Chiru,Spray Paint,Robo Earphone Black,No Accessory,Middle Parted Blonde,No Eyewear,Brow 6,Green Eyes 1,Neutral,Naked,Dog Tags,No Attachment,Tattoo Dragon,Kitty Tattoo,Skintone 3,White,None,42.66779290787977,152
153,No Environment,Beer Can,Piercings,Jaw Guard Orange,Middle Parted Plus with Headband,No Eyewear,Brow 4,Small Eyes 1,Neutral,Kiwami Half Kimono 1,No Necklace,Draken Tattoo,Single Tattoo,No Markings,Skintone 1,Blue,None,38.40587980549645,153
154,None,None,Zorro Earring,None,Hime Cut Black Red,No Eyewear,Brow Type 1,Green Eyes 2,Smirk Red,None,None,None,None,None,Tengu 1 Skintone 2 smonk,Pure Black,Hanya Mask 3,97.87810865596978,154
155,No Environment,Beer Can Black,Boomerang Earring,No Accessory,Sakanakun,No Eyewear,Brow 2,Eyes Closed,Slight Smile,Greaser Jacket Pink,No Necklace,X Scar,No Attachment,Kitty Tattoo,Skintone 1,Blue,None,28.420125056172136,155
156,No Environment,Drone Without Logo,Bead Earring,Cigarette,Afro Blonde,No Eyewear,Brow 1,Green Eyes 2,Slight Smile,Tank top Camo,No Necklace,No Attachment,Tattoo Dragon,No Markings,Skintone Radioactive,Moss,None,32.30714989842767,156
157,No Environment,Electric Skateboard Gold,Robo Earphone,No Accessory,Host Hair,Sunglasses Pink,Brow 4,Black Eyes 1,Neutral,Happi Kiwami Black Red,Chain Necklace,Face Tattoo,No Attachment,No Markings,Skintone 3,White,None,30.10750690215982,157
158,No Environment,Baseball Bat Black,Kanzashi and Earring,No Accessory,Hime Cut Yellow,Sunglasses G,Brow Type 4,Green Eyes 3,Smirk Purple,Mox Jacket Camo Brown,Choker,No Attachment,Robo Spine,Barcode,Skintone 3,Red,None,38.1861774086885,158
159,No Environment,Robo Middle Finger,Boomerang Earring,No Accessory,Sakanakun 1b,Yellow Sunglasses,Brow Type 4,Eyes Closed 1,Smile Red,Open Kimono Blue,No Necklace,Draken Tattoo,Robo Spine,No Markings,Skintone 2,White,None,35.04057243453516,159
160,No Environment,Drone Without Logo,No Earring,No Accessory,Host Hair,Patch,Brow 2,Blue Eyes 2,Grit,Terry Jacket Navy,Wave Necklace,No Attachment,Single Tattoo,No Markings,Skintone 2,Red,None,24.31888213230816,160
161,No Environment,Green Tea,No Earring,No Accessory,Curled Back Blond,Sunglasses Yellow,Brow 4,Eyes Closed,Neutral,Naked,Kiwami Pendant,No Attachment,Single Tattoo,No Markings,Skintone 3,White,None,22.417536361110592,161
162,No Environment,Robo Thumbs Up,Earloops,No Accessory,Shojo,Sunglasses S,Brow Type 5,Red Eyes 1,Smile Red,Suit and Ribbon Tie Blue,Wave Necklace,No Attachment,Robo Spine,No Markings,Skintone 1,Black Gray,None,28.107049918374276,162
163,No Environment,Den Den Daiko,Square Earring,No Accessory,Pomade Gray,Sunglasses,Brow 6,Black Eyes 1,Neutral,Naked,Dog Tags,X Scar,No Attachment,Robo Spine,Skintone 3,Magenta,None,43.27436078415158,163
164,Sakura Chiru,Pizza hand,Ruby Earring,No Accessory,Redlin tail Green,Sunglasses S,Brow Type 2,Pink Eyes 3,Smile Red,Suit and Tie,Kiwami Pendant,No Attachment,No Attachment,Mole,Skintone 2,Moss,None,47.69525406444138,164
165,No Environment,Unarmed,Gold Chain Earring,Cigarette,Redlin tail Green,Glasses 2,Brow Type 3,Brown Eyes 2,Neutral Pinkk,Happi Checkerboard,No Necklace,Star Tattoo,No Attachment,No Markings,Skintone 1,Black Gray,None,38.606236249997785,165
166,No Environment,Beer Can Black,Thunder Earring,No Accessory,Parted Long Straight Plus Black Blue,No Eyewear,Brow Type 5,Cat Eyes 1,Neutral Purple,Happi Blue and Sarashi,Gold Pearls,No Attachment,No Attachment,Barcode,Skintone 1,Magenta,None,18.868370297446322,166
167,No Environment,Unarmed,Zorro Earring,No Accessory,Ponytail,Sunglasses S,Brow Type 1,Blue Eyes 1,Laugh Purple,Slugger Jacket,Wave Necklace,No Attachment,Kanji Tattoo,No Markings,Skintone 1,Red,None,25.52239614711048,167
168,Momiji Chiru,Unarmed,No Earring,Cigarette,Baseball Cap Backward Blue,No Eyewear,Brow Type 1,Brown Eyes 2,Smile Purple,Naked Apron Takoyaki,No Necklace,No Attachment,No Attachment,No Markings,Skintone 1,Red,None,29.566855893593146,168
169,No Environment,Drone With Logo,Kiwami Studs,Bubblegum Pink,Knit Beanie Gray Anonymice Blonde,White Sunglasses G,Brow Type 2,Green Eyes 1,Neutral Purple,Black Kiwami Hoodie,Dog Tags,No Attachment,No Attachment,Barcode,Skintone 3,Black Gray,None,44.42760919425805,169
170,No Environment,Robo Middle Finger,Silver Chain Earring,No Accessory,Hime Cut,White Sunglasses G,Brow Type 2,Green Eyes 2,Slight Open Purple,Suit and Open Collar Light Blue,Kiwami Pendant,No Attachment,No Attachment,Mole,Skintone 3,Black Gray,None,29.080380658678134,170
171,No Environment,Robo Call me Red,Cross Earring,No Accessory,Pomade Blond,No Eyewear,Brow 1,Deep Eyes 2,Tongue Out,Hanging Jacket and Shirt,Dog Tags,No Attachment,No Attachment,Robo Spine,Skintone 1,Blue,None,21.223385233219933,171
172,No Environment,Unarmed,Kiwami Studs,No Accessory,Ponytail Green,White Sunglasses G,Brow Type 3,Deep Eyes 3,Neutral Red,Fur Jacket Aqua,Chain Necklace,Draken Tattoo,Robo Spine,No Markings,Skintone 2,White,None,33.75443074952997,172
173,No Environment,Robo Call me Red,Piercings,No Accessory,Pomade Gray,No Eyewear,Brow 3,Violet Eyes 2,Slight Smile,Hanging Jacket and Shirt With Pin,Wave Necklace,No Attachment,No Attachment,No Markings,Skintone 1,Black Gray,None,8.639335816832592,173
174,None,None,Robo Earphone,None,Parted Long Straight Plus Black Blue,No Eyewear,Brow Type 3,Deep Eyes 3,Slight Open Red,None,None,None,None,None,Tengu 3 Skintone 2 smonk,Pure Black,Hanya Mask,99.09333176348315,174
175,No Environment,Red Drone Without Logo,Sumping,No Accessory,Curled Back,No Eyewear,Brow 2,Violet Eyes 2,Grit,Suit and Bowtie,Gold Pearls,No Attachment,Tattoo Dragon,No Markings,Skintone 1,Red,None,15.964875073727347,175
176,Sakura Chiru,Robo Thumbs Up,No Earring,No Accessory,Middle Parted Plus,Sunglasses,Brow 3,Yellow Eyes 1,Neutral,Half Kimono WIth pattern,Wave Necklace,No Attachment,Tattoo Dragon,No Markings,Skintone 1,White,None,37.83990616253393,176
177,No Environment,Umbrella Yellow,Earring,No Accessory,Ronin Hair,No Eyewear,Brow Type 2,Brown Eyes 1,Smile Pink,Happi,Dog Tags,No Attachment,No Attachment,No Markings,Skintone 3,Magenta,None,11.323501652986891,177
178,No Environment,Traditional Umbrella Yellow With Pattern,Sumping,No Accessory,Mega Fro,Patch with logo,Brow 2,Green Eyes 1,Slight Open,Fur Coat Magenta,Kiwami Pendant,Stubble,No Attachment,No Markings,Skintone 3,White,None,30.559027069327037,178
179,Momiji Chiru,Robo Call me Titanium,Earring,No Accessory,Curled Back Blond,No Eyewear,Brow 6,Blue Eyes 1,Neutral,Happi Kiwami Black Red,Kiwami Pendant,No Attachment,No Attachment,No Markings,Skintone 1,Magenta,None,26.68863027191126,179
180,Momiji Chiru,Unarmed,Ruby Earring,Cigarette,Parted Long Straight,No Eyewear,Brow Type 1,Red Eyes 3,Smile Red,Slugger Jacket,Choker,No Attachment,Kanji Tattoo,Barcode,Skintone 2,Moss,None,56.201592492932775,180
181,No Environment,Baseball Bat Black,Boomerang Earring,No Accessory,Pompadour,No Eyewear,Brow 3,Redline Eyes 1,Grit,Suit and Bowtie,Wave Necklace,Plaster,No Attachment,No Markings,Skintone 3,Magenta,None,23.373088791300628,181
182,No Environment,Den Den Daiko Wave Blue,Kiwami Studs,No Accessory,Mega Fro,White Sunslasses,Brow Type 1,Red Eyes 1,Smirk Pink,Mox Jacket Camo Green,Kiwami Pendant,13 tattoo,No Attachment,No Markings,Skintone 2,White,None,32.48506180798544,182
183,No Environment,Traditional Umbrella Red With Pattern,Ronan Earring Gold,Bubblegum Yellow,Baseball Cap Forward Black,Sunglasses G,Brow 3,Green Eyes 1,Slight Open,Suit and Tie,Kiwami Pendant,Patch,Tattoo Dragon,Mole,Skintone 2,White,None,60.9064759220145,183
184,No Environment,Beer Can,Piercings,No Accessory,Pomade Lime,No Eyewear,Brow 2,Green Eyes 2,Slight Smile,Olive Hoodie Walkie Talkie,Dog Tags,Stubble,Tattoo Dragon,No Markings,Skintone 1,Black Gray,None,25.350872721036122,184
185,No Environment,Unarmed,Ronan Earring,Bubblegum Pink,Knit Beanie Gray Anonymice Magenta,Patch,Brow Type 2,Red Eyes 3,Smile Purple,Sarashi,Choker,Star Tattoo,No Attachment,No Markings,Skintone 2,Moss,None,47.407447399207946,185
186,No Environment,Takoyaki,Silver Chain Earring,No Accessory,Ponytail Yellow,No Eyewear,Brow Type 4,Deep Eyes 1,Slight Smile Purple,Suit and Ribbon Tie,Gold Pearls,Patch,Robo Spine,Barcode,Skintone Radioactive,White,None,40.280155768463,186
187,No Environment,Electric Skateboard Gold,Earring,No Accessory,Saiyan Gray,Sunglasses Yellow,Brow 6,Yellow Eyes 2,Slight Smile,Terry Jacket Navy,Gold Pearls,No Attachment,Tattoo Dragon,Kanji Tattoo,Skintone 2,Moss,None,37.604329723633136,187
188,No Environment,Den Den Daiko Wave Blue,Piercings,No Accessory,Knit Beanie Green Ethereum Pink,Sunglasses S,Brow Type 3,Deep Eyes 3,Slight Smile Pink,Spider Bra,Gold Pearls,No Attachment,No Attachment,Mole,Skintone 1,White,None,27.09419239602769,188
189,No Environment,Traditional Umbrella Yellow With Pattern,No Earring,Cigarette,Pomade Gray,White Sunglasses,Brow 2,Green Eyes 2,Slight Smile,Fur Coat,Wave Necklace,No Attachment,No Attachment,Kanji Tattoo,Skintone 2,Blue,None,43.398299413262514,189
190,No Environment,Unarmed,Silver Earring,No Accessory,Hime Cut Cyan,No Eyewear,Brow Type 5,Blue Eyes 2,Smirk Purple,Hacker Jacket,Gold Pearls,No Attachment,Robo Spine,No Markings,Skintone 3,Red,None,11.072700287939368,190
191,No Environment,Robo Middle Finger Red,Earloops,No Accessory,Karen Short,No Eyewear,Brow Type 1,Pink Eyes 3,Grit Purple,Kiwami Hoodie Camo,Dog Tags,Star Tattoo,Kanji Tattoo,Barcode,Skintone 1,Moss,None,41.12512236910278,191
