,Background,Left Arm,Right Arm,Eyes,Hat,Sleeves,Upper Body,Legs,Feet,Mouth,Bag,Nose,Outerwear,Shoe Gum,Fannypack,Neck,Suspenders,Ears,Overhead,Special,Rarity score,Token Id
118,Purple,Swinging,Swinging,Sunglasses,None,Long Sleeves,Blue Zipper Hoodie with Hood Up,White Sweatpants,Light Blue Slippers,Toothpick,None,None,None,None,None,None,None,None,None,None,17.947269129144935,119
119,Blue,Swinging,Swinging,Black Glasses,None,Short Sleeves,White Loose Shirt,Tan Pants,Red Shoes,None,Duffel Bag,None,None,None,None,None,None,None,None,None,25.965572654526397,120
120,Blue,Stick Bag,Swinging,Brown Glasses,White / Turquoise Backwards Cap,Long Sleeves,Yellow / Blue Hoodie Jacket with Hood Down,Green Sweatpants,Rocket Pop Sneakers,None,None,None,None,None,None,None,None,None,None,None,17.17126801151674,121
121,Blue,Swinging,Fast Food,Nose Glasses with White Hair,None,Short Sleeves,White Loose Shirt with Pens,Blue Pants,Dark Blue Slippers,Toothpick,None,None,None,None,None,None,None,Earphones,None,None,42.550888061348815,122
122,Yellow,Swinging,Coffee,Sunglasses,Turquoise 5 Panel Cap,Short Sleeves,White Loose Shirt,Dark Blue Pants,Bubblegum Blue Sneakers,Cigar,None,None,Red Cape,None,None,None,None,None,None,None,55.5619598736539,123
123,Blue,Axe,Swinging,None,White / Blue Baseball Cap,Short Sleeves,Tan / Green / White Puffer Vest,Tan Pants,Forest Moss Sneakers,Toothpick,None,None,None,None,None,None,None,Bing Bong Stick,None,None,44.60258889440109,124
124,Blue,Axe,Swinging,Sunglasses,Turquoise 5 Panel Cap,Short Sleeves,Light Blue / Pink Tucked Shirt with Pens,Green Tracksuit Pants,Maroon Shoes,None,Grey Backpack with Slingshot,None,None,None,None,None,None,None,None,None,39.46736267174871,125
125,Blue,Swinging,Swinging,Black Glasses,None,Long Sleeves,Pink Zipper Hoodie with Hood Down,Light Blue Skirt,Ice Grey Sneakers,None,None,None,None,None,None,None,None,None,None,None,3.861686171945781,126
126,Pink,Swinging,Swinging,Googly Eyes,Green Pointy Beanie,Long Sleeves,Red / White Varsity Jacket,Dark Blue Shorts,Bubblegum Blue Sneakers,None,None,None,None,None,None,None,None,None,None,None,17.34082892412441,127
127,Blue,Axe,Boombox,Sunglasses,Cream Beanie,Long Sleeves,Blue Loose Shirt,Green Pants,White Shoes,None,Green Chest Bag,None,None,None,None,Scarf,None,None,None,None,48.74755264024317,128
128,Blue,Swinging,Book,Black Nerd Glasses,Yellow / Blue Pointy Beanie,Long Sleeves,Purple Zipper Hoodie with Hood Down,Charcoal Pants,Bleached Sand Sneakers,Cigar,None,None,None,None,None,None,None,None,None,None,25.31199854104928,129
129,Pink,Bomb,Swinging,None,None,Long Sleeves,Black / Yellow Varsity Jacket,Lavender Pants,Brown Boots,Bing Bong Stick,None,None,None,None,None,None,None,None,None,None,22.68568187245497,130
130,Blue,Swinging,Metal Detector,None,White / Blue Baseball Cap,Long Sleeves,Blue Hoodie with Hood Up,Green Shorts,White Shoes,None,None,None,None,Gum,Yellow Fannypack,None,None,None,None,None,41.170983688194525,131
131,Blue,Swinging,Swinging,None,Propeller Cap,Long Sleeves,Indigo Turtleneck,Lavender Pants,Bleached Sand Sneakers,None,Tote,None,None,None,None,None,None,None,None,None,19.410677475024023,132
132,Green,Swinging,Swinging,None,Cream Beanie,Long Sleeves with Stripes,Green / White / Blue Tracksuit Jacket,Green Pants,Forest Moss Sneakers,None,Brown Backpack,None,None,None,None,None,None,None,None,None,37.332228795905884,133
133,Orange,Swinging,Book,White Glasses,None,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Green Sweatpants,Cream Slippers,None,None,None,None,None,None,None,None,Headset,None,None,29.296889887657173,134
134,Orange,Swinging,Swinging,White Nerd Glasses,Turquoise 5 Panel Cap,Long Sleeves,Blue / White Sweater and Shirt,White Sweatpants,Summer Night Sneakers,Pipe,None,None,None,None,None,Scarf Bandana,None,None,None,None,37.72796775235455,135
135,Purple,Baseball Bat,Swinging,Black Nerd Glasses,Dark Blue Beanie,Short Sleeves,Tan / Green / White Puffer Vest,Dark Blue Pants,Yellow Boots,None,None,None,None,None,None,None,None,None,None,None,33.10685799932057,136
136,Blue,Baseball Bat,Pocket,None,White Baseball Cap,Long Sleeves,Blue Turtleneck,Grey Sweatpants,Rocket Pop Sneakers,Cigar,None,None,None,None,None,None,None,Pencil,None,None,41.944603696985695,137
137,Orange,Scientist,Coffee,None,Visor,Long Sleeves,Dark Blue / White Sweater Vest and Shirt,Red Sweatpants,White Shoes,Bandana,None,None,None,None,None,Scarf Bandana,None,None,None,None,48.667458639778246,138
138,Blue,Swinging,Swinging,None,White / Blue Baseball Cap,Long Sleeves,Indigo Turtleneck,Blue Pants,Light Blue Slippers,None,None,None,Cream Morning Robe,None,None,None,None,None,None,None,20.1839010770345,139
139,Yellow,Stick Bag,Swinging,White Nerd Glasses,Big Hat,Long Sleeves,Light Blue / Dark Blue Hoodie Jacket with Hood Down,Pink Skirt,Bleached Sand Sneakers,None,None,None,None,None,Cream Fannypack,None,None,None,None,None,36.41369394025105,140
140,Blue,Swinging,Metal Detector,Black Nerd Glasses,White / Blue Backwards Cap,Long Sleeves,Blue Hoodie with Hood Down,Green Sweatpants,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,17.14438779132175,141
141,Blue,Duffel Bag,Boxing Glove,White Nerd Glasses,Yellow / Blue Pointy Beanie,Long Sleeves,Blue Tucked Shirt,Green Sweatpants,Blue Shoes,None,Cream Chest Bag,None,None,None,None,None,None,None,None,None,36.19070253649753,142
142,Yellow,Swinging,Rainbow Paint Bucket,Thief Mask,None,Long Sleeves,Dark Blue / White Sweater and Shirt,Lavender Pants,Tan Boots,Toothpick,Grey Backpack,None,None,None,None,None,None,None,None,None,38.35239446330634,143
143,Yellow,Swinging,Swinging,None,None,Long Sleeves,Purple Zipper Hoodie with Hood Up,Blue Sweatpants,Green Boots,Toothpick,None,None,None,None,None,None,None,None,None,None,15.386215017741462,144
144,Pink,Swinging,Swinging,White Glasses,None,Short Sleeves,Blue Loose Shirt,White Sweatpants,Dark Blue Slippers,None,None,None,None,None,None,Scarf,None,None,None,None,33.28757047769606,145
145,Yellow,Swinging,Swinging,None,Blue Beanie,Short Sleeves,White T-Shirt,Tan Pants,Green Boots,None,None,None,None,None,None,None,None,None,None,None,23.066172098638702,146
146,Blue,Swinging,Swinging,Brown Glasses,Tan Bucket Hat,Short Sleeves,Dark Blue / White V-Neck Sweater Vest and Shirt,White Skirt,Blue Shoes,None,Yellow Chest Bag,None,None,None,None,None,None,None,None,None,33.189681931098214,147
147,Blue,Money Bag,Swinging,White Nerd Glasses,None,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Grey Sweatpants,Ice Grey Sneakers,Straw,None,None,None,None,None,None,None,None,None,None,19.77074258638147,148
148,Orange,Baseball Bat,Book,Sunglasses,Blue Bucket Hat,Long Sleeves,Grey / White V-Neck Sweater and Shirt,Pink Shorts,Red Shoes,Bandana,None,None,None,None,None,Scarf Bandana,None,None,None,None,51.379112460768184,149
149,Blue,Swinging,Boxing Glove,White Nerd Glasses,None,Long Sleeves,Blue / White Sweater Vest and Shirt,Green Sweatpants,White Shoes,Cigar,None,None,None,None,None,None,None,None,None,None,18.925843060159668,150
150,Blue,Axe,Pocket,Black Glasses,Green Pointy Beanie,Long Sleeves,Cream Sweatshirt,Blue Pants,Rocket Pop Sneakers,Toothpick,None,None,None,None,None,Scarf,White Suspenders,None,None,None,59.01913339660059,151
151,Blue,Swinging,Tennis Racket,White Nerd Glasses,None,Long Sleeves,Light Blue / Dark Blue Hoodie Jacket with Hood Up,Light Blue Skirt,Dark Blue Slippers,None,None,None,None,None,None,None,None,None,None,None,11.165081493492227,152
152,Blue,Stick Bag,Pocket,Brown Glasses,None,Long Sleeves with Stripes,Blue / Yellow Tracksuit Jacket,Red Sweatpants,Green Shoes,None,None,None,None,None,None,None,None,None,None,None,28.58323433360822,153
153,Orange,Swinging,Coffee,Radioactive Glasses,Turquoise 5 Panel Cap,Long Sleeves,Blue / White Varsity Jacket,Blue Sweatpants,Light Blue Slippers,None,None,None,None,None,None,None,None,None,None,None,24.297938313042224,154
154,Blue,Swinging,Swinging,Nerd Ghost Glasses,Turquoise 5 Panel Cap,Long Sleeves,White Loose Shirt with Pens,Tan Pants,Ice Grey Sneakers,Bing Bong Stick,None,None,Red Coat,None,None,None,None,None,None,None,32.43749929229951,155
155,Purple,Squirt Gun,Swinging,Nerd Ghost Glasses,None,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Down,Green Shorts,Rocket Pop Sneakers,None,None,None,None,None,None,None,None,None,None,None,17.902905172959766,156
156,Green,Paint Roller,Swinging,Black Nerd Glasses,Blue Bucket Hat,Short Sleeves,White Loose Shirt,White Sweatpants,Pink Slippers,None,None,None,None,None,Yellow Fannypack,None,None,None,None,None,46.27964053049313,157
157,Blue,Swinging,Swinging,Black Glasses,None,Long Sleeves,Indigo Turtleneck,Pink Skirt,Ice Grey Sneakers,None,None,None,None,None,Green Fannypack,None,None,None,None,None,17.07241222351618,158
158,Blue,Bomb,Boombox,Black Nerd Glasses,White Headband,Long Sleeves,Blue Hoodie with Hood Down,White Skirt,Tan Boots,Bandana,None,None,None,None,None,None,None,None,None,None,32.208913913436724,159
159,Blue,Fishing Pole,Swinging,None,White / Blue Baseball Cap,Short Sleeves,Light Blue / Pink Tucked Shirt,Green Skirt,Green Boots,None,None,None,None,None,None,None,None,None,None,None,24.95799423667471,160
160,Blue,Swinging,Tennis Racket,Sunglasses,Light Blue Beanie,Long Sleeves,Blue Hoodie with Hood Down,Blue Pants,Red Shoes,None,None,None,None,None,None,None,None,None,None,None,16.537582484047622,161
161,Purple,Swinging,Swinging,White Glasses,None,Long Sleeves,Blue Hoodie with Hood Down,White Shorts,Summer Day Sneakers,None,None,None,None,None,Cream Fannypack,None,None,None,None,None,23.113467950025708,162
162,Blue,Swinging,Basketball,Black Nerd Glasses,None,Long Sleeves,Indigo Turtleneck,Green Sweatpants,Bleached Sand Sneakers,None,None,None,None,None,None,None,None,None,None,None,10.418412922080377,163
163,Purple,Stick Bag,Metal Detector,White Glasses,Cowboy Hat,Long Sleeves,Grey Tucked Shirt,Pink Shorts,Yellow Boots,Straw,Yellow Chest Bag,None,None,None,None,Scarf,None,None,None,None,65.94908467810232,164
164,Blue,Swinging,Swinging,White Nerd Glasses,None,Long Sleeves,Purple Zipper Hoodie with Hood Up,Tan Pants,Rocket Pop Sneakers,None,None,None,None,None,None,None,None,None,None,None,2.6893568604143088,165
165,Blue,Boxing Glove,Basketball,None,Blue Beanie,Long Sleeves,Blue Zipper Hoodie with Hood Down,Charcoal Pants,Black Shoes,None,None,None,None,None,None,None,None,None,None,None,21.067814268533006,166
166,Green,Boxing Glove,Book,None,Red Headband,Long Sleeves,Yellow / Blue Hoodie Jacket with Hood Down,Blue Pants,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,26.864727379537847,167
167,Blue,Stick Bag,Basketball,Cool Glasses,None,Long Sleeves,Black Zipper Hoodie with Hood Down,Charcoal Pants,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,18.685140417492264,168
168,Blue,Spray Can,Laptop,None,White / Blue Baseball Cap,Long Sleeves,Purple Hoodie with Hood Up,Lavender Pants,Bleached Sand Sneakers,Bing Bong Stick,None,None,None,None,Black Fannypack,None,None,None,None,None,43.26187428247099,169
169,Yellow,Swinging,Boombox,Brown Glasses,White / Blue Baseball Cap,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,White Sweatpants,Black Shoes,None,None,None,None,None,None,None,None,None,None,None,23.45614988132156,170
170,Purple,Baseball Bat,Swinging,Sunglasses,None,Long Sleeves,Dark Blue / White Sweater Vest and Shirt,Charcoal Pants,Green Boots,None,None,None,Purple Cape,None,None,None,None,None,None,None,29.90953864468851,171
171,Green,Scientist,Swinging,Swirly Glasses,None,Short Sleeves,Grey Tucked Shirt,Green Pants,Summer Day Sneakers,None,None,None,None,None,None,None,None,None,None,None,27.31936984893803,172
172,Orange,Scientist,Swinging,White Nerd Glasses,Cowboy Hat,Long Sleeves,Dark Blue / White Sweater and Shirt,Pink Skirt,Red Shoes,None,Grey Backpack with Balloons,None,None,None,None,None,None,Pencil,None,None,47.799261662599015,173
173,Orange,Boxing Glove,Swinging,None,Cowboy Hat,Long Sleeves,Grey Hoodie with Hood Down,Light Blue Skirt,Rocket Pop Sneakers,Straw,None,None,None,None,None,None,None,None,None,None,29.710821873871,174
174,Purple,Baseball Bat,Swinging,Thief Mask,Light Blue Beanie,Long Sleeves,Grey Hoodie with Hood Down,Grey Sweatpants,Blue Shoes,None,None,None,None,None,None,None,None,None,None,None,23.24810891111368,175
175,Purple,Juice,Swinging,None,Tan Bucket Hat,Long Sleeves,Blue Loose Shirt,Light Blue Shorts,Black Shoes,Toothpick,None,None,None,None,Green Fannypack,Scarf Bandana,None,None,None,None,55.08012047974651,176
176,Pink,Skateboard,Pocket,Pointy Glasses,Blue Beanie,Long Sleeves,Pink Zipper Hoodie with Hood Down,Grey Sweatpants,Blue Shoes,None,None,None,None,None,None,None,None,None,None,None,29.80010548774682,177
177,Blue,Axe,Swinging,None,Detective Hat,Short Sleeves,White Loose Shirt,Pink Shorts,Light Blue Slippers,Toothpick,Black Chest Bag,None,None,None,None,None,None,None,None,None,45.5183658138283,178
178,Blue,Swinging,Boombox,White Glasses,Yellow / Blue Pointy Beanie,Short Sleeves,Grey Tucked Shirt,White Skirt,White Shoes,Straw,None,Bandage,None,None,None,None,None,None,None,None,50.052687432423845,179
179,Green,Squirt Gun,Watering Can,White Glasses,Cream Beanie,Long Sleeves,Purple Zipper Hoodie with Hood Down,Blue Sweatpants,Maroon Shoes,None,None,None,None,None,None,None,None,None,None,None,30.424711418307517,180
180,Orange,Paint Roller,Swinging,None,None,Long Sleeves,Blue Turtleneck,Pink Skirt,Green Shoes,Bandana,Green Chest Bag,None,None,None,None,None,None,None,None,None,35.23291711199247,181
181,Blue,Fishing Pole,Swinging,Nerd Ghost Glasses,None,Long Sleeves,Dark Blue / White V-Neck Sweater Vest and Shirt,Charcoal Pants,Forest Moss Sneakers,None,None,None,Black Death Robe,None,None,None,None,None,None,None,25.31757281328007,182
182,Blue,Axe,Swinging,Black Nerd Glasses,None,Long Sleeves,Dark Blue / White Sweater and Shirt,Green Pants,Black Shoes,None,None,None,None,None,None,Scarf Bandana,None,None,None,None,22.27182183213375,183
183,Blue,Scientist,Laptop,None,None,Long Sleeves,Blue Zipper Hoodie with Hood Up,Green Pants,Light Blue Slippers,None,Brown Backpack,None,None,None,None,None,None,None,None,None,26.94155239317792,184
184,Pink,Paint Roller,Book,Cool Glasses,White / Blue Baseball Cap,Long Sleeves,Cream Turtleneck,Red Sweatpants,Bleached Sand Sneakers,None,Duffel Bag,None,None,None,None,None,None,None,None,None,43.57440762527604,185
185,Orange,Baseball Bat,Swinging,Black Glasses,Tie,Long Sleeves,Grey Zipper Hoodie with Hood Down,Dark Blue Pants,Red Shoes,None,None,None,None,None,None,None,None,None,None,None,23.078555748641453,186
186,Yellow,Swinging,Tennis Racket,None,Turquoise 5 Panel Cap,Long Sleeves,Blue Hoodie with Hood Down,Blue Pants,Maroon Shoes,None,None,None,None,None,None,None,None,None,None,None,19.571563204301526,187
187,Purple,Boxing Glove,Basketball,None,Dark Blue Beanie,Long Sleeves,Orange Puffer Jacket,White Sweatpants,Rocket Pop Sneakers,Toothpick,None,None,None,None,None,None,None,None,None,None,35.715051831337476,188
188,Blue,Axe,Swinging,Swirly Glasses,None,Long Sleeves,Green / White / Blue Tracksuit Jacket,White Sweatpants,Green Boots,Straw,None,None,None,None,None,None,None,None,None,None,20.28536104893761,189
189,Pink,Swinging,Swinging,White Nerd Glasses,Radioactive Bucket,Long Sleeves,Indigo Turtleneck,Red Sweatpants,Tan Boots,None,None,None,None,None,None,None,None,None,None,None,15.847515030504585,190
190,Pink,Swinging,Laptop,Swirly Glasses,None,Long Sleeves,Grey Sweatshirt,Lavender Pants,Blue Shoes,None,None,None,None,None,None,None,None,None,None,None,16.712906383297085,191
191,Blue,Stick Bag,Swinging,Eye Patch,None,Long Sleeves,Grey / White V-Neck Sweater Vest and Shirt,Charcoal Pants,Bunny Slippers,Toothpick,None,None,None,None,None,None,None,None,None,None,19.494151048292572,192
192,Blue,Juice,Swinging,VR Goggles Graph,Dark Blue Beanie,Long Sleeves,Grey Hoodie with Hood Down,Charcoal Pants,Green Boots,None,None,None,None,None,None,None,None,None,None,None,17.953655138045015,193
193,Blue,Paint Roller,Laptop,Black Nerd Glasses,Red Headband,Short Sleeves,Blue / White Sweater Vest and Shirt,Light Blue Shorts,Black Shoes,None,Yellow Chest Bag,None,None,None,None,None,None,None,None,None,46.81204050722943,194
194,Blue,Swinging,Swinging,Nerd Ghost Glasses,None,Long Sleeves,Pink Zipper Hoodie with Hood Up,Tan Pants,Green Shoes,None,None,None,None,None,None,None,None,None,None,None,3.320207130123039,195
195,Yellow,Swinging,Swinging,None,Blue Bucket Hat,Long Sleeves,Blue Zipper Hoodie with Hood Down,White Skirt,Brown Boots,Bing Bong Stick,None,None,None,None,Yellow Fannypack,None,None,None,None,None,36.006014448821155,196
196,Blue,Umbrella,Pocket,White Nerd Glasses,None,Long Sleeves,Blue Zipper Hoodie with Hood Down,Blue Pants,Maroon Shoes,Toothpick,None,None,None,None,None,None,None,None,None,None,24.60381540240012,197
197,Blue,Swinging,Laptop,Pointy Glasses,None,Long Sleeves,Blue Hoodie with Hood Up,Green Tracksuit Pants,Bleached Sand Sneakers,None,None,None,None,None,None,None,None,None,None,None,11.721509149050034,198
198,Green,Swinging,Swinging,Black Glasses,None,Long Sleeves,Cream Turtleneck,White Shorts,Black Shoes,None,None,None,None,None,None,None,None,None,None,None,10.106180852333111,199
199,Green,Boxing Glove,Swinging,White Glasses,None,Long Sleeves,Green / White V-Neck Sweater and Shirt,Purple Sweatpants,Maroon Shoes,None,None,None,None,None,None,Scarf Bandana,None,None,None,None,29.356398978275895,200
200,Purple,Boxing Glove,Swinging,Sunglasses,White / Red Backwards Cap,Short Sleeves,Green / White V-Neck Sweater Vest and Shirt,White Sweatpants,Summer Day Sneakers,Toothpick,Grey Backpack,None,None,None,None,None,None,None,None,None,53.95943675310535,201
201,Blue,Bomb,Swinging,Black Glasses,Pink Pointy Beanie,Long Sleeves,Blue / White Varsity Jacket,Blue Pants,Bunny Slippers,None,None,None,None,None,None,None,None,Earphones,None,None,29.19020043917742,202
202,Blue,Axe,Pocket,Black Nerd Glasses,Detective Hat,Long Sleeves,Pink Hoodie with Hood Down,Tan Pants,Green Boots,None,None,None,None,None,None,None,None,None,None,None,22.60542421524449,203
203,Purple,Swinging,Boombox,Black Nerd Glasses,None,Long Sleeves,Dark Blue / Light Blue Puffer Jacket,Lavender Pants,Tan Boots,None,Brown Backpack,None,None,None,None,None,None,Headset,None,None,41.040196388641036,204
204,Yellow,Swinging,Swinging,White Glasses,None,Long Sleeves with Stripes,Green / White / Blue Tracksuit Jacket,Dark Blue Shorts,Green Boots,None,None,None,None,None,None,None,None,None,None,None,21.269508565691833,205
205,Blue,Swinging,Swinging,Black Nerd Glasses,None,Long Sleeves,Black Turtleneck,Light Blue Shorts,Green Shoes,None,None,None,None,None,None,None,None,Pencil,None,None,14.746397793595598,206
206,Yellow,Swinging,Metal Detector,Radioactive Glasses,None,Short Sleeves,Light Blue Loose Shirt,Blue Sweatpants,Blue Shoes,None,None,None,None,None,None,None,None,None,None,None,27.920100675752984,207
207,Green,Swinging,Rainbow Paint Bucket,Googly Eyes,None,Long Sleeves,Blue Zipper Hoodie with Hood Up,Pink Skirt,Black Shoes,Pipe,None,None,None,None,None,None,None,None,None,None,27.72992642343067,208
208,Yellow,Juice,Swinging,None,None,Long Sleeves,Pink Tucked Shirt,Purple Tracksuit Pants,Summer Day Sneakers,Cigar,None,Bandage,Red Coat,None,None,Scarf Bandana,None,None,None,None,63.07968925316381,209
209,Pink,Swinging,Swinging,Pointy Glasses,None,Long Sleeves,Pink Hoodie with Hood Up,Light Blue Skirt,Summer Night Sneakers,None,None,None,None,None,None,None,None,None,None,None,10.89156654215761,210
210,Pink,Baseball Bat,Swinging,Sunglasses,None,Long Sleeves,Cream Sweatshirt,Blue Pants,Yellow Boots,Straw,None,None,None,None,None,None,None,None,None,None,25.255401612001243,211
211,Pink,Paint Roller,Swinging,Googly Eyes,None,Long Sleeves,White Loose Shirt,Pink Shorts,Frog Slippers,None,None,None,None,None,None,None,None,Earrings,None,None,30.5522685210313,212
212,Blue,Swinging,Swinging,None,None,Long Sleeves,Pink / Blue Hoodie Jacket with Hood Up,Light Blue Shorts,Bubblegum Blue Sneakers,None,Grey Backpack,None,None,None,None,None,None,None,None,None,13.583357834044591,213
213,Orange,Swinging,Swinging,Sunglasses,None,Long Sleeves,Blue Sweatshirt,Red Sweatpants,Dark Blue Slippers,Bandana,None,None,None,None,None,None,None,None,None,None,18.29825347026491,214
214,Pink,Duffel Bag,Pocket,White Nerd Glasses,Pink Pointy Beanie,Long Sleeves,Blue / White Sweater Vest and Shirt,Tan Pants,Red Shoes,None,None,None,None,None,None,None,None,Earrings,None,None,41.37386705642883,215
