,Body,Outerwear,Eyes,Species,Shoes,Background,Head,Attitude,Headwear,Eyewear,Underfoot,Rarity score,Token Id
5557,Grey,None,Suspicious,Toad ,Slipons (White),Yellow,None,Rampant,Headphones,None,None,30.29333024068282,5557
5558,Skeleton,None,Dead,Rabbit,None,Green,Skull,Crustant,Lincoln,None,None,15.00313851145416,5558
5559,Blue,None,Suspicious,Toad ,Work Boots,Grey,None,Statant,Mohawk (Pink),None,None,30.789740472819073,5559
5560,Brown,None,Dead,Mouse,None,Purple,Skull,Crustant,Mohawk (Green),None,None,12.880635104007856,5560
5561,Purple,None,Eclipse,Toad ,Hightops (Blue),Green,None,Crustant,Skully,None,None,30.022869670150065,5561
5562,Ninja,None,Fire,Mutant Toad,Slipons (Pink),Blue,Bird,Passant,Beanie,None,None,41.425619196302286,5562
5563,Green,None,Stirring,Mutant Toad,Slipons (Pink),Grey,Cat,Crustant,Witch's Hat,None,None,39.81749088473742,5563
5564,Red,Punk Jacket,Relaxed,Bat,None,Pink-ish,Skull,Passant,None,None,None,31.274339117264255,5564
5565,Grey,None,Side-eye,Rat,Hightops (White),Purple,Creep,Rampant,None,None,None,17.458410240271995,5565
5566,Grey,None,None,Toad ,Hightops (Green),Purple,None,Sejant,Fire,Spectacles of Judgement,None,49.6460665384619,5566
5567,Red,None,Void,Cat,None,Purple,Flesh,Statant,Tiny Crown,None,None,11.88177589267258,5567
5568,Cyborg,Punk Jacket,None,Rabbit,Socks (Pellet),Purple,None,Rampant,Rubber Duck,Visor (Cold),None,75.50652676160335,5568
5569,Black,None,Relaxed,Rabbit,None,Yellow,Skull,Statant,Durag,None,None,11.412140344418127,5569
5570,Purple,None,Angry,Bat,Slipons (Pink),Yellow,Skull,Passant,None,None,None,20.26458077876146,5570
5571,Skeleton,None,None,Bat,Slipons (Pink),Pink,Skull,Crustant,Dancing Flame,Rose-Coloured Glasses,None,55.644314132296316,5571
5572,Green,None,Divit,Mutant Toad,None,Pink,Rat,Statant,Bucket Hat,None,None,26.12943867040854,5572
5573,Grey,None,Divit,Mouse,Slipons (White),Blue,Flesh,Statant,Queen's Crown,None,None,25.888426977131022,5573
5574,White,None,Side-eye,Bug,None,Yellow,Creep,Crustant,None,None,None,6.2278436771564385,5574
5575,Skeleton,None,None,Bug,None,Grey,Skull,Rampant,Grail,Patch,None,37.6084386340255,5575
5576,Brown,None,Void,Rat,Socks (Classic),Green,Skull,Rampant,None,None,None,17.506047248636147,5576
5577,Grey,None,Fire,Rabbit,Socks (Floppy),Green,Creep,Sejant,Beanie (Green),None,None,27.038964787188828,5577
5578,Brown,None,None,Rat,None,Grey,Skull,Statant,Pirate,Patch,None,32.25210827122012,5578
5579,White,None,Discerning,Lizard,None,Yellow,Flesh,Statant,None,None,None,6.560799918024853,5579
5580,Black,None,Angry,Cat,None,Pink-ish,Flesh,Crustant,None,None,None,6.71236882672019,5580
5581,Green,Jean Jacket,Suspicious,Toad ,None,Blue,None,Passant,Wizard's Hat,None,None,40.66356045533201,5581
5582,Brown,Space Helmet,Void,Cat,None,Purple,Flesh,Rampant,None,None,None,27.409941289602287,5582
5583,Rusty,None,None,Mouse,None,Grey,None,Passant,Cowboy Hat,Sunglasses,None,38.2237747229808,5583
5584,Green,Hoodie,Discerning,Mutant Toad,None,Pink-ish,Bug,Statant,None,None,None,39.888247297762724,5584
5585,Blue,None,Relaxed,Rat,Hightops (Red),Grey,Creep,Crustant,Flower,None,None,27.526399288358583,5585
5586,Purple,Space Helmet,Discerning,Rabbit,Slipons (White),Yellow,Skull,Sejant,None,None,None,39.026138488709094,5586
5587,Blue,None,Divit,Rabbit,Hightops (Blue),Purple,Creep,Crustant,Bucket Hat,None,None,25.516983398523603,5587
5588,Black,None,Angry,Bug,Socks (Pellet),Yellow,Flesh,Passant,None,None,None,19.453035550315207,5588
5589,White,None,Angry,Bug,Socks (Floppy),Yellow,Creep,Statant,None,None,None,19.80081002022925,5589
5590,Blue,None,Void,Rabbit,None,Green,Skull,Statant,Queen's Crown,None,None,11.025684980771903,5590
5591,Blue,None,Relaxed,Mouse,Hightops (Blue),Yellow,Skull,Rampant,Stealth Headband,None,None,26.20360002373307,5591
5592,Red,None,None,Cat,None,Yellow,Creep,Statant,None,3D,None,23.516022652143224,5592
5593,Red,Hoodie Down,Dead,Cat,Socks (Dirty),Purple,Creep,Passant,None,None,None,41.906507523299055,5593
5594,Brown,None,Orb,Rabbit,Hightops (Green),Pink-ish,Skull,Sejant,Bandana,None,None,29.0602619019767,5594
5595,Blue,None,None,Bug,None,Green,Creep,Passant,Flower,Noggles,None,35.21868162793079,5595
5596,Grey,None,Discerning,Rabbit,Hightops (Blue),Purple,Creep,Passant,None,None,None,15.475786880353704,5596
5597,White,None,Divit,Rabbit,Hightops (White),Yellow,Creep,Passant,Bucket Hat,None,None,25.73097394014283,5597
5598,Black,None,Divit,Mouse,None,Green,Skull,Sejant,Skully,None,None,11.24560602854945,5598
5599,Blue,None,Diamond,Rat,Socks (Floppy),Blue,Flesh,Sejant,Flower,None,None,29.57150613559675,5599
5600,Green,None,Discerning,Cat,Hightops (Red),Yellow,Creep,Statant,Headphones,None,None,27.24993210079098,5600
5601,Blue,None,Suspicious,Toad ,Gym (Crusty),Green,None,Passant,None,None,None,22.31237216894905,5601
5602,Golden,None,None,Cat,Hightops (Red),Purple,None,Sejant,Queen's Crown,None,None,29.988136361587163,5602
5603,Brown,Diamond Grill,Divit,Fish,Slipons (Grey),Grey,Creep,Passant,None,None,None,42.17689704274505,5603
5604,Red,None,Divit,Mouse,None,Grey,Flesh,Crustant,Cowboy Hat,None,None,10.573770479911,5604
5605,Black,None,Void,Mouse,Hightops (Blue),Pink,Flesh,Statant,Croissant,None,None,28.697497644738633,5605
5606,Purple,None,Void,Mouse,Work Boots,Purple,Skull,Statant,Aviator's Cap,None,None,26.295718481622764,5606
5607,Black,Jean Jacket,Angry,Cat,Work Boots,Blue,Creep,Sejant,Dancing Flame,None,Swiggle,78.95958698993772,5607
5608,Grey,None,Suspicious,Toad ,None,Yellow,None,Crustant,None,None,None,7.696068110632505,5608
5609,Golden,None,None,Bird,Socks (Dirty),Blue,None,Passant,None,None,None,22.42613936464335,5609
5610,Grey,None,Side-eye,Fish,None,Blue,Creep,Statant,Stealth Headband,None,None,13.30568066777203,5610
5611,Purple,Hoodie,Side-eye,Rabbit,Hightops (Green),Pink-ish,Skull,Sejant,None,None,None,41.790448519876534,5611
5612,Brown,None,Relaxed,Bug,None,Blue,Creep,Rampant,Skully,None,None,13.70109065212899,5612
5613,Ninja,None,Eclipse,Toad ,None,Yellow,None,Rampant,Skully,None,None,18.358706947795483,5613
5614,White,Punk Jacket,Void,Bug,None,Grey,Creep,Crustant,None,None,None,29.939636024960354,5614
5615,Blue,None,Dead,Lizard,None,Yellow,Creep,Crustant,Skully,None,None,16.629209983835462,5615
5616,Brown,None,None,Toad,None,Grey,Creep,Rampant,Oddities Hat,Spectacles of Judgement,None,36.28882492522436,5616
5617,Purple,None,Discerning,Rat,Socks (Pellet),Green,Creep,Statant,Fire,Monocle,None,49.51255136826715,5617
5618,Grey,None,Diamond,Cat,None,Blue,Skull,Crustant,Raincloud,None,None,15.068551567436769,5618
5619,White,None,Rainbow,Fish,Hightops (Green),Green,Skull,Crustant,None,None,None,21.93225051455541,5619
5620,Black,None,Angry,Mouse,Slipons (White),Pink,Skull,Sejant,Aviator's Cap,None,None,27.59764206000188,5620
5621,Purple,None,Relaxed,Rabbit,Socks (Floppy),Blue,Flesh,Rampant,Captain's Cap,Monocle,None,49.56311645117486,5621
5622,Ninja,None,Relaxed,Mutant Toad,None,Green,Bird,Statant,Bandana,None,None,24.88996974118669,5622
5623,Grey,Space Helmet,Angry,Bird,None,Green,Flesh,Sejant,None,None,None,27.293964045428474,5623
5624,Blue,None,Void,Rat,Socks (Floppy),Green,Skull,Sejant,None,None,Worm,46.76302481009378,5624
5625,Blue,Hoodie,Void,Rabbit,None,Grey,Flesh,Rampant,None,None,None,26.1585340512475,5625
5626,Pink,None,Side-eye,Rat,Hightops (Grey),Yellow,Creep,Rampant,Ranger,None,None,28.037657490864664,5626
5627,Green,None,Divit,Mutant Toad,None,Pink,Fish,Rampant,Queen's Crown,None,None,25.94810188091028,5627
5628,Brown,None,Side-eye,Rabbit,Hightops (Green),Green,Flesh,Passant,Wizard's Hat,None,None,23.673967734190413,5628
5629,Grey,None,Orb,Lizard,None,Green,Flesh,Sejant,Headphones,None,None,17.16129661227772,5629
5630,Brown,None,Heart,Rat,None,Pink-ish,Creep,Passant,Skully,None,None,16.138689815101053,5630
5631,Blue,None,None,Mouse,None,Green,Skull,Statant,Tiara,Jobs Glasses,None,32.255074123438035,5631
5632,White,None,Relaxed,Bug,None,Green,Flesh,Statant,Beanie (Pellet),None,None,15.541164859899581,5632
5633,Blue,None,Discerning,Fish,None,Green,Creep,Passant,Bow (Pellet),None,None,13.766503419461444,5633
5634,Blue,None,Angry,Bug,Hightops (Red),Purple,Flesh,Rampant,None,None,None,19.402449049302213,5634
5635,Purple,None,None,Bird,Gym (Stormy),Purple,Flesh,Sejant,None,Aviators,None,40.60750222224845,5635
5636,Black,None,Divit,Mouse,Slipons (Pink),Green,Flesh,Passant,Headphones,None,None,26.129254342115427,5636
5637,Black,None,Side-eye,Mouse,None,Yellow,Creep,Passant,Stealth Headband,None,None,11.37941136960539,5637
5638,Grey,None,Sleepy,Bird,None,Blue,Skull,Crustant,Headband,None,None,15.350941826128533,5638
5639,Red,None,Suspicious,Toad ,Hightops (Red),Yellow,None,Sejant,None,None,None,20.09785167893238,5639
5640,Purple,None,Side-eye,Lizard,None,Grey,Skull,Crustant,None,None,None,6.361626418719755,5640
5641,Red,None,Divit,Bird,Socks (Pellet),Yellow,Flesh,Rampant,None,None,None,18.14210085773898,5641
5642,Red,Jean Jacket,Stirring,Rabbit,Work Boots,Yellow,Flesh,Passant,Moon Hat,None,None,49.34020636488576,5642
5643,White,None,Divit,Fish,Work Boots,Pink-ish,Skull,Rampant,Tiara,None,None,31.702776262598565,5643
5644,Blue,None,Void,Rabbit,None,Purple,Flesh,Crustant,None,Monocle,None,26.839432744213347,5644
5645,Red,None,Relaxed,Mouse,None,Green,Creep,Sejant,Blood Moon Hat,Monocle,None,34.37744017319565,5645
5646,Black,None,Void,Rat,None,Purple,Creep,Sejant,Stealth Headband,None,None,12.755783205574161,5646
5647,Black,None,Side-eye,Rabbit,None,Blue,Creep,Sejant,Bucket Hat,None,None,10.814559785300574,5647
5648,White,Hoodie Down,Side-eye,Rat,None,Grey,Creep,Sejant,Raincloud,None,None,35.73882904651969,5648
5649,Green,None,Discerning,Mouse,Hightops (Green),Yellow,Creep,Rampant,Skully,None,None,25.528849761523375,5649
5650,Red,None,Suspicious,Toad ,Hightops (Green),Purple,None,Sejant,Lincoln,Monocle,None,52.2853055555778,5650
5651,Rusty,None,None,Rabbit,None,Pink,None,Sejant,None,Aviators,None,31.420125556490003,5651
5652,Pink,None,Divit,Cat,None,Green,Flesh,Crustant,Mohawk (Green),None,None,14.836624120165384,5652
5653,Red,None,Void,Bird,None,Purple,Creep,Statant,Bandana,None,None,12.411009661081875,5653
5654,Grey,Punk Jacket,Eclipse,Toad ,None,Purple,None,Statant,Halo,None,None,39.275558334581795,5654
5655,Red,None,Relaxed,Rabbit,Hightops (Blue),Purple,Flesh,Statant,Mohawk (Pink),None,None,23.709649173396034,5655
5656,Purple,None,Relaxed,Mouse,Hightops (Green),Blue,Flesh,Sejant,None,Monocle,None,41.543867841067325,5656
5657,Grey,None,Discerning,Bird,Roasted,Purple,Flesh,Rampant,Tiara,None,None,27.975193931291592,5657
5658,Pink,None,None,Toad ,None,Green,None,Crustant,Beanie (Green),Big Tech,None,37.804301995968146,5658
5659,Red,None,None,Bug,Socks (Classic),Yellow,Flesh,Crustant,Bandana,Gazelles,None,47.773813964589856,5659
5660,Green,None,Discerning,Rat,None,Yellow,Flesh,Sejant,None,Monocle,Worm,56.48185195326909,5660
5661,Brown,None,Side-eye,Cat,None,Grey,Skull,Rampant,Tiara,None,None,12.116650463616255,5661
5662,Red,None,Discerning,Fish,Slipons (White),Yellow,Flesh,Sejant,None,None,None,17.33947576016982,5662
5663,Black,None,Side-eye,Fish,None,Pink-ish,Skull,Crustant,Halo,None,None,16.31699326082936,5663
5664,Black,None,Void,Rat,Gym (Crusty),Grey,Flesh,Rampant,Croissant,None,None,27.65715315234505,5664
5665,Grey,None,Angry,Cat,None,Green,Creep,Sejant,Mohawk (Green),None,None,11.881750323019363,5665
5666,Pink,None,Discerning,Bug,None,Grey,Flesh,Statant,None,None,None,6.858043496054191,5666
5667,Brown,Jean Jacket,None,Rabbit,Hightops (Grey),Purple,Flesh,Passant,Halo,Noggles,None,68.18337020581953,5667
5668,Purple,None,Discerning,Cat,None,Purple,Flesh,Rampant,Headphones,None,None,12.84786152611574,5668
5669,Red,Punk Jacket,Side-eye,Cat,Socks (Classic),Green,Flesh,Sejant,None,None,None,39.75138307719588,5669
5670,Purple,None,Side-eye,Fish,None,Purple,Skull,Passant,None,None,None,5.089283409560392,5670
5671,Black,None,Discerning,Rabbit,None,Yellow,Skull,Sejant,Lincoln,None,None,10.092206417099577,5671
5672,Purple,None,Divit,Rat,Socks (Floppy),Blue,Skull,Rampant,Fire,None,None,26.71784815676215,5672
5673,Brown,None,None,Toad,None,Grey,Creep,Crustant,Captain's Cap,Gazelles,None,35.77455062828562,5673
5674,Blue,None,Eclipse,Toad ,Slipons (White),Green,None,Passant,Raincloud,None,None,30.397393553499196,5674
5675,Purple,None,Void,Cat,None,Purple,Flesh,Sejant,Wormy Chrome,None,None,14.036966062667242,5675
5676,Pink,None,Side-eye,Rabbit,None,Green,Creep,Crustant,Wizard's Hat,None,None,12.116662056598134,5676
5677,Brown,Hoodie,Side-eye,Rabbit,Hightops (White),Grey,Flesh,Passant,None,None,None,38.51783632128076,5677
5678,Grey,None,Discerning,Rat,Socks (Dirty),Green,Flesh,Sejant,Fire,None,None,25.466347842225296,5678
5679,Grey,None,Angry,Rat,None,Green,Creep,Passant,Queen's Crown,None,None,11.382345697135984,5679
5680,Green,Hoodie,Divit,Mutant Toad,None,Grey,Cat,Crustant,None,None,None,38.301032131646764,5680
5681,Purple,None,Void,Rat,Work Boots,Blue,Flesh,Rampant,None,None,None,18.84362967121471,5681
