,Mouth,Clothes,Eyes,Fur,Background,Hat,Earring,Name,Rarity score,Token Id
795,M1 Bored Unshaven Cigarette,M1 Striped Tee,M1 Bored,M1 Blue,M1 Yellow,M1 Army Hat,None,None,35.71302683783886,795
796,M1 Phoneme Vuh,M1 Sailor Shirt,M1 Bloodshot,M1 Brown,M1 Yellow,M1 Stuntman Helmet,None,None,37.32993475440104,796
797,M1 Phoneme L,M1 Tuxedo Tee,M1 Crazy,M1 Dark Brown,M1 Army Green,M1 Prussian Helmet,None,None,40.677351667317154,797
798,M1 Grin,M1 Rainbow Suspenders,M1 Zombie,M1 Dark Brown,M1 Purple,None,None,None,25.460279539803825,798
799,M1 Bored Unshaven Party Horn,M1 Lumberjack Shirt,M1 Coins,M1 White,M1 Orange,M1 Seaman's Hat,None,None,44.36889045338749,799
800,M1 Bored Cigarette,None,M1 Coins,M1 Dark Brown,M1 Orange,None,None,None,13.704066456247904,800
801,M2 Bored Unshaven,None,M2 3d,M2 Brown,M2 Yellow,M2 Bayc Hat Black,None,None,38.83662382511971,801
802,M2 Bored Unshaven,M2 Bandolier,M2 Crazy,M2 Brown,M2 Blue,M2 Safari,None,None,50.91666225635186,802
803,M2 Bored,M2 Caveman Pelt,M2 Sleepy,M2 Pink,M2 Blue,M2 Ww2 Pilot Helm,None,None,50.545835862500255,803
804,M2 Bored Unshaven,M2 Sailor Shirt,M2 Closed,M2 Red,M2 Army Green,M2 Cowboy Hat,M2 Silver Stud,None,95.62043711130134,804
805,M2 Phoneme  Ooo,None,M2 Bored,M2 Gray,M2 Orange,None,None,None,26.609552349076548,805
806,M1 Grin Multicolored,None,M1 Cyborg,M1 Pink,M1 Gray,M1 Short Mohawk,None,None,35.439144273465494,806
807,M1 Bored Party Horn,M1 Prison Jumpsuit,M1 Sad,M1 Brown,M1 Orange,M1 Short Mohawk,None,None,39.83550655577997,807
808,M1 Phoneme Vuh,M1 Toga,M1 Bloodshot,M1 Dmt,M1 Yellow,M1 Sushi Chef Headband,None,None,42.86221201240558,808
809,M2 Bored Unshaven Pipe,M2 Bone Tee,M2 Wide Eyed,M2 Red,M2 New Punk Blue,M2 Vietnam Era Helmet,None,None,53.926665706425936,809
810,M1 Grin,M1 Puffy Vest,M1 Closed,M1 Golden Brown,M1 New Punk Blue,M1 Horns,None,None,39.32770004084961,810
811,M1 Dumbfounded,M1 Vietnam Jacket,M1 Coins,M1 Noise,M1 Yellow,M1 S&m Hat,None,None,44.001402403158046,811
812,M1 Dumbfounded,None,M1 Bored,M1 Black,M1 Purple,M1 Bunny Ears,None,None,22.360009805522946,812
813,M1 Bored,M1 Stunt Jacket,M1 Wide Eyed,M1 Dark Brown,M1 Gray,M1 Fez,None,None,29.362215432579987,813
814,M1 Bored Unshaven,M1 Toga,M1 Bored,M1 Gray,M1 Aquamarine,None,M1 Silver Hoop,None,59.83226480810249,814
815,M1 Bored Cigar,M1 Navy Striped Tee,M1 Sunglasses,M1 Robot,M1 Gray,None,None,None,33.02379434444894,815
816,M1 Bored Unshaven Cigar,M1 Tanktop,M1 Heart,M1 Golden Brown,M1 Blue,M1 Halo,None,None,43.41343928679654,816
817,M1 Bored,M1 Lumberjack Shirt,M1 Angry,M1 Black,M1 New Punk Blue,M1 Short Mohawk,M1 Silver Hoop,None,72.03900153999376,817
818,M1 Bored,M1 Bandolier,M1 Coins,M1 Golden Brown,M1 Orange,M1 Short Mohawk,None,None,32.57272441386916,818
819,M1 Bored Unshaven,M1 Tuxedo Tee,M1 Coins,M1 Black,M1 Blue,M1 Spinner Hat,None,None,34.33997422604765,819
820,M1 Bored,M1 Lumberjack Shirt,M1 Crazy,M1 Gray,M1 Purple,M1 S&m Hat,M1 Silver Stud,None,75.99101602315308,820
821,M1 Phoneme Oh,M1 Lab Coat,M1 Sleepy,M1 Black,M1 Yellow,M1 Ww2 Pilot Helm,None,None,39.78873253423282,821
822,M1 Phoneme Vuh,None,M1 Wide Eyed,M1 Golden Brown,M1 Yellow,None,M1 Silver Stud,None,59.63524473625781,822
823,M1 Phoneme Vuh,M1 Kings Robe,M1 3d,M1 Blue,M1 Yellow,M1 Girl's Hair Pink,None,None,44.769770858589744,823
824,M2 Bored Cigarette,M2 Black T,M2 Closed,M2 Black,M2 Aquamarine,M2 Beanie,M2 Cross,None,96.45893496440748,824
825,M2 Bored Unshaven Cigarette,M2 Tuxedo Tee,M2 Bloodshot,M2 Brown,M2 Army Green,M2 Bunny Ears,M2 Silver Hoop,None,96.24848075877021,825
826,M1 Bored,M1 Navy Striped Tee,M1 Closed,M1 Dark Brown,M1 Blue,M1 Girl's Hair Short,None,None,28.790951580011836,826
827,M1 Tongue Out,M1 Bone Necklace,M1 Bloodshot,M1 Cream,M1 Aquamarine,M1 Fisherman's Hat,None,None,40.90118445350341,827
828,M2 Bored Unshaven,M2 Navy Striped Tee,M2 Sad,M2 Red,M2 Aquamarine,M2 Spinner Hat,None,None,51.49126908284739,828
829,M1 Bored,None,M1 Robot,M1 Dmt,M1 Army Green,M1 Bayc Hat Black,M1 Silver Hoop,None,66.97463749876371,829
830,M1 Jovial,M1 Bone Tee,M1 Holographic,M1 Dark Brown,M1 Army Green,M1 Beanie,None,None,39.53148407512363,830
831,M1 Bored Unshaven Party Horn,M1 Stunt Jacket,M1 Zombie,M1 Pink,M1 Blue,M1 Bayc Flipped Brim,None,None,45.78869050956798,831
832,M2 Rage,M2 Navy Striped Tee,M2 Zombie,M2 Dark Brown,M2 Gray,M2 Party Hat 1,None,None,52.65049725335294,832
833,M1 Bored,M1 Space Suit,M1 Bored,M1 Pink,M1 Orange,M1 Cowboy Hat,None,None,27.872242256794145,833
834,M1 Bored Unshaven,M1 Service,M1 Bored,M1 Blue,M1 Gray,None,None,None,19.229687088566543,834
835,M1 Bored,M1 Tanktop,M1 X Eyes,M1 Blue,M1 Purple,None,None,None,22.00260948952693,835
836,M2 Dumbfounded,M2 Wool Turtleneck,M2 Closed,M2 Brown,M2 Aquamarine,M2 Fisherman's Hat,None,None,51.738484163896395,836
837,M1 Bored Unshaven Pipe,M1 Tanktop,M1 Angry,M1 Golden Brown,M1 Yellow,M1 Girl's Hair Short,None,None,43.80095465656392,837
838,M2 Bored,None,M2 Bored,M2 Brown,M2 Aquamarine,M2 Sea Captain's Hat,M2 Silver Hoop,None,80.65782102614361,838
839,M2 Phoneme  Ooo,M2 Vietnam Jacket,M2 Bored,M2 Brown,M2 Aquamarine,None,None,None,36.8455796352255,839
840,M1 Bored,M1 Stunt Jacket,M1 Sunglasses,M1 Gray,M1 Purple,M1 Vietnam Era Helmet,M1 Silver Hoop,None,76.34178217620219,840
841,M2 Bored Unshaven Pipe,None,M2 Sleepy,M2 Tan,M2 Purple,None,M2 Silver Stud,None,72.31307837133885,841
842,M1 Rage,M1 Lab Coat,M1 Eyepatch,M1 Brown,M1 Orange,M1 Bayc Hat Black,M1 Gold Hoop,None,84.25907672931724,842
843,M1 Bored Unshaven Bubblegum,M1 Black Holes T,M1 Robot,M1 White,M1 Aquamarine,M1 Army Hat,None,None,45.66843605851085,843
844,M1 Bored Cigar,None,M1 Hypnotized,M1 Zombie,M1 Orange,M1 Trippy Captain's Hat,M1 Silver Hoop,None,78.26271342947665,844
845,M1 Bored,M1 Puffy Vest,M1 Zombie,M1 Robot,M1 New Punk Blue,M1 Faux Hawk,None,None,36.551569786226196,845
846,M2 Bored Pizza,M2 Tuxedo Tee,M2 Blue Beams,M2 Dark Brown,M2 Purple,M2 Fez,None,None,53.061419609001895,846
847,M2 Bored,M2 Stunt Jacket,M2 Sleepy,M2 Black,M2 Gray,None,M2 Silver Hoop,None,79.99644829299449,847
848,M1 Bored Dagger,M1 Tie Dye,M1 Hypnotized,M1 Tan,M1 Purple,None,None,None,32.91355543958142,848
849,M1 Bored Pizza,M1 Lumberjack Shirt,M1 Bored,M1 Gray,M1 New Punk Blue,M1 Halo,None,None,38.532625007651866,849
850,M1 Bored,M1 Caveman Pelt,M1 3d,M1 Black,M1 Gray,M1 Sea Captain's Hat,M1 Gold Stud,None,74.3474027270216,850
851,M1 Grin,M1 Bayc T Black,M1 Closed,M1 Blue,M1 Blue,M1 Party Hat 2,None,None,41.42235034376191,851
852,M1 Bored Unshaven,None,M1 X Eyes,M1 Tan,M1 Army Green,M1 Stuntman Helmet,None,None,28.029312453351423,852
853,M1 Bored,None,M1 Bloodshot,M1 Red,M1 Gray,M1 Short Mohawk,M1 Silver Hoop,None,62.885642211088864,853
854,M1 Bored Unshaven,M1 Tuxedo Tee,M1 Heart,M1 Black,M1 Blue,M1 Bowler,M1 Silver Hoop,None,75.84400818383926,854
855,M1 Bored,M1 Stunt Jacket,M1 Sleepy,M1 Cream,M1 Army Green,M1 Party Hat 1,None,None,32.986954250352326,855
856,M1 Jovial,M1 Work Vest,M1 Zombie,M1 Black,M1 Yellow,M1 Bandana Blue,M1 Silver Hoop,None,83.07983204078491,856
857,M1 Bored Unshaven Cigarette,M1 Bone Tee,M1 Wide Eyed,M1 Brown,M1 Gray,M1 Irish Boho,None,None,38.976928401157735,857
858,M1 Small Grin,None,M1 Wide Eyed,M1 Red,M1 Orange,None,M1 Diamond Stud,None,64.45250480236281,858
859,M2 Rage,M2 Wool Turtleneck,M2 Bored,M2 Brown,M2 New Punk Blue,M2 Fez,M2 Gold Stud,None,95.25296997924943,859
860,M1 Bored,M1 Hawaiian,M1 Sleepy,M1 Dark Brown,M1 Orange,None,None,None,15.057038763988636,860
861,M1 Phoneme  Ooo,M1 Leather Punk Jacket,M1 Closed,M1 Dark Brown,M1 Aquamarine,M1 Fisherman's Hat,M1 Gold Hoop,None,81.7402532281152,861
862,M1 Phoneme Wah,M1 Tuxedo Tee,M1 3d,M1 Robot,M1 New Punk Blue,None,None,None,32.425790990878994,862
863,M1 Bored,None,M1 Sleepy,M1 Dark Brown,M1 Aquamarine,M1 Spinner Hat,M1 Gold Hoop,None,61.39235623791085,863
864,M1 Rage,M1 Smoking Jacket,M1 Bloodshot,M1 Death Bot,M1 Army Green,M1 Safari,None,None,43.84771393226584,864
865,M1 Dumbfounded,M1 Biker Vest,M1 Bloodshot,M1 Dark Brown,M1 Aquamarine,M1 Girl's Hair Short,None,None,36.62837707018646,865
866,M1 Bored Dagger,M1 Hawaiian,M1 Bored,M1 Zombie,M1 Gray,M1 Vietnam Era Helmet,M1 Diamond Stud,None,84.29250046155633,866
867,M1 Discomfort,M1 Tuxedo Tee,M1 Sleepy,M1 Black,M1 New Punk Blue,None,None,None,26.131786813734664,867
868,M1 Grin,M1 Bayc T Black,M1 Wide Eyed,M1 Tan,M1 Army Green,M1 S&m Hat,None,None,41.09829882892138,868
869,M1 Bored Unshaven Cigarette,None,M1 Angry,M1 Red,M1 Orange,M1 Seaman's Hat,None,None,31.81440528363717,869
870,M1 Phoneme  Ooo,M1 Work Vest,M1 Coins,M1 Dark Brown,M1 Army Green,M1 Seaman's Hat,None,None,39.17068385747999,870
871,M1 Grin,None,M1 Crazy,M1 Brown,M1 Aquamarine,M1 Bowler,None,None,26.913506758079127,871
872,M2 Rage,M2 Puffy Vest,M2 Bored,M2 Tan,M2 Purple,None,None,None,37.79102417297012,872
873,M1 Tongue Out,M1 Blue Dress,M1 Sunglasses,M1 Cheetah,M1 Army Green,None,None,None,32.9235613833014,873
874,M1 Bored Unshaven Cigarette,M1 Lumberjack Shirt,M1 Wide Eyed,M1 Dark Brown,M1 Army Green,M1 Vietnam Era Helmet,M1 Silver Hoop,None,80.29039436047566,874
875,M1 Grin Diamond Grill,M1 Hawaiian,M1 Scumbag,M1 Brown,M1 Gray,M1 Beanie,M1 Diamond Stud,None,84.84702955864594,875
876,M1 Bored,M1 Hawaiian,M1 Sleepy,M1 Zombie,M1 Army Green,None,None,None,20.30880203912068,876
877,M1 Grin Multicolored,M1 Bone Necklace,M1 Sleepy,M1 Robot,M1 Gray,M1 Bowler,M1 Diamond Stud,None,89.04284927913062,877
878,M1 Grin,M1 Sailor Shirt,M1 Bored,M1 Noise,M1 Yellow,M1 Vietnam Era Helmet,None,None,36.65845525835917,878
879,M1 Bored Unshaven Cigarette,None,M1 Bloodshot,M1 Brown,M1 Purple,M1 Cowboy Hat,None,None,25.6840833470884,879
880,M2 Phoneme Oh,M2 Prison Jumpsuit,M2 Bored,M2 Gray,M2 Blue,M2 Halo,None,None,51.765210633417624,880
881,M2 Jovial,M2 Prison Jumpsuit,M2 Robot,M2 Cheetah,M2 Army Green,M2 Sea Captain's Hat,None,None,53.8798928850467,881
882,M1 Bored Bubblegum,M1 Vietnam Jacket,M1 Wide Eyed,M1 Black,M1 Aquamarine,M1 Beanie,None,None,38.903427396174195,882
883,M1 Bored,M1 Leather Punk Jacket,M1 Zombie,M1 Zombie,M1 Orange,M1 Sushi Chef Headband,None,None,36.15402103755383,883
884,M1 Bored,M1 Hawaiian,M1 Bored,M1 Blue,M1 New Punk Blue,M1 Beanie,None,None,26.22856157498004,884
885,M2 Bored,M2 Bayc T Black,M2 Coins,M2 Black,M2 New Punk Blue,M2 Bunny Ears,M2 Gold Hoop,None,94.65833583321597,885
886,M1 Phoneme Vuh,M1 Cowboy Shirt,M1 Heart,M1 Brown,M1 Orange,M1 Horns,None,None,40.13950897515951,886
887,M1 Bored Unshaven,M1 Sleeveless T,M1 Wide Eyed,M1 White,M1 Aquamarine,M1 Sea Captain's Hat,None,None,37.156230451171595,887
888,M1 Bored Unshaven Party Horn,M1 Black T,M1 Blindfold,M1 Blue,M1 Blue,M1 Irish Boho,None,None,45.57822721678424,888
889,M1 Tongue Out,M1 Sailor Shirt,M1 Scumbag,M1 Cream,M1 Gray,M1 Party Hat 1,None,None,45.327667961921556,889
890,M1 Bored,M1 Sleeveless Logo T,M1 Bored,M1 Red,M1 Aquamarine,M1 Sea Captain's Hat,None,None,27.929041597366922,890
891,M2 Bored Bubblegum,M2 Toga,M2 Heart,M2 Noise,M2 New Punk Blue,M2 Sushi Chef Headband,M2 Silver Stud,None,98.65373472612357,891
892,M2 Bored Unshaven,None,M2 Sad,M2 Gray,M2 Orange,M2 Bandana Blue,None,None,40.396765665077645,892
893,M1 Bored Unshaven,M1 Hip Hop,M1 Bored,M1 Noise,M1 Orange,M1 Prussian Helmet,M1 Gold Hoop,None,77.5444100176244,893
894,M1 Grin,None,M1 Heart,M1 Pink,M1 Purple,M1 Faux Hawk,None,None,31.69747203058436,894
895,M1 Bored,M1 Tie Dye,M1 Sad,M1 Black,M1 Gray,None,None,None,17.783145818145996,895
896,M1 Bored,M1 Hawaiian,M1 Cyborg,M1 Cream,M1 Yellow,None,None,None,21.531533844965892,896
897,M2 Bored Unshaven,M2 Prison Jumpsuit,M2 Sunglasses,M2 Dark Brown,M2 Army Green,M2 Police Motorcycle Helmet,None,None,51.06364952075532,897
898,M1 Grin Multicolored,M1 Leather Punk Jacket,M1 3d,M1 Pink,M1 Blue,M1 Cowboy Hat,M1 Silver Stud,None,86.0696920923879,898
899,M1 Bored,M1 Biker Vest,M1 Bored,M1 Dark Brown,M1 Yellow,M1 Commie Hat,None,None,22.974622402408638,899
900,M2 Jovial,None,M2 Wide Eyed,M2 Noise,M2 Gray,None,None,None,28.59397437854769,900
901,M1 Bored,None,M1 X Eyes,M1 Black,M1 Blue,M1 Prussian Helmet,None,None,21.50812977277209,901
902,M2 Bored Cigarette,None,M2 Sad,M2 Pink,M2 Aquamarine,M2 Irish Boho,None,None,41.56270224392416,902
903,M1 Bored Unshaven,M1 Prison Jumpsuit,M1 Bored,M1 Cream,M1 Army Green,M1 Bandana Blue,None,None,31.60052974566759,903
904,M1 Phoneme Vuh,None,M1 Sleepy,M1 Dmt,M1 Orange,M1 Beanie,None,None,31.05271025849483,904
905,M1 Bored Unshaven Bubblegum,None,M1 Sad,M1 Blue,M1 Blue,M1 Short Mohawk,None,None,33.6484905597412,905
906,M2 Bored Unshaven,None,M2 Heart,M2 Zombie,M2 Purple,M2 Short Mohawk,None,None,40.55713288140918,906
907,M2 Rage,M2 Smoking Jacket,M2 Robot,M2 Cheetah,M2 Gray,None,M2 Gold Hoop,None,84.9372984098942,907
908,M2 Grin,M2 Kings Robe,M2 Bored,M2 Cheetah,M2 Purple,M2 Irish Boho,M2 Silver Stud,None,95.70730109380631,908
909,M2 Bored Unshaven Cigarette,M2 Bandolier,M2 Closed,M2 Blue,M2 Aquamarine,M2 Faux Hawk,None,None,53.365418942637675,909
910,M1 Grin,M1 Bayc T Black,M1 Crazy,M1 Brown,M1 New Punk Blue,M1 Baby's Bonnet,None,None,38.41568558057716,910
911,M1 Bored Cigarette,M1 Black T,M1 Sleepy,M1 Black,M1 Yellow,M1 Party Hat 1,None,None,36.554889268457856,911
912,M1 Bored,None,M1 Zombie,M1 Golden Brown,M1 Orange,M1 Faux Hawk,None,None,23.305465660383458,912
913,M2 Tongue Out,None,M2 X Eyes,M2 Tan,M2 Aquamarine,None,M2 Silver Stud,None,73.07809545166783,913
914,M1 Bored,None,M1 Eyepatch,M1 Robot,M1 Gray,M1 Bayc Flipped Brim,None,None,25.373405955392414,914
915,M2 Grin Gold Grill,M2 Striped Tee,M2 Bloodshot,M2 Black,M2 Aquamarine,M2 Baby's Bonnet,None,None,52.06921339606434,915
916,M1 Bored,M1 Lumberjack Shirt,M1 Bloodshot,M1 Cheetah,M1 Army Green,M1 Beanie,None,None,31.049303842092524,916
917,M1 Bored Unshaven,M1 Smoking Jacket,M1 Bloodshot,M1 Golden Brown,M1 Yellow,M1 Sushi Chef Headband,None,None,34.32993210382656,917
918,M2 Bored Unshaven,None,M2 Sad,M2 Black,M2 Yellow,None,M2 Gold Hoop,None,70.09485962121732,918
919,M1 Bored Pipe,M1 Smoking Jacket,M1 Robot,M1 Golden Brown,M1 Blue,M1 Cowboy Hat,None,None,43.48692743235551,919
920,M2 Bored,M2 Prison Jumpsuit,M2 Bored,M2 Cream,M2 Gray,M2 Sushi Chef Headband,M2 Gold Hoop,None,93.74299348728375,920
921,M1 Bored,None,M1 X Eyes,M1 Black,M1 Orange,None,None,None,7.760782477717969,921
922,M1 Bored Unshaven,M1 Bone Tee,M1 Bloodshot,M1 Blue,M1 Blue,M1 Beanie,None,None,34.126140354911534,922
923,M1 Phoneme  Ooo,M1 Bone Necklace,M1 Bored,M1 Golden Brown,M1 Orange,M1 Police Motorcycle Helmet,None,None,37.11612814498595,923
924,M1 Bored,M1 Hawaiian,M1 Zombie,M1 Cream,M1 New Punk Blue,M1 King's Crown,None,None,34.68742278413053,924
925,M1 Bored Cigarette,M1 Tuxedo Tee,M1 Heart,M1 Brown,M1 Gray,M1 Cowboy Hat,None,None,37.67736667824686,925
926,M2 Bored Unshaven,None,M2 Bored,M2 Dark Brown,M2 Gray,M2 Bowler,None,None,37.192950688706595,926
927,M2 Bored Cigarette,M2 Biker Vest,M2 3d,M2 Brown,M2 Aquamarine,M2 Faux Hawk,M2 Silver Stud,None,96.24179635519533,927
928,M1 Phoneme Vuh,M1 Sleeveless T,M1 Angry,M1 Dark Brown,M1 Aquamarine,None,M1 Gold Hoop,None,69.73071334502893,928
929,M1 Bored,M1 Sleeveless Logo T,M1 Closed,M1 Brown,M1 New Punk Blue,M1 Bunny Ears,None,None,29.515908876762985,929
930,M2 Dumbfounded,None,M2 X Eyes,M2 Gray,M2 Gray,M2 Bayc Flipped Brim,None,None,42.21748144777916,930
931,M1 Bored,M1 Caveman Pelt,M1 X Eyes,M1 Blue,M1 Yellow,M1 Commie Hat,M1 Diamond Stud,None,79.51206642629468,931
932,M2 Bored,M2 Navy Striped Tee,M2 Angry,M2 Robot,M2 Orange,M2 Stuntman Helmet,M2 Silver Stud,None,95.30976194760358,932
933,M2 Phoneme Wah,M2 Leather Punk Jacket,M2 Bloodshot,M2 Dark Brown,M2 Orange,M2 Police Motorcycle Helmet,None,None,52.33313682833477,933
934,M1 Bored,M1 Striped Tee,M1 Sleepy,M1 Dark Brown,M1 Blue,M1 Seaman's Hat,None,None,26.80318331965837,934
935,M1 Dumbfounded,None,M1 Wide Eyed,M1 Dark Brown,M1 Aquamarine,M1 Seaman's Hat,None,None,26.402369101378824,935
936,M1 Bored Unshaven Cigarette,M1 Work Vest,M1 Bored,M1 Black,M1 Blue,M1 Bandana Blue,None,None,34.43685838504746,936
937,M1 Bored Unshaven,M1 Lumberjack Shirt,M1 Bored,M1 Black,M1 Gray,None,None,None,15.190667337063916,937
938,M1 Bored Unshaven,M1 Smoking Jacket,M1 Scumbag,M1 Black,M1 Yellow,None,M1 Gold Hoop,None,65.44462185566587,938
939,M1 Grin,None,M1 Cyborg,M1 Tan,M1 Yellow,M1 Beanie,M1 Silver Hoop,None,71.8386460382147,939
940,M2 Rage,M2 Bayc T Black,M2 Sleepy,M2 Black,M2 Army Green,None,None,None,38.4959258583792,940
941,M2 Bored,M2 Hawaiian,M2 Bloodshot,M2 Dark Brown,M2 Blue,M2 Short Mohawk,None,None,48.608191627417554,941
942,M1 Bored Unshaven,M1 Blue Dress,M1 Sleepy,M1 Red,M1 Army Green,M1 Fez,None,None,36.34775763192241,942
943,M1 Bored Cigarette,None,M1 Scumbag,M1 Tan,M1 Gray,M1 Bayc Flipped Brim,None,None,32.02820349103213,943
944,M1 Bored,M1 Striped Tee,M1 Bloodshot,M1 Red,M1 Purple,M1 Irish Boho,None,None,31.249777651647765,944
945,M2 Bored,M2 Tanktop,M2 Hypnotized,M2 Black,M2 Gray,M2 Laurel Wreath,None,None,50.425570952635965,945
946,M2 Jovial,M2 Kings Robe,M2 Sad,M2 Pink,M2 New Punk Blue,M2 Cowboy Hat,M2 Silver Hoop,None,97.8753690714144,946
947,M1 Bored,None,M1 Crazy,M1 Dark Brown,M1 New Punk Blue,M1 Commie Hat,None,None,19.21297891080908,947
948,M1 Dumbfounded,M1 Black Holes T,M1 Sleepy,M1 Solid Gold,M1 Blue,M1 Commie Hat,M1 Silver Hoop,None,84.73678156606877,948
949,M1 Bored Cigarette,M1 Black T,M1 Angry,M1 Cheetah,M1 Blue,M1 Beanie,M1 Gold Hoop,None,83.78136794907643,949
950,M1 Bored,M1 Tuxedo Tee,M1 Closed,M1 Zombie,M1 Gray,M1 Bayc Hat Red,None,None,34.54711135035225,950
951,M2 Bored,M2 Toga,M2 Sleepy,M2 Brown,M2 Blue,None,None,None,35.315496950275396,951
952,M1 Bored,None,M1 Bored,M1 Dark Brown,M1 Army Green,M1 Bayc Flipped Brim,M1 Silver Stud,None,54.87796992485748,952
953,M2 Discomfort,M2 Tweed Suit,M2 Coins,M2 Noise,M2 Gray,M2 Cowboy Hat,None,None,53.9867917316458,953
954,M1 Bored Cigarette,None,M1 Closed,M1 Cheetah,M1 New Punk Blue,None,None,None,17.38897845412432,954
955,M1 Bored,M1 Sleeveless T,M1 Bored,M1 Death Bot,M1 Aquamarine,M1 Short Mohawk,None,None,28.744196419291985,955
956,M1 Bored,M1 Admirals Coat,M1 Coins,M1 Brown,M1 Yellow,M1 Cowboy Hat,None,None,29.89341916055591,956
957,M1 Bored Bubblegum,M1 Bone Necklace,M1 Sleepy,M1 Dark Brown,M1 Orange,None,M1 Gold Stud,None,69.55699566789656,957
958,M2 Dumbfounded,M2 Sailor Shirt,M2 Bored,M2 Tan,M2 Aquamarine,M2 Short Mohawk,M2 Silver Stud,None,95.45006978031496,958
959,M1 Jovial,None,M1 Sleepy,M1 Brown,M1 Aquamarine,None,M1 Silver Hoop,None,55.91372721037163,959
960,M1 Bored Pipe,M1 Bone Tee,M1 3d,M1 Black,M1 Yellow,M1 Safari,None,None,40.94128213079182,960
961,M1 Bored,M1 Hip Hop,M1 Cyborg,M1 Black,M1 Purple,M1 Prussian Helmet,None,None,33.13064569430463,961
962,M1 Grin,M1 Vietnam Jacket,M1 Bored,M1 Brown,M1 Purple,M1 Sea Captain's Hat,None,None,30.985843588232587,962
963,M2 Bored,M2 Cowboy Shirt,M2 Coins,M2 White,M2 Blue,M2 Halo,M2 Silver Stud,None,95.06255115274784,963
964,M1 Bored,M1 Guayabera,M1 Bored,M1 Golden Brown,M1 New Punk Blue,M1 Cowboy Hat,None,None,26.2085318553879,964
965,M1 Bored Unshaven,M1 Tanktop,M1 3d,M1 Cream,M1 New Punk Blue,M1 Baby's Bonnet,None,None,37.39341661297285,965
966,M1 Bored Cigarette,M1 Tweed Suit,M1 Blindfold,M1 Golden Brown,M1 Gray,M1 Police Motorcycle Helmet,None,None,42.62835184984346,966
967,M1 Phoneme Vuh,M1 Black Holes T,M1 Bored,M1 Dark Brown,M1 Aquamarine,M1 Halo,M1 Silver Hoop,None,74.26722074831889,967
968,M1 Grin,M1 Pimp Coat,M1 Holographic,M1 Red,M1 Aquamarine,None,None,None,30.75875887839807,968
969,M1 Bored Unshaven Pipe,None,M1 Sunglasses,M1 Zombie,M1 New Punk Blue,M1 Cowboy Hat,None,None,35.04826432477727,969
970,M1 Bored Bubblegum,None,M1 Closed,M1 Black,M1 Orange,M1 Horns,None,None,29.064964117894792,970
971,M1 Rage,M1 Lab Coat,M1 Bloodshot,M1 Dark Brown,M1 Aquamarine,M1 Ww2 Pilot Helm,None,None,38.5660069029727,971
972,M2 Bored,M2 Hawaiian,M2 Blindfold,M2 Cream,M2 Army Green,M2 Seaman's Hat,None,None,50.68948752603974,972
973,M1 Grin,M1 Tuxedo Tee,M1 Crazy,M1 Black,M1 Purple,None,None,None,25.159602259665103,973
974,M1 Phoneme L,M1 Bone Tee,M1 Wide Eyed,M1 Gray,M1 Purple,M1 Beanie,None,None,41.76310403777316,974
975,M1 Dumbfounded,M1 Toga,M1 Angry,M1 Dmt,M1 Blue,M1 Fez,None,None,43.69071849473619,975
976,M1 Discomfort,M1 Sailor Shirt,M1 Eyepatch,M1 Golden Brown,M1 Yellow,M1 Seaman's Hat,None,None,42.063766227109895,976
977,M1 Bored Unshaven,M1 Blue Dress,M1 Bloodshot,M1 Blue,M1 Gray,M1 Bayc Hat Black,None,None,36.60500489170849,977
978,M2 Bored Unshaven,M2 Lumberjack Shirt,M2 Bloodshot,M2 Black,M2 New Punk Blue,M2 Girl's Hair Short,M2 Gold Hoop,None,95.23626334267425,978
979,M1 Jovial,M1 Bone Tee,M1 3d,M1 White,M1 Blue,M1 Bandana Blue,None,None,45.01030067888153,979
980,M1 Discomfort,M1 Tweed Suit,M1 Eyepatch,M1 Robot,M1 Army Green,M1 Baby's Bonnet,None,None,46.7040541161001,980
981,M1 Rage,M1 Smoking Jacket,M1 Sunglasses,M1 Trippy,M1 Yellow,M1 Irish Boho,None,None,46.34993538721719,981
982,M2 Grin,None,M2 Bored,M2 Cream,M2 Aquamarine,M2 Seaman's Hat,None,None,39.237521377347775,982
983,M1 Grin,M1 Caveman Pelt,M1 Heart,M1 Black,M1 Blue,M1 Prussian Helmet,None,None,39.37448177872733,983
984,M1 Bored,M1 Caveman Pelt,M1 Scumbag,M1 Cream,M1 Army Green,None,None,None,21.995901080622758,984
985,M2 Bored Unshaven,M2 Sailor Shirt,M2 Closed,M2 Brown,M2 New Punk Blue,M2 Commie Hat,M2 Silver Hoop,None,94.4478667108039,985
986,M1 Jovial,M1 Leather Punk Jacket,M1 Bored,M1 Tan,M1 Aquamarine,M1 Party Hat 2,None,None,38.00478980152289,986
987,M1 Small Grin,None,M1 Bored,M1 Dark Brown,M1 Gray,M1 Fez,None,None,22.493641980509928,987
988,M1 Grin,M1 Vietnam Jacket,M1 Scumbag,M1 Brown,M1 Orange,M1 Fez,None,None,38.05154033250071,988
989,M1 Grin Gold Grill,M1 Vietnam Jacket,M1 Hypnotized,M1 Pink,M1 Aquamarine,M1 Beanie,None,None,44.195163860601426,989
990,M2 Bored Unshaven,M2 Bayc T Red,M2 Laser Eyes,M2 Black,M2 New Punk Blue,M2 Seaman's Hat,None,None,51.120443717952504,990
