,Mouth,Clothes,Eyes,Fur,Background,Hat,Earring,Name,Rarity score,Token Id
195,M1 Grin Gold Grill,None,M1 Sleepy,M1 Blue,M1 Gray,M1 Cowboy Hat,None,None,32.439129790733574,195
196,M1 Bored Unshaven Pipe,None,M1 Cyborg,M1 Brown,M1 Blue,M1 Vietnam Era Helmet,None,None,31.781010187032578,196
197,M1 Bored Unshaven,M1 Tie Dye,M1 Robot,M1 Tan,M1 Blue,M1 Bayc Hat Black,None,None,38.20521645816509,197
198,M1 Bored Unshaven,M1 Sailor Shirt,M1 Bored,M1 Blue,M1 New Punk Blue,M1 Seaman's Hat,None,None,30.531486582770555,198
199,M1 Bored Unshaven,M1 Vietnam Jacket,M1 Sunglasses,M1 Brown,M1 New Punk Blue,M1 Beanie,None,None,32.61945814052513,199
200,M2 Bored Unshaven Party Horn,M2 Pimp Coat,M2 Angry,M2 Blue,M2 Orange,M2 Police Motorcycle Helmet,None,None,54.33756988750034,200
201,M2 Bored,None,M2 Scumbag,M2 Gray,M2 Yellow,M2 Bayc Hat Black,None,None,39.41459042930126,201
202,M1 Bored Cigarette,M1 Kings Robe,M1 Wide Eyed,M1 Golden Brown,M1 Orange,M1 Seaman's Hat,None,None,39.8989669808511,202
203,M1 Bored Cigarette,None,M1 Bored,M1 Tan,M1 Orange,M1 Girl's Hair Short,None,None,24.835515594716984,203
204,M1 Phoneme L,M1 Space Suit,M1 Holographic,M1 Golden Brown,M1 Gray,M1 Trippy Captain's Hat,None,None,45.83881127619421,204
205,M1 Bored Unshaven Pizza,M1 Bayc T Black,M1 Sleepy,M1 Golden Brown,M1 Orange,M1 Girl's Hair Short,M1 Silver Stud,None,84.50628563803393,205
206,M1 Bored,None,M1 Sad,M1 Cheetah,M1 New Punk Blue,M1 Halo,M1 Silver Hoop,None,64.70965878725072,206
207,M2 Bored,M2 Lumberjack Shirt,M2 Coins,M2 Zombie,M2 Army Green,M2 Bayc Hat Red,M2 Gold Stud,None,96.19169050506233,207
208,M1 Bored Cigarette,M1 Black T,M1 Robot,M1 Golden Brown,M1 Orange,M1 Bayc Hat Black,None,None,40.43014944653753,208
209,M1 Phoneme L,M1 Hawaiian,M1 Closed,M1 Pink,M1 Aquamarine,M1 Irish Boho,None,None,42.44127959720977,209
210,M1 Bored Cigarette,M1 Wool Turtleneck,M1 Closed,M1 Golden Brown,M1 Yellow,M1 Seaman's Hat,None,None,37.95465445998102,210
211,M2 Phoneme  Ooo,M2 Navy Striped Tee,M2 Bloodshot,M2 Brown,M2 Purple,M2 S&m Hat,None,None,51.811982940318515,211
212,M1 Grin,M1 Tweed Suit,M1 Sunglasses,M1 Black,M1 Purple,None,None,None,25.89792836441082,212
213,M1 Bored,M1 Navy Striped Tee,M1 Sleepy,M1 Dark Brown,M1 Purple,None,None,None,14.80315334092841,213
214,M1 Bored Unshaven,M1 Tanktop,M1 Crazy,M1 Golden Brown,M1 Yellow,M1 Halo,M1 Gold Stud,None,79.49199761282408,214
215,M1 Bored Unshaven,M1 Caveman Pelt,M1 Bored,M1 Brown,M1 Army Green,M1 Cowboy Hat,None,None,27.26755089858241,215
216,M2 Bored Unshaven Kazoo,M2 Hawaiian,M2 Coins,M2 Pink,M2 Yellow,M2 S&m Hat,None,None,53.612635224136184,216
217,M1 Dumbfounded,M1 Smoking Jacket,M1 Bloodshot,M1 Black,M1 Orange,M1 Bayc Hat Red,M1 Silver Hoop,None,79.10781218550352,217
218,M2 Bored Unshaven,M2 Smoking Jacket,M2 Holographic,M2 White,M2 Army Green,None,None,None,38.62621968861764,218
219,M1 Grin,None,M1 Bored,M1 Cheetah,M1 Blue,M1 Girl's Hair Pink,None,None,26.031524532107873,219
220,M2 Bored Unshaven Cigarette,M2 Hip Hop,M2 Wide Eyed,M2 Pink,M2 Army Green,M2 Vietnam Era Helmet,None,None,53.63601717601336,220
221,M1 Grin,M1 Black T,M1 Bored,M1 Blue,M1 Yellow,M1 Stuntman Helmet,None,None,35.20188935347614,221
222,M1 Phoneme Vuh,M1 Tanktop,M1 Laser Eyes,M1 Brown,M1 Orange,M1 Seaman's Hat,None,None,40.3833802259436,222
223,M2 Phoneme Wah,M2 Service,M2 Sunglasses,M2 Blue,M2 New Punk Blue,None,M2 Silver Stud,None,84.61324432266187,223
224,M2 Bored,M2 Lumberjack Shirt,M2 Eyepatch,M2 Red,M2 Aquamarine,M2 Army Hat,None,None,50.96677856585524,224
225,M2 Bored,M2 Tanktop,M2 Closed,M2 Tan,M2 Yellow,M2 Beanie,None,None,49.66722352975504,225
226,M1 Bored Bubblegum,M1 Guayabera,M1 Coins,M1 White,M1 Aquamarine,M1 Bayc Hat Red,M1 Gold Hoop,None,88.92259225596331,226
227,M1 Bored,M1 Puffy Vest,M1 Robot,M1 Pink,M1 Aquamarine,M1 Prussian Helmet,None,None,35.188538550816126,227
228,M1 Bored Cigarette,None,M1 Coins,M1 White,M1 Yellow,M1 Horns,None,None,31.18632957321244,228
229,M1 Bored Unshaven,M1 Lumberjack Shirt,M1 3d,M1 Black,M1 Gray,M1 Sea Captain's Hat,M1 Silver Stud,None,75.74711013645816,229
230,M2 Bored Pipe,M2 Biker Vest,M2 Eyepatch,M2 Blue,M2 Yellow,M2 Baby's Bonnet,None,None,53.80974222620915,230
231,M1 Bored Cigarette,M1 Tuxedo Tee,M1 Angry,M1 Black,M1 Army Green,M1 Bayc Flipped Brim,None,None,38.49919733107869,231
232,M1 Bored Pipe,M1 Wool Turtleneck,M1 Wide Eyed,M1 Black,M1 Yellow,None,None,None,27.14403680698324,232
233,M1 Bored,None,M1 Bored,M1 Pink,M1 New Punk Blue,M1 Beanie,None,None,15.705117275270041,233
234,M2 Bored Unshaven,None,M2 Bloodshot,M2 Robot,M2 Gray,M2 Sushi Chef Headband,M2 Gold Hoop,None,84.89715563957738,234
235,M1 Bored Cigarette,M1 Hawaiian,M1 Wide Eyed,M1 Brown,M1 Yellow,M1 Irish Boho,None,None,36.8187988120654,235
236,M1 Bored,M1 Tuxedo Tee,M1 Bored,M1 Robot,M1 Yellow,M1 Fez,None,None,28.032586496189925,236
237,M2 Bored Unshaven,M2 Pimp Coat,M2 Bored,M2 Dark Brown,M2 New Punk Blue,M2 Fisherman's Hat,None,None,48.66832348170256,237
238,M1 Small Grin,M1 Tanktop,M1 3d,M1 Red,M1 Blue,None,None,None,30.95920233879893,238
239,M2 Grin Multicolored,M2 Tanktop,M2 Bored,M2 Brown,M2 Army Green,M2 Bayc Flipped Brim,None,None,50.773005620366376,239
240,M1 Bored Unshaven,M1 Blue Dress,M1 3d,M1 Brown,M1 Orange,None,None,None,21.033742189690795,240
241,M2 Phoneme Wah,M2 Prison Jumpsuit,M2 Bored,M2 Zombie,M2 Yellow,None,None,None,38.31553012206023,241
242,M2 Phoneme Oh,M2 Bayc T Red,M2 Bloodshot,M2 Dark Brown,M2 Orange,M2 Beanie,None,None,51.571446261441665,242
243,M1 Small Grin,None,M1 Sad,M1 Cheetah,M1 New Punk Blue,M1 Bowler,None,None,33.29101273970658,243
244,M1 Bored,None,M1 3d,M1 Black,M1 New Punk Blue,M1 Baby's Bonnet,M1 Cross,None,65.27758772548924,244
245,M2 Bored Cigar,M2 Blue Dress,M2 Coins,M2 Pink,M2 Yellow,M2 Halo,None,None,53.759629346561496,245
246,M2 Dumbfounded,M2 Hip Hop,M2 3d,M2 White,M2 Purple,M2 Bayc Flipped Brim,None,None,53.395485984342486,246
247,M1 Phoneme  Ooo,M1 Bone Necklace,M1 Bored,M1 Cheetah,M1 Aquamarine,M1 Spinner Hat,None,None,38.5092367105416,247
248,M2 Discomfort,M2 Leather Punk Jacket,M2 Closed,M2 Death Bot,M2 Aquamarine,None,None,None,40.139586134804546,248
249,M1 Bored Unshaven,M1 Toga,M1 Blindfold,M1 Cream,M1 Aquamarine,M1 King's Crown,None,None,38.629493733427324,249
250,M1 Small Grin,None,M1 Bored,M1 Pink,M1 Gray,M1 Vietnam Era Helmet,None,None,27.374535306565072,250
251,M2 Phoneme  Ooo,M2 Bayc T Red,M2 Eyepatch,M2 Blue,M2 Yellow,M2 Baby's Bonnet,None,None,53.89325826290394,251
252,M1 Grin Multicolored,M1 Cowboy Shirt,M1 Bored,M1 Zombie,M1 Yellow,M1 Bunny Ears,M1 Silver Stud,None,81.3594198613053,252
253,M2 Phoneme Oh,M2 Leather Jacket,M2 Hypnotized,M2 Pink,M2 Aquamarine,M2 Vietnam Era Helmet,None,None,54.13713122833429,253
254,M1 Bored Unshaven,M1 Leather Jacket,M1 Holographic,M1 Tan,M1 Army Green,M1 Halo,None,None,38.539295351071075,254
255,M1 Bored Pipe,M1 Biker Vest,M1 Eyepatch,M1 Pink,M1 Aquamarine,M1 Bayc Hat Red,None,None,45.454626363352006,255
256,M1 Bored Unshaven Cigarette,None,M1 Wide Eyed,M1 White,M1 Army Green,None,None,None,19.714181611665317,256
257,M1 Bored Dagger,M1 Sleeveless T,M1 Bored,M1 Dark Brown,M1 Purple,M1 Bowler,M1 Silver Hoop,None,75.67030353734265,257
258,M2 Grin Multicolored,M2 Sailor Shirt,M2 Bored,M2 Brown,M2 Orange,M2 Beanie,M2 Silver Stud,None,94.44118453607203,258
259,M1 Phoneme Oh,M1 Tuxedo Tee,M1 Zombie,M1 Zombie,M1 Yellow,None,M1 Gold Stud,None,75.86081117964838,259
260,M2 Phoneme L,M2 Striped Tee,M2 Bored,M2 Cream,M2 Aquamarine,None,M2 Silver Stud,None,81.94739875077917,260
261,M2 Bored Unshaven,M2 Prison Jumpsuit,M2 Sad,M2 Golden Brown,M2 Purple,M2 Girl's Hair Short,None,None,51.37434183063411,261
262,M2 Bored Unshaven,M2 Tie Dye,M2 Bloodshot,M2 Dark Brown,M2 Yellow,M2 Army Hat,None,None,49.730683440629406,262
263,M1 Phoneme L,M1 Wool Turtleneck,M1 Robot,M1 Tan,M1 Purple,None,None,None,30.77545042586084,263
264,M1 Rage,M1 Lumberjack Shirt,M1 Robot,M1 Red,M1 Gray,M1 Beanie,None,None,43.27311430705934,264
265,M1 Bored Unshaven,M1 Prison Jumpsuit,M1 Crazy,M1 Black,M1 Orange,M1 Fisherman's Hat,M1 Silver Hoop,None,75.17587474662373,265
266,M1 Grin,M1 Bandolier,M1 3d,M1 Gray,M1 Purple,M1 Beanie,None,None,40.13950005894262,266
267,M1 Small Grin,M1 Black Holes T,M1 Bloodshot,M1 Dark Brown,M1 Aquamarine,M1 Bunny Ears,M1 Diamond Stud,None,82.48187155308995,267
268,M2 Phoneme Oh,M2 Sleeveless T,M2 Sunglasses,M2 Pink,M2 Army Green,M2 Bayc Hat Red,M2 Silver Stud,None,98.42990931328234,268
269,M1 Phoneme L,M1 Wool Turtleneck,M1 Closed,M1 Cream,M1 Army Green,M1 Seaman's Hat,None,None,41.195168240949585,269
270,M2 Dumbfounded,None,M2 Zombie,M2 Golden Brown,M2 Purple,M2 Horns,None,None,41.68964761331086,270
271,M1 Bored Cigarette,M1 Navy Striped Tee,M1 Bloodshot,M1 Dark Brown,M1 Blue,None,None,None,22.136185593131206,271
272,M2 Bored,M2 Leather Punk Jacket,M2 Sunglasses,M2 Gray,M2 Gray,M2 Bayc Hat Red,None,None,51.033586422258196,272
273,M1 Bored,M1 Striped Tee,M1 Hypnotized,M1 Robot,M1 Orange,M1 Sea Captain's Hat,None,None,35.19188306677059,273
274,M2 Bored Party Horn,M2 Work Vest,M2 Wide Eyed,M2 Death Bot,M2 Orange,M2 Prussian Helmet,M2 Silver Stud,None,98.69382314420953,274
275,M1 Phoneme L,M1 Biker Vest,M1 Eyepatch,M1 Pink,M1 Blue,M1 Fez,None,None,43.90117321457021,275
276,M2 Phoneme  Ooo,M2 Smoking Jacket,M2 Sad,M2 Tan,M2 Aquamarine,None,None,None,39.69860050860248,276
277,M1 Bored,M1 Leather Punk Jacket,M1 Closed,M1 Golden Brown,M1 Blue,M1 Fez,None,None,31.410127722643068,277
278,M1 Bored,None,M1 Heart,M1 Dark Brown,M1 Gray,M1 Sea Captain's Hat,None,None,19.4936036642231,278
279,M1 Phoneme Oh,M1 Bandolier,M1 Wide Eyed,M1 Dark Brown,M1 Orange,M1 Police Motorcycle Helmet,None,None,40.22302021146428,279
280,M2 Bored Cigarette,M2 Navy Striped Tee,M2 Heart,M2 Dark Brown,M2 Blue,M2 Faux Hawk,None,None,51.88213119882025,280
281,M2 Discomfort,M2 Bandolier,M2 Closed,M2 Tan,M2 Yellow,M2 Spinner Hat,None,None,53.32199218092958,281
282,M1 Phoneme  Ooo,M1 Biker Vest,M1 Scumbag,M1 Gray,M1 Blue,M1 Fisherman's Hat,None,None,44.5626366502257,282
283,M1 Bored,M1 Sleeveless T,M1 Robot,M1 Dmt,M1 Purple,None,None,None,22.697490484807613,283
284,M1 Bored,M1 Leather Jacket,M1 Bloodshot,M1 Dark Brown,M1 New Punk Blue,M1 Ww2 Pilot Helm,None,None,28.714089425399976,284
285,M1 Bored Unshaven Cigarette,M1 Hawaiian,M1 Blindfold,M1 Tan,M1 Blue,M1 Seaman's Hat,M1 Gold Hoop,None,86.08973758734517,285
286,M1 Bored,M1 Tanktop,M1 Zombie,M1 Cheetah,M1 New Punk Blue,M1 Bowler,None,None,35.17183242787453,286
287,M1 Bored Unshaven,M1 Lumberjack Shirt,M1 Bored,M1 Zombie,M1 Aquamarine,M1 Safari,None,None,32.529276218941966,287
288,M1 Bored Unshaven,M1 Striped Tee,M1 Heart,M1 Blue,M1 Gray,M1 Bayc Hat Black,None,None,37.4502224691451,288
289,M1 Rage,M1 Smoking Jacket,M1 Holographic,M1 Zombie,M1 Purple,M1 Army Hat,None,None,45.878893178399075,289
290,M1 Bored Unshaven Cigarette,M1 Biker Vest,M1 Crazy,M1 Red,M1 Army Green,M1 Seaman's Hat,None,None,42.55151181470343,290
291,M1 Grin,None,M1 Eyepatch,M1 Dark Brown,M1 Blue,M1 Bowler,None,None,27.448010420643477,291
292,M1 Bored,M1 Prison Jumpsuit,M1 Wide Eyed,M1 Dark Brown,M1 Blue,None,None,None,16.54037263457836,292
293,M1 Bored Cigarette,M1 Work Vest,M1 Coins,M1 Dark Brown,M1 Orange,None,M1 Gold Hoop,None,68.07372764152556,293
294,M1 Bored Unshaven,None,M1 Bloodshot,M1 Dark Brown,M1 Purple,M1 Army Hat,None,None,20.34214089566576,294
295,M1 Jovial,M1 Lumberjack Shirt,M1 Bloodshot,M1 White,M1 Gray,M1 Spinner Hat,None,None,42.90230248812337,295
296,M1 Bored Unshaven,M1 Striped Tee,M1 Coins,M1 Black,M1 Purple,M1 Fisherman's Hat,None,None,32.46914230589874,296
297,M1 Bored Kazoo,M1 Lumberjack Shirt,M1 Bored,M1 Pink,M1 Gray,M1 Short Mohawk,None,None,38.586080003199775,297
298,M2 Bored Unshaven Cigarette,M2 Lumberjack Shirt,M2 Hypnotized,M2 Cheetah,M2 Orange,M2 Beanie,None,None,53.335347957161986,298
299,M1 Bored Unshaven,M1 Stunt Jacket,M1 Eyepatch,M1 Blue,M1 Blue,None,M1 Silver Hoop,None,67.18511227959293,299
300,M1 Bored,M1 Tuxedo Tee,M1 Closed,M1 Black,M1 Aquamarine,M1 Vietnam Era Helmet,M1 Silver Hoop,None,70.73948182549394,300
301,M1 Bored Cigarette,M1 Tuxedo Tee,M1 Heart,M1 Dark Brown,M1 New Punk Blue,M1 Bandana Blue,None,None,38.63282658984352,301
302,M1 Bored Unshaven,M1 Blue Dress,M1 Coins,M1 Cream,M1 Army Green,None,M1 Silver Stud,None,66.32656756043203,302
303,M1 Bored,M1 Guayabera,M1 Bored,M1 Golden Brown,M1 Gray,None,None,None,13.897789332038387,303
304,M1 Bored Unshaven Cigarette,M1 Blue Dress,M1 Holographic,M1 Dark Brown,M1 Gray,None,None,None,28.30995966865965,304
305,M2 Bored Unshaven Cigarette,M2 Bandolier,M2 Robot,M2 Golden Brown,M2 Army Green,M2 Prussian Helmet,None,None,53.595932016853546,305
306,M2 Dumbfounded,M2 Wool Turtleneck,M2 Crazy,M2 Black,M2 Gray,M2 Party Hat 2,None,None,52.69058892839384,306
307,M2 Bored Unshaven,M2 Rainbow Suspenders,M2 Bored,M2 Dark Brown,M2 Gray,M2 Safari,M2 Gold Stud,None,93.88998040870163,307
308,M1 Bored Unshaven Dagger,M1 Leather Punk Jacket,M1 Bloodshot,M1 Blue,M1 Aquamarine,M1 Bunny Ears,None,None,43.55708923597136,308
309,M2 Bored Cigarette,None,M2 Coins,M2 Black,M2 Orange,M2 Girl's Hair Pink,None,None,40.814372596357465,309
310,M1 Bored Unshaven,M1 Striped Tee,M1 Hypnotized,M1 Dark Brown,M1 Aquamarine,M1 Bayc Hat Black,None,None,33.67515958706383,310
311,M2 Bored Unshaven Cigarette,M2 Smoking Jacket,M2 Bored,M2 Tan,M2 Purple,M2 Commie Hat,None,None,51.37100571613657,311
312,M1 Bored Cigarette,M1 Sleeveless Logo T,M1 Sleepy,M1 Golden Brown,M1 New Punk Blue,None,None,None,26.4625124442725,312
313,M1 Tongue Out,M1 Rainbow Suspenders,M1 Coins,M1 Dark Brown,M1 Blue,M1 Army Hat,None,None,40.16289367148446,313
314,M1 Bored Unshaven Pipe,M1 Wool Turtleneck,M1 Closed,M1 Blue,M1 Yellow,None,None,None,30.147398720483793,314
315,M1 Grin,M1 Black Holes T,M1 Zombie,M1 Noise,M1 Yellow,M1 Bowler,M1 Silver Hoop,None,85.20782223145179,315
316,M1 Bored Unshaven,M1 Pimp Coat,M1 Zombie,M1 Red,M1 Aquamarine,M1 Fez,None,None,38.27872106393394,316
317,M1 Phoneme Vuh,M1 Bayc T Black,M1 Closed,M1 Dark Brown,M1 Army Green,M1 Fez,M1 Gold Hoop,None,81.21576768356906,317
318,M2 Bored,None,M2 Bloodshot,M2 Black,M2 Aquamarine,M2 Vietnam Era Helmet,M2 Gold Hoop,None,82.6689228867013,318
319,M1 Bored,M1 Leather Jacket,M1 Bloodshot,M1 Cheetah,M1 Army Green,M1 Commie Hat,None,None,32.43573194812578,319
320,M2 Bored Unshaven,None,M2 Closed,M2 Pink,M2 Aquamarine,None,None,None,26.158551862937617,320
321,M1 Phoneme L,M1 Hip Hop,M1 Coins,M1 Brown,M1 Gray,None,None,None,27.5248943508968,321
322,M2 Bored,M2 Hawaiian,M2 Zombie,M2 White,M2 Purple,M2 Seaman's Hat,None,None,50.61933446686639,322
323,M1 Bored,M1 Rainbow Suspenders,M1 Angry,M1 Brown,M1 Blue,M1 Commie Hat,M1 Gold Hoop,None,73.92648420105188,323
324,M2 Dumbfounded,M2 Bandolier,M2 Bored,M2 Black,M2 Aquamarine,M2 Fisherman's Hat,M2 Gold Stud,None,95.45339886529784,324
325,M2 Bored Dagger,M2 Leather Punk Jacket,M2 Scumbag,M2 Black,M2 Army Green,M2 Trippy Captain's Hat,None,None,53.829784977845044,325
326,M1 Discomfort,M1 Blue Dress,M1 Cyborg,M1 Black,M1 Aquamarine,M1 Halo,None,None,42.36779951096696,326
327,M1 Bored,M1 Vietnam Jacket,M1 Bloodshot,M1 Brown,M1 New Punk Blue,M1 Bunny Ears,None,None,28.306527188451437,327
328,M1 Bored Unshaven Pipe,M1 Striped Tee,M1 Sunglasses,M1 Cheetah,M1 Army Green,M1 Girl's Hair Pink,None,None,45.69849812776966,328
329,M1 Bored Unshaven,M1 Lumberjack Shirt,M1 Wide Eyed,M1 Red,M1 Orange,M1 Faux Hawk,None,None,37.827721778807714,329
330,M2 Bored Unshaven,M2 Vietnam Jacket,M2 X Eyes,M2 Brown,M2 Blue,M2 Bunny Ears,None,None,50.89995510614314,330
331,M1 Bored Unshaven,M1 Bayc T Black,M1 Bloodshot,M1 Golden Brown,M1 Army Green,M1 Beanie,None,None,32.92012873244519,331
332,M1 Grin,M1 Leather Punk Jacket,M1 Wide Eyed,M1 Blue,M1 Aquamarine,M1 Baby's Bonnet,None,None,42.03037730255602,332
333,M1 Bored Cigarette,M1 Leather Jacket,M1 Sad,M1 Cheetah,M1 Army Green,M1 Horns,None,None,42.03034781086557,333
334,M1 Grin,M1 Tuxedo Tee,M1 Sad,M1 Zombie,M1 New Punk Blue,M1 Bandana Blue,None,None,42.94238198942924,334
335,M2 Bored,M2 Bandolier,M2 Sleepy,M2 Blue,M2 Army Green,M2 Seaman's Hat,None,None,50.28859614698877,335
336,M2 Jovial,None,M2 Sleepy,M2 Dark Brown,M2 Orange,M2 Girl's Hair Pink,None,None,40.7275084429229,336
337,M1 Bored Cigarette,M1 Smoking Jacket,M1 Angry,M1 Blue,M1 Yellow,M1 Horns,None,None,41.78983136475832,337
338,M1 Phoneme Oh,M1 Striped Tee,M1 Heart,M1 Tan,M1 Yellow,None,None,None,29.74983831255476,338
339,M1 Bored Unshaven Cigarette,M1 Hawaiian,M1 Robot,M1 Brown,M1 Aquamarine,None,M1 Gold Hoop,None,69.69729269881519,339
340,M2 Rage,M2 Sailor Shirt,M2 Heart,M2 Tan,M2 Army Green,M2 Short Mohawk,None,None,53.5357996472454,340
341,M2 Grin Gold Grill,M2 Striped Tee,M2 Angry,M2 Golden Brown,M2 Yellow,M2 Short Mohawk,None,None,52.85763591883983,341
342,M1 Bored Unshaven Cigarette,M1 Vietnam Jacket,M1 Coins,M1 Red,M1 Army Green,M1 Stuntman Helmet,None,None,43.677347116039414,342
343,M1 Phoneme Vuh,M1 Leather Jacket,M1 Bored,M1 Dark Brown,M1 Aquamarine,M1 Commie Hat,None,None,32.85332859180962,343
344,M1 Phoneme L,M1 Work Vest,M1 Hypnotized,M1 Pink,M1 Purple,M1 Halo,M1 Silver Hoop,None,86.4204657905564,344
345,M1 Rage,M1 Tuxedo Tee,M1 Angry,M1 Dark Brown,M1 Army Green,M1 Ww2 Pilot Helm,None,None,40.64728496887952,345
346,M1 Phoneme L,None,M1 3d,M1 Trippy,M1 Yellow,M1 Cowboy Hat,None,None,34.436907081958765,346
347,M1 Grin,None,M1 Bored,M1 Black,M1 Blue,M1 Commie Hat,None,None,21.040383382715547,347
348,M1 Phoneme Vuh,M1 Leather Jacket,M1 Heart,M1 Dark Brown,M1 Orange,None,None,None,26.7030496379093,348
349,M1 Phoneme  Ooo,M1 Lumberjack Shirt,M1 Bored,M1 Dark Brown,M1 Aquamarine,M1 Cowboy Hat,None,None,32.97693321751996,349
350,M1 Grin,M1 Blue Dress,M1 Eyepatch,M1 Noise,M1 Blue,M1 Prussian Helmet,M1 Silver Stud,None,86.95830831178445,350
351,M1 Bored,None,M1 X Eyes,M1 Red,M1 Gray,M1 S&m Hat,None,None,24.80548541861082,351
352,M1 Grin,M1 Prison Jumpsuit,M1 Hypnotized,M1 Noise,M1 Aquamarine,None,None,None,31.36343737690363,352
353,M1 Phoneme Wah,M1 Tie Dye,M1 Bloodshot,M1 Dark Brown,M1 Army Green,None,None,None,25.627304926664333,353
354,M1 Bored,M1 Sleeveless Logo T,M1 Zombie,M1 Black,M1 Gray,None,M1 Silver Stud,None,60.563888505065165,354
355,M2 Dumbfounded,M2 Puffy Vest,M2 3d,M2 Pink,M2 Yellow,M2 Fez,None,None,52.91441828472436,355
356,M1 Bored Unshaven,M1 Leather Jacket,M1 Sad,M1 Brown,M1 Purple,M1 Ww2 Pilot Helm,None,None,33.77870380047888,356
357,M1 Bored,M1 Service,M1 Closed,M1 Tan,M1 Orange,None,None,None,19.747520638576795,357
358,M1 Phoneme Wah,M1 Hawaiian,M1 Blindfold,M1 Black,M1 Gray,M1 Seaman's Hat,None,None,40.94128453112763,358
359,M1 Bored,M1 Guayabera,M1 X Eyes,M1 Black,M1 Gray,M1 Fez,None,None,31.15288937851068,359
360,M1 Bored Cigarette,M1 Navy Striped Tee,M1 Sleepy,M1 Blue,M1 Gray,M1 Stuntman Helmet,None,None,40.637270450801836,360
361,M2 Bored,M2 Hip Hop,M2 Blindfold,M2 Cream,M2 Yellow,M2 Irish Boho,None,None,50.920006601939924,361
362,M1 Grin,M1 Sleeveless Logo T,M1 Eyepatch,M1 Black,M1 Gray,None,None,None,26.399037958764097,362
363,M1 Bored Unshaven,M1 Prison Jumpsuit,M1 Bored,M1 Golden Brown,M1 New Punk Blue,None,M1 Diamond Stud,None,61.84670381239603,363
364,M1 Bored Cigarette,M1 Leather Jacket,M1 Bored,M1 White,M1 Blue,None,None,None,23.308824066127205,364
365,M1 Discomfort,M1 Work Vest,M1 Hypnotized,M1 Golden Brown,M1 Aquamarine,None,None,None,31.1396068201236,365
366,M1 Bored,M1 Bayc T Black,M1 Hypnotized,M1 Blue,M1 Aquamarine,M1 S&m Hat,M1 Gold Hoop,None,78.93746422982278,366
367,M1 Bored Unshaven,M1 Hawaiian,M1 Bored,M1 Dark Brown,M1 New Punk Blue,M1 Party Hat 2,None,None,27.718541096280564,367
368,M1 Bored,M1 Guayabera,M1 3d,M1 Pink,M1 Army Green,M1 Fisherman's Hat,None,None,33.6317292254152,368
369,M1 Phoneme Vuh,M1 Biker Vest,M1 Blue Beams,M1 Cheetah,M1 New Punk Blue,None,M1 Silver Hoop,None,74.40762682724805,369
370,M1 Bored,M1 Tuxedo Tee,M1 Sad,M1 Gray,M1 Gray,M1 Seaman's Hat,None,None,33.093864070236954,370
371,M1 Bored Unshaven Dagger,M1 Cowboy Shirt,M1 Sleepy,M1 White,M1 Yellow,None,M1 Silver Stud,None,72.99788020927818,371
372,M1 Phoneme Wah,M1 Bayc T Black,M1 Angry,M1 Tan,M1 Purple,M1 Bayc Flipped Brim,None,None,44.041488935104944,372
373,M1 Tongue Out,M1 Bandolier,M1 Bored,M1 Cream,M1 Blue,None,M1 Diamond Stud,None,69.2797305192678,373
374,M2 Grin Gold Grill,None,M2 Sunglasses,M2 Cheetah,M2 Gray,M2 Cowboy Hat,None,None,42.32438543803544,374
375,M1 Phoneme  Ooo,M1 Sleeveless T,M1 Bloodshot,M1 Black,M1 New Punk Blue,M1 Laurel Wreath,None,None,39.16400751237647,375
376,M1 Bored,M1 Toga,M1 Bored,M1 Dark Brown,M1 Blue,M1 Fisherman's Hat,M1 Gold Stud,None,66.9110726545793,376
377,M1 Jovial,M1 Navy Striped Tee,M1 X Eyes,M1 Brown,M1 Aquamarine,None,None,None,27.06721100433646,377
378,M1 Bored,M1 Striped Tee,M1 X Eyes,M1 Golden Brown,M1 Aquamarine,M1 Party Hat 1,M1 Gold Stud,None,77.08006352893388,378
379,M1 Bored Unshaven,M1 Vietnam Jacket,M1 Bored,M1 White,M1 Purple,M1 Fisherman's Hat,None,None,31.31656801972891,379
380,M1 Phoneme  Ooo,M1 Leather Punk Jacket,M1 Closed,M1 White,M1 New Punk Blue,M1 Faux Hawk,None,None,44.29538499043631,380
381,M2 Bored,M2 Wool Turtleneck,M2 Closed,M2 Cheetah,M2 Orange,M2 Beanie,None,None,49.931139246539686,381
382,M2 Bored Unshaven,M2 Striped Tee,M2 Sleepy,M2 Brown,M2 Orange,M2 Fisherman's Hat,M2 Silver Hoop,None,94.11380359269985,382
383,M2 Tongue Out,M2 Navy Striped Tee,M2 Bloodshot,M2 Pink,M2 Yellow,M2 Fisherman's Hat,None,None,52.68725229913635,383
384,M2 Dumbfounded,M2 Smoking Jacket,M2 Heart,M2 White,M2 Aquamarine,M2 Safari,M2 Gold Stud,None,98.6437087211268,384
385,M1 Phoneme Wah,M1 Navy Striped Tee,M1 Closed,M1 Brown,M1 Army Green,M1 King's Crown,None,None,39.538169164388066,385
386,M1 Bored Unshaven,M1 Hawaiian,M1 Sleepy,M1 Brown,M1 New Punk Blue,None,M1 Silver Stud,None,60.57723570778466,386
387,M1 Bored Unshaven,None,M1 Eyepatch,M1 Brown,M1 Yellow,M1 Sea Captain's Hat,M1 Silver Hoop,None,64.43904820752083,387
