,Number,Drip Grade,Core,Drip Score,Neck,Hair,Shirt,Eye Color,Eyes,Race,Background,Hat,Face Decoration,Glasses,Necklace,Earring,Rarity score,Token Id
8035,8035,normal,lolita,18,None,bowl brown,blue pink shirt,blue,sparkle,clay,sunrise,None,None,sunglasses,None,None,17.979146832514406,8035
8036,8036,normal,gyaru,15,None,tuft brown,blue ribbon tank,brown,sparkle,pale,roadside,None,None,None,smiley bead necklace,None,20.51763813808741,8036
8037,8037,a-drip,harajuku-gyaru,36,None,tuft dark,cactus shirt,blue,teary,tan,mountain,fez,face piercings,None,None,None,34.41485856233969,8037
8038,8038,c-drip,gyaru,26,None,tuft brown,active dissident shirt,blue,sleepy,pale,casino,None,teardrops tattoo,None,None,strawberry earring,34.79703316943109,8038
8039,8039,s-drip,prep-gyaru,41,None,short pink,mouse tank,brown,teary,pale,bushland,ivy cap,None,None,mestwood pearl necklace,heart pearls earring,48.50446013126387,8039
8040,8040,b-drip,hypebeast,33,None,braid brown,fleece paisley jacket,blue,crying,clay,yashima,None,None,None,silver coin necklace,None,26.19114382910376,8040
8041,8041,ss-drip,prep-harajuku,50,None,braid green,bosozuku jacket,blue,dilated,pink,sonora,plaid bonnet,None,yy glasses,milady beads,None,52.92627759047591,8041
8042,8042,a-drip,gyaru,38,None,og green,super lover shirt,grey,sparkle,tan,sunset,trucker im so,None,prescription glasses,None,chrome cross,50.90878156269898,8042
8043,8043,a-drip,hypebeast,37,None,og frosted blonde,chore coat,blue,closed,tan,roadside,None,None,None,None,strawberry earring,27.366412231680137,8043
8044,8044,b-drip,hypebeast,32,None,braid black,maf rothko,blue,dilated,pink,mountain,None,black hearts tattoo,None,None,None,19.194669337444328,8044
8045,8045,b-drip,prep,31,spider neck tattoo,short green,pink knit polo,green,heart eyes,pale,sunset,None,None,prescription glasses,None,double safety pins,53.5613107308031,8045
8046,8046,a-drip,lolita-harajuku,35,castle neck tattoo,braid black,ribbon lolita,aqua,closed,pale,bushland,migoko hat,None,None,None,None,40.53046463634068,8046
8047,8047,normal,prep-gyaru,22,None,bowl slate,sheep pullover,aqua,sleepy,pale,tennis,trucker white rabbit,None,None,None,None,18.605029589234675,8047
8048,8048,ss-drip,lolita-harajuku,45,None,og blue,zip polo,blue,classic,pink,sunrise,sailor hat,None,None,None,heart pearls earring,31.98540589698591,8048
8049,8049,ss-drip,prep-hypebeast,55,None,short pink,bowling shirt,blue,teary,clay,clouds,bean hat,crescent tattoo,None,None,celine dog,49.87199228246539,8049
8050,8050,s-drip,prep-hypebeast,41,None,bowl green,malenciaga neon,lilac,teary,pale,bushland,tennis visor,None,None,None,cherry earring,36.16923226706105,8050
8051,8051,b-drip,prep-gyaru,34,None,tuft purple,ulzzang coat,brown,crying,clay,casino,cross cap pink,None,None,None,None,17.490892345487467,8051
8052,8052,c-drip,lolita,26,spider neck tattoo,tuft brown,blue pink shirt,blue,crying,pale,train,None,None,None,None,bar piercings,41.49170900389945,8052
8053,8053,normal,hypebeast,24,None,og frosted blonde,maf creeper,lilac,sparkle,pale,streets,None,None,None,None,None,8.594718348756144,8053
8054,8054,normal,prep,23,None,og blonde,bear sweater,green,crying,clay,train,None,None,None,None,cherry earring,20.561784876240818,8054
8055,8055,normal,harajuku,24,None,short pink,tie dye shirt,blue,classic,clay,sunset,None,None,None,None,chain earrings,16.41532456976488,8055
8056,8056,a-drip,hypebeast-gyaru,39,None,short blonde,fleece paisley jacket,blue,crying,clay,sonora,white cowboy hat,None,None,None,None,18.488462219156528,8056
8057,8057,ss-drip,prep,46,castle neck tattoo,short blonde,ulzzang coat,blue,dilated,tan,roadside,earflap cap,black hearts tattoo,None,None,None,53.986180845165876,8057
8058,8058,a-drip,lolita-prep,36,None,short blue,fur coat,green,teary,pink,roadside,varsity cap,None,None,None,burger earring,31.93727151680095,8058
8059,8059,b-drip,harajuku,34,None,braid brown,zip polo,brown,classic,pink,bushland,None,None,None,mestwood pearl necklace,None,23.61920465891304,8059
8060,8060,normal,prep,22,None,short orange,knit sweater,blue,teary,pink,bushland,None,None,None,None,None,3.3710488604207454,8060
8061,8061,ss-drip,hypebeast,52,None,braid purple,gold spray puffer,green,sparkle,pale,sunrise,dubai hat,None,None,None,cherry earring,28.976525651914947,8061
8062,8062,b-drip,prep-hypebeast,30,None,bowl green,sheep pullover,blue,teary,pale,sonora,buckethat,None,None,None,diamond stud,28.970166243848013,8062
8063,8063,a-drip,prep-gyaru,38,None,braid blue,jesus tank,blue,classic,pale,harajuku,orange beret,star heart tattoo,None,fliphone lanyard,None,48.08631199505612,8063
8064,8064,a-drip,lolita-gyaru,38,None,tuft purple,peter pan collar shirt,green,teary,pink,casino,trucker pink camo,milady pilled tattoo,round glasses,None,None,48.42916763773304,8064
8065,8065,ss-drip,hypebeast-gyaru,46,castle neck tattoo,braids harajuku dye,gold spray puffer,green,dilated,pale,yashima,brown cowboy hat,None,None,None,double safety pins,50.1707432862211,8065
8066,8066,normal,gyaru,25,None,og orange,cactus shirt,green,teary,pale,bushland,backwards trucker pink,None,None,None,None,9.059143228627807,8066
8067,8067,normal,prep-gyaru,20,spider neck tattoo,tuft green,kogal cardigan,aqua,sparkle,pale,tennis,denim usa cap,None,None,None,None,35.0854500425971,8067
8068,8068,a-drip,gyaru,39,None,bowl black,remilia tank,blue,sleepy,tan,harajuku,trucker hat 911,None,None,cherry necklace,None,37.758079556394854,8068
8069,8069,a-drip,prep-harajuku,38,spider neck tattoo,braid green,ulzzang coat,blue,sparkle,pink,casino,heihei hat,None,None,None,None,35.18625272378867,8069
8070,8070,normal,lolita-gyaru,25,None,bowl purple,jesus tank,green,sparkle,pale,clouds,bear hat,None,None,None,None,11.04580511710325,8070
8071,8071,a-drip,prep-gyaru,36,None,tuft purple,black blazer,brown,sleepy,pink,streets,cross cap pink,None,round glasses,None,None,34.33534458952917,8071
8072,8072,s-drip,prep-harajuku,42,castle neck tattoo,short blue,zip polo,green,smug,clay,casino,plaid bonnet,None,round glasses,silver coin necklace,None,72.27206874625097,8072
8073,8073,a-drip,gyaru,35,anime chest tattoo,braid blue,super lover shirt,blue,sparkle,pale,sunset,trucker anime,None,None,None,double safety pins,43.147819270352365,8073
8074,8074,c-drip,gyaru,26,None,og blue,remilia tank,blue,teary,tan,sunset,None,None,None,None,None,8.070349941294806,8074
8075,8075,b-drip,hypebeast,32,None,og orange,fleece paisley jacket,blue,crying,pale,sunrise,None,None,None,None,strawberry earring,19.866020199543986,8075
8076,8076,c-drip,gyaru,28,None,bowl black,blue ribbon tank,aqua,classic,pale,mountain,None,None,None,lean neck tattoo,celine dog,38.51025622928939,8076
8077,8077,s-drip,lolita,40,None,og frosted purple,peter pan collar shirt,green,teary,tan,sonora,pink bonnet,None,prescription glasses,None,chain earrings,51.082316366734815,8077
8078,8078,a-drip,hypebeast-harajuku,35,None,short blue,maf rothko,brown,sparkle,pink,bushland,kossphones,None,None,None,None,16.05018781213535,8078
8079,8079,c-drip,lolita-hypebeast,28,spider neck tattoo,tuft brown,bowling shirt oriental,green,dilated,pale,bushland,pink bonnet,None,None,cherry necklace,None,47.80152167004787,8079
8080,8080,normal,prep,19,None,bowl brown,sweater and tie,aqua,dilated,pale,sunset,None,None,None,None,double safety pins,19.794301610245807,8080
8081,8081,c-drip,hypebeast-gyaru,27,None,og black,western jacket,green,teary,pale,casino,shy saints cap,None,None,None,bar piercings,28.45775321114693,8081
8082,8082,a-drip,prep-hypebeast,39,None,tuft dark,fuzzy coat,blue,smug,pale,bjork,alien hat,nose ring silver,None,None,dual rings silver,49.43290092632135,8082
8083,8083,b-drip,lolita-gyaru,30,None,short pink,blue pink shirt,lilac,dilated,pale,sunrise,white cowboy hat,None,None,None,None,17.212779679163848,8083
8084,8084,normal,lolita,23,None,bowl slate,fur coat,blue,teary,pink,clouds,None,teardrops tattoo,None,None,None,20.818941568045496,8084
8085,8085,normal,lolita-hypebeast,24,None,og blue,western jacket,blue,classic,clay,yashima,pink bonnet,None,None,None,None,13.053288692067971,8085
8086,8086,ss-drip,lolita-hypebeast,46,None,tuft purple,fleece paisley jacket,blue,crying,pink,sunrise,blue pink bow,None,None,girl necklace,cherry earring,51.80154811507114,8086
8087,8087,normal,prep,25,castle neck tattoo,short orange,fuzzy coat,green,sparkle,clay,sunset,None,None,None,None,None,18.740116547606384,8087
8088,8088,normal,prep,17,None,tuft blue,bear sweater,green,crying,clay,bushland,None,None,None,None,None,4.692624966341812,8088
8089,8089,normal,prep,22,None,short blonde,knit sweater,brown,crying,pale,sonora,None,snakebites,None,None,None,21.554891493492047,8089
8090,8090,b-drip,lolita-harajuku,32,None,tuft brown,goth poncho,green,closed,clay,clouds,fez,None,None,None,None,17.631021518064873,8090
8091,8091,c-drip,prep-gyaru,29,None,bowl brown,sweater and tie,green,sparkle,pink,roadside,trucker im so,None,None,None,flower earring,27.606786318629357,8091
8092,8092,b-drip,prep,30,None,bowl black,bear sweater,brown,classic,pink,casino,orange beret,None,None,None,None,14.069836424720092,8092
8093,8093,ss-drip,hypebeast-harajuku,47,None,braid purple,goth harajuku,brown,classic,pink,roadside,alien hat,None,prescription glasses,None,dual rings silver,49.85305378403093,8093
8094,8094,normal,hypebeast,25,None,tuft dark,meline teddy,green,sparkle,pale,clouds,None,None,None,None,None,2.2626150961422895,8094
8095,8095,normal,lolita-prep,21,None,short green,black blazer,lilac,closed,pale,casino,pink bonnet,None,None,None,None,20.271581276351363,8095
8096,8096,normal,gyaru,12,None,og orange,super lover shirt,brown,dilated,pale,sunset,None,None,None,None,None,1.5140394009381828,8096
8097,8097,normal,prep,20,None,tuft green,green blazer,green,sleepy,tan,casino,None,None,None,None,None,8.546682471200073,8097
8098,8098,normal,prep,16,None,braid brown,green blazer,brown,sleepy,pale,sunset,None,None,None,None,None,3.73064065841094,8098
8099,8099,s-drip,prep-hypebeast,41,None,tuft blue,green blazer,brown,closed,black,sunset,alien hat,None,None,None,safety pin piercing,38.79115970724777,8099
8100,8100,c-drip,prep,27,None,og green,knit sweater,brown,classic,pink,mountain,None,nose ring silver,prescription glasses,coral cross necklace,None,52.58689563939611,8100
8101,8101,ss-drip,hypebeast-harajuku,49,None,braid green,bowling shirt,grey,crying,tan,sonora,cake hat,None,None,girl necklace,None,48.95222028313712,8101
8102,8102,ss-drip,prep,51,castle neck tattoo,braid green,pink knit polo,blue,classic,alien,streets,None,teardrops tattoo,None,None,strawberry earring,62.49267336165233,8102
8103,8103,ss-drip,prep,45,None,short blonde,ulzzang coat,aqua,classic,tan,sunset,spotted fur hat,None,round glasses,None,None,39.391090694807446,8103
8104,8104,normal,lolita,22,None,bowl green,blue pink shirt,blue,sleepy,clay,mountain,None,None,None,None,burger earring,17.28507101311902,8104
8105,8105,c-drip,hypebeast,29,spider neck tattoo,bowl green,football shirt,blue,classic,pale,sunset,None,None,mottega sunglasses yellow,None,None,36.84573436261272,8105
8106,8106,s-drip,prep,44,None,og frosted blonde,kogal cardigan,aqua,classic,pale,mountain,tennis visor,None,yy glasses,None,diamond stud,49.071136468853744,8106
8107,8107,a-drip,lolita-gyaru,39,None,bowl purple,fur coat,green,closed,tan,sunrise,white cowboy hat,None,None,None,None,20.95583751315874,8107
8108,8108,c-drip,harajuku,27,None,og green,tie dye shirt,green,classic,clay,mountain,None,None,moakleys,None,None,20.848604485609492,8108
8109,8109,normal,prep-harajuku,24,None,short blonde,black blazer,green,classic,pale,sunset,heihei hat,None,None,None,None,10.014887126094829,8109
8110,8110,a-drip,hypebeast,39,None,bowl blue,silk shirt,green,classic,tan,sunrise,None,None,None,None,bar piercings,22.902225462850893,8110
8111,8111,b-drip,hypebeast,33,None,bowl blue,football shirt,green,spiral,pink,roadside,None,star heart tattoo,None,None,None,24.242403553779035,8111
8112,8112,a-drip,lolita-hypebeast,36,None,bowl purple,western jacket,blue,closed,tan,bushland,bear hat,None,None,None,None,21.305011362343844,8112
8113,8113,c-drip,gyaru,29,None,short blonde,jesus tank,brown,sleepy,tan,roadside,None,None,None,None,bar piercings,24.566486742409154,8113
8114,8114,normal,prep-harajuku,24,None,None,bear sweater,green,sparkle,clay,mountain,strawberry hat,None,None,None,cross earring,24.790041621757116,8114
8115,8115,normal,gyaru,22,None,bowl brown,blue ribbon tank,brown,sleepy,clay,clouds,None,milady pilled tattoo,None,cherry necklace,None,37.20509884721876,8115
8116,8116,normal,prep,24,None,bowl purple,black blazer,blue,classic,pale,sunset,None,None,None,None,flower earring,14.345050829466945,8116
8117,8117,b-drip,hypebeast,30,None,bowl brown,red puffer,lilac,sparkle,tan,bushland,None,None,None,None,celine dog,25.99671284982795,8117
8118,8118,c-drip,lolita-prep,28,None,braid black,sweater and tie,aqua,dilated,pale,sunset,pink bonnet,milady pilled tattoo,None,None,None,32.63530781743442,8118
8119,8119,b-drip,gyaru,32,None,bowl brown,remilia tank,gold,sleepy,pink,bushland,trucker construction,temple cross tattoo,None,None,None,33.559696967745694,8119
8120,8120,a-drip,hypebeast-gyaru,39,None,short blonde,bowling shirt oriental,blue,sleepy,pink,bushland,trucker construction,None,harajuku glasses,None,None,32.05842431036848,8120
8121,8121,b-drip,hypebeast-gyaru,30,None,og frosted purple,meedles tracksuit,aqua,dilated,pale,streets,denim usa cap,None,None,None,loop chain earring,32.64594286585038,8121
8122,8122,b-drip,lolita-prep,34,None,tuft purple,bear sweater,brown,sleepy,clay,sunset,cat ears with bell,None,harajuku glasses,None,None,30.885327085022453,8122
8123,8123,normal,lolita-prep,23,None,short blonde,bear sweater,green,teary,pale,casino,goth headband,None,None,None,None,13.241415664355067,8123
8124,8124,normal,hypebeast,24,None,bowl blue,football shirt,blue,sleepy,pale,sunset,None,None,None,None,None,2.459229167193633,8124
8125,8125,normal,lolita-gyaru,24,None,bowl slate,ribbon lolita,blue,classic,clay,sunset,cross cap white,None,prescription glasses,None,cherry earring,38.876157470659194,8125
8126,8126,normal,prep,25,None,og frosted blonde,fuzzy coat,blue,sparkle,clay,mountain,None,None,None,None,double safety pins,14.669104319185788,8126
8127,8127,b-drip,lolita-gyaru,30,None,og green,mwo shirt,green,dilated,clay,bushland,maid hat,nose ring silver,mottega sunglasses yellow,None,None,42.77983154499504,8127
8128,8128,b-drip,harajuku,32,None,braid brown,cardigan tee,blue,teary,clay,streets,None,tyson tribal tattoo,None,cherry necklace,None,41.35600332949374,8128
8129,8129,normal,lolita,23,None,og blonde,peter pan collar shirt,blue,dilated,pink,mountain,maid hat,None,None,None,None,10.194665656241204,8129
8130,8130,s-drip,harajuku,41,None,og frosted blonde,goth harajuku,green,classic,pale,sunrise,None,temple cross tattoo,yy glasses,None,diamond stud,52.662682040982766,8130
8131,8131,c-drip,prep,26,None,short blonde,knit sweater,lilac,sparkle,tan,bushland,None,None,None,smiley bead necklace,safety pin piercing,43.634806610343624,8131
8132,8132,normal,prep-gyaru,19,None,braid brown,bear sweater,blue,dilated,clay,casino,shy saints cap,None,None,None,None,11.671048451622609,8132
8133,8133,a-drip,hypebeast,36,None,bowl brown,maf rothko,brown,classic,pale,clouds,treeprint bucket,snakebites,None,None,None,29.877609874382845,8133
8134,8134,a-drip,prep-gyaru,38,None,braid blue,active dissident shirt,blue,spiral,pink,sunset,ivy cap,None,round glasses,None,None,33.14359619874646,8134
8135,8135,normal,lolita-prep,23,None,og green,peter pan collar shirt,green,sparkle,clay,sunset,bean hat,nose ring silver,None,None,None,25.220688984168007,8135
8136,8136,normal,prep-gyaru,24,None,short orange,knit sweater,green,dilated,pale,clouds,trucker anime,None,None,girl necklace,None,28.030811183655164,8136
8137,8137,normal,lolita,23,None,og blonde,peter pan collar shirt,blue,dilated,clay,sunset,pink bow,None,None,None,None,9.529616277026989,8137
8138,8138,b-drip,harajuku,31,None,og orange,bosozuku jacket,leaf,sparkle,tan,clouds,None,None,None,None,None,15.82644639282225,8138
8139,8139,c-drip,gyaru,29,anime chest tattoo,bowl slate,mwo shirt,green,sparkle,pink,roadside,None,None,round glasses,None,None,38.365798518923064,8139
8140,8140,ss-drip,gyaru,45,None,braid brown,cactus shirt,blue,classic,tan,sunset,cross cap pink,None,None,None,chrome cross,32.046050364972025,8140
8141,8141,b-drip,lolita,33,None,og black,pink coat,green,classic,black,roadside,None,snakebites,None,None,dual rings gold,39.543400164842616,8141
8142,8142,ss-drip,hypebeast,48,castle neck tattoo,braid purple,football shirt,green,sparkle,clay,mountain,trucker gothic milady,nose ring gold,None,None,chain earrings,61.92406633518889,8142
8143,8143,normal,gyaru,25,anime chest tattoo,tuft dark,hikki condition shirt,blue,sleepy,pale,sunrise,None,nose ring gold,None,None,None,34.948996714064656,8143
8144,8144,c-drip,hypebeast,26,None,bowl brown,red puffer,brown,closed,pink,bushland,None,None,mottega sunglasses yellow,None,chain earrings,37.64673907613527,8144
8145,8145,c-drip,gyaru,27,None,tuft blue,im cute im punk shirt,brown,classic,pink,roadside,None,star heart tattoo,None,None,bar piercings,34.79285748866687,8145
8146,8146,b-drip,hypebeast,30,None,og blonde,maf rothko,blue,teary,clay,bushland,None,None,larry glasses,None,None,20.67926898984154,8146
8147,8147,normal,lolita,20,None,og orange,peter pan collar shirt,green,teary,pale,roadside,None,None,None,None,bar piercings,18.533499043309746,8147
8148,8148,b-drip,lolita-prep,33,None,bowl black,fur coat,green,sleepy,pink,clouds,earflap cap,None,None,None,bar piercings,30.161985116659835,8148
8149,8149,c-drip,lolita-gyaru,28,None,short orange,cactus shirt,green,sparkle,clay,sunrise,sailor hat,None,None,None,None,12.168909062067447,8149
8150,8150,s-drip,prep-gyaru,43,None,bowl purple,hikki condition shirt,brown,closed,tan,sunrise,ivy cap,snakebites,None,None,dual rings gold,51.931242983868245,8150
8151,8151,normal,gyaru,22,None,bowl slate,leopard polo,green,sparkle,pale,streets,None,None,None,None,None,2.5616868840857374,8151
8152,8152,a-drip,hypebeast,39,None,braid black,matagonia pullover,green,classic,tan,sonora,None,snakebites,round glasses,girl necklace,None,58.3573577759706,8152
8153,8153,b-drip,hypebeast-gyaru,31,None,bowl black,mwo shirt,blue,teary,pale,sunset,dubai hat,teardrops tattoo,None,None,None,27.393518276671795,8153
8154,8154,b-drip,lolita-gyaru,33,None,braid black,leopard polo,green,closed,clay,sonora,maid hat,None,None,milady beads,None,34.002843349018704,8154
8155,8155,normal,gyaru,24,None,tuft blue,special people shirt,blue,classic,pale,mountain,None,None,harajuku glasses,None,None,16.072163749396573,8155
8156,8156,a-drip,prep-gyaru,37,None,bowl black,im cute im punk shirt,blue,sleepy,pink,train,orange beret,None,mottega sunglasses yellow,None,cross earring,48.24108310464689,8156
8157,8157,normal,gyaru,24,None,bowl black,blue ribbon tank,brown,sleepy,pale,bushland,None,teardrops tattoo,prescription glasses,fliphone lanyard,None,50.38299044938624,8157
8158,8158,c-drip,hypebeast,26,None,short orange,football shirt,brown,sparkle,clay,bushland,None,None,None,None,None,4.452527449683089,8158
8159,8159,b-drip,prep-harajuku,32,None,og black,leopard vest,blue,teary,pink,train,ivy cap,None,round glasses,None,None,32.9386031718504,8159
8160,8160,s-drip,gyaru,41,None,braid purple,blue ribbon tank,brown,sparkle,pink,mountain,flower clip,None,None,None,strawberry earring,29.05599151668705,8160
8161,8161,normal,harajuku-gyaru,24,None,bowl brown,tie dye shirt,brown,sparkle,pink,mountain,cross cap pink,None,None,None,None,11.650140156538276,8161
8162,8162,a-drip,prep-hypebeast,38,None,bowl purple,ulzzang coat,leaf,sleepy,clay,clouds,treeprint bucket,nose ring silver,None,None,diamond stud,52.38285426676723,8162
8163,8163,normal,prep,16,None,braid brown,black blazer,blue,sparkle,pale,sonora,None,None,None,None,None,2.973630994421857,8163
8164,8164,c-drip,lolita,28,None,braid blue,goth poncho,blue,sparkle,pale,streets,None,None,None,None,None,6.27191794686511,8164
8165,8165,c-drip,harajuku,29,anime chest tattoo,og orange,cardigan tee,brown,dilated,pink,sunset,None,None,None,coral cross necklace,None,41.61697266930889,8165
8166,8166,ss-drip,lolita-harajuku,46,None,short green,zip polo,brown,teary,pink,bushland,maid hat,None,mottega sunglasses blue,fliphone lanyard,None,53.4426157588947,8166
8167,8167,b-drip,hypebeast,30,castle neck tattoo,og green,bowling shirt,lilac,crying,pale,mountain,None,None,None,silver coin necklace,None,46.179176516419076,8167
8168,8168,ss-drip,hypebeast,47,None,braid brown,bowling shirt,green,classic,clay,sonora,dubai hat,None,prescription glasses,None,double safety pins,46.06258623176929,8168
8169,8169,c-drip,hypebeast,27,None,og green,football shirt,brown,sparkle,pale,sunset,None,temple cross tattoo,None,None,None,19.098311475235935,8169
8170,8170,a-drip,prep-hypebeast,35,None,og frosted blonde,pink knit polo,green,sleepy,pink,sunset,treeprint bucket,None,prescription glasses,None,None,31.707120892212064,8170
8171,8171,c-drip,prep-gyaru,27,None,og frosted blonde,blue ribbon tank,gold,classic,pink,sunrise,ivy cap,None,None,None,None,18.540516896931635,8171
8172,8172,a-drip,prep-hypebeast,39,anime chest tattoo,og frosted blonde,skull sweater,blue,sparkle,pale,sunrise,beret,star heart tattoo,None,None,diamond stud,61.01669443690131,8172
8173,8173,b-drip,hypebeast-harajuku,31,None,og orange,heihei shirt,blue,sparkle,pale,roadside,meedles headband,nose ring silver,None,smiley bead necklace,None,46.17317093169292,8173
8174,8174,a-drip,lolita-gyaru,36,None,short blue,hikki condition shirt,green,classic,black,yashima,pink bow,None,None,None,None,21.53298976125656,8174
8175,8175,a-drip,hypebeast,39,castle neck tattoo,og blue,matagonia pullover,gold,dilated,pale,sunset,None,None,None,milady beads,burger earring,59.70576721560481,8175
8176,8176,ss-drip,lolita-hypebeast,48,None,braid purple,maf creeper,blue,classic,pale,streets,bear hat,crescent tattoo,None,None,burger earring,48.70537282392098,8176
8177,8177,normal,lolita-gyaru,25,None,bowl green,super lover shirt,green,heart eyes,clay,clouds,pink bow,None,prescription glasses,None,None,30.609008317992682,8177
8178,8178,b-drip,lolita-gyaru,31,anime chest tattoo,og green,peter pan collar shirt,green,sleepy,clay,sunrise,flower clip,None,None,None,chain earrings,45.51033416371437,8178
8179,8179,b-drip,prep,32,castle neck tattoo,tuft dark,pink knit polo,brown,closed,pale,mountain,tennis visor,None,None,None,None,32.350896826927695,8179
8180,8180,a-drip,harajuku,35,None,short orange,cardigan tee,blue,dilated,clay,sunset,None,None,None,milady beads,heart pearls earring,37.27062878803632,8180
8181,8181,normal,hypebeast-gyaru,24,None,braid green,im cute im punk shirt,green,classic,clay,sunset,meedles headband,None,None,None,None,9.356191937267095,8181
8182,8182,b-drip,prep-gyaru,34,None,short green,mouse tank,green,teary,clay,streets,bean hat,snakebites,None,evil eye necklace,None,47.93984267494578,8182
8183,8183,ss-drip,prep-gyaru,46,None,braid black,pink knit polo,blue,sparkle,clay,mountain,cross cap white,crescent tattoo,harajuku glasses,None,heart pearls earring,61.1883399251381,8183
8184,8184,a-drip,hypebeast-gyaru,36,None,og blue,jesus tank,green,dilated,tan,yashima,trucker gothic milady,None,round glasses,mestwood pearl necklace,None,52.16723522188109,8184
8185,8185,normal,gyaru,25,None,braid purple,active dissident shirt,brown,dilated,clay,sunrise,None,None,None,None,None,1.641564364905062,8185
8186,8186,normal,gyaru,24,None,tuft dark,hikki condition shirt,blue,sparkle,pale,sunset,None,teardrops tattoo,mottega sunglasses blue,None,None,30.850990973698085,8186
8187,8187,s-drip,gyaru,42,None,bowl blue,mwo shirt,green,teary,tan,streets,trucker oasis,None,mottega sunglasses blue,None,None,37.36507854409505,8187
8188,8188,a-drip,harajuku-gyaru,39,None,braid green,remilia tank,blue,sparkle,clay,tennis,cake hat,None,None,None,loop chain earring,30.643048255228983,8188
8189,8189,normal,prep-harajuku,19,None,bowl green,leopard vest,blue,sparkle,clay,mountain,beret,None,None,None,None,10.742564541649587,8189
8190,8190,s-drip,lolita,40,None,bowl black,fur coat,brown,classic,pink,streets,None,temple cross tattoo,cobain glasses,None,chrome cross,56.39860083163638,8190
8191,8191,normal,lolita-gyaru,24,None,tuft brown,mouse tank,blue,sleepy,pink,sunset,maid hat,None,round glasses,silver coin necklace,None,44.71147407486927,8191
8192,8192,b-drip,hypebeast-gyaru,30,None,short blonde,special people shirt,green,dilated,tan,sunset,treeprint bucket,None,None,None,chain earrings,28.871817898266873,8192
8193,8193,normal,lolita-prep,25,None,short green,ribbon lolita,lilac,spiral,clay,bushland,ivy cap,None,None,None,None,19.3138783051256,8193
8194,8194,c-drip,harajuku,29,None,bowl black,bosozuku jacket,green,sparkle,pink,bushland,None,None,None,girl necklace,None,22.730384572676076,8194
8195,8195,a-drip,hypebeast,36,None,short green,fleece paisley jacket,blue,sleepy,clay,bushland,None,teardrops tattoo,sunglasses,None,None,37.60304033109011,8195
8196,8196,c-drip,prep,26,None,og blue,black blazer,green,dilated,pink,mountain,None,teardrops tattoo,None,None,bar piercings,32.68513528323002,8196
8197,8197,b-drip,gyaru,32,lean neck tattoo,bowl black,hikki condition shirt,grey,teary,clay,bushland,None,None,larry glasses,None,None,44.23070790787154,8197
8198,8198,normal,prep-gyaru,18,None,tuft green,green blazer,brown,sleepy,clay,bushland,trucker white rabbit,star heart tattoo,None,None,None,27.2865743035892,8198
8199,8199,normal,prep-hypebeast,20,None,og black,skull sweater,blue,sleepy,pale,bushland,plaid bonnet,None,None,None,None,12.032819199672339,8199
8200,8200,normal,lolita,19,None,short green,peter pan collar shirt,blue,teary,pale,mountain,None,None,prescription glasses,None,None,18.68593164407893,8200
8201,8201,b-drip,hypebeast,30,None,short green,matagonia pullover,blue,dilated,clay,mountain,None,face piercings,None,None,double safety pins,31.840586153399965,8201
8202,8202,normal,hypebeast,22,None,tuft green,gold spray puffer,green,sleepy,clay,roadside,None,None,None,None,None,4.301597090283942,8202
8203,8203,b-drip,harajuku,30,None,tuft blue,leopard vest,lilac,closed,pale,bushland,None,None,cobain glasses,None,None,28.5330532451532,8203
8204,8204,normal,lolita,22,None,short green,sailor lolita,brown,dilated,clay,sunrise,None,None,None,None,cross earring,16.856419578964037,8204
8205,8205,normal,hypebeast-harajuku,25,None,tuft dark,leopard vest,gold,sparkle,clay,mountain,miteryx beanie,None,None,None,None,16.286021031874288,8205
8206,8206,c-drip,hypebeast,28,None,bowl slate,fleece paisley jacket,blue,crying,pale,tennis,None,None,None,None,None,8.584730873206158,8206
8207,8207,c-drip,prep,27,None,short orange,kogal cardigan,aqua,sparkle,pale,sunset,None,milady pilled tattoo,round glasses,None,None,38.75273812762723,8207
8208,8208,a-drip,gyaru,39,spider neck tattoo,bowl blue,hikki condition shirt,aqua,classic,pink,mountain,white cowboy hat,None,None,None,None,36.13552800084799,8208
8209,8209,normal,gyaru,25,None,short blue,super lover shirt,brown,teary,pink,sunset,None,None,None,None,chrome cross,17.12210311961168,8209
8210,8210,a-drip,prep-gyaru,37,None,short blue,knit sweater,brown,closed,pale,xp,flower clip,None,round glasses,pearl necklace,flower earring,66.13446698102207,8210
8211,8211,normal,prep-harajuku,24,None,tuft blue,black blazer,green,classic,clay,sunrise,kossphones,None,None,None,None,10.610821450663865,8211
8212,8212,b-drip,lolita-hypebeast,30,None,bowl slate,chore coat,brown,teary,pink,clouds,bear hat,None,round glasses,None,None,32.553788090779065,8212
8213,8213,c-drip,lolita,29,None,og orange,maid,green,classic,clay,sonora,None,None,mottega sunglasses yellow,None,bar piercings,35.3824278118319,8213
8214,8214,c-drip,gyaru,26,None,og frosted blonde,mouse tank,green,crying,pale,harajuku,None,None,None,None,double safety pins,21.890024299557385,8214
8215,8215,a-drip,hypebeast-gyaru,38,None,short blonde,gold spray puffer,blue,heart eyes,pink,mountain,trucker pink camo,None,round glasses,None,None,33.28784687473031,8215
8216,8216,c-drip,hypebeast,26,None,short blonde,mape hoodie,lilac,teary,pale,sunset,None,None,None,None,cherry earring,23.36403907436044,8216
