,head,background,body,hair,face,piercing,Rarity score,Token Id
8062,yellow,green,purple sweater with satchel,blue toque,happy,None,2.7188913574045226,8062
8063,gradient 1,gradient 2,white turtleneck,blue alfalfa,green beard,None,13.997278209220179,8063
8064,purple,yellow,pink sweater with satchel,yellow toque,default,pearl,73.67438954540866,8064
8065,devil,gradient 3,pink sweater with satchel,None,green beard,None,18.237792332538692,8065
8066,tan,orange,pink hoodie,beige bucket cap,surprised,hoop,73.4506344251727,8066
8067,yellow,fire,pink sweater with satchel,purple long,green beard,hoop,83.2403120176748,8067
8068,med,space,leopard hoodie,blue brushcut,in love,None,10.394494940499426,8068
8069,blue,light blue,light blue puffer,blue afro,happy,None,0.9958008089918116,8069
8070,purple,gradient 2,yellow backpack,brown brushcut,in love,None,3.681139750803794,8070
8071,yellow,gradient 3,combo 3 puffer,brown mullet,surprised,None,3.3342688446461795,8071
8072,purple,gradient 2,striped sweater,blue alfalfa,designer glasses,None,3.535652707916273,8072
8073,tan,pink,orange puffer,purple brushcut,straw,None,5.281163752510012,8073
8074,gradient 2,pink,combo 1 puffer,viking,in love,None,9.868583461751196,8074
8075,yellow,light blue,purple chain,blue messy,default,None,4.911935016343877,8075
8076,purple,gradient 4,orange puffer,green mullet,aviators with cig,pearl,78.23917840470821,8076
8077,yellow,yellow,white puffer,beige bucket cap,neutral note,None,9.02945308622081,8077
8078,pale,blue,pink and white jacket,blue nerd,content,None,2.6517775728444777,8078
8079,pink,light blue,blue backpack,blue puffballs,green beard,None,8.380495206915493,8079
8080,orange,orange,navy sweater,helmet,straw,None,6.892356598257257,8080
8081,yellow,gradient 3,pink backpack,beige bucket cap,happy,None,3.1664620189360844,8081
8082,yellow,gradient 2,pink fleece,green brushcut,in love,None,3.5916144269154007,8082
8083,med,orange,yellow turtleneck,yellow backwards cap,pink beard,None,8.82805132663393,8083
8084,pale,orange,orange puffer,brown mullet,happy,None,1.499302972658271,8084
8085,orange,green,yellow turtleneck,blue nerd,straw,None,4.5538326091638295,8085
8086,blue,green,navy sweater,blue puffballs,skeleton,pearl,77.14279979855957,8086
8087,med,orange,pink puffer,pink long,chill cig,None,3.54685736123422,8087
8088,med,holographic,pink hoodie,blue nerd,chill cig,None,8.268570652074194,8088
8089,gradient 1,iridescent,yellow puffer,purple alfalfa,designer glasses,hoop,81.68511445633278,8089
8090,pale,purple,white turtleneck,viking,happy,pearl,74.15548688645475,8090
8091,pale,blue,pink puffer,pink,designer glasses,None,3.0210298044471093,8091
8092,pink,space,blue blazer,blue afro,chill cig,None,11.390313650279369,8092
8093,orange,blue,white sweater,blue toque,surprised,pearl,73.28280409731909,8093
8094,rainbow,light blue,blue backpack,None,happy,airpod,88.3756832612852,8094
8095,yellow,sky,pink hoodie,green puffballs,happy,None,7.060189166752384,8095
8096,tan,sky,combo 2 puffer,yellow bowlcut,chill cig,hoop,79.14545053605319,8096
8097,blue,purple,pink fleece,blue nerd,grumpy,None,1.633590960353922,8097
8098,green,grey,pink sweater with satchel,blue messy,mad note,hoop,78.93286425936145,8098
8099,tan,green,blue turtleneck,blue nerd,default,None,1.2755266028439032,8099
8100,pink,gradient 4,yellow turtleneck,purple brushcut,happy,None,1.4880983238116712,8100
8101,orange,gradient 2,grey hoodie,blue alfalfa,3d glasses,hoop,78.91050642637202,8101
8102,green,iridescent,white sweater,blue mohawk,surprised,pearl,74.8715719755386,8102
8103,pink,holographic,grey hoodie,green mullet,grumpy,None,6.165074690648523,8103
8104,blue,fire,white puffer,blue messy,chill cig,None,7.429474964754745,8104
8105,yellow,green,pink backpack,blue brushcut,content,None,1.7902199943614132,8105
8106,gradient 1,pink,combo 1 puffer,pink tidy,happy note,airpod,90.68038181634344,8106
8107,pink,green,pink fleece,blue afro,grumpy,pearl,72.15282272374263,8107
8108,purple,light blue,navy sweater,pink,content,None,3.334287871965275,8108
8109,blue,gradient 2,light blue puffer,yellow toque,grumpy,pearl,73.33877700486971,8109
8110,pink,iridescent,purple sweater with satchel,purple brushcut,happy note,None,11.356741092760364,8110
8111,orange,fire,orange puffer,pink,bandana,None,10.439282218325081,8111
8112,yellow,gradient 4,light blue puffer,purple cap,aviators with cig,None,8.212685022727204,8112
8113,gradient 2,pink,pink puffer,purple long,bandana,airpod,87.82744304658785,8113
8114,yellow,grey,pink and white jacket,purple cap,chill cig,None,3.334312488467754,8114
8115,yellow,gradient 3,white collar,green brushcut,straw,None,6.668607071179212,8115
8116,pale,grey,blue and yellow jacket,purple puffballs,designer glasses,None,2.8196414730596144,8116
8117,med,gradient 4,spotted sweater,purple cap,surprised,hoop,76.31484386196698,8117
8118,purple,gradient 3,orange puffer,brown brushcut,designer glasses,None,3.5692767343619995,8118
8119,tan,grey,white collar,pink,straw,None,5.2363910207204185,8119
8120,blue,yellow,pink and white jacket,halo,grumpy,pearl,72.70102153824082,8120
8121,yellow,green,blue turtleneck,purple brushcut,designer glasses,None,2.50628717470807,8121
8122,med,pink,yellow backpack,brown brushcut,blue beard,airpod,85.276555451633,8122
8123,pink,blue,striped sweater,purple long,aviators with cig,None,7.630839799712111,8123
8124,med,fire,striped sweater,cowboy,mustache,None,10.819678677963077,8124
8125,gradient 2,purple,pink hoodie,blue puffballs,surprised,pearl,78.54129447762868,8125
8126,med,gradient 4,holographic sweater,shaved,happy,None,4.744049863072617,8126
8127,blue,orange,combo 3 puffer,green mullet,happy note,None,6.847616316769574,8127
8128,purple,orange,orange puffer,blue puffballs,default,None,2.125890715070074,8128
8129,purple,green,pink hoodie,pink,mad note,pearl,79.3692011804711,8129
8130,yellow,gradient 3,pink puffer,blue alfalfa,happy,None,2.4615681569580596,8130
8131,gradient 1,gradient 4,blue fleece,purple cap,designer glasses,hoop,79.24607980486924,8131
8132,tan,grey,white puffer,blue nerd,grumpy,None,1.4209353077371172,8132
8133,gradient 2,pink,white puffer,yellow toque,sad note,None,14.388905059744584,8133
8134,pink,space,yellow turtleneck,pink,mustache,None,9.969362671962493,8134
8135,yellow,orange,pink puffer,purple puffballs,neutral note,hoop,78.56366797573288,8135
8136,gradient 2,light blue,pink puffer,purple cap,mustache,pearl,80.53272713608908,8136
8137,gradient 1,gradient 4,combo 3 puffer,purple brushcut,default,pearl,78.51893328715471,8137
8138,tan,holographic,blue backpack,purple alfalfa,bandana,None,9.756737232483797,8138
8139,gradient 2,gradient 3,navy sweater,brown mullet,aviators with mustache,None,13.986121673554596,8139
8140,pink,orange,pink and green jacket,poopie,bandana,None,7.955371891256709,8140
8141,pink,space,combo 3 puffer,pink tidy,bandana,hoop,82.04315420454415,8141
8142,blue,gradient 1,white puffer,pink bucket cap,chill cig,hoop,74.65891296990857,8142
8143,tan,pink,yellow puffer,yellow bowlcut,happy note,pearl,77.65744843611947,8143
8144,green,holographic,grey hoodie,yellow headband,cobain glasses,None,9.409815980701119,8144
8145,pale,fire,pink puffer,cowboy,surprised,None,8.313375830191166,8145
8146,pink,gradient 2,grey hoodie,purple cap,bandana,None,6.221049837101811,8146
8147,pink,light blue,pink and green jacket,pink headband,in love,pearl,73.39467270567675,8147
8148,tan,gradient 4,orange puffer,blue nerd,surprised,pearl,72.45487277896784,8148
8149,med,green,blue fleece,blue toque,happy note,None,9.186061980785917,8149
8150,green,blue,pink puffer,pink tidy,aviators with cig,None,7.586070425903896,8150
8151,tan,gradient 2,white sweater,blue nerd,grumpy,None,2.0363441341510273,8151
8152,pale,light blue,white collar,pink,cobain glasses,None,6.60147091547796,8152
8153,orange,pink,white collar,pink headband,straw,None,6.075511320071,8153
8154,green,gradient 2,orange puffer,yellow headband,designer glasses,pearl,72.91358990768583,8154
8155,pale,gradient 4,yellow puffer,purple alfalfa,in love,pearl,73.28282311842797,8155
8156,tan,pink,pink and white jacket,yellow headband,mustache,None,4.307723011187339,8156
8157,tan,space,orange collar,pink,surprised,pearl,77.80286834123937,8157
8158,gradient 2,light blue,light blue puffer,green bowlcut,content,hoop,78.5636422401517,8158
8159,orange,purple,white sweater,purple cap,chill cig,None,3.513276970164191,8159
8160,orange,pink,white collar,blue mohawk,chill cig,None,4.072691626035024,8160
8161,tan,blue,navy sweater,blue brushcut,designer glasses,None,1.3538662898034868,8161
8162,orange,blue,yellow puffer,helmet,default,None,3.4796887507597107,8162
8163,med,pink,blue turtleneck,green brushcut,in love,None,3.2559358721589007,8163
8164,green,gradient 1,pink puffer,viking,rainbow puke,None,10.853279208723897,8164
8165,purple,yellow,navy sweater,pink long,aviators with mustache,None,8.525911755047646,8165
8166,purple,purple,striped sweater,pink,in love,airpod,80.36496282394346,8166
8167,yellow,orange,pink backpack,yellow bowlcut,grumpy,None,1.711895963573916,8167
8168,yellow,grey,striped sweater,purple brushcut,sunglasses,None,2.394404023792054,8168
8169,pink,gradient 2,green hoodie,pink,sunglasses,airpod,79.67128256592586,8169
8170,med,light blue,pink backpack,yellow bowlcut,default,None,1.7566429622663944,8170
8171,gradient 2,gradient 1,blue blazer,purple puffballs,bandana,None,13.863034983431188,8171
8172,purple,light blue,blue and yellow jacket,blue afro,chill cig,None,4.598644506224454,8172
8173,tan,pink,combo 2 puffer,green mullet,content,None,2.5062569657929012,8173
8174,orange,gradient 1,pink and white jacket,brown mullet,chill cig,None,4.0391604754221975,8174
8175,blue,pink,purple sweater with satchel,brown mullet,sunglasses,None,1.588818226825472,8175
8176,pink,blue,pink puffer,blue alfalfa,happy,None,1.3538416745430484,8176
8177,orange,gradient 1,white puffer,green brushcut,grumpy,hoop,73.55131180642455,8177
8178,green,gradient 3,orange puffer,pink headband,in love,hoop,73.90935714779383,8178
8179,gradient 1,orange,blue blazer,green brushcut,3d glasses,None,15.54138972865835,8179
8180,pale,holographic,combo 2 puffer,blue brushcut,happy,airpod,82.32283635531991,8180
8181,purple,gradient 2,purple sweater with satchel,blue messy,grumpy,None,3.546889810790905,8181
8182,pink,gradient 4,pink sweater with satchel,pink long,content,None,2.774875451767796,8182
8183,green,space,light blue puffer,blue alfalfa,bandana,None,10.83086094896145,8183
8184,med,iridescent,blue fleece,helmet,default,pearl,77.63505479733085,8184
8185,pink,gradient 1,orange collar,beige bucket cap,happy,pearl,73.22688713724573,8185
8186,yellow,yellow,white sweater,green mullet,sunglasses,None,1.8125666323407181,8186
8187,green,gradient 2,blue backpack,pink headband,holographic beard,None,9.174879705316199,8187
8188,yellow,gradient 3,green hoodie,pink headband,blue check,None,9.723183700048212,8188
8189,tan,light blue,spotted hoodie,pink long,designer glasses,None,5.169276122049819,8189
8190,orange,purple,green hoodie,green bowlcut,grumpy,hoop,73.04786110969754,8190
8191,green,pink,spotted sweater,brown brushcut,designer glasses,None,5.639169926869414,8191
8192,purple,blue,blue backpack,purple puffballs,3d glasses,hoop,78.64196738629178,8192
8193,blue,yellow,blue fleece,green bowlcut,aviators with cig,None,6.802878269961611,8193
8194,tan,gradient 3,orange puffer,purple puffballs,designer glasses,airpod,79.27965571614668,8194
8195,green,gradient 2,navy sweater,yellow headband,sunglasses,None,2.2041923630411806,8195
8196,purple,purple,white collar,blue messy,default,None,3.166470972311049,8196
8197,purple,gradient 2,striped sweater,green bowlcut,happy,None,2.4055762248208254,8197
8198,pink,sky,orange collar,green mullet,mad note,None,13.426656667587352,8198
8199,gradient 2,yellow,purple chain,pink long,aviators with mustache,None,15.854629886942506,8199
8200,pink,grey,blue and yellow jacket,purple long,happy note,pearl,78.36229530324998,8200
8201,pink,purple,None,None,puffer up visor,None,10.662750865339317,8201
8202,pale,yellow,white puffer,yellow bowlcut,content,None,2.662973275023133,8202
8203,blue,pink,pink puffer,pink tidy,in love,None,2.338465802465096,8203
8204,med,green,blue turtleneck,shaved,aviators with cig,None,7.116105006256585,8204
8205,pink,green,combo 3 puffer,shaved,designer glasses,pearl,72.20877213213063,8205
8206,green,yellow,pink and green jacket,blue brushcut,aviators with mustache,airpod,84.38146223777638,8206
8207,purple,gradient 3,light blue puffer,helmet,happy,None,4.632223774241235,8207
8208,tan,gradient 3,blue turtleneck,yellow bowlcut,chill cig,None,3.7370723747498986,8208
8209,green,orange,green hoodie,pink long,aviators with mustache,None,7.80983337919406,8209
8210,pink,gradient 1,navy sweater,green bowlcut,sunglasses,None,2.304969334101411,8210
8211,blue,gradient 3,green hoodie,purple brushcut,bandana,None,5.75120414571164,8211
8212,blue,yellow,pink puffer,white bucket cap,in love,None,2.741299541483984,8212
8213,green,orange,combo 1 puffer,blue alfalfa,surprised,None,1.5776303634144104,8213
8214,blue,purple,orange collar,cowboy,designer glasses,airpod,79.5818109516057,8214
8215,gradient 2,space,blue turtleneck,green bowlcut,skeleton,airpod,95.02135401576548,8215
8216,gradient 2,orange,combo 3 puffer,pink toque,happy,None,7.6196373862904565,8216
8217,tan,gradient 3,yellow puffer,green brushcut,designer glasses,hoop,73.3051630483936,8217
8218,pale,purple,white sweater,blue toque,in love,None,4.005652818507011,8218
8219,tan,grey,spotted sweater,yellow backwards cap,happy,None,4.889494382459322,8219
8220,green,grey,white turtleneck,yellow backwards cap,grumpy,None,2.6181624965444104,8220
8221,pink,light blue,pink and white jacket,blue nerd,aviators with mustache,None,8.0448009805856,8221
8222,green,purple,yellow puffer,green bowlcut,default,hoop,72.0744830323117,8222
8223,gradient 1,grey,pink and white jacket,brown mullet,mustache,airpod,86.48485190038633,8223
8224,purple,pink,striped sweater,poopie,content,None,5.907708973159856,8224
8225,orange,blue,blue and yellow jacket,holographic poopie,content,None,5.683961684487654,8225
8226,gradient 1,iridescent,purple sweater with satchel,blue brushcut,blue check,None,16.87288811426078,8226
8227,med,grey,pink fleece,purple brushcut,3d glasses,None,7.58604916663757,8227
8228,purple,gradient 4,orange puffer,yellow headband,happy note,None,8.425239964718045,8228
8229,purple,gradient 2,blue backpack,purple puffballs,sunglasses,None,3.166468731669532,8229
8230,tan,orange,combo 2 puffer,blue nerd,straw,pearl,75.17361308086656,8230
8231,pale,green,combo 2 puffer,brown mullet,blue beard,pearl,78.50771185138213,8231
8232,purple,holographic,orange collar,blue brushcut,in love,hoop,77.2434492100473,8232
8233,med,gradient 3,pink sweater with satchel,blue brushcut,blue beard,None,8.358178776360907,8233
8234,pink,pink,light blue puffer,yellow toque,chill cig,None,4.979020821451902,8234
8235,blue,gradient 4,grey hoodie,green mullet,designer glasses,None,1.7006946689825708,8235
8236,med,blue,orange collar,pink bucket cap,straw,None,5.9636908335886325,8236
8237,pink,pink,combo 3 puffer,blue alfalfa,in love,None,2.987421443364571,8237
8238,yellow,gradient 3,white turtleneck,blue puffballs,content,None,3.6252384526159016,8238
8239,yellow,yellow,blue blazer,green bowlcut,sunglasses,None,4.58745327613773,8239
8240,pink,grey,white collar,yellow backwards cap,mustache,None,5.762293545596867,8240
8241,orange,holographic,pink sweater with satchel,brown mullet,designer glasses,None,6.579086227083403,8241
8242,orange,gradient 3,striped sweater,pink,chill cig,None,4.900732603419038,8242
8243,tan,gradient 3,striped sweater,blue mohawk,cobain glasses,hoop,76.53858443790573,8243
8244,gradient 2,gradient 1,rainbow striped sweater,blue alfalfa,aviators with mustache,airpod,93.54453978371417,8244
8245,orange,sky,purple chain,pink headband,bandana,None,13.42666673830218,8245
8246,green,blue,yellow puffer,blue toque,default,None,2.4950993122906406,8246
8247,pink,gradient 3,combo 2 puffer,pink tidy,default,None,3.009901244507422,8247
8248,gradient 1,purple,blue turtleneck,blue alfalfa,designer glasses,None,8.380500799824999,8248
8249,green,blue,combo 1 puffer,pink long,chill cig,None,3.1440840455106485,8249
8250,orange,light blue,pink fleece,pink headband,mad note,None,8.861595908178632,8250
8251,purple,gradient 1,purple chain,purple alfalfa,sunglasses,None,5.4490321233266314,8251
8252,gradient 2,iridescent,light blue puffer,purple brushcut,chill cig,None,12.285411339457246,8252
8253,blue,light blue,yellow puffer,green brushcut,grumpy,None,1.3091394372604133,8253
8254,pink,fire,purple sweater with satchel,cowboy,cobain glasses,pearl,81.56211280799444,8254
8255,flower,grey,None,None,chill cig,None,14.39966545694548,8255
8256,pale,grey,white sweater,purple long,grumpy,None,1.790226706598045,8256
8257,med,gradient 2,yellow puffer,wizard,straw,hoop,78.61959724467852,8257
8258,yellow,gradient 2,purple sweater with satchel,shaved,default,None,2.539810492763506,8258
8259,pale,yellow,orange puffer,purple cap,sad note,airpod,84.9632593433875,8259
8260,pink,gradient 1,light blue puffer,pink tidy,chill cig,None,4.553924365172788,8260
8261,orange,light blue,purple sweater with satchel,pink toque,bandana,None,6.802855894349056,8261
8262,pink,gradient 1,purple chain,purple puffballs,blue beard,None,10.909255472765455,8262
8263,purple,gradient 2,white puffer,yellow toque,mustache,None,6.556745177293849,8263
8264,med,orange,orange puffer,blue mohawk,grumpy,None,1.8238070941903595,8264
8265,gradient 1,purple,white sweater,blue mohawk,in love,None,7.944144860587351,8265
8266,purple,gradient 4,pink hoodie,yellow bowlcut,skeleton,None,8.615458336463512,8266
8267,green,grey,white puffer,green brushcut,bandana,None,5.135671112490046,8267
8268,med,light blue,blue fleece,pink,sunglasses,pearl,73.18210321541417,8268
8269,orange,purple,blue blazer,blue brushcut,grumpy,None,4.3636657090775754,8269
8270,ape,pink,blue and yellow jacket,ape,ape,None,24.044806010244532,8270
8271,purple,space,white sweater,pink toque,holographic beard,None,14.579106646799737,8271
8272,tan,grey,yellow turtleneck,purple brushcut,chill cig,None,2.707685586001491,8272
8273,pale,yellow,pink and green jacket,yellow headband,aviators with cig,None,8.12318767555834,8273
8274,orange,iridescent,yellow puffer,pink headband,aviators with mustache,None,11.166496986924153,8274
8275,green,pink,blue and yellow jacket,poopie,mustache,None,7.686784736256598,8275
8276,med,orange,pink fleece,blue afro,in love,None,2.584614561241271,8276
8277,pickle,orange,None,None,surprised,None,13.045828255984809,8277
8278,pale,gradient 4,orange puffer,pink headband,straw,airpod,82.58015619952384,8278
8279,med,sky,pink sweater with satchel,green mullet,mustache,None,9.890980458272788,8279
8280,tan,gradient 2,navy sweater,green bowlcut,happy,None,1.3873717070707896,8280
8281,pale,grey,combo 2 puffer,purple long,green beard,pearl,78.41819324370489,8281
8282,pale,green,pink backpack,pink tidy,sad note,None,7.977724132081845,8282
8283,purple,pink,orange collar,purple long,surprised,None,2.7972019555212877,8283
8284,purple,gradient 1,blue backpack,brown brushcut,surprised,None,3.5692979958639994,8284
8285,pink,gradient 2,green hoodie,beige bucket cap,in love,None,4.151125312377571,8285
8286,orange,grey,white sweater,blue puffballs,grumpy,pearl,72.00729204398895,8286
8287,med,gradient 4,combo 3 puffer,brown brushcut,surprised,None,2.987412493715729,8287
8288,pale,yellow,pink and green jacket,green puffballs,grumpy,pearl,72.91358655218853,8288
8289,green,grey,orange collar,pink long,bandana,None,5.057350444155273,8289
8290,gradient 2,gradient 4,yellow turtleneck,purple puffballs,straw,None,10.338530977381067,8290
8291,pink,gradient 4,pink fleece,brown brushcut,surprised,hoop,73.27160056283145,8291
8292,pink,sky,blue and yellow jacket,yellow headband,sunglasses,hoop,78.23917952527738,8292
8293,pickle,sky,None,None,sunglasses,None,18.438841591769066,8293
8294,blue,gradient 3,blue and yellow jacket,shaved,designer glasses,None,2.3833011964526656,8294
8295,pale,sky,white collar,holographic brushcut,default,None,10.237882692424288,8295
8296,pink,pink,combo 2 puffer,green mullet,grumpy,None,2.372041711258459,8296
8297,orange,holographic,blue and yellow jacket,pink long,designer glasses,None,7.0825716120213436,8297
8298,green,purple,white sweater,yellow backwards cap,rainbow puke,airpod,85.82478223887621,8298
8299,orange,yellow,yellow turtleneck,pink long,cobain glasses,None,5.269955743943178,8299
8300,green,purple,pink puffer,blue afro,straw,pearl,75.75541465981168,8300
8301,purple,green,yellow turtleneck,blue nerd,green beard,None,7.507762069422279,8301
8302,yellow,light blue,yellow backpack,cowboy,sunglasses,None,3.669975380096739,8302
8303,gradient 1,green,yellow turtleneck,blue alfalfa,surprised,None,7.082554825592173,8303
8304,yellow,light blue,orange collar,pink toque,holographic beard,pearl,79.90621548357781,8304
8305,purple,blue,pink backpack,blue alfalfa,designer glasses,airpod,79.05587597965665,8305
8306,green,gradient 4,pink fleece,yellow bowlcut,surprised,pearl,72.35424015018314,8306
8307,tan,green,white sweater,white bucket cap,sad note,None,7.608460709940449,8307
8308,tan,light blue,orange puffer,cowboy,designer glasses,None,3.367849233728943,8308
8309,green,light blue,grey hoodie,white bucket cap,content,None,3.446172145934539,8309
8310,gradient 2,grey,blue backpack,crown,aviators with cig,None,15.429485316488742,8310
8311,tan,grey,blue backpack,wizard,happy,None,3.379005773865874,8311
8312,green,gradient 2,None,None,shark,None,10.752188906801136,8312
8313,tan,orange,green hoodie,blue puffballs,bandana,None,5.3147396615517835,8313
8314,tan,gradient 1,pink puffer,brown mullet,mustache,None,5.046200620974729,8314
8315,pink,gradient 4,pink fleece,green puffballs,chill cig,None,3.5804601289104356,8315
8316,pink,blue,orange puffer,blue puffballs,sunglasses,None,2.03643141185785,8316
8317,purple,blue,combo 3 puffer,blue alfalfa,default,None,2.2936751649192066,8317
8318,tan,gradient 3,combo 2 puffer,purple alfalfa,designer glasses,airpod,79.67126466190842,8318
8319,med,pink,white puffer,shaved,pink beard,None,8.290948627486895,8319
8320,tan,grey,purple chain,blue puffballs,chill cig,None,5.437799499747767,8320
8321,pink,gradient 4,blue backpack,blue nerd,cobain glasses,None,5.974878698490143,8321
8322,orange,gradient 3,pink puffer,beige bucket cap,content,None,4.296540738698519,8322
8323,blue,purple,blue turtleneck,purple cap,in love,None,2.058798198719049,8323
8324,green,fire,blue backpack,blue nerd,sunglasses,None,6.646238053116006,8324
8325,orange,gradient 2,blue backpack,poopie,default,airpod,81.79704684397989,8325
8326,orange,light blue,combo 1 puffer,pink tidy,happy,None,1.8125968509438046,8326
8327,med,iridescent,blue turtleneck,shaved,default,None,4.9342704697462105,8327
8328,purple,space,white turtleneck,blue alfalfa,aviators with cig,None,13.146929755401768,8328
8329,gradient 2,orange,pink puffer,blue messy,happy,None,6.914753596517706,8329
8330,blue,yellow,white puffer,pink tidy,surprised,hoop,72.29821801037278,8330
8331,pale,iridescent,blue and yellow jacket,shaved,happy,None,5.079760868627843,8331
8332,tan,holographic,white turtleneck,brown mullet,designer glasses,None,6.13151780172201,8332
8333,pink,holographic,yellow backpack,white bucket cap,neutral note,hoop,83.55356560738765,8333
8334,green,orange,purple chain,blue messy,straw,None,7.407054471306209,8334
8335,pink,gradient 1,pink puffer,purple long,sunglasses,None,2.69656037609412,8335
8336,pale,gradient 1,blue fleece,pink headband,3d glasses,None,8.895216577388206,8336
8337,med,light blue,white collar,yellow bowlcut,mustache,pearl,75.39736708227221,8337
8338,med,purple,blue turtleneck,purple puffballs,content,None,3.020981689775644,8338
8339,orange,pink,pink sweater with satchel,yellow headband,in love,None,2.7188376413776747,8339
8340,purple,space,pink backpack,purple brushcut,sunglasses,None,7.765100930512175,8340
8341,yellow,gradient 1,combo 2 puffer,yellow bowlcut,skeleton,None,8.78331999181419,8341
8342,purple,yellow,white puffer,purple brushcut,sunglasses,None,2.5734177392386735,8342
8343,pale,light blue,white turtleneck,purple puffballs,rainbow puke,None,8.828093847153848,8343
8344,med,yellow,yellow turtleneck,blue alfalfa,designer glasses,hoop,72.94714568175657,8344
8345,green,orange,pink fleece,cowboy,straw,None,5.986052020833306,8345
8346,tan,green,pink sweater with satchel,yellow bowlcut,happy,None,0.45870481885210146,8346
8347,pink,light blue,grey hoodie,shaved,chill cig,hoop,74.15546338977622,8347
8348,gradient 1,gradient 3,combo 2 puffer,white bucket cap,in love,pearl,80.28661082537913,8348
8349,orange,gradient 4,pink puffer,beige bucket cap,content,None,3.8713581205619927,8349
8350,gradient 1,purple,white sweater,beige bucket cap,grumpy,pearl,78.89926709080494,8350
8351,green,blue,striped sweater,blue nerd,neutral note,None,7.865826432645686,8351
8352,purple,blue,combo 1 puffer,shaved,default,None,1.6894687556530734,8352
8353,orange,gradient 4,blue fleece,crown with holographic long,happy,None,4.956688732241149,8353
8354,blue,gradient 1,blue fleece,cowboy,happy note,None,9.16374442891694,8354
8355,pink,holographic,combo 1 puffer,yellow toque,blue beard,None,13.10222416088298,8355
8356,pink,gradient 4,blue turtleneck,pink headband,in love,None,3.0546068400198427,8356
8357,pink,gradient 3,combo 1 puffer,blue toque,grumpy,None,3.893825611838951,8357
8358,orange,orange,pink fleece,pink,mustache,None,4.867193618261558,8358
8359,orange,gradient 2,white turtleneck,yellow headband,grumpy,None,2.539820568198086,8359
8360,pale,green,combo 1 puffer,pink long,aviators with mustache,hoop,78.60842951872257,8360
8361,pink,fire,rainbow striped sweater,purple long,aviators with mustache,None,15.5078350756536,8361
8362,orange,gradient 2,pink hoodie,blue nerd,bandana,None,6.556666852713581,8362
8363,tan,light blue,white puffer,purple brushcut,3d glasses,None,7.362305237685601,8363
8364,pale,pink,blue fleece,purple long,content,None,3.401417313939447,8364
8365,purple,gradient 1,grey hoodie,blue mohawk,happy,None,2.3944073805313897,8365
8366,purple,pink,yellow turtleneck,purple brushcut,sunglasses,pearl,72.76812412952962,8366
8367,med,blue,navy sweater,purple cap,straw,pearl,75.48690806779767,8367
8368,orange,light blue,white puffer,brown brushcut,content,None,2.7860733945879677,8368
8369,tan,grey,green hoodie,blue messy,designer glasses,None,2.2489684547994155,8369
8370,pale,pink,blue and yellow jacket,green puffballs,happy,None,2.28249960566065,8370
8371,yellow,pink,yellow turtleneck,purple alfalfa,mustache,None,4.956703276538354,8371
8372,tan,purple,white sweater,blue brushcut,aviators with mustache,None,7.116160951498173,8372
8373,blue,purple,navy sweater,blue mohawk,content,None,1.7342817675694764,8373
8374,tan,pink,white turtleneck,blue toque,happy,None,2.5621907090661318,8374
8375,blue,gradient 3,navy sweater,holographic brushcut,default,airpod,80.65584962977601,8375
8376,gradient 1,pink,green hoodie,brown mullet,default,None,7.977662589459404,8376
8377,orange,green,blue turtleneck,harley,straw,None,6.869947294353854,8377
8378,purple,yellow,yellow backpack,blue alfalfa,surprised,hoop,73.37231599052402,8378
8379,yellow,light blue,combo 3 puffer,yellow bowlcut,skeleton,None,8.290968765190422,8379
8380,orange,purple,grey hoodie,blue messy,neutral note,None,8.637835192797494,8380
8381,pink,light blue,blue turtleneck,green bowlcut,neutral note,pearl,78.10491615781032,8381
8382,green,iridescent,white puffer,yellow headband,bandana,pearl,78.54128664556812,8382
8383,blue,light blue,light blue puffer,wizard,mad note,None,10.170763318184044,8383
8384,tan,orange,blue fleece,holographic mohawk,default,None,3.647592931350066,8384
8385,pale,space,pink and green jacket,blue mohawk,grumpy,pearl,78.19440455458513,8385
8386,yellow,pink,orange collar,pink headband,sunglasses,None,2.7188868805928363,8386
8387,pink,holographic,yellow turtleneck,halo,bandana,None,10.49518574647294,8387
8388,yellow,grey,pink fleece,brown brushcut,mad note,None,8.570724771435396,8388
8389,icecream,blue,None,None,sunglasses,None,13.236080200588615,8389
8390,pale,gradient 4,combo 1 puffer,brown brushcut,happy,None,2.1034825290033474,8390
8391,purple,yellow,blue backpack,blue alfalfa,cobain glasses,None,6.153844300258931,8391
8392,orange,gradient 1,pink and green jacket,blue brushcut,straw,None,5.6280335296525825,8392
8393,blue,purple,blue and yellow jacket,green puffballs,happy,pearl,71.38083633920338,8393
8394,purple,green,grey hoodie,blue puffballs,holographic beard,None,8.637831838293831,8394
8395,pale,gradient 1,white collar,yellow bowlcut,content,None,3.625189215884822,8395
8396,med,gradient 1,orange collar,white bucket cap,content,None,4.139880376448733,8396
8397,gradient 1,space,yellow backpack,blue alfalfa,chill cig,None,14.612678080520269,8397
8398,orange,gradient 1,white sweater,green mullet,default,None,1.9468199328190656,8398
8399,orange,gradient 1,yellow puffer,blue alfalfa,straw,hoop,76.23650193362064,8399
8400,tan,green,orange collar,poopie,sunglasses,None,3.72589457956958,8400
8401,yellow,gradient 3,light blue puffer,pink toque,chill cig,airpod,82.14383270586836,8401
