,Headgear,Offhand,Clothing,Mouth,Eyes,Type,Background,Hand,Special,Shoe,Face,Eyebrows,Rarity score,Token Id
15643,Jiang Shi Hat,None,Green Hoodie Stripes,Smile,Stare,Red Bean,Red,None,None,None,None,None,13.637700150731307,15643
15644,None,None,White Noragi,Open Smile,Sad,Edamame,Off White A,Paintbrush,None,Blue Sneakers,None,None,31.765746752979894,15644
15645,None,Cocktail Umbrella,None,Whistling,Stare,Coffee Bean,Off White D,None,None,None,Bandaid,None,26.207027267863236,15645
15646,None,Cocktail Umbrella,Red Panda Puffer Vest,Mischievous,Focused,Blue Bean,Off White C,None,None,None,None,None,17.743130110832364,15646
15647,None,None,Red Hoodie Up,Frown,Closed,Edamame,Off White A,None,None,None,Seer Eyeband,None,16.643971868893896,15647
15648,None,None,Oversized White T-shirt,Whistling,Closed,Lentil,Off White A,None,None,None,Seer Eyeband,None,16.49024895744658,15648
15649,None,None,Dudou,Yum,Closed,Pinto Bean,Off White B,Nunchuck,None,None,Seer Eyeband,None,30.204600682180228,15649
15650,None,None,Oversized Red BEANZ Logo T-shirt,Straw Leaf,Half-open,Purple Bean,Off White C,Golden Fan,None,None,None,None,17.245118862126255,15650
15651,Cat Headphones,None,None,:P,><,Edamame,Off White D,None,None,White Sneakers,None,None,25.520368569647044,15651
15652,None,Zanbato,Cargo Shorts,:O,Dots,Lentil,Off White C,None,None,Geta,Bandaid,None,43.35055260712685,15652
15653,Black Toque,None,Khaki Tactical Vest,:c,Sussy,Pinto Bean,Off White B,None,None,None,None,None,15.280813158774295,15653
15654,None,Earth,Yellow Camo Hoodie Up,Kiss,Closed,Black Eyed Bean,Dark Purple,None,None,None,Seer Eyeband,None,31.723415880290496,15654
15655,Bean Baseball Cap,None,None,Cat,Dots,Purple Bean,Off White B,None,None,None,Shades,None,23.871773249309864,15655
15656,Fedora,None,Black Camo Jacket,Closed,Dots,Lentil,Dark Blue,Stylus,None,None,Shades,None,40.45584249855751,15656
15657,Cat Ears,None,Oversized Red BEANZ Logo T-shirt,Wide Happy Smile,Cross-eyed,Pinto Bean,Off White C,None,None,None,None,None,15.398651876709032,15657
15658,None,None,Black Bomber over Hoodie,D:,Confused,Lentil,Red,None,None,None,None,None,7.085454682930921,15658
15659,Cowboy Hat,None,Green Hoodie Stripes,Nom,Stare,Red Bean,Red,None,None,None,None,Surprised,28.143721506930458,15659
15660,None,Ledger,Red Panda Puffer Vest,Kiss,Closed,Purple Bean,Off White C,None,None,None,Ji Eyeband,None,28.380214116967263,15660
15661,None,None,Yellow Scrunched Hoodie,Smile,Pretty,Red Bean,Off White B,None,None,None,None,None,3.7769850192542185,15661
15662,Straw Hat,Banner,Red Varsity Jacket,Missing Tooth Grimace,Dots,Lentil,Off White B,None,None,None,None,None,26.291775113698506,15662
15663,None,Pencil,None,Wide Toothy Smile,Lashes,Edamame,Off White B,None,None,None,None,None,14.578397733982412,15663
15664,Full Bandana,None,Blue Jacket,Straw Leaf,Side Eye,Jelly Bean,Off White D,None,None,None,None,None,14.086923840930679,15664
15665,Chun Bun,Coin,White Puffer Vest,uwu,Side Eye,Purple Bean,Off White D,None,None,None,None,None,25.82785057121541,15665
15666,None,None,Azuki Track Jacket,Closed,Half-open,Jelly Bean,Off White B,None,Smoke,Blue Sneakers,None,None,35.95193407675033,15666
15667,None,Fire,Red Panda Puffer Vest,Cat,Half-open,Red Bean,Red,None,None,None,None,None,17.433857495602815,15667
15668,None,Fork,Cross-body Bag,Triangle,Dizzy,Purple Bean,Dark Purple,Tech Deck,None,None,None,None,33.455825185276126,15668
15669,None,Golden Guitar Pick,Blue Flower Kimono,Spirit - :c,Spirit - Lashes,Spirit Bean,Off White D,None,None,None,None,None,19.700166259614477,15669
15670,Red Panda Headphones,None,None,Triangle,Focused,Red Bean,Off White B,None,None,None,None,Angry,24.97263465513435,15670
15671,Frog Bucket Hat,None,Red Hoodie Zip-up,Bubble Gum,Focused,Black Bean,Off White A,None,None,None,None,None,14.859213763301913,15671
15672,None,None,Green Varsity Jacket,Straw Leaf,Lashes,Golden Bean,Off White D,Dart,None,None,Bandaid,None,30.37864681229776,15672
15673,None,None,Red BEANZ Puffer Jacket,Wheat,Dots,Red Bean,Off White A,None,None,None,Shades,None,15.170271082142586,15673
15674,Sweatband,None,White Business Attire,Whistling,Sussy,Coffee Bean,Off White B,None,None,Red Flip Flops,None,Curious,44.570157566309135,15674
15675,None,None,White Qipao,uwu,Lashes,Black Bean,Off White B,None,None,None,None,None,4.277763704347999,15675
15676,None,Stylus,None,:P,Closed,Edamame,Off White D,None,None,None,Seer Eyeband,None,25.01033687207752,15676
15677,None,Golden Dumbbell,Oversized Gray T-shirt with Red Cross-body Bag,Closed,Sad,Pinto Bean,Off White C,None,None,None,None,None,17.470671674843558,15677
15678,Full Bandana,None,None,Yum,Focused,Blue Bean,Cool Gray,None,None,None,None,None,14.249859110599445,15678
15679,Red Panda Baseball Cap,None,Black Perfecto Leather Jacket,Wide Missing Tooth Smile,Stare,Red Bean,Off White B,None,None,None,None,None,12.484261888132163,15679
15680,None,None,Blue Bean Necklace,Bubble Gum,Lashes,Jelly Bean,Off White B,None,None,None,Tears,None,18.693090537611816,15680
15681,Faux Fur Bucket Hat,None,Red Sweat Shorts,Drool,><,Pinto Bean,Off White C,None,None,Black Chucks,None,None,29.750899928461642,15681
15682,None,Stylus,White Noragi,Meh,Dots,Lentil,Off White C,None,None,None,None,None,16.477448316586834,15682
15683,None,None,Red Noragi,Wide Toothy Smile,Closed,Lentil,Off White C,None,None,None,Ji Eyeband,None,15.808153938909141,15683
15684,Trapper Hat,None,Cargo Shorts,D:,Sad,Edamame,Dark Blue,Water,None,Red Slides,Red Fang Face Paint,None,57.26648427118645,15684
15685,Cat Headphones,None,None,D:,Half-open,Black Eyed Bean,Off White B,None,None,None,None,None,12.202602630348743,15685
15686,Fedora,None,White Noragi,Wide Happy Smile,Cheeky Wink,Red Bean,Off White B,None,None,Green Sandals,Big Glasses,None,39.83817820412775,15686
15687,None,Dumbbell,None,Mustache - Small,Side Eye,Purple Bean,Off White C,None,None,Blue Sneakers,None,None,29.837366773301177,15687
15688,None,None,Blue Camo Hoodie with Backpack,:O,Lashes,Coffee Bean,Off White C,None,None,None,None,None,4.013580074713168,15688
15689,Trapper Hat,Monk Staff,Cargo Shorts,Straw Leaf,Closed,Pinto Bean,Off White B,None,None,None,None,None,26.74741903785956,15689
15690,Trucker Hat,Fire,IKZ Hoodie Up,Smile,Blank,Blue Bean,Off White B,Round Fan,None,None,None,None,39.84560446672199,15690
15691,None,Spray Paint,None,:c,Half-open,Blue Bean,Off White B,None,None,None,None,None,14.005827172527304,15691
15692,None,None,None,uwu,Friendly Wink,Golden Bean,Cool Gray,Blow Pop,None,None,None,None,18.808199152369895,15692
15693,None,Pencil,None,uwu,Dots,Lentil,Off White C,None,None,None,None,Angry,27.97246731621334,15693
15694,None,None,Hawaiian Shirt,Closed,Lashes,Edamame,Off White D,None,None,None,Red Fang Face Paint,None,15.142694828561515,15694
15695,Black Toque,Zanbato,IKZ Hoodie Up,Grimace,Half-open,Lentil,Off White C,None,None,None,None,None,25.73578863597365,15695
15696,Red Toque,None,Open Cat Denim Jacket,Open Smile,Sad,Black Bean,Off White D,None,None,None,None,None,12.447465845195401,15696
15697,Red Toque,None,White Qipao,Open Smile,Lashes,Lentil,Off White C,None,None,Orange High Tops,None,Determined,41.8815207988817,15697
15698,None,None,Oversized White T-shirt,Frown,Lashes,Purple Bean,Off White D,None,None,Cat Slippers,Round Glasses,None,30.923539228921044,15698
15699,Sweatband,None,None,Buckteeth,Smile,Black Bean,Off White A,Shuriken,None,Black Boots,None,None,39.299708007179206,15699
15700,Black Toque,None,None,uwu,Focused,Black Bean,Off White C,None,None,None,None,None,11.374123520339955,15700
15701,Pointy Straw Hat,None,Red Qipao,Nom,Dots,Black Bean,Off White A,None,None,None,None,None,13.285141254166453,15701
15702,Sushi Chef,None,Red BEANZ Puffer Jacket,Kiss,Sussy,Red Bean,Off White B,None,None,None,None,None,12.986875901784748,15702
15703,None,None,Black Perfecto Leather Jacket,Buckteeth,Dizzy,Black Bean,Off White C,None,None,None,None,None,5.119154811867612,15703
15704,Trucker Hat,None,Black Track Jacket with Green Frog Cross-body Bag,Whistling,Blank,Pinto Bean,Off White A,None,None,None,Red Stripes Face Paint,None,28.804701294945207,15704
15705,None,None,Green Jacket Hood Up,Wide Toothy Smile,Closed,Jelly Bean,Off White A,Cocktail Umbrella,None,Red Chucks,Ji Eyeband,None,44.58479834385989,15705
15706,Frog Bucket Hat,Axe,Bean Shorts,Smile,Blank,Red Bean,Off White C,Stylus,None,None,None,Surprised,52.56681949774883,15706
15707,None,None,Mankini,Drool,Closed,Black Eyed Bean,Off White C,Toothpick,None,None,None,Concerned,31.705921935858278,15707
15708,None,None,Blue Bean Necklace,Triangle,Focused,Black Bean,Off White D,None,None,None,Eye Patch,None,16.636691611919478,15708
15709,None,Axe,Shirt,Cat,><,Jelly Bean,Off White B,None,None,None,None,Bushy,33.76502129508693,15709
15710,None,None,Green Camo Tank Top,Straw Leaf,Lashes,Golden Bean,Off White D,None,None,None,None,None,4.876144230382662,15710
15711,None,Lantern,Black Tank Top,Kiss,Half-open,Purple Bean,Off White D,None,None,None,None,None,15.315734970954656,15711
15712,Black Bucket Hat,None,None,Wide Happy Smile,><,Edamame,Off White A,None,None,None,None,None,11.943011473394694,15712
15713,Sloth Beanie,None,None,Mischievous,Cheeky Wink,Edamame,Off White D,Toothpick,None,None,None,None,23.750287041289415,15713
15714,Jiang Shi Hat,Lightning,Jiang Shi Suit,Wide Missing Tooth Smile,Sad,Blue Bean,Off White C,Lightning,None,None,None,None,39.92292217035661,15714
15715,None,None,Hawaiian Shirt,Wide Happy Smile,Smile,Black Bean,Off White B,None,None,None,None,None,4.951604962194601,15715
15716,None,None,Cat Kigurumi,:c,Dots,Edamame,Off White C,None,None,None,None,Thick,18.378248578584625,15716
15717,Red Hair Bow,None,Black Tank Top,Buckteeth,Lightning,Edamame,Off White D,None,None,None,None,None,13.82641585066967,15717
15718,None,Water,None,Drool,Friendly Wink,Red Bean,Cool Gray,Shinai,None,None,None,None,28.54046445908211,15718
15719,None,Q-tip,White Puffer Vest,Yum,Side Eye,Lentil,Off White C,None,None,None,None,None,17.171497841739374,15719
15720,Trucker Hat,None,None,:P,Friendly Wink,Black Eyed Bean,Off White B,None,None,None,Eye Patch,Thick,39.91550665888263,15720
15721,Frog Headband,None,White Business Attire,Kiss,Cheeky Wink,Black Eyed Bean,Off White B,Floorsweeper,None,None,None,None,27.818835771558632,15721
15722,None,None,Khaki Tactical Vest,Wheat,Friendly Wink,Edamame,Off White D,None,None,None,None,None,3.692327435040578,15722
15723,None,Round Fan,Brown Yukata,Nom,Friendly Wink,Edamame,Off White A,None,None,None,None,None,16.827214534639204,15723
15724,Full Bandana,None,White Puffer Vest,Wide Toothy Smile,Half-open,Black Bean,Cool Gray,None,None,None,None,None,15.74201631973328,15724
15725,None,Spray Paint,None,Open Smile,><,Golden Bean,Red,None,None,None,None,None,17.869268184003015,15725
15726,None,Cocktail Umbrella,Bean Shorts,Nom,Stare,Purple Bean,Off White A,None,None,Red Chucks,None,None,31.258563385206728,15726
15727,Cat Headphones,Monkey King Staff,Blue Jacket,Frown,Dots,Red Bean,Off White C,None,None,Black Boots,None,None,39.35405111009534,15727
15728,None,None,Red Hoodie Up,Straw Leaf,Confused,Edamame,Off White B,None,None,White Sneakers,None,None,20.031466644455318,15728
15729,Red Panda Baseball Cap,None,Pink Hoodie with Backpack,Cat,Half-open,Edamame,Dark Purple,None,None,None,None,Determined,30.651125321099958,15729
15730,None,None,Tech Shorts,Whistling,Cheeky Wink,Edamame,Off White D,Cigar,None,None,None,None,16.926651794169377,15730
15731,Backwards Cap,None,Oversized Blue T-shirt with White Cross-body Bag,Buckteeth,Cross-eyed,Blue Bean,Off White D,None,None,White Kicks,Blush,Bushy,55.94381094452102,15731
15732,None,None,White Puffer Vest,Wide Happy Smile,Closed,Pinto Bean,Red,None,None,None,Ji Eyeband,None,18.875326286862936,15732
15733,None,None,White Green Sweatsuit,Open Smile,Lashes,Jelly Bean,Off White D,Green Katana,None,None,None,None,16.23900778132675,15733
15734,None,None,Bathrobe,Kiss,Smile,Edamame,Red,Guitar Pick,None,None,Bandaid,None,31.915844598032262,15734
15735,Frog Bucket Hat,None,Pink Hoodie with Backpack,uwu,Cheeky Wink,Edamame,Off White C,None,None,Black Chucks,Red Stripes Face Paint,None,40.72089516019069,15735
15736,None,Fox Fire,White Sweater,Yum,Lashes,Jelly Bean,Cool Gray,None,None,None,None,None,20.18985157131923,15736
15737,Sushi Chef,None,Sloth Sweater,:O,Smile,Edamame,Off White D,None,None,None,Clear Glasses,None,25.49095130924291,15737
15738,Kappa - Hair,None,White Red Sweatsuit,Kappa - Beak,Side Eye,Edamame,Off White D,None,None,None,None,None,14.043662293824624,15738
15739,None,None,White Noragi,:P,Stare,Coffee Bean,Dark Purple,None,None,None,None,Curious,21.39843528397537,15739
15740,None,None,Red Sweat Shorts,Open Smile,Stare,Edamame,Off White B,None,None,None,None,None,3.952812027134509,15740
15741,None,Ledger,Kung Fu Suit,Kiss,Cheeky Wink,Lentil,Off White C,None,None,None,None,None,16.59801690762032,15741
15742,Beanie,None,Bead Bracelet,Drool,Stare,Edamame,Off White A,Match,None,None,None,Determined,41.355051668298245,15742
15743,None,Water,None,Bubble Gum,Half-open,Red Bean,Red,None,None,None,None,None,15.134423991275133,15743
15744,Red Panda Headband,None,None,Wide Missing Tooth Smile,><,Coffee Bean,Off White C,None,None,None,None,Curious,26.66726555689053,15744
15745,Soy Sauce Dish,None,Oversized Red BEANZ Logo T-shirt,Buckteeth,><,Red Bean,Off White A,None,None,None,None,None,13.01541384508173,15745
15746,Kappa - Hair,None,Red Qipao,Kappa - Beak,Stare,Edamame,Red,None,None,None,None,Determined,31.166591246632404,15746
15747,Red Toque,None,None,Yum,Lashes,Black Bean,Off White B,Poker Chip,None,Cat Slippers,None,None,39.140466420636585,15747
15748,Full Bandana,None,Red Noragi,Triangle,Blank,Blue Bean,Off White D,None,None,None,None,None,13.525409642283156,15748
15749,Horns,Twig,White Red Sweatsuit,Open Smile,Confused,Red Bean,Red,None,None,None,None,None,26.960061192462675,15749
15750,None,None,Pink Sweater,Buckteeth,Half-open,Purple Bean,Off White D,Green Katana,None,None,None,None,16.106452150059877,15750
15751,None,Paintbrush,Orange Hoodie,Open Smile,Lashes,Pinto Bean,Cool Gray,None,None,None,None,Surprised,34.195814774299905,15751
15752,None,None,Green Yukata,Nom,Focused,Edamame,Off White B,Toothpick,None,None,None,Determined,32.10169844969416,15752
15753,None,Shuriken,None,Kiss,Dots,Lentil,Off White A,None,None,Orange High Tops,Shades,Surprised,55.62523447675456,15753
15754,None,None,Oversized Black BEANZ Graffiti T-shirt,Cat,Smile,Black Bean,Off White D,None,None,Green Sandals,None,None,18.60286771473047,15754
15755,Black Bucket Hat,None,None,Mustache - Small,Friendly Wink,Purple Bean,Off White B,None,None,None,None,None,12.0810894712508,15755
15756,Frog Bucket Hat,None,White Red Sweatsuit,Wide Happy Smile,Stare,Black Bean,Off White C,None,None,Blue Camo Slides,Clear Glasses,None,40.809261196434015,15756
15757,None,None,Cross-body Bag,Triangle,Cheeky Wink,Edamame,Off White D,None,Lightning,None,None,None,20.42446981608254,15757
15758,Full Bandana,None,Oversized Black BEANZ Graffiti T-shirt,D:,Closed,Edamame,Off White B,None,None,None,None,None,12.891155123751192,15758
15759,None,None,Blue Scrunched Hoodie,Smile,Half-open,Black Bean,Off White A,None,None,None,Round Glasses,Determined,30.77254545251767,15759
15760,None,None,Black Camo Jacket,Wide Missing Tooth Smile,Side Eye,Red Bean,Off White B,None,None,None,None,None,3.6656026681670166,15760
15761,Straw Hat,None,Cowboy,Wide Happy Smile,Half-open,Red Bean,Off White A,None,None,None,Blush,None,24.634876010040593,15761
15762,Cowboy Hat,None,Orange Sweat Shorts with Bag,:c,Focused,Coffee Bean,Off White B,None,None,None,None,None,14.185385381929411,15762
15763,Water,Zanbato,Sumo Belt,Closed,Lashes,Black Bean,Off White C,None,None,None,None,None,25.446756592729002,15763
15764,None,None,Dudou,Wide Toothy Smile,Stare,Red Bean,Off White C,None,None,Black High Tops,Big Glasses,None,29.77844439176558,15764
15765,Cowboy Hat,Fire,Cowboy,Buckteeth,Half-open,Red Bean,Off White D,Cigar,None,None,None,Bushy,51.26166046476408,15765
15766,None,Spray Paint,Pink Kimono,Open Smile,Side Eye,Lentil,Off White A,None,None,None,None,None,16.992907365888385,15766
15767,None,None,Green Yukata,uwu,Cheeky Wink,Red Bean,Off White D,None,None,None,None,None,1.7315551892577878,15767
15768,None,None,Oversized Gray T-shirt with Red Cross-body Bag,Closed,Dots,Red Bean,Red,None,None,None,Shades,Sad,31.122332389618517,15768
15769,None,Axe,None,Closed,Smile,Lentil,Off White D,Ledger,Smoke,None,None,None,42.777980620799006,15769
15770,None,None,Blue Scrunched Hoodie,Sleepy,Closed,Edamame,Off White D,Stylus,None,Black High Tops,None,None,30.194495578889967,15770
15771,Frog Headphones,Q-tip,Black Track Jacket with Green Frog Cross-body Bag,Yum,Dots,Coffee Bean,Off White A,None,None,None,None,Sad,41.12866494279185,15771
15772,Frog Bucket Hat,None,Green Varsity Jacket,Wide Missing Tooth Smile,Focused,Edamame,Off White A,None,None,None,None,None,14.630922909760727,15772
15773,None,None,Red Hoodie Zip-up,Smile,Dots,Blue Bean,Red,None,None,None,None,None,5.402709158446065,15773
15774,None,Water,None,Smile,Smile,Edamame,Off White B,None,None,None,Round Glasses,None,26.92866929185398,15774
15775,None,Fire,Blue Camo Hoodie with Backpack,Whistling,Dots,Lentil,Off White B,None,None,None,None,Angry,31.380999283188633,15775
15776,None,None,Golden Bead Bracelet,Kiss,Lashes,Coffee Bean,Red,None,None,None,None,None,6.343495021834815,15776
15777,None,Boombox,None,Drool,Confused,Purple Bean,Red,None,None,None,None,None,17.353781631160476,15777
15778,None,None,IKZ Hoodie Up,Triangle,Friendly Wink,Edamame,Off White C,Earth,None,None,None,None,17.21382866538778,15778
15779,Red Toque,None,Oversized Sloth T-shirt,Closed,Sad,Lentil,Red,None,None,None,None,None,15.510976765173053,15779
15780,Faux Fur Bucket Hat,None,White Noragi,Gold Grillz,Dots,Lentil,Off White C,None,None,None,Clear Glasses,Angry,40.63068807304434,15780
15781,None,None,Sloth Sweater,Kiss,Stare,Lentil,Off White D,None,None,None,None,None,3.01019914312217,15781
15782,None,None,Green Sweat Shorts,Buckteeth,Side Eye,Golden Bean,Off White D,Red Katana,None,None,Red Stripes Face Paint,None,30.84073095076355,15782
15783,None,None,Oversized Gray T-shirt with Red Cross-body Bag,Wide Toothy Smile,Dots,Coffee Bean,Off White D,None,None,None,Blush,None,15.49065880551944,15783
15784,None,None,Black Camo Jacket,Closed,Friendly Wink,Lentil,Off White B,None,None,Frog Flippers,Face Mask,None,31.527341335627828,15784
15785,None,None,Bean Shorts,Wheat,Stare,Black Eyed Bean,Off White C,None,None,None,Tears,None,17.93920941190241,15785
15786,Backwards Cap,None,None,Wide Missing Tooth Smile,Smile,Lentil,Off White B,Floorsweeper,None,None,None,Angry,39.306134657866586,15786
